"date","geography","geography code","Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census","Distance travelled to work: Less than 2km","Distance travelled to work: 2km to less than 5km","Distance travelled to work: 5km to less than 10km","Distance travelled to work: 10km to less than 20km","Distance travelled to work: 20km to less than 30km","Distance travelled to work: 30km to less than 40km","Distance travelled to work: 40km to less than 60km","Distance travelled to work: 60km and over","Distance travelled to work: Works mainly from home","Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK"
2021,"Merton 010","E02000698",3954,180,268,310,329,30,12,9,17,2515,284
2021,"Merton 011","E02000699",4496,238,233,352,405,35,22,7,16,2828,360
2021,"Merton 012","E02000700",4320,480,521,523,539,62,13,21,29,1308,824
2021,"Merton 013","E02000701",4531,423,724,627,537,63,19,21,40,1108,969
2021,"Merton 014","E02000702",4352,227,723,651,516,65,21,15,29,1230,875
2021,"Merton 015","E02000703",3959,245,314,365,407,51,17,7,25,2109,419
2021,"Merton 016","E02000704",4763,313,437,450,507,58,32,9,22,2348,587
2021,"Merton 017","E02000705",4727,211,708,606,616,66,26,13,52,1433,996
2021,"Merton 018","E02000706",4675,481,797,710,497,61,16,18,40,1040,1015
2021,"Merton 019","E02000707",3843,216,725,549,500,74,18,13,36,883,829
2021,"Merton 020","E02000708",4616,303,473,432,520,49,30,9,24,2206,570
2021,"Merton 021","E02000709",3918,263,483,399,397,48,18,10,23,1728,549
2021,"Merton 022","E02000710",4343,307,762,600,478,59,11,25,26,1189,886
2021,"Merton 023","E02000711",4827,364,658,563,597,83,16,24,29,1476,1017
2021,"Merton 024","E02000712",4588,418,719,581,586,64,20,18,29,1252,901
2021,"Merton 025","E02000713",3963,254,618,587,408,65,22,8,13,1292,696
2021,"Newham 001","E02000714",3713,235,477,511,477,82,31,18,34,1153,695
2021,"Newham 002","E02000715",2704,216,374,427,421,68,23,9,31,520,615
2021,"Newham 003","E02000716",3040,257,406,419,449,51,20,22,39,761,616
2021,"Newham 004","E02000717",3252,260,429,426,554,88,29,26,40,669,731
2021,"Newham 005","E02000718",2779,282,378,428,489,57,26,16,30,490,583
2021,"Newham 006","E02000719",4073,365,434,696,510,59,26,27,50,1002,904
2021,"Newham 007","E02000720",3304,254,416,488,443,63,33,9,18,937,643
2021,"Newham 008","E02000721",3782,419,497,668,529,89,29,26,50,736,739
2021,"Newham 009","E02000722",4206,367,400,672,501,55,30,22,47,1206,906
2021,"Newham 010","E02000723",4747,584,582,659,813,109,34,27,59,986,894
2021,"Newham 011","E02000724",3857,416,503,575,562,91,28,18,39,800,825
2021,"Newham 012","E02000725",5299,352,534,870,591,74,27,14,57,1960,820
2021,"Newham 014","E02000727",3341,390,404,516,506,89,20,27,42,626,721
2021,"Newham 015","E02000728",3785,361,443,481,611,135,31,20,64,676,963
2021,"Newham 016","E02000729",3303,282,395,466,478,52,18,11,33,827,741
2021,"Newham 017","E02000730",4097,464,539,609,594,84,33,12,31,785,946
2021,"Newham 018","E02000731",3988,454,440,521,718,108,37,32,47,803,828
2021,"Newham 019","E02000732",3538,367,470,461,542,95,23,27,36,850,667
2021,"Newham 020","E02000733",4826,401,604,792,630,62,46,38,51,1286,916
2021,"Newham 021","E02000734",3470,316,460,567,467,64,29,15,37,786,729
2021,"Newham 022","E02000735",3720,372,508,529,578,72,22,24,38,821,756
2021,"Newham 023","E02000736",3644,350,452,489,612,105,35,33,47,708,813
2021,"Newham 024","E02000737",4339,511,453,626,710,98,41,33,34,896,937
2021,"Newham 025","E02000738",4394,384,478,630,724,116,28,19,44,1092,879
2021,"Newham 026","E02000739",3570,259,424,528,544,54,24,15,31,773,918
2021,"Newham 027","E02000740",3238,226,459,521,383,39,25,14,46,822,703
2021,"Newham 028","E02000741",3649,340,475,522,519,76,35,21,46,811,804
2021,"Newham 029","E02000742",3694,342,461,484,614,85,21,26,37,717,907
2021,"Newham 030","E02000743",4808,340,598,777,620,77,40,18,68,1316,954
2021,"Newham 031","E02000744",4285,401,539,585,614,80,41,23,49,990,963
2021,"Newham 032","E02000745",4165,377,518,571,655,77,55,41,37,839,995
2021,"Newham 033","E02000746",4608,286,396,562,763,103,34,25,36,1608,795
2021,"Newham 034","E02000747",7397,317,648,993,811,84,54,20,52,3470,948
2021,"Newham 035","E02000748",3087,243,325,388,434,66,32,21,34,727,817
2021,"Newham 036","E02000749",4334,349,624,622,663,92,33,20,60,955,916
2021,"Redbridge 001","E02000751",5183,256,378,456,791,92,33,19,30,2526,602
2021,"Redbridge 002","E02000752",4243,160,353,510,670,301,58,20,32,1239,900
2021,"Redbridge 003","E02000753",3248,149,260,382,511,207,27,21,46,897,748
2021,"Redbridge 004","E02000754",3496,176,269,327,526,57,23,16,30,1483,589
2021,"Redbridge 005","E02000755",2812,126,289,322,423,54,19,10,18,1031,520
2021,"Redbridge 006","E02000756",7079,343,633,774,1182,242,79,34,76,2331,1385
2021,"Redbridge 007","E02000757",6639,332,407,660,908,76,51,31,39,3284,851
2021,"Redbridge 008","E02000758",3074,195,340,425,436,76,24,11,35,996,536
2021,"Redbridge 009","E02000759",6556,354,513,764,997,110,47,21,42,2711,997
2021,"Redbridge 010","E02000760",3369,217,304,385,548,114,32,24,27,1070,648
2021,"Redbridge 012","E02000762",3109,141,273,426,459,91,44,17,46,1137,475
2021,"Redbridge 013","E02000763",3841,261,302,479,625,132,57,28,49,1246,662
2021,"Redbridge 014","E02000764",6411,292,381,715,788,94,44,18,34,3341,704
2021,"Redbridge 015","E02000765",3457,216,274,372,548,99,35,22,40,1214,637
2021,"Redbridge 017","E02000767",3986,293,284,501,610,131,40,23,41,1402,661
2021,"Redbridge 018","E02000768",2861,124,220,319,295,33,29,10,15,1511,305
2021,"Redbridge 020","E02000770",3660,321,297,452,636,113,57,22,39,1072,651
2021,"Redbridge 022","E02000772",3538,349,402,369,497,141,36,29,41,1024,650
2021,"Redbridge 023","E02000773",4551,432,413,533,671,161,78,31,37,1437,758
2021,"Redbridge 024","E02000774",3423,304,323,439,573,123,44,15,25,906,671
2021,"Redbridge 026","E02000776",3088,301,287,379,421,92,27,17,21,1011,532
2021,"Redbridge 027","E02000777",2843,107,307,333,282,32,14,5,19,1375,369
2021,"Redbridge 029","E02000779",3513,325,344,434,551,103,22,10,27,1025,672
2021,"Redbridge 031","E02000781",6932,573,890,792,942,231,66,40,71,1930,1397
2021,"Redbridge 032","E02000782",4582,423,420,602,730,160,45,17,38,1324,823
2021,"Redbridge 033","E02000783",2841,261,320,437,457,118,36,18,29,554,611
2021,"Richmond upon Thames 001","E02000784",4716,279,300,464,253,16,14,12,27,2977,374
2021,"Richmond upon Thames 002","E02000785",5043,228,248,348,378,38,23,10,26,3430,314
2021,"Richmond upon Thames 003","E02000786",5980,318,361,618,359,27,26,10,26,3789,446
2021,"Richmond upon Thames 004","E02000787",6262,390,349,546,494,37,21,20,21,3870,514
2021,"Richmond upon Thames 005","E02000788",4589,284,327,397,277,23,17,8,19,2896,341
2021,"Richmond upon Thames 006","E02000789",3197,129,169,235,271,17,10,8,24,2130,204
2021,"Richmond upon Thames 007","E02000790",3590,170,198,215,290,32,15,7,12,2439,212
2021,"Richmond upon Thames 008","E02000791",3427,122,154,213,302,31,13,6,26,2370,190
2021,"Richmond upon Thames 009","E02000792",3681,189,190,188,267,30,16,5,19,2503,274
2021,"Richmond upon Thames 010","E02000793",3996,297,513,391,328,47,21,9,15,1829,546
2021,"Richmond upon Thames 011","E02000794",3723,242,300,271,337,42,23,21,15,2168,304
2021,"Richmond upon Thames 012","E02000795",3060,159,244,218,205,13,11,11,12,1949,238
2021,"Richmond upon Thames 013","E02000796",5045,344,746,648,486,109,22,15,26,1879,770
2021,"Richmond upon Thames 014","E02000797",4370,287,304,289,362,52,9,7,20,2715,325
2021,"Richmond upon Thames 015","E02000798",5671,440,562,431,470,98,23,16,22,2993,616
2021,"Richmond upon Thames 016","E02000799",3046,234,229,190,247,29,16,11,31,1825,234
2021,"Richmond upon Thames 017","E02000800",2435,183,323,202,208,18,8,3,10,1166,314
2021,"Richmond upon Thames 018","E02000801",3661,283,301,236,248,52,13,11,22,2217,278
2021,"Richmond upon Thames 019","E02000802",3598,267,320,264,276,67,13,12,12,2027,340
2021,"Richmond upon Thames 020","E02000803",4478,358,481,582,354,100,19,12,21,1974,577
2021,"Richmond upon Thames 021","E02000804",3640,267,294,238,304,51,17,12,10,2153,294
2021,"Richmond upon Thames 022","E02000805",5326,414,381,340,450,60,15,6,22,3234,404
2021,"Richmond upon Thames 023","E02000806",5030,285,439,452,377,138,25,14,28,2786,486
2021,"Southwark 001","E02000807",5390,242,629,696,196,21,15,16,26,3134,415
2021,"Southwark 002","E02000808",5557,613,601,323,129,25,24,10,32,3392,408
2021,"Southwark 004","E02000810",6698,634,1013,684,257,38,19,21,54,3284,694
2021,"Southwark 006","E02000812",5515,624,891,509,214,30,21,10,28,2650,538
2021,"Southwark 007","E02000813",5682,362,808,768,293,35,20,15,29,2738,614
2021,"Southwark 008","E02000814",6554,220,695,872,341,36,19,20,30,3762,559
2021,"Southwark 009","E02000815",4231,438,636,333,153,20,17,18,36,2261,319
2021,"Southwark 010","E02000816",5025,403,893,710,205,30,20,13,31,2066,654
2021,"Southwark 011","E02000817",3219,296,574,525,159,36,7,6,27,1118,471
2021,"Southwark 012","E02000818",5464,473,986,483,181,32,16,12,41,2667,573
2021,"Southwark 013","E02000819",4064,394,881,588,202,43,20,16,38,1338,544
2021,"Southwark 014","E02000820",4890,398,914,431,196,36,12,24,42,2324,513
2021,"Southwark 015","E02000821",4471,451,925,625,207,47,25,15,51,1292,833
2021,"Southwark 016","E02000822",3282,361,708,440,145,30,17,18,28,1068,467
2021,"Southwark 017","E02000823",4639,342,959,523,198,33,22,22,60,1880,600
2021,"Southwark 018","E02000824",4661,360,999,816,308,51,22,25,65,1290,725
2021,"Southwark 019","E02000825",4806,499,933,781,296,54,28,26,56,1440,693
2021,"Southwark 020","E02000826",5261,467,844,819,257,34,10,13,51,2153,613
2021,"Southwark 021","E02000827",5983,577,1084,900,261,51,24,31,50,2275,730
2021,"Southwark 022","E02000828",4589,371,732,809,260,58,20,22,43,1606,668
2021,"Southwark 023","E02000829",5832,355,852,941,278,62,39,18,36,2597,654
2021,"Southwark 024","E02000830",5453,431,561,749,198,29,21,16,32,2966,450
2021,"Southwark 025","E02000831",5553,411,482,801,193,26,22,11,19,3087,501
2021,"Southwark 026","E02000832",4972,327,519,834,257,38,26,15,25,2324,607
2021,"Southwark 027","E02000833",3983,578,424,687,181,35,19,8,38,1583,430
2021,"Southwark 028","E02000834",5622,379,405,733,187,29,13,10,9,3485,372
2021,"Southwark 029","E02000835",4112,183,426,608,204,30,20,5,24,2226,386
2021,"Southwark 030","E02000836",4774,327,301,650,132,29,10,12,14,2946,353
2021,"Southwark 031","E02000837",4292,230,220,612,104,11,10,6,12,2853,234
2021,"Southwark 032","E02000838",5203,279,471,796,219,32,17,10,24,2893,462
2021,"Southwark 033","E02000839",4126,179,342,623,274,37,6,7,27,2156,475
2021,"Sutton 001","E02000840",4325,405,939,557,480,65,17,11,24,980,847
2021,"Sutton 002","E02000841",4397,557,855,646,428,82,24,14,27,877,887
2021,"Sutton 003","E02000842",4143,390,601,551,422,49,20,19,24,1277,790
2021,"Sutton 004","E02000843",5246,355,760,600,612,52,19,20,23,2005,800
2021,"Sutton 005","E02000844",4279,474,694,534,436,50,16,8,28,1149,890
2021,"Sutton 006","E02000845",4883,276,544,563,524,78,22,11,23,2097,745
2021,"Sutton 007","E02000846",3827,428,475,471,381,55,25,8,22,1345,617
2021,"Sutton 008","E02000847",4645,319,549,574,469,67,16,15,22,1820,794
2021,"Sutton 009","E02000848",4211,474,529,584,380,83,19,10,23,1371,738
2021,"Sutton 010","E02000849",4142,342,681,403,454,62,27,14,22,1499,638
2021,"Sutton 011","E02000850",5482,463,791,640,608,90,23,24,34,1910,899
2021,"Sutton 012","E02000851",5970,741,643,807,647,87,20,24,24,2024,953
2021,"Sutton 013","E02000852",4282,485,489,461,436,64,23,20,17,1629,658
2021,"Sutton 014","E02000853",4139,424,426,551,430,76,27,9,24,1452,720
2021,"Sutton 015","E02000854",3928,334,468,367,369,51,12,15,22,1771,519
2021,"Sutton 016","E02000855",3988,332,450,425,385,95,21,9,16,1716,539
2021,"Sutton 017","E02000856",4691,347,672,517,482,77,30,21,26,1834,685
2021,"Sutton 018","E02000857",4692,450,439,588,527,94,23,11,29,1862,669
2021,"Sutton 019","E02000858",3668,382,611,467,432,67,23,18,24,972,672
2021,"Sutton 020","E02000859",3863,286,581,395,371,61,19,18,36,1526,570
2021,"Sutton 021","E02000860",4453,422,473,508,496,97,22,10,22,1660,743
2021,"Sutton 022","E02000861",3640,249,350,327,310,86,17,15,22,1847,417
2021,"Sutton 024","E02000863",3271,151,372,399,330,91,13,19,23,1410,463
2021,"Tower Hamlets 001","E02000864",5767,390,705,770,266,29,19,23,33,2900,632
2021,"Tower Hamlets 002","E02000865",3702,430,544,448,157,11,12,8,25,1644,423
2021,"Tower Hamlets 003","E02000866",5794,416,818,662,209,41,19,14,36,3023,556
2021,"Tower Hamlets 004","E02000867",6579,341,878,818,276,32,19,20,30,3595,570
2021,"Tower Hamlets 005","E02000868",3897,393,465,408,125,17,11,12,23,2021,422
2021,"Tower Hamlets 006","E02000869",2980,308,395,231,66,16,6,6,14,1601,337
2021,"Tower Hamlets 007","E02000870",3083,351,411,349,122,30,12,14,24,1403,367
2021,"Tower Hamlets 008","E02000871",5295,451,811,835,313,53,24,27,37,2100,644
2021,"Tower Hamlets 009","E02000872",4273,523,514,310,130,29,18,10,29,2258,452
2021,"Tower Hamlets 010","E02000873",3907,408,558,506,173,31,13,43,47,1698,430
2021,"Tower Hamlets 011","E02000874",3265,428,469,396,128,27,12,16,23,1344,422
2021,"Tower Hamlets 012","E02000875",6186,520,934,883,349,48,36,21,38,2616,741
2021,"Tower Hamlets 013","E02000876",3538,489,461,358,149,24,15,16,16,1602,408
2021,"Tower Hamlets 014","E02000877",6499,536,951,868,319,43,27,40,39,2906,770
2021,"Tower Hamlets 015","E02000878",5145,759,528,381,163,23,27,22,36,2712,494
2021,"Tower Hamlets 016","E02000879",3640,526,567,415,162,23,16,23,30,1381,497
2021,"Tower Hamlets 017","E02000880",2973,514,487,282,110,23,13,12,26,1146,360
2021,"Tower Hamlets 018","E02000881",4810,380,619,677,293,32,16,26,41,2143,583
2021,"Tower Hamlets 019","E02000882",4747,645,694,609,220,39,24,21,30,1881,584
2021,"Tower Hamlets 020","E02000883",3665,370,507,639,218,53,16,30,37,1283,512
2021,"Tower Hamlets 021","E02000884",6509,937,725,440,195,45,22,35,42,3558,510
2021,"Tower Hamlets 022","E02000885",2830,440,468,350,115,28,16,16,29,978,390
2021,"Tower Hamlets 023","E02000886",5307,410,626,635,192,34,16,17,29,2845,503
2021,"Tower Hamlets 024","E02000887",4783,461,695,643,293,28,27,42,33,1929,632
2021,"Tower Hamlets 025","E02000888",4411,440,579,438,168,26,14,20,25,2255,446
2021,"Tower Hamlets 026","E02000889",5134,531,619,355,112,20,20,10,31,3031,405
2021,"Tower Hamlets 027","E02000890",3843,245,378,254,68,15,6,13,26,2613,225
2021,"Tower Hamlets 030","E02000893",3704,281,294,541,212,29,15,14,21,1882,415
2021,"Tower Hamlets 031","E02000894",6158,394,536,781,258,30,24,29,34,3551,521
2021,"Waltham Forest 001","E02000895",3760,200,436,451,516,60,34,9,22,1265,767
2021,"Waltham Forest 002","E02000896",4654,276,386,463,648,77,22,17,25,2047,693
2021,"Waltham Forest 003","E02000897",3983,281,429,428,582,67,26,16,11,1409,734
2021,"Waltham Forest 004","E02000898",3702,265,425,418,495,62,28,12,19,1281,697
2021,"Waltham Forest 005","E02000899",4181,336,471,455,597,81,35,24,38,1203,941
2021,"Waltham Forest 006","E02000900",4097,334,554,534,648,75,28,13,39,1040,832
2021,"Waltham Forest 007","E02000901",5340,303,508,496,711,83,26,20,19,2397,777
2021,"Waltham Forest 008","E02000902",4755,355,517,474,703,76,22,20,24,1665,899
2021,"Waltham Forest 009","E02000903",4716,384,488,667,650,47,40,14,28,1556,842
2021,"Waltham Forest 010","E02000904",4382,344,375,448,613,71,39,25,34,1714,719
2021,"Waltham Forest 011","E02000905",5436,381,446,551,710,83,56,21,47,2271,870
2021,"Waltham Forest 012","E02000906",5043,333,416,614,564,71,29,14,37,2215,750
2021,"Waltham Forest 013","E02000907",4729,360,372,598,634,87,33,13,32,1784,816
2021,"Waltham Forest 014","E02000908",7213,349,567,948,786,88,32,17,42,3295,1089
2021,"Waltham Forest 015","E02000909",4901,325,339,546,551,57,19,19,25,2408,612
2021,"Waltham Forest 016","E02000910",6262,485,397,765,656,108,22,22,25,2784,998
2021,"Waltham Forest 017","E02000911",7049,451,578,1018,749,106,38,24,49,2888,1148
2021,"Waltham Forest 018","E02000912",4768,345,438,704,470,59,23,14,36,1794,885
2021,"Waltham Forest 019","E02000913",4567,507,384,696,524,58,22,10,24,1557,785
2021,"Waltham Forest 020","E02000914",5227,568,495,833,546,84,11,30,49,1490,1121
2021,"Waltham Forest 021","E02000915",4468,269,314,633,508,62,13,9,25,1950,685
2021,"Waltham Forest 022","E02000916",5493,354,603,955,459,51,31,12,56,1965,1007
2021,"Waltham Forest 023","E02000917",5272,329,416,788,528,71,20,8,30,2062,1020
2021,"Waltham Forest 024","E02000918",4948,312,409,715,612,78,28,21,37,1887,849
2021,"Waltham Forest 025","E02000919",5087,341,434,795,592,71,30,21,61,1776,966
2021,"Waltham Forest 026","E02000920",5170,358,563,943,502,84,32,20,59,1645,964
2021,"Waltham Forest 027","E02000921",5734,435,545,923,672,101,41,22,45,1647,1303
2021,"Waltham Forest 028","E02000922",5427,358,529,761,667,83,34,21,55,1767,1152
2021,"Wandsworth 001","E02000923",4355,406,521,434,129,18,12,6,21,2426,382
2021,"Wandsworth 003","E02000925",4171,378,732,462,177,27,12,13,23,1851,496
2021,"Wandsworth 004","E02000926",7479,513,923,863,260,43,32,11,42,4277,515
2021,"Wandsworth 005","E02000927",4188,229,556,444,139,27,14,13,20,2361,385
2021,"Wandsworth 006","E02000928",4864,218,358,562,213,22,11,5,22,3186,267
2021,"Wandsworth 007","E02000929",3985,349,679,604,163,30,14,8,25,1602,511
2021,"Wandsworth 008","E02000930",6762,279,662,820,263,63,19,14,43,4163,436
2021,"Wandsworth 009","E02000931",5628,189,410,623,162,28,21,12,16,3903,264
2021,"Wandsworth 010","E02000932",8672,400,647,1016,348,53,23,17,43,5617,508
2021,"Wandsworth 011","E02000933",5109,247,379,609,296,26,8,5,19,3173,347
2021,"Wandsworth 012","E02000934",6112,299,562,744,215,53,29,14,44,3761,391
2021,"Wandsworth 013","E02000935",2732,252,436,504,239,39,17,13,25,673,534
2021,"Wandsworth 014","E02000936",5844,336,509,784,303,29,19,8,16,3456,384
2021,"Wandsworth 015","E02000937",4637,223,339,551,169,31,12,12,13,3034,253
2021,"Wandsworth 016","E02000938",5282,377,617,877,363,35,21,18,34,2289,651
2021,"Wandsworth 017","E02000939",4127,156,247,478,141,14,6,9,18,2845,213
2021,"Wandsworth 018","E02000940",5776,436,579,769,277,29,15,11,35,3090,535
2021,"Wandsworth 019","E02000941",6082,327,554,724,213,44,14,13,28,3706,459
2021,"Wandsworth 020","E02000942",5577,304,435,596,292,27,24,14,24,3476,385
2021,"Wandsworth 021","E02000943",5727,202,365,751,202,27,6,8,15,3904,247
2021,"Wandsworth 022","E02000944",3700,335,515,561,300,29,15,15,24,1340,566
2021,"Wandsworth 023","E02000945",3527,239,594,599,312,35,13,13,30,993,699
2021,"Wandsworth 024","E02000946",4630,324,389,583,208,25,15,9,26,2635,416
2021,"Wandsworth 025","E02000947",5666,266,426,617,288,30,12,6,21,3644,356
2021,"Wandsworth 026","E02000948",6741,237,376,882,297,36,20,18,24,4465,386
2021,"Wandsworth 027","E02000949",6249,244,321,835,262,30,12,13,21,4169,342
2021,"Wandsworth 028","E02000950",4045,227,485,581,313,28,12,7,12,1858,522
2021,"Wandsworth 029","E02000951",4019,201,248,581,181,23,2,7,14,2449,313
2021,"Wandsworth 030","E02000952",3798,198,241,474,207,14,9,7,9,2366,273
2021,"Wandsworth 031","E02000953",4621,591,304,506,284,33,9,7,23,2556,308
2021,"Wandsworth 032","E02000954",3477,224,235,421,233,22,11,11,15,2018,287
2021,"Wandsworth 033","E02000955",3774,377,286,455,293,23,10,4,22,1936,368
2021,"Wandsworth 034","E02000956",4218,446,329,585,408,39,16,8,13,1919,455
2021,"Wandsworth 035","E02000957",6324,567,429,711,572,49,22,19,16,3208,731
2021,"Wandsworth 036","E02000958",4080,300,444,424,310,31,6,10,34,2030,491
2021,"Wandsworth 037","E02000959",4152,190,443,537,457,31,11,16,38,1765,664
2021,"Westminster 001","E02000960",2933,182,391,181,85,15,7,3,14,1859,196
2021,"Westminster 002","E02000961",4598,295,632,403,174,34,14,6,32,2623,385
2021,"Westminster 003","E02000962",3666,280,473,212,107,15,0,5,17,2284,273
2021,"Westminster 004","E02000963",4531,505,790,622,144,28,7,11,32,1691,701
2021,"Westminster 005","E02000964",5864,484,998,692,181,27,12,12,33,2714,711
2021,"Westminster 006","E02000965",4721,334,594,360,134,18,16,15,21,2868,361
2021,"Westminster 007","E02000966",5086,282,629,352,118,19,11,9,41,3231,394
2021,"Westminster 008","E02000967",3200,293,278,143,71,11,9,11,14,2201,169
2021,"Westminster 009","E02000968",5266,852,1024,444,189,43,5,19,50,1940,700
2021,"Westminster 010","E02000969",3844,525,747,369,124,20,19,10,25,1442,563
2021,"Westminster 011","E02000970",3874,497,343,161,49,18,4,9,26,2457,310
2021,"Westminster 012","E02000971",4126,522,441,187,78,16,12,10,20,2529,311
2021,"Westminster 013","E02000972",4152,773,371,193,102,28,12,1,28,2277,367
2021,"Westminster 014","E02000973",5625,459,637,457,151,21,9,10,19,3406,456
2021,"Westminster 015","E02000974",4180,442,506,180,85,27,8,17,24,2525,366
2021,"Westminster 016","E02000975",4310,293,573,220,109,24,8,15,25,2686,357
2021,"Westminster 017","E02000976",4554,325,647,301,94,22,6,11,26,2746,376
2021,"Westminster 018","E02000977",3366,541,294,140,45,16,25,9,36,1916,344
2021,"Westminster 019","E02000978",3171,263,368,114,56,11,25,6,13,2023,292
2021,"Westminster 020","E02000979",4095,571,507,194,62,24,11,13,28,2376,309
2021,"Westminster 021","E02000980",4391,477,717,340,85,25,13,14,22,2276,422
2021,"Westminster 022","E02000981",4823,377,617,314,71,24,6,12,25,2952,425
2021,"Westminster 023","E02000982",3561,376,552,302,92,11,5,9,26,1738,450
2021,"Westminster 024","E02000983",3800,349,652,261,90,15,9,6,21,2005,392
2021,"Bromley 040","E02006782",3875,230,432,484,490,44,27,15,28,1534,591
2021,"Lewisham 037","E02006783",3458,232,518,512,463,42,14,6,33,950,688
2021,"Lewisham 038","E02006784",3639,271,582,507,455,31,22,8,23,1017,723
2021,"Bexley 029","E02006785",3163,138,408,390,519,62,38,15,19,1012,562
2021,"Greenwich 033","E02006786",3482,204,484,491,536,93,43,14,47,991,579
2021,"Bromley 041","E02006787",3943,255,333,359,473,38,13,16,12,1999,445
2021,"Croydon 045","E02006788",3688,174,526,492,450,56,21,9,24,1334,602
2021,"Bromley 042","E02006789",3047,147,132,354,423,195,23,7,15,1144,607
2021,"Ealing 040","E02006791",4365,274,373,438,257,32,15,15,10,2571,380
2021,"Hounslow 029","E02006792",4897,289,410,548,367,41,15,14,25,2744,444
2021,"Enfield 037","E02006793",3614,560,503,534,470,66,28,9,40,610,794
2021,"Haringey 037","E02006794",3412,324,413,572,524,46,23,17,42,709,742
2021,"Harrow 032","E02006795",4060,292,501,497,475,173,17,14,40,1390,661
2021,"Hillingdon 033","E02006796",4973,378,442,687,631,181,25,24,54,1770,781
2021,"Lewisham 039","E02006798",4732,328,483,865,325,51,13,14,38,1994,621
2021,"Barking and Dagenham 023","E02006799",5095,371,844,566,736,240,45,25,67,1029,1172
2021,"Redbridge 034","E02006800",6418,532,674,708,993,249,74,31,58,1775,1324
2021,"Lambeth 036","E02006801",4260,550,533,330,149,25,14,16,23,2167,453
2021,"Southwark 034","E02006802",4775,528,665,381,135,32,18,21,46,2554,395
2021,"Sutton 025","E02006836",4062,217,407,417,354,133,25,21,30,1992,466
2021,"Tower Hamlets 032","E02006853",6195,524,484,597,250,25,11,18,32,3800,454
2021,"Tower Hamlets 033","E02006854",4486,298,317,442,132,25,8,17,15,2967,265
2021,"Harrow 033","E02006882",7099,591,825,777,997,184,47,46,71,2194,1367
2021,"Hackney 028","E02006918",3874,334,493,700,196,27,24,21,21,1535,523
2021,"Hackney 029","E02006921",3114,726,378,389,142,16,4,22,16,937,484
2021,"Redbridge 035","E02006924",6223,416,684,862,848,149,59,23,60,2074,1048
2021,"Redbridge 036","E02006925",6686,348,676,964,960,184,82,54,59,2346,1013
2021,"Greenwich 034","E02006927",6293,235,513,664,761,63,51,23,45,3184,754
2021,"Greenwich 035","E02006928",6970,272,475,938,406,45,22,25,36,4275,476
2021,"Greenwich 037","E02006930",5953,305,367,670,457,43,29,20,32,3538,492
2021,"Greenwich 038","E02006931",5227,251,373,672,323,34,20,19,23,3003,509
2021,"Southwark 035","E02006941",3976,243,442,169,66,16,6,8,12,2866,148
2021,"Southwark 036","E02006942",4294,383,585,276,125,27,11,19,28,2571,269
2021,"Barnet 042","E02006953",4771,247,308,536,793,47,20,20,25,2119,656
2021,"Barnet 043","E02006954",5137,337,443,631,795,66,26,13,39,1790,997
2021,"Brent 035","E02006955",3843,228,358,356,598,35,21,7,44,1778,418
2021,"Brent 036","E02006956",4043,515,582,539,468,54,22,19,67,1068,709
2021,"Ealing 041","E02006968",4195,219,318,449,415,41,15,18,25,2308,387
2021,"Ealing 042","E02006969",3703,186,296,351,353,24,8,8,19,2110,348
2021,"Ealing 043","E02006970",3023,514,407,720,301,80,14,15,43,450,479
2021,"Ealing 044","E02006971",3310,498,538,684,269,73,25,15,45,535,628
2021,"Hounslow 030","E02006972",2633,167,307,307,252,44,7,10,23,1176,340
2021,"Hounslow 031","E02006973",4272,302,510,546,407,50,16,14,29,1747,651
2021,"Croydon 046","E02006987",4721,391,225,319,721,91,11,16,23,2453,471
2021,"Croydon 047","E02006988",3716,396,350,288,536,71,9,9,16,1505,536
2021,"Greenwich 039","E02006991",4428,110,235,302,604,75,19,15,22,2750,296
2021,"Greenwich 040","E02006992",4882,214,351,543,348,46,16,19,18,2985,342
2021,"Greenwich 041","E02006993",5018,196,314,567,452,43,25,18,21,3003,379
2021,"Greenwich 042","E02006994",3902,331,361,496,731,80,28,28,38,1268,541
2021,"Newham 038","E02006995",5437,172,345,744,291,53,7,13,24,3471,317
2021,"Newham 039","E02006996",4712,217,349,687,388,53,19,18,32,2392,557
2021,"Newham 040","E02006997",4434,201,411,713,321,38,21,20,24,2290,395
2021,"Newham 041","E02006998",3485,199,347,497,630,96,27,20,35,1006,628
2021,"Newham 042","E02006999",7316,176,570,794,826,87,36,22,37,4174,594
2021,"Lewisham 040","E02007008",3570,213,210,524,326,25,15,10,17,1972,258
2021,"Lewisham 041","E02007009",4758,419,373,796,472,42,15,22,28,1953,638
2021,"Redbridge 037","E02007017",3843,265,429,433,583,182,52,21,30,1220,628
2021,"Redbridge 038","E02007018",3231,232,376,336,507,125,37,19,48,920,631
2021,"Redbridge 039","E02007019",2982,224,211,308,453,97,14,13,26,1076,560
2021,"Redbridge 040","E02007020",3911,430,418,483,533,127,34,16,39,920,911
2021,"Wandsworth 038","E02007083",4889,212,641,436,91,25,12,14,20,3130,308
2021,"Wandsworth 039","E02007084",5405,355,1083,643,209,40,17,19,36,2364,639
2021,"Hackney 030","E02007108",4090,203,442,349,105,14,7,6,12,2655,297
