"date","geography","geography code","National identity: Total: All usual residents","National identity: British only identity","National identity: English only identity","National identity: English and British only identity","National identity: Welsh only identity","National identity: Welsh and British only identity","National identity: Any other combination of only UK identities","National identity: Scottish only identity","National identity: Scottish and British only identity","National identity: Northern Irish only identity","National identity: Northern Irish and British only identity","National identity: Cornish only identity","National identity: Cornish and British only identity","National identity: Any other combination of only UK identities","National identity: Irish only identity","National identity: Irish and at least one UK identity","National identity: Other identity only","National identity: Other identity and at least one UK identity","National identity: Non-UK identity only","National identity: UK identity and non-UK identity"
2021,"Harrow 031","E02000463",8706,5493,591,411,7,8,27,10,4,6,1,0,0,6,80,13,1774,302,1854,315
2021,"Havering 001","E02000464",7757,4327,1433,961,6,2,32,10,6,4,6,0,1,5,55,8,766,167,821,175
2021,"Havering 002","E02000465",9346,5226,1616,1060,13,3,41,17,8,8,2,0,0,6,54,5,1125,203,1179,208
2021,"Havering 003","E02000466",9071,5062,1931,1143,10,4,26,10,4,4,3,1,0,4,42,6,735,112,777,118
2021,"Havering 004","E02000467",11458,6357,1888,1473,10,5,32,12,3,8,1,0,0,8,66,5,1391,231,1457,236
2021,"Havering 005","E02000468",8649,4779,1789,991,4,1,41,13,6,7,1,1,0,13,58,4,850,132,908,136
2021,"Havering 006","E02000469",7281,3918,1308,827,7,0,32,17,4,6,2,0,0,3,44,2,996,147,1040,149
2021,"Havering 007","E02000470",9782,5233,2021,1307,20,6,49,15,16,2,3,2,1,10,75,14,873,184,948,198
2021,"Havering 008","E02000471",7821,4263,1883,1005,12,2,36,15,6,6,1,0,0,8,60,5,445,110,505,115
2021,"Havering 009","E02000472",9472,5266,1899,1166,18,2,38,11,6,6,2,0,0,13,56,7,845,175,901,182
2021,"Havering 010","E02000473",10492,5889,2147,1455,15,5,34,17,6,7,3,0,0,1,59,11,708,169,767,180
2021,"Havering 011","E02000474",9183,5259,1633,966,9,3,51,28,9,8,2,0,0,4,55,7,1021,179,1076,186
2021,"Havering 012","E02000475",9611,5444,1805,1294,20,7,55,26,13,3,3,0,0,10,101,7,718,160,819,167
2021,"Havering 013","E02000476",9361,4739,1298,876,6,4,50,20,13,7,2,0,0,8,86,15,1978,309,2064,324
2021,"Havering 014","E02000477",9536,5112,2274,1292,21,8,56,26,6,10,2,1,0,11,84,11,544,134,628,145
2021,"Havering 015","E02000478",5989,3804,1081,589,11,4,37,13,5,8,7,0,0,4,27,5,334,97,361,102
2021,"Havering 016","E02000479",9449,5049,1489,915,9,6,47,19,6,8,2,1,0,11,90,4,1575,265,1665,269
2021,"Havering 017","E02000480",13840,7562,1805,1242,7,6,59,25,8,13,1,1,0,11,136,10,2662,351,2798,361
2021,"Havering 018","E02000481",8234,4456,2045,1184,15,16,50,19,9,13,0,1,0,8,35,8,352,73,387,81
2021,"Havering 019","E02000482",6587,3612,1564,1003,10,22,39,11,11,5,3,3,0,6,61,12,189,75,250,87
2021,"Havering 020","E02000483",8001,4167,1911,1076,11,11,54,27,8,9,3,0,0,7,75,10,580,106,655,116
2021,"Havering 021","E02000484",8494,4580,2032,1062,5,3,34,16,6,4,1,1,0,6,91,12,551,124,642,136
2021,"Havering 022","E02000485",8476,4403,1960,1256,9,1,55,17,10,13,1,3,0,11,67,9,580,136,647,145
2021,"Havering 023","E02000486",7354,3725,1949,913,12,2,33,13,11,2,3,0,0,4,57,11,536,116,593,127
2021,"Havering 024","E02000487",7914,4277,2074,1200,20,5,47,24,7,7,2,0,0,7,64,8,174,45,238,53
2021,"Havering 025","E02000488",7578,3862,2076,1070,13,2,37,13,8,11,2,0,0,3,51,5,372,90,423,95
2021,"Havering 026","E02000489",8633,4662,1933,951,15,7,28,11,3,10,1,0,0,3,59,7,823,148,882,155
2021,"Havering 027","E02000490",8468,4463,1970,1036,9,2,26,11,6,5,0,0,0,4,55,4,764,139,819,143
2021,"Havering 028","E02000491",10639,6149,1888,952,11,2,40,13,8,7,3,0,0,9,54,10,1308,225,1362,235
2021,"Havering 029","E02000492",6830,3665,1786,755,5,7,28,13,0,5,4,0,0,6,40,4,451,89,491,93
2021,"Havering 030","E02000493",6740,3728,1177,660,11,0,28,13,7,4,1,2,0,1,27,0,985,124,1012,124
2021,"Hillingdon 001","E02000494",7958,5240,671,606,20,10,62,28,11,13,2,0,1,7,61,9,917,362,978,371
2021,"Hillingdon 002","E02000495",10417,5951,1045,780,20,6,76,28,23,13,0,1,0,11,110,18,1984,427,2094,445
2021,"Hillingdon 003","E02000496",7803,4302,1670,978,21,7,56,15,8,14,4,0,1,14,101,12,539,117,640,129
2021,"Hillingdon 004","E02000497",9522,5657,1337,918,26,7,76,27,9,16,6,1,0,17,104,20,1021,356,1125,376
2021,"Hillingdon 005","E02000498",6376,3653,1194,772,22,10,65,25,8,12,3,0,0,17,95,13,410,142,505,155
2021,"Hillingdon 006","E02000499",7724,4494,1313,706,27,11,72,22,22,9,2,0,0,17,116,14,710,261,826,275
2021,"Hillingdon 007","E02000500",8278,4770,1201,836,20,16,85,30,21,14,5,0,0,15,176,25,931,218,1107,243
2021,"Hillingdon 008","E02000501",8471,4749,1455,874,27,7,48,13,7,21,1,0,0,6,152,27,850,282,1002,309
2021,"Hillingdon 009","E02000502",8928,5016,1203,778,24,17,94,42,18,26,1,1,0,6,194,26,1220,356,1414,382
2021,"Hillingdon 010","E02000503",8685,4867,1538,872,19,9,68,21,17,12,3,0,0,15,218,24,824,246,1042,270
2021,"Hillingdon 011","E02000504",7643,4557,1293,836,22,10,88,41,20,5,7,0,1,14,85,13,506,233,591,246
2021,"Hillingdon 013","E02000506",7961,5121,1012,671,22,6,55,26,10,8,3,0,0,8,104,13,699,258,803,271
2021,"Hillingdon 014","E02000507",8243,4898,1224,741,10,1,43,16,7,11,6,0,0,3,96,9,1004,217,1100,226
2021,"Hillingdon 015","E02000508",11948,6278,1058,980,25,14,104,39,18,11,4,0,0,32,165,27,2764,533,2929,560
2021,"Hillingdon 016","E02000509",10555,5327,995,860,16,13,90,29,8,28,8,2,0,15,119,28,2651,456,2770,484
2021,"Hillingdon 017","E02000510",9115,5414,1206,676,13,10,42,14,9,10,0,1,0,8,135,15,1356,248,1491,263
2021,"Hillingdon 018","E02000511",9931,5886,1192,593,7,1,35,14,5,8,1,0,0,7,96,6,1847,268,1943,274
2021,"Hillingdon 019","E02000512",8820,5234,952,624,6,5,35,19,2,7,3,1,0,3,63,8,1639,254,1702,262
2021,"Hillingdon 020","E02000513",9762,5974,725,517,3,1,22,15,3,1,3,0,0,0,62,7,2197,254,2259,261
2021,"Hillingdon 021","E02000514",10675,6305,510,292,5,5,16,5,2,4,3,0,0,2,76,2,3142,322,3218,324
2021,"Hillingdon 022","E02000515",13293,6981,1575,1027,38,9,64,28,10,10,1,2,0,13,181,13,2984,421,3165,434
2021,"Hillingdon 023","E02000516",8647,5236,504,371,3,3,14,4,2,3,1,3,0,1,52,5,2212,247,2264,252
2021,"Hillingdon 024","E02000517",10471,6310,807,497,5,4,33,10,7,8,2,0,0,6,90,7,2379,339,2469,346
2021,"Hillingdon 025","E02000518",9632,5623,1208,767,8,6,39,17,5,7,2,0,0,8,137,11,1555,278,1692,289
2021,"Hillingdon 026","E02000519",9560,5996,690,360,8,4,30,6,6,12,0,0,0,6,54,0,2192,226,2246,226
2021,"Hillingdon 027","E02000520",14058,7859,747,600,16,4,27,9,6,7,1,0,0,4,84,20,4242,459,4326,479
2021,"Hillingdon 028","E02000521",13192,7497,1139,842,15,5,44,16,11,7,3,0,0,7,90,11,3051,498,3141,509
2021,"Hillingdon 029","E02000522",9574,5370,1110,726,19,5,59,21,11,9,2,3,0,13,60,11,1894,320,1954,331
2021,"Hillingdon 030","E02000523",11371,6411,484,275,7,3,33,13,6,8,1,0,0,5,78,11,3706,363,3784,374
2021,"Hillingdon 031","E02000524",7532,3721,773,446,6,4,33,15,3,11,1,0,0,3,51,4,2270,224,2321,228
2021,"Hillingdon 032","E02000525",10062,5418,582,325,9,3,24,12,6,3,1,0,0,2,40,1,3311,349,3351,350
2021,"Hounslow 001","E02000526",8636,4400,615,648,33,19,144,56,45,14,5,1,1,22,180,30,2014,553,2194,583
2021,"Hounslow 004","E02000529",9718,6183,301,208,0,4,26,12,5,4,0,0,0,5,61,4,2608,323,2669,327
2021,"Hounslow 005","E02000530",8116,5151,438,224,5,3,20,7,3,6,1,0,0,3,22,2,2008,243,2030,245
2021,"Hounslow 006","E02000531",11582,6139,1093,852,27,20,144,55,28,32,7,2,0,20,266,35,2444,562,2710,597
2021,"Hounslow 007","E02000532",8973,4890,716,770,35,18,145,51,48,20,3,1,0,22,177,27,1687,508,1864,535
2021,"Hounslow 008","E02000533",8403,4675,719,667,40,18,163,60,42,24,10,2,0,25,147,33,1516,425,1663,458
2021,"Hounslow 009","E02000534",8557,5146,491,444,8,5,47,12,10,10,8,1,0,6,126,32,1886,372,2012,404
2021,"Hounslow 010","E02000535",10051,6186,361,216,2,6,10,3,1,5,0,0,0,1,37,2,2935,296,2972,298
2021,"Hounslow 011","E02000536",10844,6566,385,285,2,4,16,3,4,5,0,0,2,2,38,8,3185,355,3223,363
2021,"Hounslow 012","E02000537",9846,5158,344,280,7,3,24,9,5,7,0,1,0,2,63,10,3544,413,3607,423
2021,"Hounslow 013","E02000538",10106,5372,340,201,5,4,16,2,1,4,5,1,0,3,25,1,3824,318,3849,319
2021,"Hounslow 014","E02000539",12226,6965,1072,779,45,26,107,40,20,14,11,0,0,22,181,32,2454,565,2635,597
2021,"Hounslow 015","E02000540",12124,6062,672,537,14,6,86,35,15,22,3,0,0,11,110,16,4131,490,4241,506
2021,"Hounslow 016","E02000541",10618,5564,497,283,5,1,29,17,3,3,1,0,2,3,27,3,3902,307,3929,310
2021,"Hounslow 017","E02000542",12306,6136,446,312,6,6,25,12,0,10,1,0,0,2,35,2,4863,475,4898,477
2021,"Hounslow 018","E02000543",14001,6122,624,388,14,6,34,11,8,9,1,0,0,5,57,22,6188,546,6245,568
2021,"Hounslow 019","E02000544",8559,4976,750,387,13,9,65,31,13,10,1,0,0,10,100,6,1883,370,1983,376
2021,"Hounslow 020","E02000545",9236,5304,834,695,29,17,104,36,15,19,7,2,0,25,105,18,1756,374,1861,392
2021,"Hounslow 021","E02000546",10425,6205,386,305,3,2,23,9,2,11,1,0,0,0,54,21,3007,419,3061,440
2021,"Hounslow 022","E02000547",11001,5845,1220,665,10,5,53,18,7,12,4,0,0,12,50,4,2783,366,2833,370
2021,"Hounslow 023","E02000548",10572,5578,1321,782,5,0,34,17,1,8,1,0,0,7,44,7,2460,341,2504,348
2021,"Hounslow 024","E02000549",12537,6641,1439,774,8,3,67,30,9,8,2,0,0,18,75,16,3089,425,3164,441
2021,"Hounslow 025","E02000550",10715,5381,1208,741,9,2,57,21,13,12,4,0,0,7,73,2,2837,405,2910,407
2021,"Hounslow 026","E02000551",9748,5425,1171,722,11,3,54,33,6,4,3,1,0,7,36,3,2016,307,2052,310
2021,"Hounslow 027","E02000552",9259,4827,1253,658,11,5,54,21,6,13,1,0,1,12,51,9,2055,336,2106,345
2021,"Hounslow 028","E02000553",7114,3775,1134,720,15,6,42,16,9,7,2,0,2,6,37,9,1182,194,1219,203
2021,"Islington 001","E02000554",9354,5641,613,557,28,13,139,49,28,35,9,2,0,16,211,26,1705,421,1916,447
2021,"Islington 002","E02000555",9571,5580,713,622,19,11,152,56,25,34,9,1,0,27,251,25,1720,478,1971,503
2021,"Islington 003","E02000556",11397,6429,672,832,52,22,202,82,36,33,14,1,0,36,288,55,2275,570,2563,625
2021,"Islington 004","E02000557",8783,4734,628,571,23,21,146,50,25,46,4,2,0,19,229,38,1936,457,2165,495
2021,"Islington 005","E02000558",9428,5888,490,449,25,12,99,52,21,9,3,3,0,11,175,21,1913,356,2088,377
2021,"Islington 006","E02000559",9584,5310,560,676,37,15,193,69,39,39,13,1,1,31,224,44,1916,609,2140,653
2021,"Islington 007","E02000560",7353,3743,428,479,34,10,127,64,22,17,4,0,0,20,146,30,1926,430,2072,460
2021,"Islington 008","E02000561",7388,3954,497,572,27,27,151,59,31,26,12,0,0,23,166,42,1482,470,1648,512
2021,"Islington 009","E02000562",7865,4519,542,499,24,16,154,63,30,25,9,2,2,23,173,33,1479,426,1652,459
2021,"Islington 010","E02000563",8683,4743,702,538,24,13,118,58,19,17,7,2,1,14,144,25,1904,472,2048,497
2021,"Islington 011","E02000564",12423,6147,775,875,53,24,176,75,31,32,8,10,0,20,276,42,3292,763,3568,805
2021,"Islington 012","E02000565",8543,5178,548,493,22,7,171,91,31,22,2,4,0,21,128,27,1548,421,1676,448
2021,"Islington 013","E02000566",8556,4487,573,629,39,12,150,58,26,26,10,2,0,28,142,42,1883,599,2025,641
2021,"Islington 014","E02000567",10438,5600,891,784,52,16,176,76,29,35,6,0,0,30,247,33,2117,522,2364,555
2021,"Islington 015","E02000568",11340,6150,934,748,18,15,142,53,18,26,16,2,0,27,200,39,2596,498,2796,537
2021,"Islington 016","E02000569",9941,5283,891,749,35,18,152,59,35,26,7,0,0,25,197,30,2018,568,2215,598
2021,"Islington 017","E02000570",8284,4167,644,747,34,25,191,61,45,27,17,1,3,37,176,29,1796,475,1972,504
2021,"Islington 018","E02000571",8923,4666,734,705,15,11,127,48,29,25,4,0,0,21,176,25,1959,505,2135,530
2021,"Islington 019","E02000572",8602,5007,628,490,12,11,108,43,18,29,6,1,0,11,129,15,1835,367,1964,382
2021,"Islington 020","E02000573",10315,5097,741,763,33,15,188,78,38,41,6,0,0,25,172,48,2670,588,2842,636
2021,"Islington 021","E02000574",7830,3562,604,545,38,16,118,47,22,28,3,0,0,18,185,24,2276,462,2461,486
2021,"Islington 022","E02000575",11308,5266,803,743,31,21,157,67,35,26,6,0,0,23,147,21,3439,680,3586,701
2021,"Islington 023","E02000576",10671,5532,880,655,17,15,120,56,21,24,5,1,0,13,139,31,2769,513,2908,544
2021,"Kensington and Chelsea 001","E02000577",7711,5069,367,302,7,2,57,22,9,8,4,3,0,11,85,24,1498,300,1583,324
2021,"Kensington and Chelsea 002","E02000578",6007,3873,509,315,8,1,36,19,2,7,2,0,0,6,84,13,902,266,986,279
2021,"Kensington and Chelsea 003","E02000579",8996,5372,654,568,9,13,101,46,16,15,5,0,1,18,158,31,1650,440,1808,471
2021,"Kensington and Chelsea 004","E02000580",7894,4670,504,390,30,13,90,44,22,8,4,2,0,10,110,19,1675,393,1785,412
2021,"Kensington and Chelsea 005","E02000581",7391,4821,535,409,14,5,43,17,7,10,1,1,0,7,74,14,1211,265,1285,279
2021,"Kensington and Chelsea 006","E02000582",6541,2809,379,349,17,5,113,31,54,9,3,0,0,16,84,13,2310,462,2394,475
2021,"Kensington and Chelsea 007","E02000583",6425,3203,408,438,19,11,62,19,21,7,1,0,0,14,66,19,1726,473,1792,492
2021,"Kensington and Chelsea 008","E02000584",7174,3193,347,345,13,12,76,28,24,12,0,1,0,11,65,22,2467,634,2532,656
2021,"Kensington and Chelsea 009","E02000585",8087,3906,374,357,9,5,61,20,21,9,2,0,0,9,89,13,2740,533,2829,546
2021,"Kensington and Chelsea 010","E02000586",6474,2462,239,305,15,4,53,10,21,9,5,0,0,8,62,5,2830,499,2892,504
2021,"Kensington and Chelsea 011","E02000587",6499,2840,277,307,10,6,61,25,21,4,1,0,1,9,88,21,2366,523,2454,544
2021,"Kensington and Chelsea 012","E02000588",5983,2300,334,298,9,15,46,16,12,3,3,0,0,12,58,11,2449,463,2507,474
2021,"Kensington and Chelsea 013","E02000589",7250,2609,314,303,6,7,67,29,12,6,5,0,0,15,75,6,3288,575,3363,581
2021,"Kensington and Chelsea 014","E02000590",5976,2981,431,304,3,3,60,34,10,4,2,0,0,10,51,8,1749,386,1800,394
2021,"Kensington and Chelsea 015","E02000591",6213,2870,227,230,9,7,53,28,9,7,2,0,0,7,79,11,2375,352,2454,363
2021,"Kensington and Chelsea 016","E02000592",5765,2049,298,257,5,2,60,17,14,11,5,0,0,13,61,10,2514,509,2575,519
2021,"Kensington and Chelsea 017","E02000593",7392,2828,365,331,26,13,71,29,22,7,4,0,0,9,95,16,3015,632,3110,648
2021,"Kensington and Chelsea 018","E02000594",6484,2963,509,444,16,15,146,43,48,17,5,1,3,29,75,7,1900,409,1975,416
2021,"Kensington and Chelsea 019","E02000595",6163,2902,440,332,10,11,74,20,18,8,6,0,0,22,74,9,1890,421,1964,430
2021,"Kensington and Chelsea 020","E02000596",6616,2920,386,327,20,10,85,27,26,14,4,0,0,14,79,10,2290,489,2369,499
2021,"Kensington and Chelsea 021","E02000597",6335,3777,441,312,16,7,54,20,15,3,3,0,0,13,69,7,1297,355,1366,362
2021,"Kingston upon Thames 001","E02000598",8095,4613,815,775,34,20,94,36,15,18,5,1,0,19,87,19,1188,450,1275,469
2021,"Kingston upon Thames 002","E02000599",7008,4111,527,489,18,13,73,23,16,13,4,0,0,17,71,14,1291,401,1362,415
2021,"Kingston upon Thames 003","E02000600",8357,4620,658,679,24,17,90,39,18,13,3,1,0,16,64,15,1796,394,1860,409
2021,"Kingston upon Thames 004","E02000601",11907,6450,937,1060,59,41,153,58,27,20,16,0,0,32,114,31,2427,635,2541,666
2021,"Kingston upon Thames 005","E02000602",10314,5620,786,940,47,27,107,33,19,16,8,0,0,31,88,36,2247,416,2335,452
2021,"Kingston upon Thames 006","E02000603",8636,4839,759,653,20,11,63,19,10,15,6,0,0,13,63,16,1802,410,1865,426
2021,"Kingston upon Thames 007","E02000604",9242,5044,830,799,29,15,88,28,25,6,6,1,0,22,76,17,1868,476,1944,493
2021,"Kingston upon Thames 008","E02000605",8491,4830,782,739,16,14,94,34,24,11,9,2,0,14,96,26,1449,445,1545,471
2021,"Kingston upon Thames 009","E02000606",10561,5318,859,1004,59,31,164,64,29,17,13,2,2,37,121,25,2418,562,2539,587
2021,"Kingston upon Thames 010","E02000607",6799,3871,692,753,34,17,105,27,14,25,6,7,1,25,77,20,920,310,997,330
2021,"Kingston upon Thames 011","E02000608",7200,3653,677,741,28,19,146,41,38,13,10,3,3,38,75,20,1441,400,1516,420
2021,"Kingston upon Thames 012","E02000609",7630,4513,843,603,18,6,53,15,9,8,5,2,0,14,68,17,1240,269,1308,286
2021,"Kingston upon Thames 013","E02000610",7953,4306,737,856,32,12,139,46,34,25,8,4,2,20,86,24,1364,397,1450,421
2021,"Kingston upon Thames 014","E02000611",7439,4509,903,780,21,22,77,26,17,10,10,1,0,13,87,23,734,283,821,306
2021,"Kingston upon Thames 015","E02000612",8251,4925,1125,729,8,9,68,21,15,10,8,1,1,12,93,12,992,290,1085,302
2021,"Kingston upon Thames 016","E02000613",8093,4601,906,920,30,15,99,36,19,16,8,1,0,19,76,15,1117,314,1193,329
2021,"Kingston upon Thames 017","E02000614",9295,5312,941,736,16,3,76,35,7,14,5,3,0,12,79,11,1724,397,1803,408
2021,"Kingston upon Thames 018","E02000615",7879,4328,1323,929,19,4,61,21,13,10,9,1,0,7,63,12,957,183,1020,195
2021,"Kingston upon Thames 019","E02000616",6061,3349,1098,825,10,3,39,15,9,4,3,0,0,8,52,3,558,124,610,127
2021,"Kingston upon Thames 020","E02000617",8866,5086,1390,1126,20,7,51,19,6,9,4,1,0,12,60,19,860,247,920,266
2021,"Lambeth 002","E02000619",9100,5403,557,543,27,14,112,53,19,19,6,0,1,14,108,24,1894,418,2002,442
2021,"Lambeth 003","E02000620",9845,5549,576,653,42,31,139,48,24,25,10,1,0,31,119,30,2199,507,2318,537
2021,"Lambeth 004","E02000621",12523,6100,529,805,42,18,211,83,47,32,11,3,1,34,199,34,3895,690,4094,724
2021,"Lambeth 005","E02000622",8405,4714,412,634,34,14,152,70,24,20,7,1,0,30,125,25,1921,374,2046,399
2021,"Lambeth 006","E02000623",7857,4493,476,376,20,4,65,19,18,18,5,0,0,5,85,13,1965,360,2050,373
2021,"Lambeth 007","E02000624",9630,5653,434,623,32,17,169,69,17,34,10,5,2,32,144,21,2107,430,2251,451
2021,"Lambeth 008","E02000625",9307,5231,478,472,25,13,92,34,22,14,3,0,0,19,92,19,2441,444,2533,463
2021,"Lambeth 009","E02000626",8363,5354,403,386,13,4,61,28,10,7,4,1,0,11,84,17,1749,292,1833,309
2021,"Lambeth 010","E02000627",9555,5436,429,756,37,26,172,49,53,17,12,4,0,37,154,29,2083,433,2237,462
2021,"Lambeth 011","E02000628",10782,6277,420,529,29,13,121,48,29,19,7,0,0,18,100,18,2800,475,2900,493
2021,"Lambeth 012","E02000629",9114,5074,535,817,57,20,185,74,43,24,7,2,2,33,239,22,1761,404,2000,426
2021,"Lambeth 013","E02000630",7538,4225,481,632,40,20,174,73,36,32,9,1,0,23,178,28,1411,349,1589,377
2021,"Lambeth 014","E02000631",9526,5694,534,640,33,25,159,58,33,24,9,3,0,32,143,29,1811,458,1954,487
2021,"Lambeth 015","E02000632",9589,5333,534,1013,51,28,247,87,46,46,12,3,1,52,204,30,1726,423,1930,453
2021,"Lambeth 016","E02000633",9160,5609,440,703,20,15,125,41,24,23,9,0,0,28,109,35,1695,409,1804,444
2021,"Lambeth 017","E02000634",6773,3862,390,527,30,27,140,50,27,34,3,12,0,14,143,21,1332,301,1475,322
2021,"Lambeth 018","E02000635",9812,6073,471,799,49,26,161,57,39,23,4,2,0,36,152,39,1597,445,1749,484
2021,"Lambeth 019","E02000636",7716,4270,467,800,60,25,185,63,52,31,15,1,0,23,185,47,1277,400,1462,447
2021,"Lambeth 020","E02000637",8402,4839,428,674,42,22,161,68,27,21,10,1,2,32,151,32,1648,405,1799,437
2021,"Lambeth 021","E02000638",10253,5947,601,728,46,16,176,85,34,31,5,0,0,21,173,28,2130,408,2303,436
2021,"Lambeth 022","E02000639",8324,4662,365,487,27,24,108,39,17,19,11,0,0,22,98,18,2181,354,2279,372
2021,"Lambeth 023","E02000640",9290,5576,606,928,47,24,232,91,50,46,22,1,0,22,192,31,1246,408,1438,439
2021,"Lambeth 024","E02000641",8630,5496,458,422,21,12,63,31,11,10,0,0,0,11,71,22,1714,351,1785,373
2021,"Lambeth 025","E02000642",9810,5974,732,733,40,18,166,69,33,19,11,2,0,32,118,33,1559,437,1677,470
2021,"Lambeth 026","E02000643",9379,5398,520,714,35,19,135,46,33,26,8,0,0,22,137,40,1955,426,2092,466
2021,"Lambeth 027","E02000644",8521,5003,508,547,55,26,135,41,27,30,9,1,0,27,99,22,1704,422,1803,444
2021,"Lambeth 028","E02000645",9532,5535,612,677,37,27,168,60,29,25,20,4,0,30,124,35,1884,433,2008,468
2021,"Lambeth 029","E02000646",9497,5332,541,687,41,19,162,68,39,18,4,2,1,30,149,28,2105,433,2254,461
2021,"Lambeth 030","E02000647",8590,5265,527,628,35,26,117,38,25,11,9,0,0,34,93,34,1463,402,1556,436
2021,"Lambeth 031","E02000648",7828,5150,487,446,17,1,80,29,13,14,6,0,0,18,85,21,1245,296,1330,317
2021,"Lambeth 032","E02000649",12475,6537,686,889,62,30,219,84,42,46,9,1,0,37,190,39,3196,627,3386,666
2021,"Lambeth 033","E02000650",7665,4725,588,495,28,16,130,41,27,25,19,3,0,15,125,20,1240,298,1365,318
2021,"Lambeth 034","E02000651",8738,4897,474,624,20,16,125,47,28,21,4,0,1,24,106,28,2045,403,2151,431
2021,"Lambeth 035","E02000652",7560,4427,382,343,13,10,46,13,11,13,2,0,0,7,54,7,1954,324,2008,331
2021,"Lewisham 001","E02000653",12605,6811,676,692,29,10,128,52,21,28,5,0,0,22,113,17,3525,604,3638,621
2021,"Lewisham 002","E02000654",8785,5470,426,428,20,12,73,37,12,14,0,1,0,9,60,12,1905,379,1965,391
2021,"Lewisham 003","E02000655",10288,5798,509,558,26,10,132,45,22,22,4,3,21,15,81,19,2655,500,2736,519
2021,"Lewisham 005","E02000657",9909,5621,612,679,30,19,158,55,24,30,13,1,2,33,121,38,2210,421,2331,459
2021,"Lewisham 006","E02000658",8620,4995,502,605,22,18,139,52,29,25,8,2,1,22,117,28,1728,466,1845,494
2021,"Lewisham 007","E02000659",8063,4597,531,718,29,17,172,75,37,20,10,2,1,27,97,24,1470,408,1567,432
2021,"Lewisham 008","E02000660",8206,4579,482,627,35,17,152,61,36,19,5,3,1,27,119,62,1695,438,1814,500
2021,"Lewisham 009","E02000661",6494,3561,632,600,37,19,103,36,31,20,2,1,0,13,65,22,1118,337,1183,359
2021,"Lewisham 010","E02000662",8293,5166,464,586,19,8,85,43,14,13,6,2,0,7,97,28,1437,403,1534,431
2021,"Lewisham 011","E02000663",6795,3964,436,480,19,14,115,46,22,18,7,2,1,19,103,28,1296,340,1399,368
2021,"Lewisham 013","E02000665",8154,4612,631,638,26,20,100,36,19,14,7,3,1,20,115,24,1504,484,1619,508
2021,"Lewisham 014","E02000666",7189,4400,481,535,30,18,100,34,21,24,4,3,0,14,120,35,1120,350,1240,385
2021,"Lewisham 015","E02000667",6688,4225,461,489,19,10,109,35,21,21,5,2,2,23,104,37,875,359,979,396
2021,"Lewisham 016","E02000668",6861,4044,552,555,26,19,104,43,22,15,5,0,1,18,95,33,1114,319,1209,352
2021,"Lewisham 017","E02000669",7971,4454,532,541,20,7,91,34,28,9,7,1,1,11,78,22,1832,394,1910,416
2021,"Lewisham 018","E02000670",6706,4059,361,348,6,4,48,14,11,9,2,1,0,11,59,16,1485,320,1544,336
2021,"Lewisham 019","E02000671",8744,5205,663,722,47,13,135,66,22,15,6,5,0,21,109,41,1352,457,1461,498
2021,"Lewisham 020","E02000672",10271,5737,700,613,18,5,95,47,17,13,3,1,0,14,117,21,2452,513,2569,534
2021,"Lewisham 021","E02000673",8138,4859,657,688,35,19,120,43,18,20,3,4,0,32,120,27,1193,420,1313,447
2021,"Lewisham 022","E02000674",8455,5222,609,554,18,16,74,22,9,14,5,0,1,23,104,15,1466,377,1570,392
2021,"Lewisham 023","E02000675",8528,4984,938,720,23,7,110,55,16,13,8,1,1,16,85,19,1330,312,1415,331
2021,"Lewisham 024","E02000676",7815,4893,547,682,23,11,107,45,17,18,8,0,0,19,110,34,1066,342,1176,376
2021,"Lewisham 025","E02000677",7208,4679,492,431,6,3,53,22,5,5,7,0,3,11,116,22,1127,279,1243,301
2021,"Lewisham 026","E02000678",6962,4193,710,534,11,13,26,13,1,7,2,0,0,3,70,10,1206,189,1276,199
2021,"Lewisham 027","E02000679",8136,4964,673,632,26,10,106,50,15,21,6,1,0,13,93,18,1253,361,1346,379
2021,"Lewisham 028","E02000680",7037,4235,507,463,11,15,102,39,25,13,3,2,0,20,96,20,1242,346,1338,366
2021,"Lewisham 029","E02000681",8473,5384,804,572,13,3,48,19,9,7,4,1,0,8,75,12,1293,269,1368,281
2021,"Lewisham 030","E02000682",8934,5908,699,459,10,4,19,8,4,2,0,1,0,4,52,11,1478,294,1530,305
2021,"Lewisham 031","E02000683",6769,3972,806,507,10,2,40,10,9,6,4,1,0,10,43,11,1138,240,1181,251
2021,"Lewisham 033","E02000685",8130,4836,757,637,30,15,81,34,21,11,1,1,0,13,93,24,1309,348,1402,372
2021,"Lewisham 034","E02000686",7536,4655,621,483,10,2,45,14,5,8,0,0,0,18,48,9,1424,239,1472,248
2021,"Lewisham 035","E02000687",8270,5005,749,654,26,14,136,52,25,19,6,0,0,34,95,33,1198,360,1293,393
2021,"Merton 001","E02000689",9052,4936,631,818,37,25,174,62,41,28,11,4,1,27,147,41,1683,560,1830,601
2021,"Merton 002","E02000690",5524,3149,468,487,16,25,94,34,30,9,2,1,0,18,75,16,890,304,965,320
2021,"Merton 003","E02000691",7356,3970,531,646,29,12,105,36,20,18,7,0,0,24,117,35,1455,456,1572,491
2021,"Merton 004","E02000692",7656,3766,533,704,33,26,165,51,42,35,16,3,1,17,137,28,1822,442,1959,470
2021,"Merton 005","E02000693",9853,5023,671,704,56,34,137,55,37,19,4,0,0,22,161,27,2528,512,2689,539
