"date","geography","geography code","Household deprivation: Total: All households; measures: Value","Household deprivation: Household is not deprived in any dimension; measures: Value","Household deprivation: Household is deprived in one dimension; measures: Value","Household deprivation: Household is deprived in two dimensions; measures: Value","Household deprivation: Household is deprived in three dimensions; measures: Value","Household deprivation: Household is deprived in four dimensions; measures: Value"
2021,"Sutton 019","E02000858",3309,1194,1178,680,245,12
2021,"Sutton 020","E02000859",3489,1762,1189,428,103,7
2021,"Sutton 021","E02000860",4119,1885,1428,621,159,26
2021,"Sutton 022","E02000861",2863,1763,863,213,24,0
2021,"Sutton 024","E02000863",2425,1372,755,256,41,1
2021,"Sutton 025","E02006836",3212,2024,934,216,37,1
2021,"Tower Hamlets 001","E02000864",4664,2192,1323,816,307,26
2021,"Tower Hamlets 002","E02000865",2894,1135,911,576,248,24
2021,"Tower Hamlets 003","E02000866",4152,1982,1293,657,208,12
2021,"Tower Hamlets 004","E02000867",4871,2433,1513,678,221,26
2021,"Tower Hamlets 005","E02000868",2785,1324,888,402,160,11
2021,"Tower Hamlets 006","E02000869",2524,1106,797,408,193,20
2021,"Tower Hamlets 007","E02000870",2422,915,878,455,160,14
2021,"Tower Hamlets 008","E02000871",4228,1719,1410,807,273,19
2021,"Tower Hamlets 009","E02000872",3194,1491,979,522,184,18
2021,"Tower Hamlets 010","E02000873",2921,1183,969,525,233,11
2021,"Tower Hamlets 011","E02000874",2524,934,842,502,222,24
2021,"Tower Hamlets 012","E02000875",5079,2086,1639,890,425,39
2021,"Tower Hamlets 013","E02000876",2777,1094,949,492,221,21
2021,"Tower Hamlets 014","E02000877",4913,2169,1590,836,302,16
2021,"Tower Hamlets 015","E02000878",4011,1900,1242,603,245,21
2021,"Tower Hamlets 016","E02000879",3049,1077,1060,681,221,10
2021,"Tower Hamlets 017","E02000880",2281,809,828,465,163,16
2021,"Tower Hamlets 018","E02000881",3852,1604,1237,708,296,7
2021,"Tower Hamlets 019","E02000882",3808,1462,1252,763,315,16
2021,"Tower Hamlets 020","E02000883",3030,1016,1057,667,275,15
2021,"Tower Hamlets 021","E02000884",5115,2635,1661,611,186,22
2021,"Tower Hamlets 022","E02000885",2391,760,857,534,223,17
2021,"Tower Hamlets 023","E02000886",3825,1937,1120,559,194,15
2021,"Tower Hamlets 024","E02000887",3948,1551,1344,749,283,21
2021,"Tower Hamlets 025","E02000888",3352,1629,1072,467,174,10
2021,"Tower Hamlets 026","E02000889",3808,2065,1195,407,131,10
2021,"Tower Hamlets 027","E02000890",2891,1826,753,245,63,4
2021,"Tower Hamlets 030","E02000893",2989,1315,983,491,175,25
2021,"Tower Hamlets 031","E02000894",4463,2394,1389,530,143,7
2021,"Tower Hamlets 032","E02006853",5039,2744,1531,551,196,17
2021,"Tower Hamlets 033","E02006854",3528,2247,940,240,98,3
2021,"Tower Hamlets 034","E02007112",2915,1763,898,180,72,2
2021,"Tower Hamlets 035","E02007113",3268,1907,940,304,112,5
2021,"Tower Hamlets 036","E02007114",3032,1532,993,363,135,9
2021,"Waltham Forest 001","E02000895",3277,1407,1133,585,144,8
2021,"Waltham Forest 002","E02000896",3838,2015,1279,451,86,7
2021,"Waltham Forest 003","E02000897",3369,1439,1125,602,188,15
2021,"Waltham Forest 004","E02000898",3201,1401,1076,564,141,19
2021,"Waltham Forest 005","E02000899",3226,1463,1106,525,122,10
2021,"Waltham Forest 006","E02000900",3119,1297,1117,532,162,11
2021,"Waltham Forest 007","E02000901",3852,2101,1168,466,107,10
2021,"Waltham Forest 008","E02000902",3518,1621,1234,508,143,12
2021,"Waltham Forest 009","E02000903",3465,1425,1151,665,207,17
2021,"Waltham Forest 010","E02000904",3107,1618,996,385,106,2
2021,"Waltham Forest 011","E02000905",3630,1782,1228,492,119,9
2021,"Waltham Forest 012","E02000906",3627,1739,1171,554,155,8
2021,"Waltham Forest 013","E02000907",4068,1505,1453,803,284,23
2021,"Waltham Forest 014","E02000908",5240,2645,1684,708,190,13
2021,"Waltham Forest 015","E02000909",3569,1821,1112,491,133,12
2021,"Waltham Forest 016","E02000910",4406,2119,1444,662,161,20
2021,"Waltham Forest 017","E02000911",4848,2232,1580,809,211,16
2021,"Waltham Forest 018","E02000912",3273,1437,1089,557,179,11
2021,"Waltham Forest 019","E02000913",3114,1354,1094,538,113,15
2021,"Waltham Forest 020","E02000914",3975,1370,1431,873,276,25
2021,"Waltham Forest 021","E02000915",3283,1586,1117,450,122,8
2021,"Waltham Forest 022","E02000916",3982,1788,1389,625,161,19
2021,"Waltham Forest 023","E02000917",3650,1765,1189,528,160,8
2021,"Waltham Forest 024","E02000918",3408,1498,1157,553,186,14
2021,"Waltham Forest 025","E02000919",3357,1543,1160,512,131,11
2021,"Waltham Forest 026","E02000920",3816,1531,1365,689,217,14
2021,"Waltham Forest 027","E02000921",4058,1500,1471,823,238,26
2021,"Waltham Forest 028","E02000922",3635,1574,1269,614,160,18
2021,"Wandsworth 001","E02000923",3469,2092,994,307,70,6
2021,"Wandsworth 003","E02000925",3363,1582,1054,535,171,21
2021,"Wandsworth 004","E02000926",5552,3486,1483,471,103,9
2021,"Wandsworth 005","E02000927",3235,1674,945,453,152,11
2021,"Wandsworth 006","E02000928",3614,2379,913,263,59,0
2021,"Wandsworth 007","E02000929",3495,1441,1086,693,242,33
2021,"Wandsworth 008","E02000930",4262,2725,1061,378,88,10
2021,"Wandsworth 009","E02000931",3487,2456,781,197,46,7
2021,"Wandsworth 010","E02000932",5928,4144,1329,365,83,7
2021,"Wandsworth 011","E02000933",3932,2444,1086,319,77,6
2021,"Wandsworth 012","E02000934",4196,2654,1092,339,95,16
2021,"Wandsworth 013","E02000935",2435,831,923,498,170,13
2021,"Wandsworth 014","E02000936",4384,2644,1243,376,109,12
2021,"Wandsworth 015","E02000937",3127,2112,753,200,57,5
2021,"Wandsworth 016","E02000938",4345,2181,1336,627,179,22
2021,"Wandsworth 017","E02000939",2835,1962,664,174,31,4
2021,"Wandsworth 018","E02000940",4214,2419,1192,443,148,12
2021,"Wandsworth 019","E02000941",4139,2577,1094,372,88,8
2021,"Wandsworth 020","E02000942",3816,2472,1021,270,43,10
2021,"Wandsworth 021","E02000943",3810,2467,944,300,89,10
2021,"Wandsworth 022","E02000944",2891,1346,953,436,140,16
2021,"Wandsworth 023","E02000945",2764,1047,1004,533,163,17
2021,"Wandsworth 024","E02000946",3104,1841,825,327,107,4
2021,"Wandsworth 025","E02000947",3917,2596,948,294,72,7
2021,"Wandsworth 026","E02000948",4382,2790,1152,353,82,5
2021,"Wandsworth 027","E02000949",4255,2852,1066,276,56,5
2021,"Wandsworth 028","E02000950",3110,1727,953,324,96,10
2021,"Wandsworth 029","E02000951",2822,1608,799,319,83,13
2021,"Wandsworth 030","E02000952",2654,1482,761,303,102,6
2021,"Wandsworth 031","E02000953",3211,2095,765,264,80,7
2021,"Wandsworth 032","E02000954",2247,1287,614,275,59,12
2021,"Wandsworth 033","E02000955",2676,1363,798,376,131,8
2021,"Wandsworth 034","E02000956",3033,1468,980,417,161,7
2021,"Wandsworth 035","E02000957",4420,2351,1301,588,166,14
2021,"Wandsworth 036","E02000958",2917,1471,953,401,83,9
2021,"Wandsworth 037","E02000959",3104,1475,1012,459,144,14
2021,"Wandsworth 038","E02007083",4106,2737,1054,251,60,4
2021,"Wandsworth 039","E02007084",4136,1905,1338,652,224,17
2021,"Westminster 001","E02000960",2782,1617,800,278,71,16
2021,"Westminster 002","E02000961",4068,2093,1220,509,221,25
2021,"Westminster 003","E02000962",3857,2009,1153,491,188,16
2021,"Westminster 004","E02000963",4134,1447,1360,869,437,21
2021,"Westminster 005","E02000964",5357,2115,1746,994,454,48
2021,"Westminster 006","E02000965",3622,2063,1016,385,142,16
2021,"Westminster 007","E02000966",4110,2386,1139,378,183,24
2021,"Westminster 008","E02000967",3014,1893,834,238,47,2
2021,"Westminster 009","E02000968",5617,1496,1835,1439,760,87
2021,"Westminster 010","E02000969",3718,1227,1198,850,385,58
2021,"Westminster 011","E02000970",3555,2264,1009,232,48,2
2021,"Westminster 012","E02000971",3724,2146,1062,365,123,28
2021,"Westminster 013","E02000972",4254,2154,1400,504,159,37
2021,"Westminster 014","E02000973",4797,2458,1490,597,219,33
2021,"Westminster 015","E02000974",3981,2136,1177,452,183,33
2021,"Westminster 016","E02000975",3800,2071,1236,363,108,22
2021,"Westminster 017","E02000976",4213,2130,1367,527,160,29
2021,"Westminster 018","E02000977",3435,1977,972,363,100,23
2021,"Westminster 019","E02000978",2764,1965,665,113,20,1
2021,"Westminster 020","E02000979",3927,2218,1116,423,142,28
2021,"Westminster 021","E02000980",4324,1933,1370,711,268,42
2021,"Westminster 022","E02000981",4155,2348,1213,426,153,15
2021,"Westminster 023","E02000982",3845,1790,1205,580,228,42
2021,"Westminster 024","E02000983",3757,1605,1254,637,227,34
