"date","geography","geography code","Living arrangements: Total; measures: Value","Living arrangements: Living in a couple; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership: Opposite-sex couple; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership: Same-sex couple; measures: Value","Living arrangements: Living in a couple: Separated, but still married or in a civil partnership; measures: Value","Living arrangements: Living in a couple: Cohabiting; measures: Value","Living arrangements: Living in a couple: Cohabiting: Opposite-sex couple; measures: Value","Living arrangements: Living in a couple: Cohabiting: Same-sex couple; measures: Value","Living arrangements: Not living in a couple; measures: Value","Living arrangements: Not living in a couple: Single (never married and never registered a same-sex civil partnership); measures: Value","Living arrangements: Not living in a couple: Married or in a registered civil partnership; measures: Value","Living arrangements: Not living in a couple: Separated (including those who are married and those who are in civil partnerships); measures: Value","Living arrangements: Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved; measures: Value","Living arrangements: Not living in a couple: Widowed or surviving partner from a civil partnership; measures: Value"
2021,"Harrow 011","E02000443",8322,4218,3611,3603,8,9,598,562,36,4104,2691,352,190,462,409
2021,"Harrow 012","E02000444",6887,3978,3654,3652,2,14,310,304,6,2909,1887,324,97,240,361
2021,"Harrow 013","E02000445",9001,4632,4027,4015,12,15,590,558,32,4369,2869,462,172,469,397
2021,"Harrow 015","E02000447",6482,3912,3531,3527,4,13,368,344,24,2570,1737,189,78,253,313
2021,"Harrow 016","E02000448",5632,3550,3136,3120,16,12,402,386,16,2082,1268,109,92,256,357
2021,"Harrow 017","E02000449",6793,3637,3268,3262,6,10,359,342,17,3156,2034,390,78,288,366
2021,"Harrow 019","E02000451",5445,3413,3131,3124,7,8,274,260,14,2032,1290,158,55,205,324
2021,"Harrow 020","E02000452",7413,4060,3278,3262,16,16,766,730,36,3353,2264,315,136,390,248
2021,"Harrow 021","E02000453",6684,3841,3252,3247,5,13,576,550,26,2843,1934,213,111,321,264
2021,"Harrow 022","E02000454",5732,3810,3584,3580,4,8,218,206,12,1922,1251,118,55,214,284
2021,"Harrow 023","E02000455",9364,5340,4468,4446,22,12,860,804,56,4024,2662,367,150,495,350
2021,"Harrow 024","E02000456",6397,3301,2882,2872,10,10,409,397,12,3096,2117,260,92,274,353
2021,"Harrow 025","E02000457",5767,3398,3027,3016,11,6,365,344,21,2369,1548,161,77,252,331
2021,"Harrow 027","E02000459",7336,3928,3216,3210,6,8,704,684,20,3408,2202,263,183,394,366
2021,"Harrow 028","E02000460",5649,2910,2550,2550,0,12,348,326,22,2739,1888,197,109,300,245
2021,"Harrow 029","E02000461",5224,2933,2428,2408,20,6,499,478,21,2291,1422,202,99,313,255
2021,"Harrow 030","E02000462",5645,3020,2675,2667,8,7,338,312,26,2625,1728,253,98,249,297
2021,"Harrow 031","E02000463",6926,3660,3261,3255,6,11,388,368,20,3266,2230,217,121,377,321
2021,"Harrow 032","E02006795",6606,3941,3573,3563,10,11,357,340,17,2665,1832,215,65,227,326
2021,"Harrow 033","E02006882",11826,6658,6171,6159,12,13,474,448,26,5168,3231,595,129,494,719
2021,"Havering 001","E02000464",5974,3174,2394,2378,16,18,762,734,28,2800,1823,87,132,437,321
2021,"Havering 002","E02000465",7118,3742,2741,2723,18,5,996,960,36,3376,2316,118,126,499,317
2021,"Havering 003","E02000466",6966,3767,2867,2859,8,10,890,864,26,3199,2127,106,110,449,407
2021,"Havering 004","E02000467",8351,3918,2723,2719,4,13,1182,1144,38,4433,3017,115,211,709,381
2021,"Havering 005","E02000468",6740,3759,3004,2999,5,9,746,716,30,2981,1910,99,131,462,379
2021,"Havering 006","E02000469",5518,2826,2119,2110,9,4,703,686,17,2692,1718,143,116,404,311
2021,"Havering 007","E02000470",7985,4836,3521,3499,22,9,1306,1262,44,3149,1945,107,126,493,478
2021,"Havering 008","E02000471",6485,4077,3505,3497,8,10,562,546,16,2408,1504,107,65,259,473
2021,"Havering 009","E02000472",7541,4516,3725,3721,4,11,780,754,26,3025,1920,155,111,389,450
2021,"Havering 010","E02000473",8338,5115,4063,4059,4,10,1042,990,52,3223,2112,85,136,433,457
2021,"Havering 011","E02000474",7157,3908,2998,2984,14,6,904,860,44,3249,2068,158,137,444,442
2021,"Havering 012","E02000475",7777,4682,3775,3771,4,5,902,866,36,3095,2010,133,120,415,417
2021,"Havering 013","E02000476",7456,3870,2757,2742,15,5,1108,1024,84,3586,2340,180,157,524,385
2021,"Havering 014","E02000477",7877,4909,3960,3954,6,5,944,932,12,2968,1903,105,94,372,494
2021,"Havering 015","E02000478",5032,3226,2932,2932,0,6,288,280,8,1806,1106,118,54,181,347
2021,"Havering 016","E02000479",7434,3997,2889,2859,30,6,1102,1046,56,3437,2343,150,148,490,306
2021,"Havering 017","E02000480",10447,5492,4126,4100,26,18,1348,1282,66,4955,3491,280,198,588,398
2021,"Havering 018","E02000481",6596,3970,3237,3225,12,7,726,716,10,2626,1567,73,99,375,512
2021,"Havering 019","E02000482",5391,3542,3095,3091,4,7,440,426,14,1849,1127,45,58,193,426
2021,"Havering 020","E02000483",6613,3684,2846,2834,12,4,834,790,44,2929,1757,71,71,501,529
2021,"Havering 021","E02000484",6991,4220,3449,3442,7,9,762,730,32,2771,1815,90,77,383,406
2021,"Havering 022","E02000485",6886,4200,3250,3236,14,4,946,904,42,2686,1685,76,105,405,415
2021,"Havering 023","E02000486",6113,3676,2876,2868,8,14,786,750,36,2437,1535,78,68,339,417
2021,"Havering 024","E02000487",6506,4466,3930,3918,12,6,530,518,12,2040,1371,39,45,196,389
2021,"Havering 025","E02000488",6312,4076,3329,3317,12,3,744,708,36,2236,1406,54,68,277,431
2021,"Havering 026","E02000489",6868,3910,3131,3123,8,15,764,734,30,2958,1904,109,93,422,430
2021,"Havering 027","E02000490",6782,3740,2939,2933,6,11,790,758,32,3042,1938,114,102,387,501
2021,"Havering 028","E02000491",8206,4218,3166,3150,16,14,1038,1010,28,3988,2699,186,153,525,425
2021,"Havering 029","E02000492",5602,3280,2614,2602,12,8,658,644,14,2322,1470,82,78,269,423
2021,"Havering 030","E02000493",5183,2722,2013,2011,2,17,692,668,24,2461,1621,105,94,347,294
2021,"Hillingdon 001","E02000494",6465,4058,3706,3692,14,10,342,322,20,2407,1378,162,94,378,395
2021,"Hillingdon 002","E02000495",8342,4682,3942,3918,24,8,732,710,22,3660,2203,194,139,626,498
2021,"Hillingdon 003","E02000496",6235,3564,2633,2619,14,9,922,896,26,2671,1707,81,119,427,337
2021,"Hillingdon 004","E02000497",7529,4350,3661,3641,20,7,682,664,18,3179,2054,117,114,471,423
2021,"Hillingdon 005","E02000498",5181,3083,2526,2518,8,7,550,530,20,2098,1268,60,72,385,313
2021,"Hillingdon 006","E02000499",6368,4004,3541,3525,16,9,454,444,10,2364,1499,90,59,291,425
2021,"Hillingdon 007","E02000500",6879,4271,3669,3655,14,12,590,568,22,2608,1679,109,80,310,430
2021,"Hillingdon 008","E02000501",6754,4230,3513,3485,28,9,708,676,32,2524,1655,75,75,357,362
2021,"Hillingdon 009","E02000502",6969,4228,3383,3361,22,7,838,806,32,2741,1709,130,102,402,398
2021,"Hillingdon 010","E02000503",6955,4381,3546,3532,14,6,829,795,34,2574,1698,97,95,343,341
2021,"Hillingdon 011","E02000504",6152,3996,3448,3438,10,8,540,524,16,2156,1333,71,60,285,407
2021,"Hillingdon 013","E02000506",6514,4027,3568,3562,6,5,454,427,27,2487,1581,142,82,256,426
2021,"Hillingdon 014","E02000507",6354,3736,3146,3142,4,10,580,562,18,2618,1775,143,83,309,308
2021,"Hillingdon 015","E02000508",8327,4516,3384,3352,32,12,1120,1058,62,3811,2669,205,149,501,287
2021,"Hillingdon 016","E02000509",6779,3312,2376,2362,14,10,926,870,56,3467,2419,189,169,410,280
2021,"Hillingdon 017","E02000510",7125,4033,3413,3399,14,14,606,576,30,3092,2021,167,114,427,363
2021,"Hillingdon 018","E02000511",7731,4319,3731,3731,0,21,567,539,28,3412,2225,285,119,374,409
2021,"Hillingdon 019","E02000512",6790,3410,2768,2760,8,10,632,608,24,3380,2284,201,134,443,318
2021,"Hillingdon 020","E02000513",7182,3646,3014,3009,5,12,620,582,38,3536,2302,292,184,469,289
2021,"Hillingdon 021","E02000514",8225,4533,4120,4116,4,11,402,387,15,3692,2441,405,123,361,362
2021,"Hillingdon 022","E02000515",10424,5274,3906,3874,32,8,1360,1284,76,5150,3620,263,225,677,365
2021,"Hillingdon 023","E02000516",6691,3507,3037,3031,6,13,457,419,38,3184,2074,317,136,377,280
2021,"Hillingdon 024","E02000517",7809,4079,3440,3429,11,15,624,592,32,3730,2502,306,131,462,329
2021,"Hillingdon 025","E02000518",7366,3508,2775,2771,4,11,722,686,36,3858,2614,179,155,545,365
2021,"Hillingdon 026","E02000519",7315,3634,3208,3208,0,2,424,398,26,3681,2332,374,143,458,374
2021,"Hillingdon 027","E02000520",10693,5419,4562,4554,8,17,840,746,94,5274,3425,623,223,537,466
2021,"Hillingdon 028","E02000521",9960,5298,4394,4387,7,13,891,843,48,4662,3231,347,173,567,344
2021,"Hillingdon 029","E02000522",7288,3903,3072,3058,14,16,815,782,33,3385,2228,190,154,481,332
2021,"Hillingdon 030","E02000523",9013,4768,4135,4105,30,22,611,572,39,4245,2750,504,157,471,363
2021,"Hillingdon 031","E02000524",5858,3017,2364,2348,16,11,642,608,34,2841,1699,338,131,395,278
2021,"Hillingdon 032","E02000525",7686,4022,3360,3352,8,12,650,612,38,3664,2253,457,189,456,309
2021,"Hillingdon 033","E02006796",7450,4338,3515,3507,8,15,808,774,34,3112,2057,178,125,388,364
2021,"Hounslow 001","E02000526",6994,3950,3095,3007,88,15,840,770,70,3044,2190,143,122,368,221
2021,"Hounslow 004","E02000529",7552,3940,3528,3522,6,12,400,376,24,3612,2249,427,204,379,353
2021,"Hounslow 005","E02000530",6031,2788,2499,2495,4,7,282,276,6,3243,2026,388,168,364,297
2021,"Hounslow 006","E02000531",9348,4944,3531,3477,54,9,1404,1296,108,4404,3068,204,180,620,332
2021,"Hounslow 007","E02000532",7284,4118,3174,3114,60,12,932,746,186,3166,2147,129,130,450,310
2021,"Hounslow 008","E02000533",6766,3728,2788,2742,46,2,938,858,80,3038,2071,102,117,502,246
2021,"Hounslow 009","E02000534",6846,3843,3218,3191,27,21,604,568,36,3003,2019,235,114,343,292
2021,"Hounslow 010","E02000535",8104,4214,3817,3809,8,11,386,366,20,3890,2266,558,126,430,510
2021,"Hounslow 011","E02000536",8568,4356,3905,3891,14,13,438,412,26,4212,2652,506,183,411,460
2021,"Hounslow 012","E02000537",8097,4186,3627,3622,5,5,554,534,20,3911,2423,618,135,376,359
2021,"Hounslow 013","E02000538",8156,4182,3681,3673,8,11,490,458,32,3974,2340,685,166,385,398
2021,"Hounslow 014","E02000539",9533,5095,3766,3709,57,14,1315,1244,71,4438,3029,238,201,658,312
2021,"Hounslow 015","E02000540",9487,5050,4019,3988,31,21,1010,938,72,4437,2827,423,173,606,408
2021,"Hounslow 016","E02000541",8422,4034,3549,3542,7,5,480,456,24,4388,2544,717,189,443,495
2021,"Hounslow 017","E02000542",9432,4864,4293,4282,11,16,555,510,45,4568,2841,686,159,474,408
2021,"Hounslow 018","E02000543",10868,5990,5124,5092,32,12,854,774,80,4878,3048,598,236,638,358
2021,"Hounslow 019","E02000544",7012,3981,3420,3406,14,15,546,518,28,3031,1966,238,120,384,323
2021,"Hounslow 020","E02000545",7093,3631,2709,2686,23,10,912,854,58,3462,2266,187,171,548,290
2021,"Hounslow 021","E02000546",8028,4234,3703,3700,3,15,516,484,32,3794,2393,490,139,401,371
2021,"Hounslow 022","E02000547",8640,4460,3732,3722,10,12,716,690,26,4180,2677,318,164,575,446
2021,"Hounslow 023","E02000548",8068,4058,3171,3151,20,11,876,832,44,4010,2647,292,220,522,329
2021,"Hounslow 024","E02000549",9856,5185,4357,4336,21,23,805,768,37,4671,3056,420,194,529,472
2021,"Hounslow 025","E02000550",8225,4348,3482,3460,22,22,844,802,42,3877,2676,253,187,489,272
2021,"Hounslow 026","E02000551",7401,3520,2751,2732,19,19,750,718,32,3881,2533,243,186,631,288
2021,"Hounslow 027","E02000552",6945,3940,3072,3055,17,10,858,818,40,3005,1958,167,160,446,274
2021,"Hounslow 028","E02000553",5506,2973,2398,2388,10,8,567,543,24,2533,1604,149,136,358,286
2021,"Hounslow 029","E02006792",7615,3963,2785,2718,67,4,1174,1070,104,3652,2576,139,139,498,300
2021,"Hounslow 030","E02006972",4274,2126,1551,1521,30,13,562,520,42,2148,1489,121,96,321,121
2021,"Hounslow 031","E02006973",6812,3218,2203,2159,44,1,1014,914,100,3594,2439,143,154,595,263
2021,"Islington 001","E02000554",7581,2828,1691,1643,48,4,1133,1037,96,4753,3651,122,211,540,229
2021,"Islington 002","E02000555",7893,3249,2040,1974,66,3,1206,1084,122,4644,3528,136,202,501,277
2021,"Islington 003","E02000556",9436,3966,2059,1981,78,9,1898,1738,160,5470,4276,173,170,539,312
2021,"Islington 004","E02000557",7382,2882,1639,1595,44,5,1238,1142,96,4500,3422,93,177,566,242
2021,"Islington 005","E02000558",7483,2686,1724,1696,28,10,952,880,72,4797,3597,226,194,538,242
2021,"Islington 006","E02000559",7930,3860,2358,2268,90,12,1490,1408,82,4070,3304,112,121,328,205
2021,"Islington 007","E02000560",6289,2660,1302,1240,62,10,1348,1230,118,3629,2930,91,121,331,156
2021,"Islington 008","E02000561",6086,3084,1891,1843,48,5,1188,1095,93,3002,2306,93,83,348,172
2021,"Islington 009","E02000562",6507,3032,1788,1732,56,12,1232,1134,98,3475,2644,94,135,411,191
2021,"Islington 010","E02000563",7133,2602,1530,1478,52,6,1066,964,102,4531,3515,157,175,475,209
2021,"Islington 011","E02000564",10368,4424,2198,2102,96,24,2202,2028,174,5944,4878,139,189,540,198
2021,"Islington 012","E02000565",6916,2584,1407,1373,34,5,1172,1076,96,4332,3481,109,138,399,205
2021,"Islington 013","E02000566",7235,3548,2126,2036,90,10,1412,1305,107,3687,2918,100,111,380,178
2021,"Islington 014","E02000567",8934,4055,2194,2100,94,14,1847,1700,147,4879,3874,113,131,515,246
2021,"Islington 015","E02000568",8671,3294,1960,1900,60,12,1322,1216,106,5377,4172,145,186,558,316
2021,"Islington 016","E02000569",8220,3506,2082,1992,90,11,1413,1290,123,4714,3570,152,192,545,255
2021,"Islington 017","E02000570",7137,3631,2210,2071,139,1,1420,1306,114,3506,2799,87,108,366,146
2021,"Islington 018","E02000571",7467,3262,1958,1890,68,8,1296,1156,140,4205,3317,83,149,427,229
2021,"Islington 019","E02000572",7143,2430,1596,1564,32,8,826,746,80,4713,3699,122,146,501,245
2021,"Islington 020","E02000573",8806,4083,2308,2178,130,6,1769,1602,167,4723,3774,181,144,405,219
2021,"Islington 021","E02000574",6288,2614,1460,1374,86,4,1150,1002,148,3674,2898,159,102,361,154
2021,"Islington 022","E02000575",8873,3668,2070,1936,134,10,1588,1396,192,5205,4132,127,165,558,223
2021,"Islington 023","E02000576",8592,3263,1993,1915,78,6,1264,1142,122,5329,4217,147,170,533,262
2021,"Kensington and Chelsea 001","E02000577",6317,2045,1558,1540,18,14,473,413,60,4272,3051,163,248,508,302
2021,"Kensington and Chelsea 002","E02000578",4729,1620,1219,1209,10,9,392,370,22,3109,2254,120,124,400,211
2021,"Kensington and Chelsea 003","E02000579",7458,2937,2114,2076,38,8,815,742,73,4521,3261,226,150,597,287
2021,"Kensington and Chelsea 004","E02000580",6943,2368,1557,1523,34,13,798,708,90,4575,3294,162,150,690,279
2021,"Kensington and Chelsea 005","E02000581",6145,2244,1689,1639,50,11,544,498,46,3901,2743,228,129,542,259
2021,"Kensington and Chelsea 006","E02000582",5418,2354,1640,1570,70,8,706,660,46,3064,2194,168,81,463,158
2021,"Kensington and Chelsea 007","E02000583",5525,2724,2102,2074,28,6,616,573,43,2801,1942,177,93,378,211
2021,"Kensington and Chelsea 008","E02000584",5984,3077,2491,2459,32,4,582,544,38,2907,1954,272,83,403,195
2021,"Kensington and Chelsea 009","E02000585",6645,3196,2531,2489,42,11,654,566,88,3449,2306,268,144,468,263
2021,"Kensington and Chelsea 010","E02000586",5494,2710,2201,2159,42,5,504,472,32,2784,1980,197,171,288,148
2021,"Kensington and Chelsea 011","E02000587",5532,2896,2391,2361,30,3,502,446,56,2636,1846,225,61,309,195
2021,"Kensington and Chelsea 012","E02000588",5198,2545,2022,1991,31,3,520,496,24,2653,1791,238,85,332,207
2021,"Kensington and Chelsea 013","E02000589",6165,2559,1849,1805,44,5,705,650,55,3606,2759,217,90,397,143
2021,"Kensington and Chelsea 014","E02000590",5181,2040,1583,1557,26,11,446,410,36,3141,2120,225,91,470,235
2021,"Kensington and Chelsea 015","E02000591",5323,2075,1421,1357,64,11,643,576,67,3248,2373,187,103,417,168
2021,"Kensington and Chelsea 016","E02000592",4782,2316,1740,1704,36,2,574,522,52,2466,1833,177,66,271,119
2021,"Kensington and Chelsea 017","E02000593",6356,2598,1804,1743,61,11,783,721,62,3758,2855,160,136,434,173
2021,"Kensington and Chelsea 018","E02000594",5486,2396,1968,1922,46,8,420,384,36,3090,2196,186,72,416,220
2021,"Kensington and Chelsea 019","E02000595",5186,2422,1908,1886,22,0,514,474,40,2764,1790,206,87,426,255
2021,"Kensington and Chelsea 020","E02000596",5579,2496,1720,1676,44,2,774,720,54,3083,2254,184,90,395,160
2021,"Kensington and Chelsea 021","E02000597",5357,2054,1552,1524,28,8,494,460,34,3303,2196,147,137,546,277
2021,"Kingston upon Thames 001","E02000598",6194,4028,3551,3525,26,9,468,446,22,2166,1383,84,86,337,276
2021,"Kingston upon Thames 002","E02000599",5487,3353,3015,3001,14,7,331,308,23,2134,1412,166,59,195,302
2021,"Kingston upon Thames 003","E02000600",6484,3556,2803,2787,16,11,742,682,60,2928,2009,144,111,427,237
2021,"Kingston upon Thames 004","E02000601",9212,5721,4495,4456,39,14,1212,1140,72,3491,2385,157,146,516,287
2021,"Kingston upon Thames 005","E02000602",7612,3852,2775,2731,44,13,1064,998,66,3760,2661,150,164,513,272
2021,"Kingston upon Thames 006","E02000603",6597,3412,2761,2745,16,11,640,604,36,3185,2268,143,122,381,271
2021,"Kingston upon Thames 007","E02000604",7262,4431,3663,3617,46,9,759,705,54,2831,1856,158,107,421,289
2021,"Kingston upon Thames 008","E02000605",6567,4020,3390,3344,46,12,618,590,28,2547,1667,127,77,340,336
2021,"Kingston upon Thames 009","E02000606",8685,4592,2970,2912,58,6,1616,1526,90,4093,3032,142,143,507,269
2021,"Kingston upon Thames 010","E02000607",5156,3058,2360,2330,30,6,692,656,36,2098,1529,57,59,246,207
2021,"Kingston upon Thames 011","E02000608",5745,3230,1820,1790,30,8,1402,1340,62,2515,1767,91,124,377,156
2021,"Kingston upon Thames 012","E02000609",6154,3503,3116,3108,8,14,373,353,20,2651,1767,156,85,289,354
2021,"Kingston upon Thames 013","E02000610",6564,3491,2104,2066,38,1,1386,1320,66,3073,2154,110,106,466,237
2021,"Kingston upon Thames 014","E02000611",5948,3844,3397,3391,6,7,440,418,22,2104,1384,96,65,236,323
2021,"Kingston upon Thames 015","E02000612",6674,4278,3716,3684,32,10,552,526,26,2396,1577,95,69,291,364
2021,"Kingston upon Thames 016","E02000613",6185,3844,2908,2884,24,6,930,884,46,2341,1569,63,95,382,232
2021,"Kingston upon Thames 017","E02000614",7390,4258,3389,3367,22,5,864,818,46,3132,2079,207,126,428,292
2021,"Kingston upon Thames 018","E02000615",6291,3838,3072,3058,14,10,756,728,28,2453,1574,86,83,394,316
2021,"Kingston upon Thames 019","E02000616",4876,2972,2310,2296,14,6,656,638,18,1904,1241,44,68,328,223
2021,"Kingston upon Thames 020","E02000617",7039,4034,3092,3081,11,10,932,896,36,3005,1986,93,136,463,327
2021,"Lambeth 002","E02000619",7502,2758,1723,1613,110,7,1028,874,154,4744,3579,206,186,496,277
2021,"Lambeth 003","E02000620",8382,3111,1714,1553,161,7,1390,1140,250,5271,4095,204,195,533,244
2021,"Lambeth 004","E02000621",10733,4052,2023,1859,164,17,2012,1720,292,6681,5413,304,187,569,208
2021,"Lambeth 005","E02000622",7261,2552,1410,1290,120,10,1132,968,164,4709,3786,146,144,473,160
2021,"Lambeth 006","E02000623",6626,2234,1450,1384,66,18,766,658,108,4392,3274,171,229,503,215
2021,"Lambeth 007","E02000624",8209,3000,1453,1367,86,15,1532,1312,220,5209,4199,188,187,467,168
2021,"Lambeth 008","E02000625",7654,2498,1380,1338,42,8,1110,1018,92,5156,4098,217,201,473,167
2021,"Lambeth 009","E02000626",6745,2144,1304,1258,46,18,822,754,68,4601,3422,240,233,508,198
2021,"Lambeth 010","E02000627",8016,2686,1475,1359,116,5,1206,1060,146,5330,4378,143,172,427,210
2021,"Lambeth 011","E02000628",9178,2898,1567,1524,43,11,1320,1160,160,6280,4869,305,257,583,266
2021,"Lambeth 012","E02000629",8090,3049,1537,1436,101,12,1500,1320,180,5041,4181,181,128,364,187
2021,"Lambeth 013","E02000630",6546,2822,1593,1505,88,9,1220,1108,112,3724,3085,109,94,292,144
2021,"Lambeth 014","E02000631",7878,3581,2222,2156,66,9,1350,1248,102,4297,3468,148,144,355,182
2021,"Lambeth 015","E02000632",8859,2956,1119,1045,74,7,1830,1626,204,5903,5134,134,103,369,163
2021,"Lambeth 016","E02000633",7823,2486,1343,1275,68,11,1132,1018,114,5337,4313,156,206,476,186
2021,"Lambeth 017","E02000634",5840,1912,1000,956,44,6,906,804,102,3928,3194,95,130,351,158
2021,"Lambeth 018","E02000635",8438,3246,1681,1587,94,7,1558,1398,160,5192,4205,184,174,453,176
2021,"Lambeth 019","E02000636",6473,3137,1954,1872,82,3,1180,1100,80,3336,2825,72,83,223,133
2021,"Lambeth 020","E02000637",7398,3076,1458,1360,98,2,1616,1436,180,4322,3602,112,101,346,161
2021,"Lambeth 021","E02000638",8046,2955,1682,1599,83,9,1264,1118,146,5091,4048,175,188,483,197
2021,"Lambeth 022","E02000639",7152,2436,1419,1389,30,11,1006,882,124,4716,3584,209,220,535,168
2021,"Lambeth 023","E02000640",7715,3552,2120,2062,58,8,1424,1340,84,4163,3434,96,101,344,188
2021,"Lambeth 024","E02000641",6729,2242,1411,1365,46,25,806,734,72,4487,3436,163,201,487,200
2021,"Lambeth 025","E02000642",8003,3680,2389,2329,60,5,1286,1184,102,4323,3186,139,202,567,229
2021,"Lambeth 026","E02000643",7837,3344,1936,1876,60,6,1402,1238,164,4493,3489,165,170,474,195
2021,"Lambeth 027","E02000644",6918,3280,2042,2000,42,4,1234,1120,114,3638,2768,146,141,409,174
2021,"Lambeth 028","E02000645",7693,3789,2356,2310,46,4,1429,1308,121,3904,2981,119,167,472,165
2021,"Lambeth 029","E02000646",7847,3766,2431,2393,38,7,1328,1218,110,4081,3093,202,138,434,214
2021,"Lambeth 030","E02000647",6782,3430,2389,2327,62,7,1034,956,78,3352,2442,142,135,369,264
2021,"Lambeth 031","E02000648",6005,2387,1583,1545,38,13,791,746,45,3618,2662,117,180,475,184
2021,"Lambeth 032","E02000649",10210,4682,2565,2483,82,5,2112,1924,188,5528,4112,306,269,601,240
2021,"Lambeth 033","E02000650",6158,2860,1679,1623,56,9,1172,1080,92,3298,2467,117,163,381,170
2021,"Lambeth 034","E02000651",7098,3489,2326,2284,42,8,1155,1088,67,3609,2566,235,154,431,223
2021,"Lambeth 035","E02000652",6123,2690,2039,2017,22,13,638,594,44,3433,2357,325,107,399,245
2021,"Lambeth 036","E02006801",6619,2407,1424,1326,98,2,981,838,143,4212,3305,183,148,379,197
2021,"Lewisham 001","E02000653",10604,4412,2562,2500,62,14,1836,1636,200,6192,4863,313,210,595,211
2021,"Lewisham 002","E02000654",7009,2608,1429,1397,32,11,1168,1038,130,4401,3303,201,244,485,168
2021,"Lewisham 003","E02000655",8124,3265,1814,1762,52,22,1429,1284,145,4859,3799,156,225,503,176
2021,"Lewisham 005","E02000657",7865,3166,1771,1697,74,9,1386,1260,126,4699,3759,147,191,387,215
2021,"Lewisham 006","E02000658",7275,3167,1890,1835,55,5,1272,1154,118,4108,3149,213,150,412,184
2021,"Lewisham 007","E02000659",6621,3334,2034,1970,64,12,1288,1192,96,3287,2503,92,143,377,172
2021,"Lewisham 008","E02000660",6754,3386,1794,1738,56,10,1582,1442,140,3368,2674,100,120,339,135
2021,"Lewisham 009","E02000661",5388,2753,1754,1720,34,2,997,930,67,2635,1803,104,103,448,177
2021,"Lewisham 010","E02000662",6597,2924,1769,1727,42,5,1150,1088,62,3673,2821,122,148,444,138
2021,"Lewisham 011","E02000663",5634,2689,1724,1667,57,11,954,872,82,2945,2219,91,104,363,168
2021,"Lewisham 013","E02000665",6570,3530,2369,2329,40,9,1152,1072,80,3040,2182,105,125,373,255
2021,"Lewisham 014","E02000666",5693,2858,1876,1838,38,10,972,902,70,2835,2176,93,109,296,161
2021,"Lewisham 015","E02000667",5331,2864,1978,1952,26,8,878,818,60,2467,1838,72,90,282,185
2021,"Lewisham 016","E02000668",5293,2980,2243,2205,38,3,734,652,82,2313,1591,80,86,319,237
2021,"Lewisham 017","E02000669",6318,3240,1942,1888,54,12,1286,1154,132,3078,2249,132,151,392,154
2021,"Lewisham 018","E02000670",5379,2078,1330,1296,34,6,742,704,38,3301,2256,207,145,473,220
2021,"Lewisham 019","E02000671",6991,3601,2272,2196,76,10,1319,1232,87,3390,2511,106,141,443,189
2021,"Lewisham 020","E02000672",8066,3746,2390,2348,42,14,1342,1204,138,4320,3204,201,200,506,209
2021,"Lewisham 021","E02000673",6626,3622,2251,2183,68,9,1362,1226,136,3004,2275,74,116,381,158
2021,"Lewisham 022","E02000674",6621,3226,2436,2392,44,34,756,698,58,3395,2416,193,132,404,250
2021,"Lewisham 023","E02000675",6760,3578,2616,2596,20,20,942,880,62,3182,2237,111,134,410,290
2021,"Lewisham 024","E02000676",6203,3323,2154,2110,44,15,1154,1074,80,2880,2110,86,109,377,198
2021,"Lewisham 025","E02000677",5769,2748,2128,2096,32,12,608,528,80,3021,2118,150,120,356,277
2021,"Lewisham 026","E02000678",5331,2271,1688,1669,19,9,574,548,26,3060,2112,162,158,433,195
2021,"Lewisham 027","E02000679",6383,3057,2018,1978,40,6,1033,964,69,3326,2413,141,134,388,250
2021,"Lewisham 028","E02000680",5462,2592,1719,1705,14,13,860,796,64,2870,2091,92,137,366,184
2021,"Lewisham 029","E02000681",6664,2937,2161,2137,24,21,755,704,51,3727,2557,159,198,523,290
2021,"Lewisham 030","E02000682",6809,2853,2225,2213,12,17,611,581,30,3956,2849,170,195,438,304
2021,"Lewisham 031","E02000683",5405,2400,1698,1680,18,8,694,620,74,3005,2049,111,120,451,274
2021,"Lewisham 033","E02000685",6392,2930,1950,1912,38,22,958,876,82,3462,2458,98,170,489,247
2021,"Lewisham 034","E02000686",5732,2132,1480,1468,12,8,644,602,42,3600,2481,230,184,491,214
2021,"Lewisham 035","E02000687",6511,3228,2100,2064,36,8,1120,1040,80,3283,2312,129,129,463,250
2021,"Lewisham 037","E02006783",5894,2554,1833,1823,10,5,716,688,28,3340,2373,118,142,441,266
2021,"Lewisham 038","E02006784",6347,2743,2076,2061,15,9,658,610,48,3604,2345,222,179,525,333
2021,"Lewisham 039","E02006798",7283,2754,1549,1517,32,21,1184,1068,116,4529,3506,191,193,470,169
2021,"Lewisham 040","E02007008",4660,2270,1149,1105,44,3,1118,1020,98,2390,1923,64,89,265,49
2021,"Lewisham 041","E02007009",7397,3114,1928,1858,70,12,1174,1050,124,4283,3179,211,175,523,195
2021,"Merton 001","E02000689",7024,4412,3373,3331,42,13,1026,972,54,2612,1965,92,94,303,158
2021,"Merton 002","E02000690",4477,2882,2538,2512,26,2,342,324,18,1595,944,91,74,245,241
