"date","geography","geography code","Position in communal establishment and sex and age: Total: All usual residents in communal establishments","Position in communal establishment and sex and age: Resident","Position in communal establishment and sex and age: Resident:Male","Position in communal establishment and sex and age: Resident: Male: Aged 0 to 15 years","Position in communal establishment and sex and age: Resident: Male: Aged 16 to 24 years","Position in communal establishment and sex and age: Resident: Male: Aged 25 to 34 years","Position in communal establishment and sex and age: Resident: Male: Aged 35 to 49 years","Position in communal establishment and sex and age: Resident: Male: Aged 50 to 64 years","Position in communal establishment and sex and age: Resident: Male: Aged 65 to 74 years","Position in communal establishment and sex and age: Resident: Male: Aged 75 to 84 years","Position in communal establishment and sex and age: Resident: Male: Aged 85 years and over","Position in communal establishment and sex and age: Resident:Female","Position in communal establishment and sex and age: Resident: Female: Aged 0 to 15 years","Position in communal establishment and sex and age: Resident: Female: Aged 16 to 24 years","Position in communal establishment and sex and age: Resident: Female: Aged 25 to 34 years","Position in communal establishment and sex and age: Resident: Female: Aged 35 to 49 years","Position in communal establishment and sex and age: Resident: Female: Aged 50 to 64 years","Position in communal establishment and sex and age: Resident: Female: Aged 65 to 74 years","Position in communal establishment and sex and age: Resident: Female: Aged 75 to 84 years","Position in communal establishment and sex and age: Resident: Female: Aged 85 years and over","Position in communal establishment and sex and age: Staff or owner","Position in communal establishment and sex and age: Family member or partner of staff or owner","Position in communal establishment and sex and age: Staying temporarily (no usual UK address)"
2021,"Lewisham 038","E02006784",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 029","E02006785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greenwich 033","E02006786",16,16,2,0,0,0,0,2,0,0,0,14,0,4,2,0,6,2,0,0,0,0,0
2021,"Bromley 041","E02006787",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"Croydon 045","E02006788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 042","E02006789",10,10,4,0,0,3,0,1,0,0,0,6,0,0,2,3,1,0,0,0,0,0,0
2021,"Ealing 040","E02006791",2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 029","E02006792",46,43,10,0,0,0,0,1,1,5,3,33,0,0,0,0,2,3,11,17,0,0,3
2021,"Enfield 037","E02006793",76,53,35,0,0,3,1,7,4,11,9,18,0,0,0,0,0,1,8,9,12,11,0
2021,"Haringey 037","E02006794",72,72,39,0,0,0,3,17,10,8,1,33,0,0,0,2,16,3,8,4,0,0,0
2021,"Harrow 032","E02006795",3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 033","E02006796",270,260,209,0,82,78,22,14,1,6,6,51,0,9,19,4,0,0,8,11,4,0,6
2021,"Lewisham 039","E02006798",133,105,56,0,22,11,6,6,11,0,0,49,0,39,1,0,9,0,0,0,14,0,14
2021,"Barking and Dagenham 023","E02006799",59,59,14,0,0,0,0,0,3,6,5,45,0,0,0,0,2,6,12,25,0,0,0
2021,"Redbridge 034","E02006800",92,90,68,2,14,6,8,24,7,7,0,22,0,8,3,0,9,1,0,1,0,0,2
2021,"Lambeth 036","E02006801",1136,1055,412,3,341,36,17,13,0,2,0,643,5,548,66,18,6,0,0,0,18,8,55
2021,"Southwark 034","E02006802",863,830,386,0,273,48,33,28,4,0,0,444,0,411,25,3,4,0,1,0,4,11,18
2021,"Sutton 025","E02006836",190,190,70,0,3,2,12,10,9,21,13,120,0,0,0,0,13,7,24,76,0,0,0
2021,"Tower Hamlets 032","E02006853",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"Tower Hamlets 033","E02006854",9,7,1,0,0,0,1,0,0,0,0,6,0,2,3,1,0,0,0,0,2,0,0
2021,"Harrow 033","E02006882",92,92,48,0,4,2,8,11,7,14,2,44,0,0,0,8,7,8,13,8,0,0,0
2021,"Hackney 028","E02006918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hackney 029","E02006921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Redbridge 035","E02006924",141,140,62,0,7,10,17,11,9,4,4,78,0,4,5,6,5,3,10,45,0,1,0
2021,"Redbridge 036","E02006925",20,20,12,0,5,0,5,2,0,0,0,8,0,3,0,2,2,0,0,1,0,0,0
2021,"Greenwich 034","E02006927",83,66,19,0,0,1,1,0,8,6,3,47,0,0,4,1,6,4,4,28,0,0,17
2021,"Greenwich 035","E02006928",962,939,387,0,366,18,3,0,0,0,0,552,0,523,29,0,0,0,0,0,0,0,23
2021,"Greenwich 037","E02006930",11,11,2,0,0,0,0,2,0,0,0,9,0,2,0,1,4,2,0,0,0,0,0
2021,"Greenwich 038","E02006931",159,157,58,0,16,28,1,5,4,3,1,99,0,15,29,5,4,8,14,24,0,0,2
2021,"Southwark 035","E02006941",125,119,51,0,30,19,2,0,0,0,0,68,0,42,25,0,0,1,0,0,4,1,1
2021,"Southwark 036","E02006942",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2021,"Barnet 042","E02006953",609,417,176,2,131,29,10,4,0,0,0,241,0,202,26,8,5,0,0,0,13,3,176
2021,"Barnet 043","E02006954",46,42,40,9,17,2,4,4,2,0,2,2,0,0,0,0,0,2,0,0,4,0,0
2021,"Brent 035","E02006955",1098,1081,448,0,396,46,4,2,0,0,0,633,0,580,53,0,0,0,0,0,0,0,17
2021,"Brent 036","E02006956",942,931,487,0,456,27,2,2,0,0,0,444,0,395,41,3,3,2,0,0,0,1,10
2021,"Ealing 041","E02006968",59,38,19,0,1,0,1,13,3,1,0,19,0,14,3,0,2,0,0,0,16,0,5
2021,"Ealing 042","E02006969",175,155,73,0,35,4,14,7,0,2,11,82,0,43,3,4,7,4,3,18,3,2,15
2021,"Ealing 043","E02006970",26,22,13,2,0,1,4,6,0,0,0,9,3,0,2,4,0,0,0,0,4,0,0
2021,"Ealing 044","E02006971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 030","E02006972",15,15,8,0,5,2,0,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
2021,"Hounslow 031","E02006973",2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
2021,"Croydon 046","E02006987",109,93,71,0,6,13,31,21,0,0,0,22,0,1,6,9,3,1,2,0,0,0,16
2021,"Croydon 047","E02006988",181,181,94,0,0,10,19,22,26,7,10,87,0,0,0,4,13,17,15,38,0,0,0
2021,"Greenwich 039","E02006991",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2021,"Greenwich 040","E02006992",27,14,11,0,3,1,1,6,0,0,0,3,0,0,0,0,0,3,0,0,0,1,12
2021,"Greenwich 041","E02006993",190,188,86,0,82,4,0,0,0,0,0,102,0,96,6,0,0,0,0,0,0,0,2
2021,"Greenwich 042","E02006994",2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Newham 038","E02006995",456,452,213,0,165,46,2,0,0,0,0,239,0,197,40,2,0,0,0,0,0,0,4
2021,"Newham 039","E02006996",723,709,296,0,191,89,10,6,0,0,0,413,0,329,77,6,0,0,1,0,0,0,14
2021,"Newham 040","E02006997",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Newham 041","E02006998",24,20,13,0,0,3,8,2,0,0,0,7,0,0,1,4,2,0,0,0,2,0,2
2021,"Newham 042","E02006999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Lewisham 040","E02007008",271,271,97,0,90,7,0,0,0,0,0,174,0,152,19,0,3,0,0,0,0,0,0
2021,"Lewisham 041","E02007009",176,167,119,0,15,9,36,39,11,8,1,48,0,0,3,10,8,5,4,18,0,9,0
2021,"Redbridge 037","E02007017",80,80,34,0,2,0,4,4,6,10,8,46,0,0,0,3,7,1,14,21,0,0,0
2021,"Redbridge 038","E02007018",52,50,19,0,0,0,0,7,7,3,2,31,0,0,0,0,2,4,13,12,0,0,2
2021,"Redbridge 039","E02007019",86,75,59,0,7,6,27,16,3,0,0,16,0,4,1,7,4,0,0,0,0,0,11
2021,"Redbridge 040","E02007020",35,16,8,6,0,0,2,0,0,0,0,8,4,0,3,1,0,0,0,0,0,2,17
2021,"Wandsworth 038","E02007083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 039","E02007084",9,8,7,0,0,3,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2021,"Hackney 030","E02007108",78,72,65,0,4,5,16,34,3,3,0,7,0,0,0,2,4,1,0,0,2,0,4
2021,"Hackney 031","E02007109",12,12,8,0,0,0,0,2,1,5,0,4,0,0,0,0,0,2,2,0,0,0,0
2021,"Hackney 032","E02007110",340,325,112,0,90,20,0,0,0,2,0,213,0,170,35,7,1,0,0,0,0,4,11
2021,"Hackney 033","E02007111",345,310,107,0,69,24,11,3,0,0,0,203,0,170,32,0,1,0,0,0,1,1,33
2021,"Tower Hamlets 034","E02007112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Tower Hamlets 035","E02007113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Tower Hamlets 036","E02007114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Camden 029","E02007115",2370,2283,1024,16,747,172,64,20,4,0,1,1259,16,1013,160,55,12,1,1,1,22,9,56
