"date","geography","geography code","Country of birth: Total; measures: Value","Country of birth: Europe; measures: Value","Country of birth: Europe: United Kingdom; measures: Value","Country of birth: Europe: EU countries; measures: Value","Country of birth: Europe: EU countries: European Union EU14; measures: Value","Country of birth: Europe: EU countries: European Union EU8; measures: Value","Country of birth: Europe: EU countries: European Union EU2; measures: Value","Country of birth: Europe: EU countries: All other EU countries; measures: Value","Country of birth: Europe: Non-EU countries; measures: Value","Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value","Country of birth: Africa; measures: Value","Country of birth: Middle East and Asia; measures: Value","Country of birth: The Americas and the Caribbean; measures: Value","Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value","Country of birth: British Overseas ; measures: Value"
2021,"Wandsworth 027","E02000949",10001,8485,7356,1011,785,150,51,25,118,118,365,484,453,209,5
2021,"Wandsworth 028","E02000950",7585,5674,4043,1369,786,430,132,21,262,262,510,892,414,93,2
2021,"Wandsworth 029","E02000951",6431,5239,4454,702,498,147,31,26,83,83,357,420,299,111,5
2021,"Wandsworth 030","E02000952",6144,5090,4259,747,479,193,58,17,84,84,316,310,303,122,3
2021,"Wandsworth 031","E02000953",7503,5928,5005,832,555,184,77,16,91,91,453,720,290,107,5
2021,"Wandsworth 032","E02000954",6096,4540,3839,646,458,103,65,20,55,55,452,697,288,118,1
2021,"Wandsworth 033","E02000955",6889,5087,4244,756,503,161,70,22,87,87,423,946,344,86,3
2021,"Wandsworth 034","E02000956",7422,5469,4319,1047,578,373,79,17,103,103,524,948,354,124,3
2021,"Wandsworth 035","E02000957",10865,7927,6434,1311,786,410,95,20,182,182,717,1481,606,130,4
2021,"Wandsworth 036","E02000958",8275,6435,5446,890,524,291,50,25,99,99,536,755,487,58,4
2021,"Wandsworth 037","E02000959",7865,5902,4453,1304,717,430,140,17,145,145,747,571,569,75,1
2021,"Wandsworth 038","E02007083",7711,5389,3319,1444,1085,228,107,24,626,626,440,1194,536,147,5
2021,"Wandsworth 039","E02007084",9890,7139,5277,1585,1143,298,114,30,277,277,1028,873,755,95,0
2021,"Westminster 001","E02000960",6156,3744,2445,950,746,125,59,20,349,349,356,1353,609,93,1
2021,"Westminster 002","E02000961",9813,6653,4597,1546,1201,183,131,31,510,510,544,1666,830,117,3
2021,"Westminster 003","E02000962",7703,4567,2869,1296,1010,157,92,37,402,402,560,1796,732,47,1
2021,"Westminster 004","E02000963",10522,7334,5908,1059,840,164,44,11,367,367,899,1500,708,66,15
2021,"Westminster 005","E02000964",12143,8466,6271,1759,1370,273,80,36,436,436,1155,1635,734,137,16
2021,"Westminster 006","E02000965",7876,5790,3829,1604,1314,182,84,24,357,357,428,918,553,182,5
2021,"Westminster 007","E02000966",9253,6628,4246,1891,1405,348,84,54,491,491,409,1290,767,157,2
2021,"Westminster 008","E02000967",6056,3702,2155,1260,1079,75,62,44,287,287,335,1366,536,114,3
2021,"Westminster 009","E02000968",14480,8954,6707,1728,1371,206,88,63,519,519,1492,3395,569,61,9
2021,"Westminster 010","E02000969",9607,6406,4795,1129,891,133,72,33,482,482,997,1720,429,50,5
2021,"Westminster 011","E02000970",6836,4457,2636,1437,1244,107,55,31,384,384,292,1231,747,107,2
2021,"Westminster 012","E02000971",7475,4776,2564,1881,1612,127,89,53,331,331,400,1387,777,135,0
2021,"Westminster 013","E02000972",7880,5357,3073,1805,1493,190,71,51,479,479,495,1241,630,156,1
2021,"Westminster 014","E02000973",9954,6929,4361,2098,1769,156,94,79,470,470,628,1235,914,246,2
2021,"Westminster 015","E02000974",8705,4936,3067,1520,1160,167,111,82,349,349,667,2402,588,110,2
2021,"Westminster 016","E02000975",7419,5031,2632,2007,1524,209,174,100,392,392,366,1231,624,165,2
2021,"Westminster 017","E02000976",8432,5231,2720,2092,1582,249,176,85,419,419,518,1783,749,149,2
2021,"Westminster 018","E02000977",6388,4095,2662,1090,849,133,64,44,343,343,318,1343,506,122,4
2021,"Westminster 019","E02000978",7125,4753,2776,1553,1217,129,182,25,424,424,304,1324,628,111,5
2021,"Westminster 020","E02000979",8087,5671,3826,1429,1191,143,70,25,416,416,539,1255,503,117,2
2021,"Westminster 021","E02000980",8721,6210,4229,1453,1183,148,89,33,528,528,652,1341,421,93,4
2021,"Westminster 022","E02000981",8271,6258,4481,1470,1180,190,61,39,307,307,485,850,484,190,4
2021,"Westminster 023","E02000982",7639,5440,3824,1216,941,145,86,44,400,400,549,1134,458,53,5
2021,"Westminster 024","E02000983",7696,5498,4030,1175,912,183,60,20,293,293,494,1236,381,87,0
