"date","geography","geography code","General health: Total: All usual residents","General health: Very good health","General health: Good health","General health: Fair health","General health: Bad health","General health: Very bad health"
2021,"Waltham Forest 009","E02000903",10275,5217,3358,1108,452,140
2021,"Waltham Forest 010","E02000904",8422,4455,2826,866,214,61
2021,"Waltham Forest 011","E02000905",10473,5664,3510,937,289,73
2021,"Waltham Forest 012","E02000906",9653,5100,3185,970,291,107
2021,"Waltham Forest 013","E02000907",10583,5437,3452,1176,384,134
2021,"Waltham Forest 014","E02000908",12903,6846,4384,1213,354,106
2021,"Waltham Forest 015","E02000909",9247,5100,2919,864,266,98
2021,"Waltham Forest 016","E02000910",11428,6006,3773,1186,347,116
2021,"Waltham Forest 017","E02000911",12965,6623,4487,1307,427,121
2021,"Waltham Forest 018","E02000912",9741,4843,3377,1085,330,106
2021,"Waltham Forest 019","E02000913",9646,4775,3408,1046,313,104
2021,"Waltham Forest 020","E02000914",11798,5748,3993,1445,448,164
2021,"Waltham Forest 021","E02000915",8111,4098,2785,876,285,67
2021,"Waltham Forest 022","E02000916",10563,5557,3535,1062,320,89
2021,"Waltham Forest 023","E02000917",9589,5125,3227,911,254,72
2021,"Waltham Forest 024","E02000918",9324,4731,3212,925,356,100
2021,"Waltham Forest 025","E02000919",9239,4844,3117,924,283,71
2021,"Waltham Forest 026","E02000920",10302,5207,3457,1184,320,134
2021,"Waltham Forest 027","E02000921",11198,5775,3611,1244,438,130
2021,"Waltham Forest 028","E02000922",10463,5523,3470,1032,319,119
2021,"Wandsworth 001","E02000923",7526,4651,1982,660,186,47
2021,"Wandsworth 003","E02000925",7900,4484,2269,785,269,93
2021,"Wandsworth 004","E02000926",11639,7294,3283,769,224,69
2021,"Wandsworth 005","E02000927",7100,4052,1981,694,265,108
2021,"Wandsworth 006","E02000928",8356,5462,2190,509,145,50
2021,"Wandsworth 007","E02000929",8104,4394,2382,938,318,72
2021,"Wandsworth 008","E02000930",10081,6621,2614,630,174,42
2021,"Wandsworth 009","E02000931",8818,6238,1971,451,113,45
2021,"Wandsworth 010","E02000932",12842,8533,3391,706,164,48
2021,"Wandsworth 011","E02000933",8867,5412,2511,690,182,72
2021,"Wandsworth 012","E02000934",8916,5477,2549,654,187,49
2021,"Wandsworth 013","E02000935",7372,3691,2444,897,261,79
2021,"Wandsworth 014","E02000936",9366,5610,2736,761,203,56
2021,"Wandsworth 015","E02000937",8161,5667,1886,455,109,44
2021,"Wandsworth 016","E02000938",10768,5999,3207,1088,344,130
2021,"Wandsworth 017","E02000939",7819,5311,1920,430,115,43
2021,"Wandsworth 018","E02000940",9327,5614,2655,755,207,96
2021,"Wandsworth 019","E02000941",10175,6539,2710,676,202,48
2021,"Wandsworth 020","E02000942",9687,6239,2587,628,182,51
2021,"Wandsworth 021","E02000943",8721,5634,2269,589,183,46
2021,"Wandsworth 022","E02000944",7638,4024,2323,960,254,77
2021,"Wandsworth 023","E02000945",7841,4014,2553,879,307,88
2021,"Wandsworth 024","E02000946",8435,4893,2390,786,275,91
2021,"Wandsworth 025","E02000947",9341,6177,2335,633,155,41
2021,"Wandsworth 026","E02000948",10027,6300,2719,750,213,45
2021,"Wandsworth 027","E02000949",10003,6544,2604,659,156,40
2021,"Wandsworth 028","E02000950",7586,4409,2273,672,183,49
2021,"Wandsworth 029","E02000951",6431,3869,1775,573,174,40
2021,"Wandsworth 030","E02000952",6145,3689,1732,521,161,42
2021,"Wandsworth 031","E02000953",7505,4728,2092,508,140,37
2021,"Wandsworth 032","E02000954",6103,3529,1828,550,142,54
2021,"Wandsworth 033","E02000955",6890,3674,2221,706,218,71
2021,"Wandsworth 034","E02000956",7420,4044,2316,737,265,58
2021,"Wandsworth 035","E02000957",10861,6218,3238,1041,270,94
2021,"Wandsworth 036","E02000958",8276,4559,2573,856,217,71
2021,"Wandsworth 037","E02000959",7866,4353,2454,761,230,68
2021,"Westminster 001","E02000960",6155,3789,1664,496,144,62
2021,"Westminster 002","E02000961",9814,5752,2818,820,282,142
2021,"Westminster 003","E02000962",7701,4354,2197,751,297,102
2021,"Westminster 004","E02000963",10522,5198,3150,1337,600,237
2021,"Westminster 005","E02000964",12142,6145,3734,1475,566,222
2021,"Westminster 006","E02000965",7876,4761,2203,613,214,85
2021,"Westminster 007","E02000966",9252,5499,2628,788,250,87
2021,"Westminster 008","E02000967",6055,3808,1679,415,106,47
2021,"Westminster 009","E02000968",14480,6495,4471,2028,1023,463
2021,"Westminster 010","E02000969",9606,4630,3005,1225,528,218
2021,"Westminster 011","E02000970",6837,4389,1766,544,77,61
2021,"Westminster 012","E02000971",7473,4592,2094,525,197,65
2021,"Westminster 013","E02000972",7879,4532,2220,745,277,105
2021,"Westminster 014","E02000973",9955,6084,2672,771,316,112
2021,"Westminster 015","E02000974",8702,5080,2541,719,255,107
2021,"Westminster 016","E02000975",7420,4637,2018,549,142,74
2021,"Westminster 017","E02000976",8432,4924,2330,778,275,125
2021,"Westminster 018","E02000977",6388,3794,1824,547,174,49
2021,"Westminster 019","E02000978",7131,4745,1930,354,71,31
2021,"Westminster 020","E02000979",8088,4607,2377,759,232,113
2021,"Westminster 021","E02000980",8724,4513,2697,974,386,154
2021,"Westminster 022","E02000981",8271,4667,2344,911,288,61
2021,"Westminster 023","E02000982",7638,4056,2259,863,333,127
2021,"Westminster 024","E02000983",7695,3985,2354,853,368,135
2021,"Bromley 040","E02006782",8126,4080,2759,931,274,82
2021,"Lewisham 037","E02006783",7772,3797,2594,992,291,98
2021,"Lewisham 038","E02006784",7968,3846,2622,1003,369,128
2021,"Bexley 029","E02006785",6622,3138,2310,863,244,67
2021,"Greenwich 033","E02006786",7558,3765,2536,909,261,87
2021,"Bromley 041","E02006787",7894,4373,2545,719,201,56
2021,"Croydon 045","E02006788",7612,3743,2537,925,312,95
2021,"Bromley 042","E02006789",6779,3364,2280,838,231,66
2021,"Ealing 040","E02006791",7566,4475,2235,613,192,51
2021,"Hounslow 029","E02006792",9000,5195,2729,770,234,72
2021,"Enfield 037","E02006793",9645,4787,3070,1141,488,159
2021,"Haringey 037","E02006794",8286,4049,2728,1054,330,125
2021,"Harrow 032","E02006795",8269,4153,2966,908,191,51
2021,"Hillingdon 033","E02006796",9694,5150,3209,979,289,67
2021,"Lewisham 039","E02006798",8887,4578,2914,999,323,73
2021,"Barking and Dagenham 023","E02006799",12041,6006,3907,1444,514,170
2021,"Redbridge 034","E02006800",14681,7385,5109,1614,423,150
2021,"Lambeth 036","E02006801",8567,4750,2674,775,283,85
2021,"Southwark 034","E02006802",9277,5086,2924,876,283,108
2021,"Sutton 025","E02006836",8721,4759,2872,812,217,61
2021,"Tower Hamlets 032","E02006853",11016,6194,3538,889,289,106
2021,"Tower Hamlets 033","E02006854",7074,4108,2265,563,93,45
2021,"Harrow 033","E02006882",14394,7290,4973,1601,433,97
2021,"Hackney 028","E02006918",8398,4850,2330,829,282,107
2021,"Hackney 029","E02006921",7926,4887,1863,777,279,120
2021,"Redbridge 035","E02006924",13600,6668,4819,1567,414,132
2021,"Redbridge 036","E02006925",14418,7112,5166,1617,392,131
2021,"Greenwich 034","E02006927",12368,6773,3789,1264,423,119
2021,"Greenwich 035","E02006928",12093,7077,3734,950,232,100
2021,"Greenwich 037","E02006930",9846,5859,2846,820,238,83
2021,"Greenwich 038","E02006931",9461,5436,2808,857,287,73
2021,"Southwark 035","E02006941",5312,3404,1546,298,49,15
2021,"Southwark 036","E02006942",6746,4030,1941,546,170,59
2021,"Barnet 042","E02006953",9172,5120,2932,774,255,91
2021,"Barnet 043","E02006954",10113,5519,3327,934,244,89
2021,"Brent 035","E02006955",7509,4157,2574,603,130,45
2021,"Brent 036","E02006956",8830,4539,3134,874,223,60
2021,"Ealing 041","E02006968",8351,4633,2664,779,211,64
2021,"Ealing 042","E02006969",6424,3715,1943,569,145,52
2021,"Ealing 043","E02006970",7344,3753,2577,737,207,70
2021,"Ealing 044","E02006971",8296,4043,2894,979,301,79
2021,"Hounslow 030","E02006972",5412,2979,1659,537,180,57
2021,"Hounslow 031","E02006973",8494,4421,2644,965,333,131
2021,"Croydon 046","E02006987",7373,4237,2336,618,145,37
2021,"Croydon 047","E02006988",7161,3667,2388,780,261,65
2021,"Greenwich 039","E02006991",6320,3719,1988,456,123,34
2021,"Greenwich 040","E02006992",8229,4675,2552,691,227,84
2021,"Greenwich 041","E02006993",8399,4947,2588,612,198,54
2021,"Greenwich 042","E02006994",7641,4028,2523,764,247,79
2021,"Newham 038","E02006995",8639,5412,2558,518,112,39
2021,"Newham 039","E02006996",8426,4772,2655,747,182,70
2021,"Newham 040","E02006997",6888,3951,2224,530,131,52
2021,"Newham 041","E02006998",7089,3864,2244,714,212,55
2021,"Newham 042","E02006999",11244,6858,3492,679,153,62
2021,"Lewisham 040","E02007008",5764,3411,1770,446,107,30
2021,"Lewisham 041","E02007009",9142,4593,3017,995,414,123
2021,"Redbridge 037","E02007017",8816,4496,3062,932,256,70
2021,"Redbridge 038","E02007018",7270,3750,2450,783,226,61
2021,"Redbridge 039","E02007019",7162,3731,2427,690,230,84
2021,"Redbridge 040","E02007020",9838,5015,3321,1098,307,97
2021,"Wandsworth 038","E02007083",7710,5111,2019,416,118,46
2021,"Wandsworth 039","E02007084",9890,5522,2940,972,357,99
2021,"Hackney 030","E02007108",5938,3541,1678,522,143,54
2021,"Hackney 031","E02007109",7613,4178,2216,786,298,135
2021,"Hackney 032","E02007110",7332,4295,2067,643,238,89
2021,"Hackney 033","E02007111",5950,3604,1776,415,115,40
2021,"Tower Hamlets 034","E02007112",5894,3714,1748,335,70,27
2021,"Tower Hamlets 035","E02007113",7460,4272,2449,515,179,45
2021,"Tower Hamlets 036","E02007114",7564,4228,2457,602,207,70
2021,"Camden 029","E02007115",11588,5939,3628,1316,527,178
