"date","geography","geography code","Sexual orientation: Total: All usual residents aged 16 years and over","Sexual orientation: Straight or Heterosexual","Sexual orientation: Gay or Lesbian","Sexual orientation: Bisexual","Sexual orientation: All other sexual orientations","Sexual orientation: Not answered"
2021,"Wandsworth 005","E02000927",6128,5319,214,88,22,485
2021,"Wandsworth 006","E02000928",6951,6186,165,78,21,501
2021,"Wandsworth 007","E02000929",6560,5654,177,100,33,596
2021,"Wandsworth 008","E02000930",8849,7662,342,179,38,628
2021,"Wandsworth 009","E02000931",7102,6327,200,111,23,441
2021,"Wandsworth 010","E02000932",11133,9792,390,161,31,759
2021,"Wandsworth 011","E02000933",7534,6595,187,119,17,616
2021,"Wandsworth 012","E02000934",7927,6915,281,149,30,552
2021,"Wandsworth 013","E02000935",5738,4582,129,230,42,755
2021,"Wandsworth 014","E02000936",8150,7127,235,131,33,624
2021,"Wandsworth 015","E02000937",6388,5786,116,76,12,398
2021,"Wandsworth 016","E02000938",8594,7361,178,106,30,919
2021,"Wandsworth 017","E02000939",5996,5313,164,72,14,433
2021,"Wandsworth 018","E02000940",7891,6757,259,110,27,738
2021,"Wandsworth 019","E02000941",8212,7258,187,111,29,627
2021,"Wandsworth 020","E02000942",7881,6961,184,127,25,584
2021,"Wandsworth 021","E02000943",7498,6521,321,125,34,497
2021,"Wandsworth 022","E02000944",6100,5032,183,88,20,777
2021,"Wandsworth 023","E02000945",6272,5336,99,146,35,656
2021,"Wandsworth 024","E02000946",7148,6266,173,128,27,554
2021,"Wandsworth 025","E02000947",7519,6621,207,110,23,558
2021,"Wandsworth 026","E02000948",8704,7583,368,148,31,574
2021,"Wandsworth 027","E02000949",8484,7494,262,140,39,549
2021,"Wandsworth 028","E02000950",6224,5401,124,79,25,595
2021,"Wandsworth 029","E02000951",5583,4834,195,96,28,430
2021,"Wandsworth 030","E02000952",5247,4634,158,80,9,366
2021,"Wandsworth 031","E02000953",6257,5396,197,153,22,489
2021,"Wandsworth 032","E02000954",5137,4433,133,94,25,452
2021,"Wandsworth 033","E02000955",5735,4953,125,93,14,550
2021,"Wandsworth 034","E02000956",6365,5231,217,198,42,677
2021,"Wandsworth 035","E02000957",9125,7759,316,229,53,768
2021,"Wandsworth 036","E02000958",6695,5701,151,170,35,638
2021,"Wandsworth 037","E02000959",6317,5396,166,127,35,593
2021,"Westminster 001","E02000960",5223,4578,81,38,16,510
2021,"Westminster 002","E02000961",8021,6586,176,83,58,1118
2021,"Westminster 003","E02000962",6725,5594,151,74,26,880
2021,"Westminster 004","E02000963",8644,7451,170,107,48,868
2021,"Westminster 005","E02000964",10292,8722,310,143,46,1071
2021,"Westminster 006","E02000965",6798,5813,237,120,22,606
2021,"Westminster 007","E02000966",7962,6394,310,120,24,1114
2021,"Westminster 008","E02000967",5427,4568,175,79,17,588
2021,"Westminster 009","E02000968",12040,10407,212,143,63,1215
2021,"Westminster 010","E02000969",7836,6663,139,93,34,907
2021,"Westminster 011","E02000970",6128,5134,198,63,21,712
2021,"Westminster 012","E02000971",6748,5485,260,151,28,824
2021,"Westminster 013","E02000972",7269,5712,584,163,30,780
2021,"Westminster 014","E02000973",8790,7348,366,177,35,864
2021,"Westminster 015","E02000974",7688,6262,253,134,38,1001
2021,"Westminster 016","E02000975",6753,5418,327,121,31,856
2021,"Westminster 017","E02000976",7513,6144,293,108,30,938
2021,"Westminster 018","E02000977",5920,4619,465,137,49,650
2021,"Westminster 019","E02000978",6261,5307,140,84,23,707
2021,"Westminster 020","E02000979",7086,5879,314,109,35,749
2021,"Westminster 021","E02000980",7655,6437,266,136,41,775
2021,"Westminster 022","E02000981",7521,6257,303,139,78,744
2021,"Westminster 023","E02000982",6576,5586,177,100,12,701
2021,"Westminster 024","E02000983",6592,5491,248,116,30,707
2021,"Bromley 040","E02006782",6506,5842,89,58,10,507
2021,"Lewisham 037","E02006783",5900,5111,66,63,54,606
2021,"Lewisham 038","E02006784",6347,5566,83,72,20,606
2021,"Bexley 029","E02006785",5395,4883,64,29,8,411
2021,"Greenwich 033","E02006786",5864,5098,104,75,30,557
2021,"Bromley 041","E02006787",6151,5539,63,62,10,477
2021,"Croydon 045","E02006788",5926,5198,73,97,23,535
2021,"Bromley 042","E02006789",5672,5253,39,33,6,341
2021,"Ealing 040","E02006791",6326,5374,249,91,32,580
2021,"Hounslow 029","E02006792",7660,6524,265,158,40,673
2021,"Enfield 037","E02006793",7326,6426,42,63,52,743
2021,"Haringey 037","E02006794",6274,5323,80,62,53,756
2021,"Harrow 032","E02006795",6609,5795,41,52,29,692
2021,"Hillingdon 033","E02006796",7719,7013,76,61,19,550
2021,"Lewisham 039","E02006798",7417,5968,293,292,85,779
2021,"Barking and Dagenham 023","E02006799",8779,7778,67,77,44,813
2021,"Redbridge 034","E02006800",11272,9792,94,128,64,1194
2021,"Lambeth 036","E02006801",7749,6186,481,226,49,807
2021,"Southwark 034","E02006802",8064,6310,582,275,41,856
2021,"Sutton 025","E02006836",7018,6341,73,46,19,539
2021,"Tower Hamlets 032","E02006853",9115,7760,281,165,41,868
2021,"Tower Hamlets 033","E02006854",6209,5246,245,92,31,595
2021,"Harrow 033","E02006882",11920,10266,46,127,63,1418
2021,"Hackney 028","E02006918",6336,5023,188,161,50,914
2021,"Hackney 029","E02006921",5551,3936,115,104,34,1362
2021,"Redbridge 035","E02006924",10927,9610,49,70,59,1139
2021,"Redbridge 036","E02006925",11724,10519,33,66,28,1078
2021,"Greenwich 034","E02006927",9910,8606,349,120,47,788
2021,"Greenwich 035","E02006928",10277,8441,472,274,76,1014
2021,"Greenwich 037","E02006930",8120,6892,402,176,42,608
2021,"Greenwich 038","E02006931",7860,6551,373,194,53,689
2021,"Southwark 035","E02006941",5022,4071,372,136,26,417
2021,"Southwark 036","E02006942",5859,4724,368,167,45,555
2021,"Barnet 042","E02006953",7514,6401,171,120,54,768
2021,"Barnet 043","E02006954",8054,7038,109,84,29,794
2021,"Brent 035","E02006955",6409,5231,218,160,53,747
2021,"Brent 036","E02006956",7383,6235,84,137,41,886
2021,"Ealing 041","E02006968",6878,5869,164,93,21,731
2021,"Ealing 042","E02006969",5479,4671,165,117,25,501
2021,"Ealing 043","E02006970",5663,4901,26,89,46,601
2021,"Ealing 044","E02006971",6496,5617,11,113,48,707
2021,"Hounslow 030","E02006972",4288,3734,105,53,12,384
2021,"Hounslow 031","E02006973",6816,5881,181,88,34,632
2021,"Croydon 046","E02006987",6330,5282,267,171,39,571
2021,"Croydon 047","E02006988",5713,4888,134,82,32,577
2021,"Greenwich 039","E02006991",5637,4670,357,127,29,454
2021,"Greenwich 040","E02006992",6793,5868,288,112,32,493
2021,"Greenwich 041","E02006993",6852,5776,319,155,33,569
2021,"Greenwich 042","E02006994",6057,5269,117,104,41,526
2021,"Newham 038","E02006995",7289,5988,446,215,49,591
2021,"Newham 039","E02006996",7191,5855,286,200,58,792
2021,"Newham 040","E02006997",6005,4988,317,128,76,496
2021,"Newham 041","E02006998",5477,4819,84,53,26,495
2021,"Newham 042","E02006999",9351,8059,343,133,49,767
2021,"Lewisham 040","E02007008",4929,4036,233,148,32,480
2021,"Lewisham 041","E02007009",7568,6282,308,223,77,678
2021,"Redbridge 037","E02007017",6626,5884,36,39,23,644
2021,"Redbridge 038","E02007018",5375,4708,28,66,26,547
2021,"Redbridge 039","E02007019",5289,4435,28,60,49,717
2021,"Redbridge 040","E02007020",7396,6435,35,68,44,814
2021,"Wandsworth 038","E02007083",6743,5700,408,87,24,524
2021,"Wandsworth 039","E02007084",8289,7112,265,147,37,728
2021,"Hackney 030","E02007108",5311,4202,402,208,55,444
2021,"Hackney 031","E02007109",6490,5308,284,161,69,668
2021,"Hackney 032","E02007110",6359,5219,302,219,48,571
2021,"Hackney 033","E02007111",5462,4209,363,216,69,605
2021,"Tower Hamlets 034","E02007112",5236,4359,282,118,15,462
2021,"Tower Hamlets 035","E02007113",6105,5154,242,93,22,594
2021,"Tower Hamlets 036","E02007114",6348,5180,272,101,37,758
2021,"Camden 029","E02007115",10385,8078,488,395,78,1346
