"date","geography","geography code","National Statistics Socio-economic Classification (NS-SEC): Total: All usual residents aged 16 years and over","National Statistics Socio-economic Classification (NS-SEC): L1, L2 and L3 Higher managerial, administrative and professional occupations","National Statistics Socio-economic Classification (NS-SEC): L4, L5 and L6 Lower managerial, administrative and professional occupations","National Statistics Socio-economic Classification (NS-SEC): L7 Intermediate occupations","National Statistics Socio-economic Classification (NS-SEC): L8 and L9 Small employers and own account workers","National Statistics Socio-economic Classification (NS-SEC): L10 and L11 Lower supervisory and technical occupations","National Statistics Socio-economic Classification (NS-SEC): L12 Semi-routine occupations","National Statistics Socio-economic Classification (NS-SEC): L13 Routine occupations","National Statistics Socio-economic Classification (NS-SEC): L14.1 and L14.2 Never worked and long-term unemployed","National Statistics Socio-economic Classification (NS-SEC): L15 Full-time students"
2021,"Lewisham 030","E02000682",6835,590,1164,777,791,285,878,739,869,742
2021,"Lewisham 031","E02000683",5414,540,1018,595,595,263,679,623,694,407
2021,"Lewisham 033","E02000685",6460,1073,1523,677,620,255,600,597,597,518
2021,"Lewisham 034","E02000686",5743,493,1023,565,539,307,835,664,778,539
2021,"Lewisham 035","E02000687",6619,1140,1636,693,706,242,613,526,654,409
2021,"Merton 001","E02000689",7026,2221,1867,602,695,171,373,305,328,464
2021,"Merton 002","E02000690",4580,1555,1076,347,595,83,188,147,290,299
2021,"Merton 003","E02000691",6015,1935,1569,524,583,169,312,263,288,372
2021,"Merton 004","E02000692",6466,2358,1711,510,648,121,237,198,340,343
2021,"Merton 005","E02000693",8445,1950,2249,794,905,345,594,573,511,524
2021,"Merton 006","E02000694",7345,2295,1970,607,722,182,406,411,382,370
2021,"Merton 007","E02000695",7130,1018,1432,688,1139,268,674,646,703,562
2021,"Merton 008","E02000696",7073,982,1481,699,1087,296,690,687,641,510
2021,"Merton 009","E02000697",7166,2402,1957,613,705,196,314,295,304,380
2021,"Merton 010","E02000698",6468,2119,1665,584,705,115,277,211,330,462
2021,"Merton 011","E02000699",6443,2119,1707,600,680,178,290,241,283,345
2021,"Merton 012","E02000700",6862,784,1220,676,930,340,796,798,764,554
2021,"Merton 013","E02000701",7217,659,1237,713,1072,359,895,805,825,652
2021,"Merton 014","E02000702",7127,723,1274,798,941,340,810,811,761,669
2021,"Merton 015","E02000703",6380,1697,1546,675,793,175,388,330,372,404
2021,"Merton 016","E02000704",7027,1579,1769,698,794,259,552,505,456,415
2021,"Merton 017","E02000705",7522,841,1424,885,1142,347,784,750,719,630
2021,"Merton 018","E02000706",7652,601,1242,776,1028,373,1017,994,902,719
2021,"Merton 019","E02000707",6494,475,1060,728,797,338,904,800,708,684
2021,"Merton 020","E02000708",7073,1561,1615,764,831,234,635,390,496,547
2021,"Merton 021","E02000709",6403,1226,1496,805,852,257,501,422,399,445
2021,"Merton 022","E02000710",7379,799,1348,836,1005,338,824,782,899,548
2021,"Merton 023","E02000711",7531,925,1376,783,1140,354,806,748,798,601
2021,"Merton 024","E02000712",7649,768,1282,913,945,418,1029,855,804,635
2021,"Merton 025","E02000713",6300,861,1326,927,761,384,612,563,455,411
2021,"Newham 001","E02000714",6070,612,1141,527,822,271,595,664,819,619
2021,"Newham 002","E02000715",5321,260,642,432,690,217,605,594,1098,783
2021,"Newham 003","E02000716",5589,469,784,486,666,246,564,622,1071,681
2021,"Newham 004","E02000717",6208,366,802,494,704,267,740,718,1296,821
2021,"Newham 005","E02000718",5412,245,671,472,666,217,697,613,995,836
2021,"Newham 006","E02000719",6570,641,1117,516,931,308,701,736,891,729
2021,"Newham 007","E02000720",5846,541,920,494,775,246,580,579,967,744
2021,"Newham 008","E02000721",7279,437,897,609,852,320,825,866,1542,931
2021,"Newham 009","E02000722",6750,740,1144,536,918,331,656,764,937,724
2021,"Newham 010","E02000723",8771,662,1055,867,992,367,909,1037,1727,1155
2021,"Newham 011","E02000724",7504,479,906,630,882,291,958,823,1505,1030
2021,"Newham 012","E02000725",8300,1253,1423,678,924,345,795,852,974,1056
2021,"Newham 014","E02000727",6488,372,694,552,762,258,825,738,1335,952
2021,"Newham 015","E02000728",6662,440,798,514,1012,259,842,764,1129,904
2021,"Newham 016","E02000729",5757,464,955,504,809,263,590,600,987,585
2021,"Newham 017","E02000730",7723,479,945,621,1039,315,856,827,1614,1027
2021,"Newham 018","E02000731",7642,519,914,653,976,307,866,877,1479,1051
2021,"Newham 019","E02000732",6817,520,853,638,645,241,842,751,1396,931
2021,"Newham 020","E02000733",8195,678,1347,689,987,438,883,998,1172,1003
2021,"Newham 021","E02000734",5893,455,881,494,776,285,702,741,912,647
2021,"Newham 022","E02000735",6669,473,885,529,890,301,788,778,1126,899
2021,"Newham 023","E02000736",6797,394,826,593,847,290,855,816,1234,942
2021,"Newham 024","E02000737",7834,462,1091,701,1099,392,895,852,1322,1020
2021,"Newham 025","E02000738",7227,600,1166,636,991,307,780,804,1072,871
2021,"Newham 026","E02000739",6097,429,814,500,907,296,699,731,897,824
2021,"Newham 027","E02000740",5479,431,866,445,697,279,652,672,806,631
2021,"Newham 028","E02000741",6295,476,965,568,855,305,667,823,946,690
2021,"Newham 029","E02000742",6455,385,831,594,964,317,715,798,1046,805
2021,"Newham 030","E02000743",8224,772,1197,671,905,406,926,1085,1185,1077
2021,"Newham 031","E02000744",7076,569,1023,627,1026,336,802,909,961,823
2021,"Newham 032","E02000745",6803,504,976,599,1125,336,715,863,844,841
2021,"Newham 033","E02000746",7632,1019,1239,647,875,313,707,720,999,1113
2021,"Newham 034","E02000747",10977,2345,2015,872,1023,463,979,1001,1154,1125
2021,"Newham 035","E02000748",4959,427,674,394,899,261,492,575,542,695
2021,"Newham 036","E02000749",7536,556,1052,632,911,382,842,990,1240,931
2021,"Redbridge 001","E02000751",9140,2313,2140,1034,1221,226,591,406,630,579
2021,"Redbridge 002","E02000752",6782,759,1171,773,1011,349,740,700,741,538
2021,"Redbridge 003","E02000753",5381,610,957,576,871,280,555,523,568,441
2021,"Redbridge 004","E02000754",5458,959,1237,626,772,207,446,375,453,383
2021,"Redbridge 005","E02000755",4412,635,971,558,664,210,384,349,341,300
2021,"Redbridge 006","E02000756",11507,1569,2164,1313,1888,450,1039,914,1122,1048
2021,"Redbridge 007","E02000757",10016,2556,2469,1066,1193,298,644,541,618,631
2021,"Redbridge 008","E02000758",5454,733,966,687,752,199,539,390,638,550
2021,"Redbridge 009","E02000759",10251,1913,2283,1041,1398,358,779,716,890,873
2021,"Redbridge 010","E02000760",5917,724,1062,676,847,242,589,512,674,591
2021,"Redbridge 012","E02000762",5405,892,1046,681,735,118,451,340,603,539
2021,"Redbridge 013","E02000763",6334,883,1161,730,903,198,682,480,680,617
2021,"Redbridge 014","E02000764",10251,2598,2679,1042,1283,267,592,482,768,540
2021,"Redbridge 015","E02000765",5838,915,1015,611,899,172,539,368,721,598
2021,"Redbridge 017","E02000767",6672,1070,1213,764,867,216,655,480,801,606
2021,"Redbridge 018","E02000768",4618,1228,1199,526,511,124,258,189,295,288
2021,"Redbridge 020","E02000770",6410,761,1071,656,893,213,619,550,901,746
2021,"Redbridge 022","E02000772",6405,716,1066,611,826,206,601,555,1062,762
2021,"Redbridge 023","E02000773",8200,938,1396,871,965,234,776,632,1129,1259
2021,"Redbridge 024","E02000774",6156,628,896,539,911,205,659,608,1012,698
2021,"Redbridge 026","E02000776",5366,672,950,530,742,191,497,392,798,594
2021,"Redbridge 027","E02000777",4772,1048,1205,466,595,148,283,248,442,337
2021,"Redbridge 029","E02000779",6414,690,978,587,852,241,596,619,1217,634
2021,"Redbridge 031","E02000781",12335,1314,1926,1343,1789,421,1203,1010,1768,1561
2021,"Redbridge 032","E02000782",8468,816,1175,767,1021,290,950,812,1573,1064
2021,"Redbridge 033","E02000783",5444,331,688,485,715,245,629,559,1056,736
2021,"Richmond upon Thames 001","E02000784",8212,2486,2065,618,1056,140,369,289,521,668
2021,"Richmond upon Thames 002","E02000785",7989,2893,2247,613,898,115,247,194,326,456
2021,"Richmond upon Thames 003","E02000786",8925,2745,2449,701,1060,199,429,385,479,478
2021,"Richmond upon Thames 004","E02000787",9592,2850,2401,806,1079,274,545,431,621,585
2021,"Richmond upon Thames 005","E02000788",6968,2183,1936,631,838,134,302,249,292,403
2021,"Richmond upon Thames 006","E02000789",5152,1735,1324,411,569,99,251,180,285,298
2021,"Richmond upon Thames 007","E02000790",5156,1769,1522,407,546,105,182,120,158,347
2021,"Richmond upon Thames 008","E02000791",5298,1967,1447,359,630,84,132,127,224,328
2021,"Richmond upon Thames 009","E02000792",5780,1966,1596,480,673,107,218,155,222,363
2021,"Richmond upon Thames 010","E02000793",6563,1213,1554,782,846,242,492,485,501,448
2021,"Richmond upon Thames 011","E02000794",5547,1575,1534,535,604,143,278,234,269,375
2021,"Richmond upon Thames 012","E02000795",5292,1611,1358,454,673,93,255,183,278,387
2021,"Richmond upon Thames 013","E02000796",8765,1273,1786,1022,1020,387,878,802,880,717
2021,"Richmond upon Thames 014","E02000797",6283,1974,1826,512,613,155,270,267,236,430
2021,"Richmond upon Thames 015","E02000798",8694,2035,2287,898,1017,256,563,522,468,648
2021,"Richmond upon Thames 016","E02000799",5474,1416,1331,429,494,104,215,177,242,1066
2021,"Richmond upon Thames 017","E02000800",4126,822,1008,392,475,160,352,305,322,290
2021,"Richmond upon Thames 018","E02000801",5617,1642,1584,529,634,116,265,198,257,392
2021,"Richmond upon Thames 019","E02000802",5662,1483,1659,543,647,136,336,247,301,310
2021,"Richmond upon Thames 020","E02000803",7821,1493,1825,926,892,312,682,625,562,504
2021,"Richmond upon Thames 021","E02000804",5866,1657,1628,505,631,163,310,243,290,439
2021,"Richmond upon Thames 022","E02000805",8713,2443,2364,782,956,190,503,351,490,634
2021,"Richmond upon Thames 023","E02000806",8341,2124,2288,858,971,244,537,428,414,477
2021,"Southwark 001","E02000807",7167,2385,1763,615,553,246,404,406,356,439
2021,"Southwark 002","E02000808",9295,2617,1733,532,543,201,398,448,533,2290
2021,"Southwark 004","E02000810",9886,2313,2031,877,709,415,810,965,872,894
2021,"Southwark 006","E02000812",9118,1840,1625,727,631,326,719,760,918,1572
2021,"Southwark 007","E02000813",8524,1806,1733,697,670,338,728,822,796,934
2021,"Southwark 008","E02000814",8872,2643,2170,694,696,315,546,521,623,664
2021,"Southwark 009","E02000815",6706,1555,1240,416,384,160,404,498,424,1625
2021,"Southwark 010","E02000816",7952,1271,1506,731,729,369,727,954,870,795
2021,"Southwark 011","E02000817",5600,646,988,513,489,308,645,745,752,514
2021,"Southwark 012","E02000818",8437,1788,1712,663,563,317,677,853,857,1007
2021,"Southwark 013","E02000819",6956,786,1186,574,536,321,735,985,909,924
2021,"Southwark 014","E02000820",7860,1578,1551,596,550,305,662,755,729,1134
2021,"Southwark 015","E02000821",7394,713,1164,544,569,381,744,1393,941,945
2021,"Southwark 016","E02000822",5420,591,939,518,402,255,611,769,670,665
2021,"Southwark 017","E02000823",7320,1066,1446,651,632,320,666,958,748,833
2021,"Southwark 018","E02000824",7872,715,1316,691,656,366,961,1121,1042,1004
2021,"Southwark 019","E02000825",8228,837,1416,756,587,404,920,1092,1087,1129
2021,"Southwark 020","E02000826",8246,1229,1731,622,653,359,721,1007,874,1050
2021,"Southwark 021","E02000827",9374,1354,1891,783,743,421,969,1271,971,971
2021,"Southwark 022","E02000828",7291,887,1356,653,617,363,792,914,841,868
2021,"Southwark 023","E02000829",9075,1493,2008,824,746,361,891,982,1022,748
2021,"Southwark 024","E02000830",7640,1882,2065,551,635,222,497,640,467,681
2021,"Southwark 025","E02000831",7791,1795,2118,633,727,250,527,645,535,561
2021,"Southwark 026","E02000832",8019,1280,1716,726,700,300,782,841,997,677
2021,"Southwark 027","E02000833",5946,1059,1473,499,449,241,558,625,493,549
2021,"Southwark 028","E02000834",7799,2230,2334,584,625,203,377,360,493,593
2021,"Southwark 029","E02000835",5940,1241,1621,524,606,216,452,457,388,435
2021,"Southwark 030","E02000836",6621,2039,1903,462,623,177,316,349,385,367
2021,"Southwark 031","E02000837",6590,2431,1718,463,623,99,232,231,293,500
2021,"Southwark 032","E02000838",7633,1834,2035,618,768,246,501,501,555,575
2021,"Southwark 033","E02000839",6613,1549,1637,552,692,216,431,391,565,580
2021,"Sutton 001","E02000840",7065,564,1273,879,846,404,916,901,754,528
2021,"Sutton 002","E02000841",7146,528,1256,896,786,438,999,892,743,608
2021,"Sutton 003","E02000842",6672,819,1361,983,877,330,768,561,517,456
2021,"Sutton 004","E02000843",7361,1204,1837,1085,795,359,678,571,447,385
2021,"Sutton 005","E02000844",6754,717,1364,894,880,381,737,736,550,495
2021,"Sutton 006","E02000845",7303,1395,1724,911,913,315,599,538,468,440
2021,"Sutton 007","E02000846",6057,847,1352,815,742,294,620,490,468,429
2021,"Sutton 008","E02000847",7582,1384,1676,1094,980,334,702,518,475,419
2021,"Sutton 009","E02000848",6385,883,1432,961,839,331,634,477,376,452
2021,"Sutton 010","E02000849",6441,923,1514,914,751,336,626,527,435,415
2021,"Sutton 011","E02000850",8661,1207,1909,1349,1003,439,873,698,585,598
2021,"Sutton 012","E02000851",9044,1389,1968,1092,1045,441,915,835,771,588
2021,"Sutton 013","E02000852",6425,1052,1581,911,748,287,604,493,386,363
2021,"Sutton 014","E02000853",6314,918,1406,846,803,307,664,553,411,406
2021,"Sutton 015","E02000854",6023,1292,1608,767,682,230,446,334,326,338
2021,"Sutton 016","E02000855",6623,1400,1584,915,810,238,498,377,389,412
2021,"Sutton 017","E02000856",7394,1267,1887,1006,842,325,624,501,474,468
2021,"Sutton 018","E02000857",7279,1372,1703,904,861,313,630,521,610,365
2021,"Sutton 019","E02000858",6503,602,1130,795,705,326,838,826,729,552
2021,"Sutton 020","E02000859",6834,1201,1618,969,757,237,598,487,540,427
2021,"Sutton 021","E02000860",7013,1170,1487,894,789,293,738,633,668,341
2021,"Sutton 022","E02000861",6302,1687,1561,818,690,169,391,257,358,371
2021,"Sutton 024","E02000863",5455,1157,1249,727,686,204,389,335,324,384
2021,"Tower Hamlets 001","E02000864",9181,1729,2030,760,719,326,744,785,1196,892
2021,"Tower Hamlets 002","E02000865",6435,942,1293,555,524,231,549,567,1149,625
2021,"Tower Hamlets 003","E02000866",8789,1875,2147,718,729,322,625,698,896,779
2021,"Tower Hamlets 004","E02000867",9645,2211,2234,778,682,332,687,738,1057,926
2021,"Tower Hamlets 005","E02000868",6104,1162,1355,470,510,173,458,452,767,757
2021,"Tower Hamlets 006","E02000869",4886,985,1057,359,465,164,363,386,656,451
2021,"Tower Hamlets 007","E02000870",5156,823,1036,512,414,213,427,433,699,599
2021,"Tower Hamlets 008","E02000871",8960,1280,1564,777,625,370,920,817,1489,1118
2021,"Tower Hamlets 009","E02000872",6810,1486,1343,531,503,230,538,420,956,803
2021,"Tower Hamlets 010","E02000873",7969,1032,1181,494,448,272,567,511,1058,2406
2021,"Tower Hamlets 011","E02000874",5959,847,937,454,420,255,595,485,977,989
2021,"Tower Hamlets 012","E02000875",10704,1538,1964,967,711,426,1016,836,1845,1401
2021,"Tower Hamlets 013","E02000876",6035,977,1135,464,448,228,493,495,988,807
2021,"Tower Hamlets 014","E02000877",10929,1846,1986,914,792,442,960,867,1610,1512
2021,"Tower Hamlets 015","E02000878",9008,1926,1516,573,564,252,643,504,1291,1739
2021,"Tower Hamlets 016","E02000879",6668,805,1117,552,492,338,651,605,1174,934
2021,"Tower Hamlets 017","E02000880",5202,682,910,435,367,196,454,477,854,827
2021,"Tower Hamlets 018","E02000881",8332,1308,1473,733,621,371,823,700,1243,1060
2021,"Tower Hamlets 019","E02000882",8884,1228,1466,813,600,288,798,696,1769,1226
2021,"Tower Hamlets 020","E02000883",7067,743,1018,588,599,369,697,706,1287,1060
2021,"Tower Hamlets 021","E02000884",10818,2719,1849,624,514,288,684,515,1307,2318
2021,"Tower Hamlets 022","E02000885",5507,592,802,457,421,262,601,536,1119,717
2021,"Tower Hamlets 023","E02000886",7942,1938,1594,569,584,273,577,659,991,757
2021,"Tower Hamlets 024","E02000887",8346,1249,1410,714,656,348,829,770,1373,997
2021,"Tower Hamlets 025","E02000888",6928,1621,1321,472,480,236,599,452,988,759
2021,"Tower Hamlets 026","E02000889",7439,2289,1529,553,515,231,445,405,779,693
2021,"Tower Hamlets 027","E02000890",5171,2008,1297,356,349,117,213,164,334,333
2021,"Tower Hamlets 030","E02000893",5981,1297,1081,549,542,221,481,475,760,575
2021,"Tower Hamlets 031","E02000894",9017,2596,1768,766,681,292,590,538,892,894
2021,"Waltham Forest 001","E02000895",6837,770,1380,890,916,299,698,662,717,505
2021,"Waltham Forest 002","E02000896",7648,1409,1848,953,1028,296,608,521,551,434
2021,"Waltham Forest 003","E02000897",6871,812,1383,817,902,306,704,665,808,474
2021,"Waltham Forest 004","E02000898",6487,773,1383,852,879,267,635,581,689,428
2021,"Waltham Forest 005","E02000899",7106,732,1334,846,1180,357,756,670,690,541
2021,"Waltham Forest 006","E02000900",7044,600,1190,832,986,326,820,775,874,641
2021,"Waltham Forest 007","E02000901",8388,1485,2096,987,1024,339,613,660,611,573
2021,"Waltham Forest 008","E02000902",7584,928,1552,844,1025,329,794,707,756,649
2021,"Waltham Forest 009","E02000903",7974,868,1464,714,969,351,832,838,1084,854
2021,"Waltham Forest 010","E02000904",6652,1029,1469,606,953,283,569,565,625,553
2021,"Waltham Forest 011","E02000905",8010,1229,1893,717,1105,337,639,685,707,698
2021,"Waltham Forest 012","E02000906",7602,1194,1777,596,896,311,684,683,838,623
2021,"Waltham Forest 013","E02000907",8138,978,1538,691,960,333,815,892,1099,832
2021,"Waltham Forest 014","E02000908",10470,1787,2460,868,1232,399,816,869,871,1168
2021,"Waltham Forest 015","E02000909",7263,1433,1781,572,930,263,556,550,650,528
2021,"Waltham Forest 016","E02000910",9282,1641,2102,714,1205,361,793,797,1008,661
2021,"Waltham Forest 017","E02000911",10374,1573,2279,878,1309,446,901,1023,1161,804
2021,"Waltham Forest 018","E02000912",7759,995,1472,672,1086,308,741,782,1035,668
2021,"Waltham Forest 019","E02000913",7541,942,1574,724,1030,316,625,668,945,717
2021,"Waltham Forest 020","E02000914",9259,817,1414,773,1294,439,980,1046,1557,939
2021,"Waltham Forest 021","E02000915",6697,1208,1661,599,828,249,533,511,646,462
2021,"Waltham Forest 022","E02000916",8478,1045,1765,752,1207,389,778,843,941,758
2021,"Waltham Forest 023","E02000917",7716,1101,1791,631,1146,355,625,727,740,600
2021,"Waltham Forest 024","E02000918",7557,1118,1609,659,1053,317,642,712,813,634
2021,"Waltham Forest 025","E02000919",7620,1031,1618,633,1148,346,634,754,823,633
2021,"Waltham Forest 026","E02000920",8373,874,1564,785,1024,475,847,933,1043,828
2021,"Waltham Forest 027","E02000921",9127,925,1539,801,1305,474,961,1052,1150,920
2021,"Waltham Forest 028","E02000922",8328,1005,1626,674,1273,351,783,905,834,877
2021,"Wandsworth 001","E02000923",6531,1827,1681,505,729,161,398,386,445,399
2021,"Wandsworth 003","E02000925",6482,1214,1291,642,627,270,647,625,612,554
2021,"Wandsworth 004","E02000926",10057,3025,2717,778,920,309,601,488,634,585
2021,"Wandsworth 005","E02000927",6132,1504,1501,566,526,225,462,455,522,371
2021,"Wandsworth 006","E02000928",6950,2368,1998,545,681,159,271,250,310,368
2021,"Wandsworth 007","E02000929",6562,955,1322,593,579,252,697,705,825,634
2021,"Wandsworth 008","E02000930",8846,2959,2477,627,638,220,386,388,374,777
2021,"Wandsworth 009","E02000931",7104,2920,1999,488,605,121,211,199,194,367
2021,"Wandsworth 010","E02000932",11133,4165,3266,749,912,210,440,361,485,545
2021,"Wandsworth 011","E02000933",7534,2416,1931,670,730,179,390,337,408,473
2021,"Wandsworth 012","E02000934",7927,2601,2271,644,656,222,378,380,367,408
2021,"Wandsworth 013","E02000935",5738,457,668,442,593,211,546,565,693,1563
2021,"Wandsworth 014","E02000936",8151,2595,2117,688,714,232,455,387,492,471
2021,"Wandsworth 015","E02000937",6389,2326,1698,443,578,108,272,253,297,414
2021,"Wandsworth 016","E02000938",8594,1665,1820,746,991,352,732,729,815,744
2021,"Wandsworth 017","E02000939",5993,2348,1587,405,591,86,185,165,265,361
2021,"Wandsworth 018","E02000940",7892,2009,2060,681,655,283,560,539,612,493
2021,"Wandsworth 019","E02000941",8213,2501,2250,702,849,243,401,418,451,398
2021,"Wandsworth 020","E02000942",7882,2594,2210,665,755,166,335,277,397,483
2021,"Wandsworth 021","E02000943",7496,2784,2060,597,550,127,302,338,335,403
2021,"Wandsworth 022","E02000944",6100,997,1259,511,684,252,596,576,697,528
2021,"Wandsworth 023","E02000945",6269,564,987,489,837,280,641,714,778,979
2021,"Wandsworth 024","E02000946",7149,1846,1750,584,734,207,413,490,664,461
2021,"Wandsworth 025","E02000947",7520,2493,2141,619,677,160,330,329,374,397
2021,"Wandsworth 026","E02000948",8706,3109,2499,671,629,209,407,369,438,375
2021,"Wandsworth 027","E02000949",8487,3089,2462,643,794,170,315,285,322,407
2021,"Wandsworth 028","E02000950",6224,1330,1372,565,779,228,464,431,545,510
2021,"Wandsworth 029","E02000951",5583,1638,1547,526,459,131,309,247,415,311
2021,"Wandsworth 030","E02000952",5244,1644,1400,454,455,115,270,277,356,273
2021,"Wandsworth 031","E02000953",6257,1818,1797,516,443,146,292,295,299,651
2021,"Wandsworth 032","E02000954",5134,1357,1368,485,421,126,286,315,393,383
2021,"Wandsworth 033","E02000955",5734,1211,1330,522,552,196,456,396,607,464
2021,"Wandsworth 034","E02000956",6367,1146,1515,530,566,199,488,513,542,868
2021,"Wandsworth 035","E02000957",9126,1978,2317,823,893,284,619,630,811,771
2021,"Wandsworth 036","E02000958",6694,1285,1593,577,816,203,472,427,532,789
2021,"Wandsworth 037","E02000959",6318,1068,1465,551,764,269,534,587,614,466
2021,"Westminster 001","E02000960",5222,1608,1057,350,570,77,231,196,565,568
2021,"Westminster 002","E02000961",8022,2074,1595,577,773,224,508,430,999,842
2021,"Westminster 003","E02000962",6725,1974,1280,399,631,117,365,292,807,860
2021,"Westminster 004","E02000963",8647,969,1452,734,846,342,963,862,1536,943
2021,"Westminster 005","E02000964",10292,1633,1936,935,919,392,970,943,1549,1015
2021,"Westminster 006","E02000965",6798,2144,1591,488,643,162,360,349,501,560
2021,"Westminster 007","E02000966",7959,2571,1815,449,978,169,389,296,666,626
2021,"Westminster 008","E02000967",5427,1824,1023,321,468,59,176,132,409,1015
2021,"Westminster 009","E02000968",12042,1225,1565,893,821,476,1296,1218,2786,1762
2021,"Westminster 010","E02000969",7837,958,1237,638,619,303,721,730,1602,1029
2021,"Westminster 011","E02000970",6126,2194,1262,283,681,93,260,219,454,680
2021,"Westminster 012","E02000971",6750,2197,1305,313,572,126,314,209,582,1132
2021,"Westminster 013","E02000972",7269,1848,1529,381,702,152,345,304,562,1446
2021,"Westminster 014","E02000973",8790,2589,1895,593,921,190,550,488,762,802
2021,"Westminster 015","E02000974",7685,2161,1299,364,715,175,358,263,877,1473
2021,"Westminster 016","E02000975",6753,2138,1417,332,678,140,290,267,475,1016
2021,"Westminster 017","E02000976",7512,2193,1491,448,659,147,398,349,761,1066
2021,"Westminster 018","E02000977",5919,1524,1163,472,573,158,300,229,520,980
2021,"Westminster 019","E02000978",6259,1702,1002,337,738,107,244,264,499,1366
2021,"Westminster 020","E02000979",7085,2115,1411,468,534,206,362,347,721,921
2021,"Westminster 021","E02000980",7655,1800,1537,591,654,236,627,531,838,841
2021,"Westminster 022","E02000981",7520,2317,1608,512,676,208,395,339,850,615
2021,"Westminster 023","E02000982",6574,1401,1167,483,695,183,535,514,855,741
2021,"Westminster 024","E02000983",6592,1508,1334,561,599,212,469,454,797,658
2021,"Bromley 040","E02006782",6504,1083,1500,812,814,280,636,463,495,421
2021,"Lewisham 037","E02006783",5900,465,992,618,694,315,749,756,745,566
2021,"Lewisham 038","E02006784",6345,566,1100,695,737,304,793,771,823,556
2021,"Bexley 029","E02006785",5396,656,1060,780,581,322,577,617,479,324
2021,"Greenwich 033","E02006786",5861,566,1068,664,587,327,826,671,661,491
2021,"Bromley 041","E02006787",6150,1360,1576,791,683,212,465,363,334,366
2021,"Croydon 045","E02006788",5924,734,1257,713,660,227,703,539,578,513
2021,"Bromley 042","E02006789",5673,833,1295,856,936,253,503,376,350,271
2021,"Ealing 040","E02006791",6326,1760,1665,493,721,190,352,344,413,388
2021,"Hounslow 029","E02006792",7660,2055,1970,610,843,211,414,407,545,605
2021,"Enfield 037","E02006793",7326,368,1004,612,776,332,859,983,1522,870
2021,"Haringey 037","E02006794",6275,359,873,460,804,299,708,981,1101,690
2021,"Harrow 032","E02006795",6608,1019,1213,807,874,248,596,523,668,660
2021,"Hillingdon 033","E02006796",7718,1201,1676,1071,934,412,687,683,615,439
2021,"Lewisham 039","E02006798",7418,978,1613,626,638,352,680,801,791,939
2021,"Barking and Dagenham 023","E02006799",8780,552,1269,946,1150,470,1037,1155,1261,940
2021,"Redbridge 034","E02006800",11272,1130,1796,1135,1618,390,1140,1084,1745,1234
2021,"Lambeth 036","E02006801",7751,1615,1426,522,489,233,456,530,505,1975
2021,"Southwark 034","E02006802",8066,1781,1491,565,515,231,508,545,711,1719
2021,"Sutton 025","E02006836",7017,1901,1720,778,870,171,391,282,477,427
2021,"Tower Hamlets 032","E02006853",9116,2930,1654,675,556,246,632,470,955,998
2021,"Tower Hamlets 033","E02006854",6209,2457,1202,365,377,122,286,230,509,661
2021,"Harrow 033","E02006882",11920,1695,2012,1464,2004,355,1082,1016,1332,960
2021,"Hackney 028","E02006918",6338,874,1389,573,577,238,504,596,935,652
2021,"Hackney 029","E02006921",5551,498,1078,733,525,173,514,523,813,694
2021,"Redbridge 035","E02006924",10922,1601,1897,1132,1535,317,916,785,1565,1174
2021,"Redbridge 036","E02006925",11724,1869,2121,1296,1628,282,977,747,1354,1450
2021,"Greenwich 034","E02006927",9912,2274,2282,899,985,380,731,746,909,706
2021,"Greenwich 035","E02006928",10278,2918,2172,683,601,271,663,487,683,1800
2021,"Greenwich 037","E02006930",8120,2456,1996,612,657,248,533,441,518,659
2021,"Greenwich 038","E02006931",7860,2210,1821,621,646,226,503,500,575,758
2021,"Southwark 035","E02006941",5020,2429,1145,258,326,73,120,87,136,446
2021,"Southwark 036","E02006942",5859,2044,1218,396,391,175,363,349,361,562
2021,"Barnet 042","E02006953",7514,1464,1480,602,876,250,489,441,885,1027
2021,"Barnet 043","E02006954",8051,1194,1451,693,1196,312,703,683,919,900
2021,"Brent 035","E02006955",6410,1246,1095,404,462,208,310,494,531,1660
2021,"Brent 036","E02006956",7383,645,1007,580,812,304,689,989,823,1534
2021,"Ealing 041","E02006968",6879,1956,1669,578,728,169,372,302,584,521
2021,"Ealing 042","E02006969",5481,1470,1422,451,548,140,300,290,444,416
2021,"Ealing 043","E02006970",5659,270,532,408,471,297,653,1219,1181,628
2021,"Ealing 044","E02006971",6497,312,613,489,574,327,823,1357,1321,681
2021,"Hounslow 030","E02006972",4288,851,922,357,456,163,386,359,480,314
2021,"Hounslow 031","E02006973",6814,1131,1501,667,739,302,607,631,730,506
2021,"Croydon 046","E02006987",6328,1543,1651,631,497,217,501,363,538,387
2021,"Croydon 047","E02006988",5713,945,1255,640,658,269,557,497,556,336
2021,"Greenwich 039","E02006991",5636,1826,1563,489,403,163,280,249,323,340
2021,"Greenwich 040","E02006992",6795,2182,1476,535,499,198,481,388,528,508
2021,"Greenwich 041","E02006993",6851,2009,1546,516,492,199,453,365,463,808
2021,"Greenwich 042","E02006994",6054,730,1085,518,621,334,761,707,693,605
2021,"Newham 038","E02006995",7287,2421,1806,458,375,155,287,249,383,1153
2021,"Newham 039","E02006996",7191,1665,1353,483,571,249,450,480,595,1345
2021,"Newham 040","E02006997",6006,1528,1423,486,409,238,424,408,471,619
