"date","geography","geography code","Migrant indicator: Total: All usual residents; measures: Value","Migrant indicator: Address one year ago is the same as the address of enumeration; measures: Value","Migrant indicator: Address one year ago is student term-time or boarding school address in the UK; measures: Value","Migrant indicator: Migrant from within the UK: Address one year ago was in the UK; measures: Value","Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK; measures: Value"
2021,"Waltham Forest 009","E02000903",10139,9328,18,709,84
2021,"Waltham Forest 010","E02000904",8311,7496,19,730,66
2021,"Waltham Forest 011","E02000905",10265,9302,17,883,63
2021,"Waltham Forest 012","E02000906",9517,8440,17,964,96
2021,"Waltham Forest 013","E02000907",10428,9252,16,1076,84
2021,"Waltham Forest 014","E02000908",12725,10530,78,1913,204
2021,"Waltham Forest 015","E02000909",9109,8024,18,965,102
2021,"Waltham Forest 016","E02000910",11264,9692,15,1427,130
2021,"Waltham Forest 017","E02000911",12795,11248,26,1388,133
2021,"Waltham Forest 018","E02000912",9587,8673,7,839,68
2021,"Waltham Forest 019","E02000913",9496,8672,14,724,86
2021,"Waltham Forest 020","E02000914",11628,10379,14,1118,117
2021,"Waltham Forest 021","E02000915",7967,6963,13,906,85
2021,"Waltham Forest 022","E02000916",10375,8971,10,1248,146
2021,"Waltham Forest 023","E02000917",9405,8062,10,1233,100
2021,"Waltham Forest 024","E02000918",9197,8019,12,1041,125
2021,"Waltham Forest 025","E02000919",9089,7708,17,1202,162
2021,"Waltham Forest 026","E02000920",10154,8919,16,1094,125
2021,"Waltham Forest 027","E02000921",11059,9748,29,1153,129
2021,"Waltham Forest 028","E02000922",10322,8987,20,1178,137
2021,"Wandsworth 001","E02000923",7439,5916,47,1300,176
2021,"Wandsworth 003","E02000925",7823,6594,36,1097,96
2021,"Wandsworth 004","E02000926",11506,8854,78,2279,295
2021,"Wandsworth 005","E02000927",7023,5677,38,1186,122
2021,"Wandsworth 006","E02000928",8252,6746,44,1333,129
2021,"Wandsworth 007","E02000929",7985,6752,23,1090,120
2021,"Wandsworth 008","E02000930",9954,6963,139,2497,355
2021,"Wandsworth 009","E02000931",8686,6717,60,1714,195
2021,"Wandsworth 010","E02000932",12689,9532,87,2833,237
2021,"Wandsworth 011","E02000933",8790,7354,40,1243,153
2021,"Wandsworth 012","E02000934",8816,6577,50,2025,164
2021,"Wandsworth 013","E02000935",7285,5737,228,1053,267
2021,"Wandsworth 014","E02000936",9262,7172,57,1779,254
2021,"Wandsworth 015","E02000937",8051,6667,62,1193,129
2021,"Wandsworth 016","E02000938",10648,9303,53,1135,157
2021,"Wandsworth 017","E02000939",7725,6582,48,968,127
2021,"Wandsworth 018","E02000940",9213,7466,34,1513,200
2021,"Wandsworth 019","E02000941",9992,8251,25,1579,137
2021,"Wandsworth 020","E02000942",9579,8005,63,1358,153
2021,"Wandsworth 021","E02000943",8626,6470,77,1929,150
2021,"Wandsworth 022","E02000944",7533,6438,30,899,166
2021,"Wandsworth 023","E02000945",7779,6537,130,923,189
2021,"Wandsworth 024","E02000946",8330,6504,28,1684,114
2021,"Wandsworth 025","E02000947",9152,7536,37,1401,178
2021,"Wandsworth 026","E02000948",9901,7565,69,2127,140
2021,"Wandsworth 027","E02000949",9866,7884,69,1803,110
2021,"Wandsworth 028","E02000950",7509,6298,40,1011,160
2021,"Wandsworth 029","E02000951",6348,4900,56,1279,113
2021,"Wandsworth 030","E02000952",6077,4839,41,1133,64
2021,"Wandsworth 031","E02000953",7363,5661,53,1486,163
2021,"Wandsworth 032","E02000954",6027,4848,61,1016,102
2021,"Wandsworth 033","E02000955",6824,5663,34,1048,79
2021,"Wandsworth 034","E02000956",7340,5749,94,1384,113
2021,"Wandsworth 035","E02000957",10716,8519,84,1890,223
2021,"Wandsworth 036","E02000958",8198,7135,49,892,122
2021,"Wandsworth 037","E02000959",7753,6582,41,1032,98
2021,"Wandsworth 038","E02007083",7608,5305,66,1931,306
2021,"Wandsworth 039","E02007084",9810,7775,48,1803,184
2021,"Westminster 001","E02000960",6101,4893,42,811,355
2021,"Westminster 002","E02000961",9717,7494,43,1869,311
2021,"Westminster 003","E02000962",7649,5985,65,1068,531
2021,"Westminster 004","E02000963",10409,9393,41,845,130
2021,"Westminster 005","E02000964",12018,10349,61,1378,230
2021,"Westminster 006","E02000965",7762,6027,74,1422,239
2021,"Westminster 007","E02000966",9165,7442,48,1345,330
2021,"Westminster 008","E02000967",5994,4184,86,998,726
2021,"Westminster 009","E02000968",14340,12526,79,1419,316
2021,"Westminster 010","E02000969",9526,8340,43,939,204
2021,"Westminster 011","E02000970",6775,5152,77,1078,468
2021,"Westminster 012","E02000971",7383,5127,140,1522,594
2021,"Westminster 013","E02000972",7837,5806,161,1242,628
2021,"Westminster 014","E02000973",9859,7867,113,1526,353
2021,"Westminster 015","E02000974",8606,6017,145,1661,783
2021,"Westminster 016","E02000975",7336,5112,149,1589,486
2021,"Westminster 017","E02000976",8361,6014,127,1637,583
2021,"Westminster 018","E02000977",6339,4452,158,1223,506
2021,"Westminster 019","E02000978",7071,5074,120,1236,641
2021,"Westminster 020","E02000979",8039,6289,118,1228,404
2021,"Westminster 021","E02000980",8670,7189,83,1135,263
2021,"Westminster 022","E02000981",8211,6302,76,1490,343
2021,"Westminster 023","E02000982",7577,6440,66,834,237
2021,"Westminster 024","E02000983",7635,6394,55,962,224
