"date","geography","geography code","Religion: Total: All usual residents","Religion: No religion","Religion: Christian","Religion: Buddhist","Religion: Hindu","Religion: Jewish","Religion: Muslim","Religion: Sikh","Religion: Other religion","Religion: Not answered"
2021,"Merton 015","E02000703",7964,2389,3778,103,376,31,699,23,32,533
2021,"Merton 016","E02000704",8601,2796,4034,87,391,39,563,48,66,577
2021,"Merton 017","E02000705",9327,1510,4789,57,700,6,1454,66,41,704
2021,"Merton 018","E02000706",10035,2112,4812,70,819,23,1533,26,24,616
2021,"Merton 019","E02000707",8305,1579,4442,23,373,10,1273,43,43,519
2021,"Merton 020","E02000708",8887,2261,4541,79,745,22,597,27,53,562
2021,"Merton 021","E02000709",7979,2097,4147,47,457,13,657,16,61,484
2021,"Merton 022","E02000710",9186,2029,4513,71,639,5,1116,39,63,711
2021,"Merton 023","E02000711",9446,2341,4069,133,586,16,1634,13,38,616
2021,"Merton 024","E02000712",9668,2433,4394,199,706,16,1329,15,54,522
2021,"Merton 025","E02000713",7805,2272,3944,47,405,12,638,2,45,440
2021,"Newham 001","E02000714",7707,1406,3105,27,212,14,2261,107,48,527
2021,"Newham 002","E02000715",7297,471,1927,16,371,4,3876,196,34,402
2021,"Newham 003","E02000716",7350,887,2038,19,403,6,3416,150,39,392
2021,"Newham 004","E02000717",8357,519,1857,13,515,3,4793,235,31,391
2021,"Newham 005","E02000718",7403,467,2034,12,419,11,3848,186,25,401
2021,"Newham 006","E02000719",8077,1436,3387,52,210,14,2345,55,47,531
2021,"Newham 007","E02000720",7489,1133,1704,25,659,23,3219,189,29,508
2021,"Newham 008","E02000721",9541,640,2213,23,556,8,5176,214,59,652
2021,"Newham 009","E02000722",8140,1602,3322,89,245,13,2151,83,58,577
2021,"Newham 010","E02000723",11198,410,2009,33,1604,1,5799,476,31,835
2021,"Newham 011","E02000724",10028,446,1840,4,946,5,5427,728,41,591
2021,"Newham 012","E02000725",9986,2238,4028,91,297,15,2415,36,79,787
2021,"Newham 014","E02000727",8519,386,1505,18,1415,1,4542,190,39,423
2021,"Newham 015","E02000728",8527,409,2471,43,1832,5,2846,321,39,561
2021,"Newham 016","E02000729",7326,876,2604,51,249,8,2749,106,49,634
2021,"Newham 017","E02000730",9930,439,1683,33,1577,5,5089,374,50,680
2021,"Newham 018","E02000731",9961,517,2450,38,1370,4,4795,180,16,591
2021,"Newham 019","E02000732",8900,751,2325,41,692,11,4458,106,29,487
2021,"Newham 020","E02000733",10097,1631,4752,86,227,16,2662,35,50,638
2021,"Newham 021","E02000734",7301,1036,3059,89,212,9,2298,38,41,519
2021,"Newham 022","E02000735",8608,788,2721,51,451,6,3922,132,42,495
2021,"Newham 023","E02000736",9204,877,3139,33,909,9,3684,104,25,424
2021,"Newham 024","E02000737",10379,1031,3700,48,732,5,4090,144,24,605
2021,"Newham 025","E02000738",9577,1007,3351,45,499,14,3970,151,29,511
2021,"Newham 026","E02000739",7723,959,3401,53,132,6,2552,88,42,490
2021,"Newham 027","E02000740",6766,1200,3159,57,129,4,1695,31,26,465
2021,"Newham 028","E02000741",8245,1051,3528,63,230,4,2777,66,34,492
2021,"Newham 029","E02000742",8701,883,3442,34,342,13,3339,88,34,526
2021,"Newham 030","E02000743",10281,1722,4613,84,202,17,2945,68,46,584
2021,"Newham 031","E02000744",9173,1704,4401,37,201,7,2171,39,38,575
2021,"Newham 032","E02000745",8598,1370,4558,111,239,3,1677,70,63,507
2021,"Newham 033","E02000746",9427,1827,3973,70,369,7,2274,64,70,773
2021,"Newham 034","E02000747",13100,3235,5351,136,778,25,2293,146,81,1055
2021,"Newham 035","E02000748",6273,1098,3472,59,109,7,988,34,24,482
2021,"Newham 036","E02000749",9550,1793,5048,54,122,7,1866,13,30,617
2021,"Redbridge 001","E02000751",11159,2578,5254,66,742,507,989,280,85,658
2021,"Redbridge 002","E02000752",8782,1785,3971,36,471,235,1567,147,86,484
2021,"Redbridge 003","E02000753",6921,1344,3321,25,371,167,1044,113,55,481
2021,"Redbridge 004","E02000754",6769,1855,3204,61,309,75,801,41,35,388
2021,"Redbridge 005","E02000755",5483,1294,2651,14,272,141,569,94,32,416
2021,"Redbridge 006","E02000756",14596,2213,5857,110,1685,806,2458,470,77,920
2021,"Redbridge 007","E02000757",12392,3555,5061,86,747,396,1466,175,91,815
2021,"Redbridge 008","E02000758",6886,689,1957,47,951,336,1992,443,46,425
2021,"Redbridge 009","E02000759",13089,3054,5383,94,543,224,2557,226,101,907
2021,"Redbridge 010","E02000760",7534,820,2597,73,1011,371,1827,297,76,462
2021,"Redbridge 012","E02000762",6621,419,1350,23,1293,441,2215,390,66,424
2021,"Redbridge 013","E02000763",8015,759,2464,48,1540,185,2224,321,55,419
2021,"Redbridge 014","E02000764",12308,3516,5019,91,762,428,1424,262,94,712
2021,"Redbridge 015","E02000765",7526,530,1887,51,1459,273,2434,380,65,447
2021,"Redbridge 017","E02000767",8626,600,2399,49,2091,296,2229,341,125,496
2021,"Redbridge 018","E02000768",5788,1701,2465,28,185,108,699,161,39,402
2021,"Redbridge 020","E02000770",8125,449,2029,71,1495,92,2810,679,38,462
2021,"Redbridge 022","E02000772",8383,575,2128,53,943,16,3365,857,47,399
2021,"Redbridge 023","E02000773",10733,643,2411,66,1863,96,4447,630,47,530
2021,"Redbridge 024","E02000774",8105,459,1994,31,802,3,3237,1060,74,445
2021,"Redbridge 026","E02000776",7040,485,1350,19,633,29,3714,369,33,408
2021,"Redbridge 027","E02000777",6004,1971,2426,16,137,46,905,91,16,396
2021,"Redbridge 029","E02000779",8418,553,2044,46,941,23,3817,509,59,426
2021,"Redbridge 031","E02000781",16292,857,3349,43,1443,33,7988,1769,61,749
2021,"Redbridge 032","E02000782",11487,689,2554,33,1683,7,5249,527,68,677
2021,"Redbridge 033","E02000783",7395,403,1995,15,627,5,3681,279,51,339
2021,"Richmond upon Thames 001","E02000784",10134,3304,5037,82,159,119,423,57,81,872
2021,"Richmond upon Thames 002","E02000785",9715,3648,4630,83,157,81,260,63,53,740
2021,"Richmond upon Thames 003","E02000786",11372,4257,5387,91,104,129,440,44,59,861
2021,"Richmond upon Thames 004","E02000787",12086,4553,5070,156,274,78,752,74,111,1018
2021,"Richmond upon Thames 005","E02000788",9091,3463,4348,81,132,68,297,18,77,607
2021,"Richmond upon Thames 006","E02000789",6301,2384,2790,54,162,80,251,45,57,478
2021,"Richmond upon Thames 007","E02000790",6586,2899,2816,55,86,43,169,26,30,462
2021,"Richmond upon Thames 008","E02000791",6472,2517,2820,59,137,77,223,18,39,582
2021,"Richmond upon Thames 009","E02000792",7146,3065,3024,34,75,54,241,42,78,533
2021,"Richmond upon Thames 010","E02000793",8107,2421,3870,79,382,18,550,210,61,516
2021,"Richmond upon Thames 011","E02000794",7016,2480,3253,66,229,33,299,93,41,522
2021,"Richmond upon Thames 012","E02000795",6927,2450,3369,48,84,147,237,26,35,531
2021,"Richmond upon Thames 013","E02000796",11087,2751,4671,110,795,25,1428,609,79,619
2021,"Richmond upon Thames 014","E02000797",7869,3407,3460,56,99,37,223,48,49,490
2021,"Richmond upon Thames 015","E02000798",11306,4465,4971,94,294,40,502,151,62,727
2021,"Richmond upon Thames 016","E02000799",6603,2602,3154,35,90,24,169,25,34,470
2021,"Richmond upon Thames 017","E02000800",5410,2198,2156,60,71,11,406,15,46,447
2021,"Richmond upon Thames 018","E02000801",7109,3041,3250,30,81,26,189,39,43,410
2021,"Richmond upon Thames 019","E02000802",7022,2848,3279,36,80,18,202,41,41,477
2021,"Richmond upon Thames 020","E02000803",9716,3497,4542,95,260,37,478,136,56,615
2021,"Richmond upon Thames 021","E02000804",7149,3052,3271,57,50,34,125,43,34,483
2021,"Richmond upon Thames 022","E02000805",10755,4730,4590,66,175,53,299,37,59,746
2021,"Richmond upon Thames 023","E02000806",10295,4042,4798,65,209,28,329,126,49,649
2021,"Southwark 001","E02000807",8226,3395,3316,105,204,24,405,27,64,686
2021,"Southwark 002","E02000808",10169,4232,3556,137,305,83,843,47,90,876
2021,"Southwark 004","E02000810",11897,3916,5477,127,155,53,1188,24,87,870
2021,"Southwark 006","E02000812",10786,3400,4474,92,152,33,1584,22,71,958
2021,"Southwark 007","E02000813",10224,3725,4381,119,122,23,955,12,66,821
2021,"Southwark 008","E02000814",10292,4166,4118,127,204,51,693,17,96,820
2021,"Southwark 009","E02000815",7611,2902,2655,81,167,46,1047,36,47,630
2021,"Southwark 010","E02000816",9609,3084,4579,71,124,20,936,11,73,711
2021,"Southwark 011","E02000817",6824,2108,3319,45,71,11,775,25,46,424
2021,"Southwark 012","E02000818",9790,3492,4136,104,87,34,1147,10,78,702
2021,"Southwark 013","E02000819",8498,2322,4328,88,79,17,1118,0,37,509
2021,"Southwark 014","E02000820",9245,3363,3850,129,54,52,1029,19,76,673
2021,"Southwark 015","E02000821",9359,2497,4761,56,21,21,1345,18,66,574
2021,"Southwark 016","E02000822",6719,1689,3379,76,24,28,1041,5,32,445
2021,"Southwark 017","E02000823",8685,2730,4090,111,46,28,994,12,98,576
2021,"Southwark 018","E02000824",9903,2210,5327,128,59,6,1424,24,55,670
2021,"Southwark 019","E02000825",10227,2293,5340,102,62,12,1517,19,84,798
2021,"Southwark 020","E02000826",9878,3279,4519,98,49,28,1129,9,75,692
2021,"Southwark 021","E02000827",11312,3178,5654,89,67,27,1430,13,73,781
2021,"Southwark 022","E02000828",8813,2559,4448,125,29,26,999,14,50,563
2021,"Southwark 023","E02000829",10925,3867,4858,89,41,34,1099,14,77,846
2021,"Southwark 024","E02000830",8884,3930,3477,71,74,62,528,10,90,642
2021,"Southwark 025","E02000831",9355,4396,3411,81,54,61,599,15,50,688
2021,"Southwark 026","E02000832",9686,3643,4354,66,23,24,839,11,64,662
2021,"Southwark 027","E02000833",7488,2493,3465,71,69,18,802,7,47,516
2021,"Southwark 028","E02000834",9390,4900,3349,59,53,60,309,10,53,597
2021,"Southwark 029","E02000835",7680,3715,2920,48,40,28,351,9,39,530
2021,"Southwark 030","E02000836",8299,4092,3018,51,80,37,382,29,46,564
2021,"Southwark 031","E02000837",8559,4038,3395,58,141,68,188,31,39,601
2021,"Southwark 032","E02000838",9497,4305,3848,63,96,29,493,35,38,590
2021,"Southwark 033","E02000839",8480,3184,3675,64,203,47,587,21,64,635
2021,"Sutton 001","E02000840",9322,3457,4033,92,454,6,681,14,51,534
2021,"Sutton 002","E02000841",9188,3162,4074,120,544,21,717,8,45,497
2021,"Sutton 003","E02000842",8279,2295,3866,62,806,6,730,12,48,454
2021,"Sutton 004","E02000843",9473,3550,4258,49,427,15,585,12,70,507
2021,"Sutton 005","E02000844",8658,3029,4019,70,379,11,565,9,61,515
2021,"Sutton 006","E02000845",9420,3261,4320,72,521,27,555,18,44,602
2021,"Sutton 007","E02000846",7620,2097,3665,86,580,9,660,18,41,464
2021,"Sutton 008","E02000847",9420,2848,4649,102,641,13,499,35,36,597
2021,"Sutton 009","E02000848",8139,2541,3819,71,819,4,445,12,30,398
2021,"Sutton 010","E02000849",8177,2866,3828,30,371,17,509,12,49,495
2021,"Sutton 011","E02000850",10837,3310,4982,80,999,15,743,27,75,606
2021,"Sutton 012","E02000851",11581,3639,5100,102,624,29,1253,16,75,743
2021,"Sutton 013","E02000852",8147,2815,3865,86,423,13,399,6,41,499
2021,"Sutton 014","E02000853",8171,2824,3533,125,556,8,530,8,44,543
2021,"Sutton 015","E02000854",7612,2847,3734,43,228,20,215,14,40,471
2021,"Sutton 016","E02000855",8205,2543,4075,55,511,19,430,30,31,511
2021,"Sutton 017","E02000856",9330,2860,4181,95,860,20,647,22,74,571
2021,"Sutton 018","E02000857",8995,2675,3986,89,730,39,789,12,58,617
2021,"Sutton 019","E02000858",8568,2969,3476,80,700,8,674,32,76,553
2021,"Sutton 020","E02000859",8487,2726,4118,67,518,2,487,12,42,515
2021,"Sutton 021","E02000860",8784,2865,3728,76,590,19,887,20,73,526
2021,"Sutton 022","E02000861",7777,2274,3777,48,689,32,434,13,67,443
2021,"Sutton 024","E02000863",6735,1953,3150,71,710,15,399,37,37,363
2021,"Tower Hamlets 001","E02000864",11263,3838,2883,78,69,61,3525,34,66,709
2021,"Tower Hamlets 002","E02000865",7961,2230,1630,100,55,34,3288,28,73,523
2021,"Tower Hamlets 003","E02000866",10646,4034,2805,88,68,64,2856,61,63,607
2021,"Tower Hamlets 004","E02000867",11328,4358,2814,60,106,63,3137,39,80,671
2021,"Tower Hamlets 005","E02000868",7196,2536,1355,45,26,61,2608,10,39,516
2021,"Tower Hamlets 006","E02000869",5931,2017,1419,59,16,52,1961,21,32,354
2021,"Tower Hamlets 007","E02000870",6370,1898,1434,75,69,31,2393,17,16,437
2021,"Tower Hamlets 008","E02000871",11514,2180,2441,108,169,27,5748,38,38,765
2021,"Tower Hamlets 009","E02000872",8143,2446,1431,55,90,52,3492,15,36,526
2021,"Tower Hamlets 010","E02000873",9848,2663,1983,111,184,26,4063,30,65,723
2021,"Tower Hamlets 011","E02000874",7495,1701,1136,64,86,20,3877,31,41,539
2021,"Tower Hamlets 012","E02000875",13571,2961,2658,130,141,36,6665,38,34,908
2021,"Tower Hamlets 013","E02000876",7273,1941,1104,55,47,29,3561,29,39,468
2021,"Tower Hamlets 014","E02000877",13809,3566,2587,98,121,35,6393,32,62,915
2021,"Tower Hamlets 015","E02000878",10433,2997,1792,135,245,64,4344,15,64,777
2021,"Tower Hamlets 016","E02000879",8341,1580,1658,61,69,61,4357,19,25,511
2021,"Tower Hamlets 017","E02000880",6515,1252,1049,34,69,30,3596,14,43,428
2021,"Tower Hamlets 018","E02000881",10831,2141,2619,87,177,23,5050,23,61,650
2021,"Tower Hamlets 019","E02000882",11501,2015,2053,55,87,43,6594,34,33,587
2021,"Tower Hamlets 020","E02000883",9287,1519,2120,99,157,17,4828,15,11,521
2021,"Tower Hamlets 021","E02000884",12770,3608,2194,133,380,44,5308,51,64,988
2021,"Tower Hamlets 022","E02000885",7053,957,1234,37,71,52,4269,5,38,390
2021,"Tower Hamlets 023","E02000886",9588,2536,2494,81,170,41,3461,21,53,731
2021,"Tower Hamlets 024","E02000887",10802,2048,2388,69,158,25,5294,25,43,752
2021,"Tower Hamlets 025","E02000888",8621,2053,1800,75,135,31,3853,38,41,595
2021,"Tower Hamlets 026","E02000889",8965,2610,2269,78,170,43,2989,28,60,718
2021,"Tower Hamlets 027","E02000890",5814,2164,2022,61,141,43,879,20,32,452
2021,"Tower Hamlets 030","E02000893",7411,1933,2519,84,227,18,2029,28,44,529
2021,"Tower Hamlets 031","E02000894",11007,3193,3382,176,588,47,2679,33,87,822
2021,"Waltham Forest 001","E02000895",8371,2184,4059,32,154,57,1089,22,161,613
2021,"Waltham Forest 002","E02000896",9328,2721,4872,35,102,93,750,38,83,634
2021,"Waltham Forest 003","E02000897",8568,2640,4071,31,140,76,898,29,132,551
2021,"Waltham Forest 004","E02000898",8011,2202,3997,35,134,78,853,35,136,541
2021,"Waltham Forest 005","E02000899",8814,1897,4385,59,180,44,1435,58,188,568
2021,"Waltham Forest 006","E02000900",8973,1827,4097,76,191,25,1933,19,180,625
2021,"Waltham Forest 007","E02000901",10492,3757,4429,63,137,99,1123,59,71,754
2021,"Waltham Forest 008","E02000902",9961,2422,4105,91,209,45,2096,45,173,775
2021,"Waltham Forest 009","E02000903",10275,2700,3884,56,229,31,2549,34,112,680
2021,"Waltham Forest 010","E02000904",8422,2301,3545,41,195,50,1681,23,47,539
2021,"Waltham Forest 011","E02000905",10475,3585,3540,59,554,53,1945,37,71,631
2021,"Waltham Forest 012","E02000906",9652,3248,3121,70,248,28,2195,26,85,631
2021,"Waltham Forest 013","E02000907",10580,2800,4031,69,209,39,2475,30,87,840
2021,"Waltham Forest 014","E02000908",12905,4443,4816,111,359,57,2025,50,120,924
2021,"Waltham Forest 015","E02000909",9245,3581,3265,62,92,54,1514,33,86,558
2021,"Waltham Forest 016","E02000910",11431,3665,3747,55,151,53,2923,38,68,731
2021,"Waltham Forest 017","E02000911",12963,3861,3964,75,187,49,3203,40,155,1429
2021,"Waltham Forest 018","E02000912",9738,2460,3023,62,161,26,3183,32,70,721
2021,"Waltham Forest 019","E02000913",9642,2137,3118,64,137,20,3458,71,57,580
2021,"Waltham Forest 020","E02000914",11802,2274,3972,127,160,14,4372,35,100,748
2021,"Waltham Forest 021","E02000915",8111,2703,2934,75,111,29,1565,80,51,563
2021,"Waltham Forest 022","E02000916",10563,2732,3823,76,161,45,2873,64,97,692
2021,"Waltham Forest 023","E02000917",9587,2946,3667,39,149,48,1962,26,66,684
2021,"Waltham Forest 024","E02000918",9324,2601,3432,86,148,50,2256,56,87,608
2021,"Waltham Forest 025","E02000919",9244,2498,3419,70,159,20,2214,103,21,740
2021,"Waltham Forest 026","E02000920",10301,2366,3885,86,174,20,2918,87,95,670
2021,"Waltham Forest 027","E02000921",11198,2614,4679,59,179,28,2706,37,104,792
2021,"Waltham Forest 028","E02000922",10461,2576,4748,70,145,38,1964,82,113,725
2021,"Wandsworth 001","E02000923",7525,2354,3766,55,79,65,498,10,66,632
2021,"Wandsworth 003","E02000925",7900,2314,3748,44,65,28,1008,13,44,636
2021,"Wandsworth 004","E02000926",11640,4403,5008,62,171,58,935,44,85,874
2021,"Wandsworth 005","E02000927",7100,2803,3171,49,33,24,459,16,31,514
2021,"Wandsworth 006","E02000928",8356,3061,4233,57,77,69,224,13,45,577
2021,"Wandsworth 007","E02000929",8104,2146,3605,61,78,16,1560,34,82,522
2021,"Wandsworth 008","E02000930",10077,4220,4236,68,106,41,554,20,54,778
2021,"Wandsworth 009","E02000931",8820,3844,3900,44,96,63,228,15,36,594
2021,"Wandsworth 010","E02000932",12844,5482,5206,96,197,79,698,33,75,978
2021,"Wandsworth 011","E02000933",8867,3098,4294,62,139,113,450,27,53,631
2021,"Wandsworth 012","E02000934",8916,3699,3947,51,68,33,427,19,41,631
2021,"Wandsworth 013","E02000935",7372,2124,2938,47,71,48,1443,36,52,613
2021,"Wandsworth 014","E02000936",9364,3653,3724,103,192,70,787,31,46,758
2021,"Wandsworth 015","E02000937",8161,3178,3932,36,86,43,321,8,33,524
2021,"Wandsworth 016","E02000938",10766,3068,5025,74,157,92,1370,31,56,893
2021,"Wandsworth 017","E02000939",7819,2878,3848,38,117,164,207,24,36,507
2021,"Wandsworth 018","E02000940",9320,3309,3766,76,127,29,1263,28,22,700
2021,"Wandsworth 019","E02000941",10176,3770,5032,52,84,22,542,18,50,606
2021,"Wandsworth 020","E02000942",9688,3479,4395,63,174,97,721,24,44,691
2021,"Wandsworth 021","E02000943",8720,3729,3530,33,269,37,464,19,58,581
2021,"Wandsworth 022","E02000944",7639,2038,2990,123,141,24,1523,5,64,731
2021,"Wandsworth 023","E02000945",7842,1969,3420,122,72,31,1652,25,54,497
2021,"Wandsworth 024","E02000946",8436,3038,3424,54,150,36,1048,36,59,591
2021,"Wandsworth 025","E02000947",9341,3609,4198,48,169,46,548,31,67,625
2021,"Wandsworth 026","E02000948",10027,4527,3818,45,204,63,688,19,29,634
2021,"Wandsworth 027","E02000949",10002,4275,4391,64,157,70,334,32,52,627
2021,"Wandsworth 028","E02000950",7585,2306,3242,86,134,35,1153,13,47,569
2021,"Wandsworth 029","E02000951",6430,2674,2548,44,155,23,512,29,37,408
2021,"Wandsworth 030","E02000952",6146,2549,2516,19,115,32,473,23,34,385
2021,"Wandsworth 031","E02000953",7505,2770,3338,80,155,26,610,23,37,466
2021,"Wandsworth 032","E02000954",6098,2125,2129,22,394,12,953,41,30,392
2021,"Wandsworth 033","E02000955",6890,2304,2205,41,581,13,1070,50,35,591
2021,"Wandsworth 034","E02000956",7420,2607,2612,74,313,10,1147,20,60,577
2021,"Wandsworth 035","E02000957",10860,3801,3915,40,567,27,1734,38,44,694
2021,"Wandsworth 036","E02000958",8276,2958,3098,32,347,38,1109,50,61,583
2021,"Wandsworth 037","E02000959",7865,2423,3495,42,144,15,1158,21,36,531
2021,"Westminster 001","E02000960",6155,1642,1977,101,326,596,807,33,117,556
2021,"Westminster 002","E02000961",9814,2369,3077,125,209,729,2196,7,105,997
2021,"Westminster 003","E02000962",7704,1820,2513,95,437,546,1287,35,67,904
2021,"Westminster 004","E02000963",10522,2159,4008,85,50,73,3282,7,61,797
2021,"Westminster 005","E02000964",12140,2693,4929,106,96,99,3138,9,87,983
2021,"Westminster 006","E02000965",7876,2535,3117,62,157,265,1006,24,64,646
2021,"Westminster 007","E02000966",9254,2662,3389,114,198,469,1200,25,78,1119
2021,"Westminster 008","E02000967",6056,1731,2072,107,397,328,735,30,79,577
2021,"Westminster 009","E02000968",14480,2083,3888,109,123,74,7094,15,64,1030
2021,"Westminster 010","E02000969",9606,1583,3196,87,93,52,3646,13,53,883
2021,"Westminster 011","E02000970",6836,1818,2640,66,350,403,693,71,69,726
2021,"Westminster 012","E02000971",7473,2107,2792,121,215,256,1095,36,115,736
2021,"Westminster 013","E02000972",7879,2528,3011,104,156,175,1022,7,63,813
2021,"Westminster 014","E02000973",9955,3165,4053,75,107,196,1352,16,61,930
2021,"Westminster 015","E02000974",8706,1978,2538,269,286,230,2343,29,77,956
2021,"Westminster 016","E02000975",7416,2543,2758,103,129,121,887,28,67,780
2021,"Westminster 017","E02000976",8430,2582,3009,134,165,191,1305,16,77,951
2021,"Westminster 018","E02000977",6386,2258,2427,147,199,141,573,35,57,549
2021,"Westminster 019","E02000978",7128,1749,3302,65,199,245,723,31,79,735
2021,"Westminster 020","E02000979",8087,2382,3577,139,124,117,875,27,63,783
2021,"Westminster 021","E02000980",8725,2273,3682,98,127,59,1721,9,58,698
2021,"Westminster 022","E02000981",8275,2542,3766,88,120,119,812,34,58,736
2021,"Westminster 023","E02000982",7639,1735,3326,109,102,90,1535,27,48,667
2021,"Westminster 024","E02000983",7695,1997,3198,95,92,52,1547,10,72,632
2021,"Bromley 040","E02006782",8126,2532,4173,70,256,18,426,49,39,563
2021,"Lewisham 037","E02006783",7771,2429,3903,56,305,8,499,4,31,536
2021,"Lewisham 038","E02006784",7968,2176,4247,37,328,10,610,26,53,481
2021,"Bexley 029","E02006785",6620,2068,3164,125,393,4,275,175,18,398
2021,"Greenwich 033","E02006786",7559,2111,3666,172,504,3,507,146,43,407
2021,"Bromley 041","E02006787",7896,3224,3601,40,152,30,242,17,39,551
2021,"Croydon 045","E02006788",7610,2256,3808,29,200,8,602,26,73,608
2021,"Bromley 042","E02006789",6781,2481,3796,12,29,17,58,5,18,365
2021,"Ealing 040","E02006791",7565,2944,3026,96,135,53,617,63,70,561
2021,"Hounslow 029","E02006792",8997,3222,3625,114,233,70,911,59,57,706
2021,"Enfield 037","E02006793",9647,1390,4090,53,214,12,2789,25,433,641
2021,"Haringey 037","E02006794",8283,1444,3998,52,92,13,1869,17,278,520
2021,"Harrow 032","E02006795",8271,735,2385,100,3250,19,1057,207,142,376
2021,"Hillingdon 033","E02006796",9697,2246,4344,72,1314,12,981,174,59,495
2021,"Lewisham 039","E02006798",8888,3053,3786,254,145,17,830,22,106,675
2021,"Barking and Dagenham 023","E02006799",12043,2275,4870,36,505,14,3148,418,75,702
2021,"Redbridge 034","E02006800",14681,1047,3516,50,1199,23,6275,1821,61,689
2021,"Lambeth 036","E02006801",8567,3293,3431,120,226,55,658,20,70,694
2021,"Southwark 034","E02006802",9276,3521,3460,93,155,52,1171,33,60,731
2021,"Sutton 025","E02006836",8721,2360,3727,49,986,35,903,50,40,571
2021,"Tower Hamlets 032","E02006853",11017,3050,2955,161,596,28,3312,43,71,801
2021,"Tower Hamlets 033","E02006854",7075,2343,1910,117,414,49,1546,43,44,609
2021,"Harrow 033","E02006882",14394,804,4610,55,5388,88,1577,87,1097,688
2021,"Hackney 028","E02006918",8398,2329,2661,61,263,472,1446,66,159,941
2021,"Hackney 029","E02006921",7924,1343,2150,53,17,1874,1154,81,130,1122
2021,"Redbridge 035","E02006924",13600,840,2765,78,1404,329,6271,1002,102,809
2021,"Redbridge 036","E02006925",14420,851,2467,67,2953,588,5249,1387,99,759
2021,"Greenwich 034","E02006927",12367,4645,5387,153,347,37,824,46,69,859
2021,"Greenwich 035","E02006928",12093,4879,4384,214,404,28,960,42,132,1050
2021,"Greenwich 037","E02006930",9846,4186,3818,101,274,44,612,91,56,664
2021,"Greenwich 038","E02006931",9462,3979,3934,130,162,36,473,26,84,638
2021,"Southwark 035","E02006941",5310,2606,1772,66,197,57,128,19,50,415
2021,"Southwark 036","E02006942",6747,2705,2587,79,137,45,558,25,70,541
2021,"Barnet 042","E02006953",9168,2286,3385,170,519,170,1776,61,86,715
2021,"Barnet 043","E02006954",10113,1546,3900,142,1057,100,2529,24,91,724
2021,"Brent 035","E02006955",7507,1738,2479,48,1072,34,1285,64,96,691
2021,"Brent 036","E02006956",8830,1136,3861,57,1532,19,1544,50,85,546
2021,"Ealing 041","E02006968",8352,2404,3224,169,325,54,1207,150,65,754
2021,"Ealing 042","E02006969",6423,2315,2524,186,196,21,501,127,60,493
2021,"Ealing 043","E02006970",7342,204,2061,42,951,1,1591,2142,79,271
2021,"Ealing 044","E02006971",8295,237,1528,10,866,1,1740,3510,95,308
2021,"Hounslow 030","E02006972",5415,1435,2132,63,184,21,1034,108,42,396
2021,"Hounslow 031","E02006973",8493,2441,3394,74,319,13,1483,129,77,563
2021,"Croydon 046","E02006987",7374,2425,2797,87,620,18,771,25,85,546
2021,"Croydon 047","E02006988",7161,2052,3350,68,384,9,619,19,96,564
2021,"Greenwich 039","E02006991",6319,2593,2372,115,261,24,396,37,61,460
2021,"Greenwich 040","E02006992",8230,3190,3287,124,329,37,578,33,61,591
2021,"Greenwich 041","E02006993",8400,3241,2811,129,492,12,995,63,55,602
2021,"Greenwich 042","E02006994",7641,1945,3492,270,321,13,1010,70,48,472
2021,"Newham 038","E02006995",8640,3514,2409,101,267,52,1514,49,56,678
2021,"Newham 039","E02006996",8426,2507,2718,90,400,26,1801,74,78,732
2021,"Newham 040","E02006997",6890,2175,2513,64,317,12,1186,43,53,527
2021,"Newham 041","E02006998",7086,1210,3535,52,223,20,1517,39,30,460
2021,"Newham 042","E02006999",11244,3142,4401,114,745,27,1721,191,104,799
2021,"Lewisham 040","E02007008",5764,2123,2279,87,264,23,443,17,38,490
2021,"Lewisham 041","E02007009",9142,3155,4146,185,214,17,690,10,87,638
2021,"Redbridge 037","E02007017",8814,813,2995,30,832,87,2896,598,43,520
2021,"Redbridge 038","E02007018",7267,779,2485,43,586,23,2555,351,32,413
2021,"Redbridge 039","E02007019",7162,459,1487,27,1417,9,2930,436,34,363
2021,"Redbridge 040","E02007020",9837,414,1638,22,975,13,5184,1118,37,436
2021,"Wandsworth 038","E02007083",7712,2977,2773,93,152,42,968,26,67,614
2021,"Wandsworth 039","E02007084",9890,2980,4240,74,88,21,1678,20,45,744
2021,"Hackney 030","E02007108",5941,3032,1545,56,64,121,540,46,94,443
2021,"Hackney 031","E02007109",7616,3242,2441,75,55,109,892,31,153,618
2021,"Hackney 032","E02007110",7331,2780,2840,81,92,77,770,27,126,538
2021,"Hackney 033","E02007111",5949,2919,1686,87,85,90,459,20,104,499
2021,"Tower Hamlets 034","E02007112",5893,2016,1456,92,388,32,1364,37,57,451
2021,"Tower Hamlets 035","E02007113",7463,2119,1698,92,520,33,2356,36,62,547
2021,"Tower Hamlets 036","E02007114",7565,2126,1930,109,287,26,2237,20,33,797
2021,"Camden 029","E02007115",11588,3755,3272,185,256,123,2641,41,111,1204
