"date","geography","geography code","Year of arrival in the UK: Total: All usual residents; measures: Value","Year of arrival in the UK: Born in the UK; measures: Value","Year of arrival in the UK: Arrived before 1951; measures: Value","Year of arrival in the UK: Arrived 1951 to 1960; measures: Value","Year of arrival in the UK: Arrived 1961 to 1970; measures: Value","Year of arrival in the UK: Arrived 1971 to 1980; measures: Value","Year of arrival in the UK: Arrived 1981 to 1990; measures: Value","Year of arrival in the UK: Arrived 1991 to 2000; measures: Value","Year of arrival in the UK: Arrived 2001 to 2010; measures: Value","Year of arrival in the UK: Arrived 2011 to 2013; measures: Value","Year of arrival in the UK: Arrived 2014 to 2016; measures: Value","Year of arrival in the UK: Arrived 2017 to 2019; measures: Value","Year of arrival in the UK: Arrived 2020 to 2021; measures: Value"
2021,"Kensington and Chelsea 002","E02000578",6004,3636,12,58,107,167,353,555,595,124,164,147,86
2021,"Kensington and Chelsea 003","E02000579",8992,5438,19,107,197,279,436,672,620,229,317,411,267
2021,"Kensington and Chelsea 004","E02000580",7896,4269,19,84,205,302,369,771,678,219,338,426,216
2021,"Kensington and Chelsea 005","E02000581",7389,4241,17,63,187,267,427,853,596,150,196,256,136
2021,"Kensington and Chelsea 006","E02000582",6543,2915,30,47,154,151,199,409,571,265,516,858,428
2021,"Kensington and Chelsea 007","E02000583",6431,3480,25,44,123,146,277,451,551,219,350,506,259
2021,"Kensington and Chelsea 008","E02000584",7178,3175,32,49,107,171,237,494,718,364,520,887,424
2021,"Kensington and Chelsea 009","E02000585",8088,3259,26,54,133,289,349,736,1009,358,589,857,429
2021,"Kensington and Chelsea 010","E02000586",6474,2163,24,32,80,163,210,535,864,399,592,859,553
2021,"Kensington and Chelsea 011","E02000587",6495,2550,19,41,113,207,226,526,759,382,461,830,381
2021,"Kensington and Chelsea 012","E02000588",5979,2227,24,34,101,167,234,403,660,368,578,706,477
2021,"Kensington and Chelsea 013","E02000589",7248,2335,20,28,100,186,228,566,860,367,620,1166,772
2021,"Kensington and Chelsea 014","E02000590",5974,2719,23,38,110,229,265,456,536,278,347,615,358
2021,"Kensington and Chelsea 015","E02000591",6213,2182,9,48,106,272,266,512,688,303,473,800,554
2021,"Kensington and Chelsea 016","E02000592",5762,2105,24,41,84,124,150,364,689,417,503,824,437
2021,"Kensington and Chelsea 017","E02000593",7392,2689,21,36,129,182,260,490,941,562,631,989,462
2021,"Kensington and Chelsea 018","E02000594",6482,3294,39,65,102,152,223,429,670,394,358,494,262
2021,"Kensington and Chelsea 019","E02000595",6164,3006,21,45,135,164,249,424,582,286,449,492,311
2021,"Kensington and Chelsea 020","E02000596",6617,3006,30,33,74,148,212,474,704,325,458,708,445
2021,"Kensington and Chelsea 021","E02000597",6333,3309,10,67,159,283,330,610,650,183,239,344,149
2021,"Kingston upon Thames 001","E02000598",8095,5464,13,49,120,185,210,386,744,194,316,313,101
2021,"Kingston upon Thames 002","E02000599",7009,3870,30,55,210,349,324,460,640,188,317,347,219
2021,"Kingston upon Thames 003","E02000600",8360,5058,12,46,112,147,151,420,881,311,424,532,266
2021,"Kingston upon Thames 004","E02000601",11901,7595,17,61,143,164,189,438,1108,375,553,817,441
2021,"Kingston upon Thames 005","E02000602",10311,6392,4,41,96,138,193,464,1103,341,523,638,378
2021,"Kingston upon Thames 006","E02000603",8635,5156,7,33,146,183,224,564,1059,238,419,423,183
2021,"Kingston upon Thames 007","E02000604",9242,5593,13,57,122,161,238,497,1171,295,460,470,165
2021,"Kingston upon Thames 008","E02000605",8487,5527,32,47,139,199,282,430,921,208,263,328,111
2021,"Kingston upon Thames 009","E02000606",10562,6395,16,48,104,150,168,387,999,403,629,770,493
2021,"Kingston upon Thames 010","E02000607",6797,5032,8,41,97,87,103,220,493,163,218,208,127
2021,"Kingston upon Thames 011","E02000608",7199,4587,8,21,61,90,126,265,682,269,398,447,245
2021,"Kingston upon Thames 012","E02000609",7627,4642,19,54,198,243,280,510,839,210,232,280,120
2021,"Kingston upon Thames 013","E02000610",7954,5364,18,26,95,115,152,280,676,299,368,445,116
2021,"Kingston upon Thames 014","E02000611",7440,5554,15,58,166,205,204,313,442,124,154,134,71
2021,"Kingston upon Thames 015","E02000612",8253,5712,17,62,182,245,235,427,733,160,182,221,77
2021,"Kingston upon Thames 016","E02000613",8094,5979,20,44,110,108,105,280,655,191,269,235,98
2021,"Kingston upon Thames 017","E02000614",9294,5656,7,35,141,167,235,530,1280,321,388,372,162
2021,"Kingston upon Thames 018","E02000615",7883,6022,12,41,91,106,121,288,602,141,182,193,84
2021,"Kingston upon Thames 019","E02000616",6061,4908,8,24,51,69,70,173,393,122,113,111,19
2021,"Kingston upon Thames 020","E02000617",8861,6905,13,37,91,92,112,309,702,181,198,177,44
2021,"Lambeth 002","E02000619",9100,5358,12,66,165,183,356,793,880,285,370,437,195
2021,"Lambeth 003","E02000620",9849,5727,10,62,169,140,345,769,922,282,426,613,384
2021,"Lambeth 004","E02000621",12518,6263,21,97,172,195,340,793,1240,548,793,1159,897
2021,"Lambeth 005","E02000622",8401,5031,12,47,178,140,289,624,674,285,375,553,193
2021,"Lambeth 006","E02000623",7860,4334,12,60,169,160,377,752,756,256,348,463,173
2021,"Lambeth 007","E02000624",9630,5839,8,63,148,149,326,714,870,352,422,448,291
2021,"Lambeth 008","E02000625",9303,5045,6,49,120,174,370,923,1046,373,486,540,171
2021,"Lambeth 009","E02000626",8361,4845,6,77,175,150,332,860,933,216,282,331,154
2021,"Lambeth 010","E02000627",9554,5715,15,81,187,177,302,705,920,330,390,511,221
2021,"Lambeth 011","E02000628",10785,5761,5,97,221,181,502,1044,1302,365,482,623,202
2021,"Lambeth 012","E02000629",9117,5851,10,72,167,135,257,439,672,254,404,641,215
2021,"Lambeth 013","E02000630",7536,4993,9,66,131,111,191,346,521,230,318,454,166
2021,"Lambeth 014","E02000631",9526,6365,13,76,204,158,239,499,713,253,384,466,156
2021,"Lambeth 015","E02000632",9584,6428,8,85,183,127,216,436,589,305,410,614,183
2021,"Lambeth 016","E02000633",9157,5662,10,88,208,128,329,740,824,267,343,403,155
2021,"Lambeth 017","E02000634",6774,4242,9,80,138,103,206,410,576,178,308,370,154
2021,"Lambeth 018","E02000635",9811,6597,8,96,188,143,408,612,659,253,339,370,138
2021,"Lambeth 019","E02000636",7713,5414,12,61,119,124,141,325,467,196,285,412,157
2021,"Lambeth 020","E02000637",8404,5562,4,88,173,117,201,399,594,266,337,503,160
2021,"Lambeth 021","E02000638",10257,6411,7,83,196,133,316,704,941,321,432,539,174
2021,"Lambeth 022","E02000639",8324,4399,7,53,147,147,303,806,1007,330,420,526,179
2021,"Lambeth 023","E02000640",9292,6589,8,76,186,170,221,455,614,204,285,350,134
2021,"Lambeth 024","E02000641",8630,5083,8,62,186,140,327,868,954,256,324,290,132
2021,"Lambeth 025","E02000642",9810,6782,18,75,180,192,229,538,774,210,326,379,107
2021,"Lambeth 026","E02000643",9378,5875,5,68,170,127,226,625,891,358,428,451,154
2021,"Lambeth 027","E02000644",8521,5526,9,73,186,162,215,451,745,254,354,374,172
2021,"Lambeth 028","E02000645",9533,6318,11,72,186,141,234,442,870,311,406,407,135
2021,"Lambeth 029","E02000646",9498,5926,16,77,278,238,200,395,809,389,539,502,129
2021,"Lambeth 030","E02000647",8589,5770,18,91,251,200,245,467,632,194,280,330,111
2021,"Lambeth 031","E02000648",7824,5307,11,63,176,133,249,563,662,161,225,181,93
2021,"Lambeth 032","E02000649",12477,7233,8,69,202,152,256,630,1456,663,810,755,243
2021,"Lambeth 033","E02000650",7666,5366,18,64,140,119,194,418,617,195,247,199,89
2021,"Lambeth 034","E02000651",8739,5240,10,95,274,190,222,381,880,295,463,560,129
2021,"Lambeth 035","E02000652",7558,4012,9,79,293,310,274,386,869,309,423,446,148
2021,"Lambeth 036","E02006801",8569,4223,7,40,123,151,216,414,717,286,492,735,1165
2021,"Lewisham 001","E02000653",12609,6445,3,40,75,144,343,950,1641,639,990,960,379
2021,"Lewisham 002","E02000654",8789,4943,5,49,111,172,350,806,1097,308,387,406,155
2021,"Lewisham 003","E02000655",10282,5731,6,43,169,147,308,667,1190,532,575,624,290
2021,"Lewisham 005","E02000657",9902,6104,8,69,145,122,238,478,1108,325,442,512,351
2021,"Lewisham 006","E02000658",8618,5500,3,63,142,149,230,557,769,275,364,421,145
2021,"Lewisham 007","E02000659",8062,5371,10,42,100,129,167,459,720,232,340,356,136
2021,"Lewisham 008","E02000660",8204,5278,3,55,143,100,190,405,732,277,410,462,149
2021,"Lewisham 009","E02000661",6488,4522,10,30,103,92,123,265,530,207,262,260,84
2021,"Lewisham 010","E02000662",8296,5404,1,62,183,110,239,526,922,240,261,239,109
2021,"Lewisham 011","E02000663",6798,4498,8,67,184,99,169,288,554,241,310,276,104
2021,"Lewisham 013","E02000665",8152,5505,12,66,170,109,172,423,688,244,375,301,87
2021,"Lewisham 014","E02000666",7189,5039,7,96,165,126,170,324,599,182,199,226,56
2021,"Lewisham 015","E02000667",6686,4869,8,77,231,125,133,218,466,139,203,174,43
2021,"Lewisham 016","E02000668",6860,4858,9,42,110,131,127,289,562,191,248,227,66
2021,"Lewisham 017","E02000669",7974,4955,7,62,172,84,191,340,850,319,401,405,188
2021,"Lewisham 018","E02000670",6706,3848,1,103,238,96,159,443,754,272,340,336,116
2021,"Lewisham 019","E02000671",8739,6336,5,87,202,130,157,358,677,220,262,230,75
2021,"Lewisham 020","E02000672",10274,6120,5,99,217,151,230,530,1153,478,582,473,236
2021,"Lewisham 021","E02000673",8139,5906,17,53,138,129,165,377,635,181,220,240,78
2021,"Lewisham 022","E02000674",8454,5591,10,118,273,150,195,416,820,232,319,252,78
2021,"Lewisham 023","E02000675",8524,5909,11,73,168,158,214,380,688,258,302,257,106
2021,"Lewisham 024","E02000676",7816,5701,8,76,184,134,166,353,555,165,194,220,60
2021,"Lewisham 025","E02000677",7210,4686,9,149,317,175,200,354,614,186,208,225,87
2021,"Lewisham 026","E02000678",6959,4520,7,54,120,69,186,398,761,226,286,214,118
2021,"Lewisham 027","E02000679",8132,5731,4,67,143,119,184,455,654,237,256,221,61
2021,"Lewisham 028","E02000680",7035,4691,12,61,125,131,168,414,690,210,273,205,55
2021,"Lewisham 029","E02000681",8470,5701,7,76,204,135,237,487,844,230,246,223,80
2021,"Lewisham 030","E02000682",8932,5670,5,81,168,152,247,698,1076,273,245,231,86
2021,"Lewisham 031","E02000683",6770,4489,7,42,100,78,198,352,741,202,259,216,86
2021,"Lewisham 033","E02000685",8132,5601,15,55,148,120,178,468,699,271,267,229,81
2021,"Lewisham 034","E02000686",7539,4780,3,30,115,120,179,618,858,254,232,287,63
2021,"Lewisham 035","E02000687",8267,5813,26,66,162,134,176,379,746,188,224,245,108
2021,"Lewisham 037","E02006783",7770,5232,1,26,78,72,145,480,823,229,289,265,130
2021,"Lewisham 038","E02006784",7969,5288,13,67,153,130,175,519,792,262,244,242,84
2021,"Lewisham 039","E02006798",8887,4855,2,45,143,152,310,650,1199,389,440,478,224
2021,"Lewisham 040","E02007008",5762,2688,0,11,38,38,65,299,752,350,544,599,378
2021,"Lewisham 041","E02007009",9140,5306,12,81,175,111,187,527,1098,354,476,598,215
2021,"Merton 001","E02000689",9060,5923,9,44,139,182,174,474,760,309,423,451,172
2021,"Merton 002","E02000690",5521,3529,33,59,157,175,173,286,388,142,157,307,115
2021,"Merton 003","E02000691",7355,4499,24,50,123,128,177,324,700,265,453,452,160
2021,"Merton 004","E02000692",7656,4461,41,58,130,161,198,356,692,285,423,621,230
2021,"Merton 005","E02000693",9854,5662,8,69,173,148,230,399,1102,453,641,647,322
2021,"Merton 006","E02000694",9102,5865,4,37,107,146,184,392,857,326,406,563,215
2021,"Merton 007","E02000695",8641,4369,14,109,409,317,311,509,1130,324,489,490,170
2021,"Merton 008","E02000696",8633,4516,12,41,171,156,257,515,1263,434,561,528,179
2021,"Merton 009","E02000697",8729,5083,10,48,118,140,177,356,869,419,586,686,237
2021,"Merton 010","E02000698",8233,5320,34,77,177,199,209,409,661,218,329,439,161
2021,"Merton 011","E02000699",8213,5044,20,60,134,157,165,321,820,339,477,487,189
2021,"Merton 012","E02000700",8657,4768,3,33,128,157,225,645,1281,392,513,393,119
2021,"Merton 013","E02000701",9014,4450,13,64,227,232,325,688,1450,378,497,502,188
2021,"Merton 014","E02000702",9322,5502,9,72,217,194,273,641,1216,306,411,364,117
2021,"Merton 015","E02000703",7963,5102,19,89,214,292,203,366,686,215,291,354,132
2021,"Merton 016","E02000704",8601,4966,14,44,138,111,181,408,985,433,543,615,163
2021,"Merton 017","E02000705",9324,4957,4,97,333,326,353,578,1186,357,432,498,203
2021,"Merton 018","E02000706",10035,5390,8,37,143,142,292,762,1624,423,538,518,158
2021,"Merton 019","E02000707",8308,4827,9,64,210,194,335,606,1062,292,302,298,109
2021,"Merton 020","E02000708",8888,5543,12,48,175,227,257,492,1080,285,342,299,128
2021,"Merton 021","E02000709",7975,5335,20,74,216,221,221,352,688,216,246,270,116
2021,"Merton 022","E02000710",9186,5379,15,82,214,214,227,540,1242,347,428,358,140
2021,"Merton 023","E02000711",9444,5059,11,41,106,149,183,543,1532,459,580,580,201
2021,"Merton 024","E02000712",9665,5906,12,41,116,152,197,547,1517,370,401,324,82
2021,"Merton 025","E02000713",7808,5796,15,53,86,122,159,280,700,174,185,190,48
2021,"Newham 001","E02000714",7712,3943,6,46,165,204,253,489,932,326,497,621,230
2021,"Newham 002","E02000715",7296,3275,5,39,154,226,290,510,971,377,629,578,242
2021,"Newham 003","E02000716",7350,3583,2,39,173,236,307,382,890,282,537,659,260
2021,"Newham 004","E02000717",8356,3579,6,43,210,281,365,560,1015,469,741,765,322
2021,"Newham 005","E02000718",7406,3554,6,38,140,215,335,585,999,323,526,453,232
2021,"Newham 006","E02000719",8072,3753,4,31,158,168,301,486,1047,436,721,678,289
2021,"Newham 007","E02000720",7491,3741,6,45,241,318,302,401,839,238,476,586,298
2021,"Newham 008","E02000721",9540,4331,5,55,251,349,409,540,1307,448,628,792,425
2021,"Newham 009","E02000722",8139,3601,1,47,164,176,276,467,1037,462,760,846,302
2021,"Newham 010","E02000723",11199,4772,5,78,388,603,483,685,1305,497,712,1102,569
2021,"Newham 011","E02000724",10025,4406,0,51,276,416,436,568,1571,492,707,776,326
2021,"Newham 012","E02000725",9987,4431,4,41,132,180,346,585,1213,591,905,1122,437
2021,"Newham 014","E02000727",8518,3453,2,25,211,369,372,575,1218,423,596,825,449
2021,"Newham 015","E02000728",8525,3128,0,29,201,336,312,634,1309,422,784,956,414
2021,"Newham 016","E02000729",7328,3545,3,48,219,260,292,413,761,419,545,596,227
2021,"Newham 017","E02000730",9932,4013,4,52,303,475,435,496,1441,368,805,869,671
2021,"Newham 018","E02000731",9961,3902,2,50,247,387,382,634,1401,519,886,1075,476
2021,"Newham 019","E02000732",8902,4126,5,38,150,273,363,712,1112,408,595,773,347
2021,"Newham 020","E02000733",10096,5012,0,42,127,210,509,787,1229,381,667,837,295
2021,"Newham 021","E02000734",7305,3391,1,33,130,164,333,581,1072,348,488,508,256
2021,"Newham 022","E02000735",8608,3765,0,32,191,272,325,635,1160,436,572,781,439
2021,"Newham 023","E02000736",9202,4390,1,15,117,177,329,776,1304,511,663,655,264
2021,"Newham 024","E02000737",10377,5061,4,38,153,260,370,793,1541,449,691,740,277
2021,"Newham 025","E02000738",9577,4454,4,29,138,250,302,626,1439,458,688,872,317
2021,"Newham 026","E02000739",7726,3488,2,31,113,175,320,552,961,434,680,702,268
2021,"Newham 027","E02000740",6767,3338,1,22,88,126,316,562,977,258,399,497,183
2021,"Newham 028","E02000741",8245,3982,4,34,113,193,342,601,1280,348,499,567,282
2021,"Newham 029","E02000742",8702,4329,1,25,101,154,319,650,1246,394,548,627,308
2021,"Newham 030","E02000743",10281,5000,1,34,85,155,343,915,1440,482,728,811,287
2021,"Newham 031","E02000744",9172,4669,3,20,55,119,232,643,1243,465,677,707,339
2021,"Newham 032","E02000745",8599,3914,1,21,95,227,358,560,1254,488,774,668,239
2021,"Newham 033","E02000746",9427,4789,6,19,107,138,360,631,1354,490,604,621,308
2021,"Newham 034","E02000747",13098,5898,5,24,78,114,301,838,1763,670,1182,1631,594
2021,"Newham 035","E02000748",6273,2781,2,17,60,105,180,351,1140,422,493,466,256
2021,"Newham 036","E02000749",9552,5029,3,25,74,97,302,759,1432,369,617,619,226
2021,"Newham 038","E02006995",8636,4495,1,2,13,28,108,444,964,467,700,789,625
2021,"Newham 039","E02006996",8427,3904,2,25,92,106,193,450,990,436,719,795,715
2021,"Newham 040","E02006997",6889,3212,0,14,49,51,142,402,815,433,687,764,320
2021,"Newham 041","E02006998",7087,3411,2,8,46,58,203,602,1110,359,537,529,222
2021,"Newham 042","E02006999",11244,5000,0,7,36,58,185,583,1621,745,1142,1321,546
2021,"Redbridge 001","E02000751",11156,8286,23,96,265,341,255,369,682,218,248,296,77
2021,"Redbridge 002","E02000752",8783,5738,6,24,75,109,166,486,1157,259,348,286,129
2021,"Redbridge 003","E02000753",6920,4443,5,31,71,116,142,361,794,235,301,311,110
2021,"Redbridge 004","E02000754",6766,4726,6,37,131,148,145,305,579,150,238,229,72
2021,"Redbridge 005","E02000755",5484,3926,8,37,111,104,108,192,442,108,229,159,60
2021,"Redbridge 006","E02000756",14594,8895,5,50,286,330,362,677,1530,521,832,731,375
2021,"Redbridge 007","E02000757",12392,8683,20,86,179,246,249,453,1013,312,516,477,158
2021,"Redbridge 008","E02000758",6884,4222,7,53,227,303,281,436,706,192,183,174,100
2021,"Redbridge 009","E02000759",13088,8540,10,77,242,320,337,725,1291,378,551,484,133
2021,"Redbridge 010","E02000760",7532,4478,8,44,175,244,255,381,839,220,399,387,102
2021,"Redbridge 012","E02000762",6621,3659,8,57,307,452,356,302,665,191,259,258,107
2021,"Redbridge 013","E02000763",8013,4235,2,58,223,313,345,498,1029,259,408,460,183
2021,"Redbridge 014","E02000764",12308,8522,27,122,365,387,311,434,902,299,405,423,111
2021,"Redbridge 015","E02000765",7527,3688,5,38,237,353,330,380,889,292,511,549,255
2021,"Redbridge 017","E02000767",8625,4359,8,40,213,337,325,474,1056,364,594,660,195
2021,"Redbridge 018","E02000768",5788,4330,9,63,174,149,138,208,330,96,111,128,52
2021,"Redbridge 020","E02000770",8125,3832,9,36,322,451,328,527,1031,331,517,552,189
2021,"Redbridge 022","E02000772",8384,4118,1,51,248,317,300,469,1091,380,489,612,308
2021,"Redbridge 023","E02000773",10733,5256,7,52,372,451,475,704,1366,520,570,715,245
2021,"Redbridge 024","E02000774",8107,3788,9,48,306,367,309,445,893,417,590,621,314
2021,"Redbridge 026","E02000776",7043,3489,10,42,315,335,250,354,768,296,484,549,151
2021,"Redbridge 027","E02000777",6004,4468,9,53,125,155,144,198,349,116,163,138,86
2021,"Redbridge 029","E02000779",8417,3417,1,52,288,361,248,349,986,455,786,1049,425
2021,"Redbridge 031","E02000781",16292,8980,10,87,555,811,660,909,1835,541,719,870,315
2021,"Redbridge 032","E02000782",11488,4830,4,43,256,324,360,719,1665,676,802,1327,482
2021,"Redbridge 033","E02000783",7394,3314,1,29,158,225,273,558,1005,440,572,537,282
2021,"Redbridge 034","E02006800",14681,7306,8,80,552,584,493,792,1676,727,992,1036,435
2021,"Redbridge 035","E02006924",13598,7180,18,111,692,824,586,651,1265,454,655,807,355
2021,"Redbridge 036","E02006925",14420,8038,4,89,674,1043,860,890,1282,279,431,542,288
2021,"Redbridge 037","E02007017",8816,5390,9,46,202,254,327,521,1016,253,324,344,130
2021,"Redbridge 038","E02007018",7273,4029,3,39,148,158,225,377,1032,289,388,399,186
2021,"Redbridge 039","E02007019",7162,2348,1,23,119,141,143,328,973,375,804,1411,496
2021,"Redbridge 040","E02007020",9839,4452,5,54,373,479,395,646,1258,496,619,764,298
2021,"Richmond upon Thames 001","E02000784",10129,6701,63,93,188,220,268,550,826,271,343,404,202
2021,"Richmond upon Thames 002","E02000785",9714,6666,32,81,155,162,205,345,643,287,390,560,188
2021,"Richmond upon Thames 003","E02000786",11371,7997,43,72,120,146,217,494,832,286,389,554,221
2021,"Richmond upon Thames 004","E02000787",12087,7674,24,66,167,221,273,565,1065,429,533,749,321
2021,"Richmond upon Thames 005","E02000788",9093,6456,20,64,145,167,193,297,607,202,345,404,193
2021,"Richmond upon Thames 006","E02000789",6299,3975,28,30,121,130,118,291,478,190,331,429,178
2021,"Richmond upon Thames 007","E02000790",6585,4796,8,32,67,74,126,251,405,171,253,284,118
2021,"Richmond upon Thames 008","E02000791",6473,3774,20,36,71,96,120,284,578,224,413,556,301
2021,"Richmond upon Thames 009","E02000792",7147,4770,33,53,109,117,117,293,510,179,332,484,150
2021,"Richmond upon Thames 010","E02000793",8110,5817,21,50,166,221,183,293,553,184,248,273,101
2021,"Richmond upon Thames 011","E02000794",7013,4926,22,50,123,135,154,254,491,191,260,290,117
2021,"Richmond upon Thames 012","E02000795",6926,4829,22,50,130,122,148,290,470,161,261,324,119
2021,"Richmond upon Thames 013","E02000796",11089,7437,18,65,210,267,246,682,1096,260,323,364,121
2021,"Richmond upon Thames 014","E02000797",7871,5740,11,38,79,103,109,247,485,189,325,379,166
2021,"Richmond upon Thames 015","E02000798",11305,8514,22,50,147,193,214,460,756,211,301,323,114
2021,"Richmond upon Thames 016","E02000799",6607,5171,20,30,87,103,106,170,303,140,178,140,159
2021,"Richmond upon Thames 017","E02000800",5409,3677,15,26,60,104,130,322,449,173,183,202,68
2021,"Richmond upon Thames 018","E02000801",7108,5579,12,44,79,93,116,209,421,116,165,189,85
2021,"Richmond upon Thames 019","E02000802",7020,5563,17,43,90,111,108,213,374,115,171,166,49
2021,"Richmond upon Thames 020","E02000803",9716,7242,22,61,133,163,194,420,713,206,257,198,107
2021,"Richmond upon Thames 021","E02000804",7148,5574,19,33,82,93,95,225,414,113,175,217,108
2021,"Richmond upon Thames 022","E02000805",10753,8044,39,82,139,174,205,337,688,242,308,356,139
2021,"Richmond upon Thames 023","E02000806",10300,8126,20,62,158,192,190,321,492,214,235,197,93
2021,"Southwark 001","E02000807",8227,4465,3,30,63,114,185,378,877,456,672,730,254
2021,"Southwark 002","E02000808",10167,5106,8,46,76,139,233,533,815,415,667,1035,1094
2021,"Southwark 004","E02000810",11895,6859,4,29,78,117,379,763,1338,505,648,856,319
2021,"Southwark 006","E02000812",10791,5950,9,60,125,161,345,848,1135,372,552,785,449
2021,"Southwark 007","E02000813",10224,5550,6,26,81,89,272,605,1100,508,758,858,371
2021,"Southwark 008","E02000814",10291,5354,6,39,59,91,242,526,1166,595,924,936,353
2021,"Southwark 009","E02000815",7613,3727,4,16,52,80,229,469,753,321,458,840,664
2021,"Southwark 010","E02000816",9610,5628,8,36,63,92,232,554,1017,433,622,677,248
2021,"Southwark 011","E02000817",6819,4223,4,29,60,90,256,406,750,216,288,343,154
2021,"Southwark 012","E02000818",9791,5324,4,59,111,113,334,696,1071,394,605,743,337
2021,"Southwark 013","E02000819",8499,4702,4,43,77,127,357,759,960,310,433,550,177
2021,"Southwark 014","E02000820",9245,5193,7,58,115,111,327,682,961,336,449,607,399
2021,"Southwark 015","E02000821",9358,4228,5,37,82,138,370,727,1274,460,688,786,563
2021,"Southwark 016","E02000822",6718,3655,6,30,61,88,267,574,861,282,344,417,133
2021,"Southwark 017","E02000823",8685,4851,8,54,141,132,384,690,959,314,414,544,194
2021,"Southwark 018","E02000824",9904,5321,3,57,161,201,476,950,1276,377,365,527,190
2021,"Southwark 019","E02000825",10226,5674,2,72,137,222,624,1031,1160,303,333,424,244
2021,"Southwark 020","E02000826",9880,5777,4,62,140,152,350,782,1093,313,453,504,250
2021,"Southwark 021","E02000827",11311,5874,3,72,149,171,532,1036,1489,421,594,675,295
2021,"Southwark 022","E02000828",8809,4939,0,62,174,148,378,661,1115,327,404,433,168
2021,"Southwark 023","E02000829",10926,6926,7,97,294,167,376,684,1063,315,409,414,174
2021,"Southwark 024","E02000830",8883,5878,8,70,167,145,283,446,682,240,314,424,226
2021,"Southwark 025","E02000831",9354,6519,9,114,188,145,264,471,621,233,332,325,133
2021,"Southwark 026","E02000832",9688,6628,7,97,242,184,368,568,745,218,296,251,84
2021,"Southwark 027","E02000833",7488,4508,5,49,110,119,250,544,904,164,292,363,180
2021,"Southwark 028","E02000834",9390,7042,11,100,179,148,174,329,538,186,270,308,105
2021,"Southwark 029","E02000835",7680,5703,8,80,164,114,214,337,521,143,162,176,58
2021,"Southwark 030","E02000836",8298,6242,12,102,179,134,209,269,430,148,236,242,95
2021,"Southwark 031","E02000837",8559,6624,23,67,147,190,197,314,435,118,186,186,72
2021,"Southwark 032","E02000838",9497,6718,11,79,187,174,215,417,715,180,316,330,155
2021,"Southwark 033","E02000839",8478,5780,15,55,132,156,257,488,721,277,246,207,144
2021,"Southwark 034","E02006802",9278,5077,5,37,94,129,344,586,838,345,504,734,585
2021,"Southwark 035","E02006941",5312,2635,6,10,39,40,94,222,403,263,452,757,391
2021,"Southwark 036","E02006942",6746,3710,2,19,39,66,161,405,598,282,498,658,308
2021,"Sutton 001","E02000840",9320,6742,10,22,62,67,134,435,1086,272,263,170,57
2021,"Sutton 002","E02000841",9189,6306,5,19,63,81,131,431,1196,303,314,236,104
2021,"Sutton 003","E02000842",8279,5926,11,55,148,153,153,347,807,172,208,200,99
2021,"Sutton 004","E02000843",9475,6912,5,29,91,83,128,304,930,315,298,299,81
2021,"Sutton 005","E02000844",8659,6539,2,37,104,91,123,354,867,180,166,148,48
2021,"Sutton 006","E02000845",9420,6860,13,53,84,121,177,377,931,209,262,231,102
2021,"Sutton 007","E02000846",7615,5201,10,48,123,107,147,338,829,224,277,214,97
2021,"Sutton 008","E02000847",9420,7138,22,72,147,157,172,292,807,183,172,201,57
2021,"Sutton 009","E02000848",8139,6297,13,41,109,126,128,295,651,149,123,147,60
2021,"Sutton 010","E02000849",8173,6401,13,38,89,86,156,244,621,171,160,130,64
2021,"Sutton 011","E02000850",10835,8236,21,76,163,197,262,462,869,142,191,165,51
2021,"Sutton 012","E02000851",11580,6813,8,45,103,132,156,427,1425,551,721,803,396
2021,"Sutton 013","E02000852",8145,5874,11,42,101,102,125,222,843,237,272,218,98
2021,"Sutton 014","E02000853",8169,5738,7,34,101,99,144,343,927,227,235,241,73
2021,"Sutton 015","E02000854",7613,6142,7,47,84,107,112,186,504,160,146,91,27
2021,"Sutton 016","E02000855",8204,6528,21,45,135,144,152,247,512,124,121,132,43
2021,"Sutton 017","E02000856",9330,6852,17,66,160,166,198,306,813,219,240,227,66
2021,"Sutton 018","E02000857",8995,5306,17,57,128,127,133,338,1137,421,544,593,194
2021,"Sutton 019","E02000858",8568,6373,6,35,92,112,176,443,754,152,186,173,66
2021,"Sutton 020","E02000859",8485,6588,25,77,133,121,159,267,641,168,130,135,41
2021,"Sutton 021","E02000860",8785,5238,19,50,96,98,146,340,1133,410,532,516,207
2021,"Sutton 022","E02000861",7777,6024,21,58,154,197,168,266,544,103,107,97,38
2021,"Sutton 024","E02000863",6740,5180,9,50,168,206,151,245,452,82,92,79,26
2021,"Sutton 025","E02006836",8720,6233,27,71,239,279,203,307,698,217,190,198,58
2021,"Tower Hamlets 001","E02000864",11264,7340,8,53,98,160,422,635,927,391,530,533,167
2021,"Tower Hamlets 002","E02000865",7964,4906,2,26,78,153,448,409,560,233,301,484,364
2021,"Tower Hamlets 003","E02000866",10647,7107,5,65,97,195,416,462,763,299,474,573,191
2021,"Tower Hamlets 004","E02000867",11328,6925,4,43,82,116,361,530,1022,437,588,857,363
2021,"Tower Hamlets 005","E02000868",7195,4085,5,29,48,141,327,411,605,297,398,589,260
2021,"Tower Hamlets 006","E02000869",5931,3595,3,30,64,105,259,328,530,171,242,417,187
