"date","geography","geography code","Occupancy rating for rooms: Total: All households","Occupancy rating for rooms: Occupancy rating of rooms: +2 or more","Occupancy rating for rooms: Occupancy rating of rooms: +1","Occupancy rating for rooms: Occupancy rating of rooms: 0","Occupancy rating for rooms: Occupancy rating of rooms: -1","Occupancy rating for rooms: Occupancy rating of rooms: -2 or less"
2021,"Wandsworth 008","E02000930",4261,1002,1071,1640,472,76
2021,"Wandsworth 009","E02000931",3486,1346,864,972,280,24
2021,"Wandsworth 010","E02000932",5930,1229,1930,2226,488,57
2021,"Wandsworth 011","E02000933",3932,1338,1064,1160,332,38
2021,"Wandsworth 012","E02000934",4196,916,995,1793,433,59
2021,"Wandsworth 013","E02000935",2436,356,413,1057,500,110
2021,"Wandsworth 014","E02000936",4384,767,1411,1580,565,61
2021,"Wandsworth 015","E02000937",3127,1292,680,909,210,36
2021,"Wandsworth 016","E02000938",4347,1234,1049,1432,495,137
2021,"Wandsworth 017","E02000939",2835,1558,519,558,185,15
2021,"Wandsworth 018","E02000940",4215,492,1185,1903,527,108
2021,"Wandsworth 019","E02000941",4139,1518,980,1218,341,82
2021,"Wandsworth 020","E02000942",3814,1800,802,882,291,39
2021,"Wandsworth 021","E02000943",3811,1114,887,1385,370,55
2021,"Wandsworth 022","E02000944",2890,487,746,1137,405,115
2021,"Wandsworth 023","E02000945",2767,529,523,1100,473,142
2021,"Wandsworth 024","E02000946",3107,889,891,984,278,65
2021,"Wandsworth 025","E02000947",3919,1348,1195,1061,269,46
2021,"Wandsworth 026","E02000948",4380,1057,1235,1633,404,51
2021,"Wandsworth 027","E02000949",4255,1685,846,1275,416,33
2021,"Wandsworth 028","E02000950",3108,822,822,1025,359,80
2021,"Wandsworth 029","E02000951",2822,764,606,1012,391,49
2021,"Wandsworth 030","E02000952",2657,739,559,977,322,60
2021,"Wandsworth 031","E02000953",3207,1091,857,926,295,38
2021,"Wandsworth 032","E02000954",2247,947,550,525,177,48
2021,"Wandsworth 033","E02000955",2676,819,709,732,345,71
2021,"Wandsworth 034","E02000956",3032,541,728,1215,439,109
2021,"Wandsworth 035","E02000957",4420,993,1186,1560,537,144
2021,"Wandsworth 036","E02000958",2917,1222,631,715,255,94
2021,"Wandsworth 037","E02000959",3104,784,723,1049,436,112
2021,"Westminster 001","E02000960",2782,878,651,883,336,34
2021,"Westminster 002","E02000961",4070,1056,817,1422,594,181
2021,"Westminster 003","E02000962",3858,736,863,1517,654,88
2021,"Westminster 004","E02000963",4135,771,863,1499,693,309
2021,"Westminster 005","E02000964",5358,489,1106,2377,1053,333
2021,"Westminster 006","E02000965",3623,702,993,1333,524,71
2021,"Westminster 007","E02000966",4110,1017,1061,1408,545,79
2021,"Westminster 008","E02000967",3014,730,820,1057,368,39
2021,"Westminster 009","E02000968",5617,509,932,2327,1316,533
2021,"Westminster 010","E02000969",3718,305,638,1576,916,283
2021,"Westminster 011","E02000970",3555,1012,983,1127,398,35
2021,"Westminster 012","E02000971",3720,911,865,1285,568,91
2021,"Westminster 013","E02000972",4255,513,859,1954,837,92
2021,"Westminster 014","E02000973",4797,822,980,1945,896,154
2021,"Westminster 015","E02000974",3983,834,875,1430,696,148
2021,"Westminster 016","E02000975",3802,562,864,1422,837,117
2021,"Westminster 017","E02000976",4212,660,908,1578,942,124
2021,"Westminster 018","E02000977",3435,632,832,1422,497,52
2021,"Westminster 019","E02000978",2763,1484,623,469,156,31
2021,"Westminster 020","E02000979",3927,758,984,1620,511,54
2021,"Westminster 021","E02000980",4324,452,981,1824,897,170
2021,"Westminster 022","E02000981",4156,726,951,1739,658,82
2021,"Westminster 023","E02000982",3845,531,1014,1524,661,115
2021,"Westminster 024","E02000983",3757,432,827,1485,868,145
2021,"Bromley 040","E02006782",3196,1690,702,602,156,46
2021,"Lewisham 037","E02006783",2895,634,862,931,364,104
2021,"Lewisham 038","E02006784",3125,943,741,972,350,119
2021,"Bexley 029","E02006785",2575,1284,633,513,111,34
2021,"Greenwich 033","E02006786",2874,1108,664,731,310,61
2021,"Bromley 041","E02006787",3089,1803,643,505,117,21
2021,"Croydon 045","E02006788",2895,1224,733,673,216,49
2021,"Bromley 042","E02006789",2789,1657,621,403,90,18
2021,"Ealing 040","E02006791",3449,983,948,1144,339,35
2021,"Hounslow 029","E02006792",4148,1117,962,1609,389,71
2021,"Enfield 037","E02006793",3392,535,636,1203,765,253
2021,"Haringey 037","E02006794",3124,479,538,1193,698,216
2021,"Harrow 032","E02006795",2644,1367,609,423,180,65
2021,"Hillingdon 033","E02006796",3577,1240,952,988,332,65
2021,"Lewisham 039","E02006798",3776,480,872,1559,676,189
2021,"Barking and Dagenham 023","E02006799",3890,800,993,1312,567,218
2021,"Redbridge 034","E02006800",4514,1505,902,1152,692,263
2021,"Lambeth 036","E02006801",3713,482,906,1787,463,75
2021,"Southwark 034","E02006802",3940,501,999,1839,503,98
2021,"Sutton 025","E02006836",3213,1996,581,516,109,11
2021,"Tower Hamlets 032","E02006853",5040,280,1038,2666,912,144
2021,"Tower Hamlets 033","E02006854",3527,178,1033,1801,452,63
2021,"Harrow 033","E02006882",4396,2370,915,635,337,139
2021,"Hackney 028","E02006918",3170,355,685,1369,562,199
2021,"Hackney 029","E02006921",2783,394,526,1119,548,196
2021,"Redbridge 035","E02006924",4097,1696,812,900,506,183
2021,"Redbridge 036","E02006925",4189,1865,1010,825,328,161
2021,"Greenwich 034","E02006927",5086,1492,1554,1582,383,75
2021,"Greenwich 035","E02006928",5267,445,1636,2598,496,92
2021,"Greenwich 037","E02006930",4226,1315,1094,1432,326,59
2021,"Greenwich 038","E02006931",4134,1302,1022,1371,374,65
2021,"Southwark 035","E02006941",2985,253,1078,1352,285,17
2021,"Southwark 036","E02006942",3364,254,974,1669,389,78
2021,"Barnet 042","E02006953",3855,245,885,1887,748,90
2021,"Barnet 043","E02006954",3722,668,813,1421,676,144
2021,"Brent 035","E02006955",2709,194,522,1485,396,112
2021,"Brent 036","E02006956",2505,854,488,668,348,147
2021,"Ealing 041","E02006968",3560,1281,812,981,431,55
2021,"Ealing 042","E02006969",2976,455,746,1320,405,50
2021,"Ealing 043","E02006970",2028,316,314,611,473,314
2021,"Ealing 044","E02006971",2222,589,476,534,370,253
2021,"Hounslow 030","E02006972",2334,297,626,1044,297,70
2021,"Hounslow 031","E02006973",3726,437,972,1689,529,99
2021,"Croydon 046","E02006987",3879,169,813,2030,789,78
2021,"Croydon 047","E02006988",3306,500,709,1447,546,104
2021,"Greenwich 039","E02006991",3231,254,1143,1595,219,20
2021,"Greenwich 040","E02006992",3769,595,1192,1610,332,40
2021,"Greenwich 041","E02006993",3625,404,1016,1814,323,68
2021,"Greenwich 042","E02006994",3284,320,674,1527,626,137
2021,"Newham 038","E02006995",3237,258,950,1684,278,67
2021,"Newham 039","E02006996",3159,418,788,1464,367,122
2021,"Newham 040","E02006997",3227,163,676,1853,434,101
2021,"Newham 041","E02006998",2668,287,527,1107,569,178
2021,"Newham 042","E02006999",5053,391,1433,2550,582,97
2021,"Lewisham 040","E02007008",2660,152,609,1450,399,50
2021,"Lewisham 041","E02007009",3987,656,798,1697,682,154
2021,"Redbridge 037","E02007017",2761,1109,734,588,251,79
2021,"Redbridge 038","E02007018",2529,649,615,803,366,96
2021,"Redbridge 039","E02007019",2405,323,427,882,609,164
2021,"Redbridge 040","E02007020",2725,899,564,604,408,250
2021,"Wandsworth 038","E02007083",4106,202,1355,2110,407,32
2021,"Wandsworth 039","E02007084",4138,419,990,1865,691,173
2021,"Hackney 030","E02007108",2802,381,680,1313,383,45
2021,"Hackney 031","E02007109",3304,735,810,1272,381,106
2021,"Hackney 032","E02007110",3364,284,850,1631,516,83
2021,"Hackney 033","E02007111",2818,207,774,1337,433,67
2021,"Tower Hamlets 034","E02007112",2916,136,599,1497,601,83
2021,"Tower Hamlets 035","E02007113",3267,164,891,1614,487,111
2021,"Tower Hamlets 036","E02007114",3031,335,730,1295,537,134
2021,"Camden 029","E02007115",4470,366,876,2010,1011,207
