"date","geography","geography code","Tenure of household: Total: All households","Tenure of household: Owned","Tenure of household: Owned: Owns outright","Tenure of household: Owned: Owns with a mortgage or loan","Tenure of household: Shared ownership","Tenure of household: Shared ownership: Shared ownership","Tenure of household: Social rented","Tenure of household: Social rented: Rents from council or Local Authority","Tenure of household: Social rented: Other social rented","Tenure of household: Private rented","Tenure of household: Private rented: Private landlord or letting agency","Tenure of household: Private rented: Other private rented","Tenure of household: Lives rent free"
2021,"Lambeth 029","E02000646",3903,1860,703,1157,27,27,451,156,295,1564,1474,90,1
2021,"Lambeth 030","E02000647",3422,1854,727,1127,74,74,645,357,288,848,771,77,1
2021,"Lambeth 031","E02000648",3188,1077,331,746,41,41,1538,1154,384,520,481,39,12
2021,"Lambeth 032","E02000649",5304,2027,596,1431,103,103,802,429,373,2363,2284,79,9
2021,"Lambeth 033","E02000650",3277,1224,372,852,25,25,1159,788,371,864,826,38,5
2021,"Lambeth 034","E02000651",3479,1675,643,1032,46,46,587,281,306,1166,1081,85,5
2021,"Lambeth 035","E02000652",2545,1370,677,693,31,31,434,121,313,708,653,55,2
2021,"Lewisham 001","E02000653",5294,1228,300,928,250,250,2127,1092,1035,1684,1599,85,5
2021,"Lewisham 002","E02000654",3596,742,195,547,68,68,1922,1339,583,849,794,55,15
2021,"Lewisham 003","E02000655",4009,1065,323,742,157,157,1361,799,562,1417,1347,70,9
2021,"Lewisham 005","E02000657",3988,1209,405,804,98,98,1234,587,647,1442,1358,84,5
2021,"Lewisham 006","E02000658",3458,1198,442,756,68,68,1178,657,521,1011,923,88,3
2021,"Lewisham 007","E02000659",3541,1347,541,806,105,105,1038,505,533,1045,977,68,6
2021,"Lewisham 008","E02000660",3602,1349,436,913,43,43,913,547,366,1294,1205,89,3
2021,"Lewisham 009","E02000661",3044,1306,612,694,4,4,674,485,189,1056,979,77,4
2021,"Lewisham 010","E02000662",3303,1200,342,858,76,76,1253,768,485,765,705,60,9
2021,"Lewisham 011","E02000663",2819,1432,586,846,23,23,634,232,402,729,669,60,1
2021,"Lewisham 013","E02000665",3415,1643,632,1011,27,27,840,304,536,901,823,78,4
2021,"Lewisham 014","E02000666",2735,1428,542,886,15,15,610,263,347,680,623,57,2
2021,"Lewisham 015","E02000667",2525,1634,614,1020,29,29,287,91,196,572,512,60,3
2021,"Lewisham 016","E02000668",2731,1653,692,961,16,16,436,153,283,624,578,46,2
2021,"Lewisham 017","E02000669",3309,1472,501,971,55,55,657,170,487,1124,1067,57,1
2021,"Lewisham 018","E02000670",2783,1132,437,695,20,20,767,196,571,860,799,61,4
2021,"Lewisham 019","E02000671",3683,1917,644,1273,36,36,722,271,451,1004,929,75,4
2021,"Lewisham 020","E02000672",4198,1703,536,1167,86,86,986,283,703,1421,1291,130,2
2021,"Lewisham 021","E02000673",3494,1850,707,1143,14,14,622,270,352,1003,944,59,5
2021,"Lewisham 022","E02000674",3057,1989,758,1231,10,10,330,88,242,727,677,50,1
2021,"Lewisham 023","E02000675",3420,2001,880,1121,45,45,666,109,557,705,640,65,3
2021,"Lewisham 024","E02000676",3190,1752,582,1170,23,23,619,196,423,793,736,57,3
2021,"Lewisham 025","E02000677",2643,1655,708,947,23,23,346,85,261,615,558,57,4
2021,"Lewisham 026","E02000678",2615,1224,463,761,24,24,777,213,564,586,541,45,4
2021,"Lewisham 027","E02000679",3375,1619,617,1002,36,36,975,655,320,736,671,65,9
2021,"Lewisham 028","E02000680",2913,1293,459,834,51,51,921,430,491,636,571,65,12
2021,"Lewisham 029","E02000681",3351,1470,577,893,25,25,1110,448,662,740,655,85,6
2021,"Lewisham 030","E02000682",3218,1415,618,797,42,42,1129,311,818,632,565,67,0
2021,"Lewisham 031","E02000683",2724,1142,423,719,37,37,965,202,763,579,528,51,1
2021,"Lewisham 033","E02000685",3422,1418,541,877,30,30,1277,615,662,694,640,54,3
2021,"Lewisham 034","E02000686",3044,861,309,552,69,69,1455,557,898,652,578,74,7
2021,"Lewisham 035","E02000687",3455,1575,638,937,21,21,1054,673,381,796,748,48,9
2021,"Merton 001","E02000689",3512,2070,884,1186,62,62,314,82,232,1065,1003,62,1
2021,"Merton 002","E02000690",2224,1594,1021,573,4,4,175,25,150,451,388,63,0
2021,"Merton 003","E02000691",2957,1568,700,868,24,24,273,49,224,1090,1021,69,2
2021,"Merton 004","E02000692",3568,1743,1006,737,11,11,332,24,308,1481,1377,104,1
2021,"Merton 005","E02000693",4286,1822,698,1124,194,194,387,63,324,1883,1784,99,0
2021,"Merton 006","E02000694",3833,2017,720,1297,9,9,535,82,453,1268,1205,63,4
2021,"Merton 007","E02000695",2943,1844,916,928,22,22,132,34,98,945,865,80,0
2021,"Merton 008","E02000696",3270,1356,512,844,23,23,616,124,492,1274,1211,63,1
2021,"Merton 009","E02000697",3667,1945,807,1138,19,19,164,28,136,1539,1463,76,0
2021,"Merton 010","E02000698",3183,2220,1150,1070,21,21,188,33,155,753,700,53,1
2021,"Merton 011","E02000699",3262,2077,896,1181,10,10,152,26,126,1022,956,66,1
2021,"Merton 012","E02000700",3354,1194,520,674,21,21,1153,248,905,982,917,65,4
2021,"Merton 013","E02000701",3114,1545,719,826,49,49,476,81,395,1044,938,106,0
2021,"Merton 014","E02000702",3367,1652,630,1022,96,96,913,185,728,706,641,65,0
2021,"Merton 015","E02000703",2938,2188,1181,1007,18,18,148,17,131,584,537,47,0
2021,"Merton 016","E02000704",3570,1797,779,1018,23,23,485,98,387,1265,1190,75,0
2021,"Merton 017","E02000705",3117,2130,932,1198,27,27,176,27,149,783,698,85,1
2021,"Merton 018","E02000706",3535,1273,488,785,61,61,1315,333,982,882,821,61,4
2021,"Merton 019","E02000707",2778,1371,584,787,12,12,851,128,723,543,483,60,1
2021,"Merton 020","E02000708",3257,2344,1047,1297,36,36,172,44,128,698,625,73,7
2021,"Merton 021","E02000709",2870,2315,1196,1119,8,8,149,26,123,397,349,48,1
2021,"Merton 022","E02000710",3438,1777,840,937,54,54,682,156,526,922,847,75,3
2021,"Merton 023","E02000711",3456,1622,647,975,21,21,684,203,481,1128,1046,82,1
2021,"Merton 024","E02000712",3403,1684,757,927,28,28,1058,216,842,629,570,59,4
2021,"Merton 025","E02000713",2828,2324,1069,1255,15,15,72,14,58,416,364,52,1
2021,"Newham 001","E02000714",2647,978,411,567,77,77,706,343,363,882,819,63,4
2021,"Newham 002","E02000715",2094,676,312,364,21,21,531,401,130,859,802,57,7
2021,"Newham 003","E02000716",2302,797,378,419,31,31,544,264,280,924,859,65,6
2021,"Newham 004","E02000717",2395,791,397,394,29,29,538,316,222,1029,960,69,8
2021,"Newham 005","E02000718",2246,696,306,390,38,38,864,717,147,640,570,70,8
2021,"Newham 006","E02000719",2874,851,347,504,40,40,903,395,508,1070,1014,56,10
2021,"Newham 007","E02000720",2123,999,527,472,19,19,333,119,214,765,697,68,7
2021,"Newham 008","E02000721",2763,918,531,387,18,18,550,281,269,1268,1094,174,9
2021,"Newham 009","E02000722",2934,794,347,447,67,67,919,455,464,1144,1066,78,10
2021,"Newham 010","E02000723",2861,1323,785,538,16,16,338,198,140,1180,1053,127,4
2021,"Newham 011","E02000724",2533,1125,595,530,16,16,351,178,173,1036,938,98,5
2021,"Newham 012","E02000725",3997,860,318,542,135,135,1309,696,613,1660,1577,83,33
2021,"Newham 014","E02000727",2291,848,495,353,10,10,343,223,120,1081,990,91,9
2021,"Newham 015","E02000728",2343,961,470,491,12,12,232,124,108,1137,1032,105,1
2021,"Newham 016","E02000729",2201,849,439,410,18,18,503,165,338,826,749,77,5
2021,"Newham 017","E02000730",2564,1069,633,436,9,9,391,125,266,1091,998,93,4
2021,"Newham 018","E02000731",2773,1076,546,530,20,20,418,214,204,1252,1145,107,7
2021,"Newham 019","E02000732",2753,787,293,494,55,55,947,597,350,960,888,72,4
2021,"Newham 020","E02000733",3460,951,398,553,57,57,1399,1170,229,1040,998,42,13
2021,"Newham 021","E02000734",2495,591,251,340,72,72,1053,698,355,761,701,60,18
2021,"Newham 022","E02000735",2657,839,384,455,59,59,815,448,367,938,874,64,6
2021,"Newham 023","E02000736",2649,945,331,614,19,19,788,615,173,890,811,79,7
2021,"Newham 024","E02000737",3066,1303,532,771,27,27,755,590,165,972,895,77,9
2021,"Newham 025","E02000738",2786,1343,504,839,55,55,374,223,151,1012,939,73,2
2021,"Newham 026","E02000739",2478,712,308,404,78,78,824,467,357,857,777,80,7
2021,"Newham 027","E02000740",2495,602,212,390,27,27,1173,669,504,685,638,47,8
2021,"Newham 028","E02000741",2681,1126,453,673,22,22,662,458,204,861,781,80,10
2021,"Newham 029","E02000742",2528,1020,374,646,20,20,680,507,173,802,734,68,6
2021,"Newham 030","E02000743",3578,805,280,525,138,138,1479,1043,436,1147,1054,93,9
2021,"Newham 031","E02000744",3326,936,334,602,97,97,962,526,436,1312,1224,88,19
2021,"Newham 032","E02000745",2876,892,323,569,64,64,1011,453,558,908,847,61,1
2021,"Newham 033","E02000746",3394,788,171,617,145,145,1372,307,1065,1085,1041,44,4
2021,"Newham 034","E02000747",5448,1139,310,829,194,194,1597,1012,585,2505,2391,114,13
2021,"Newham 035","E02000748",2210,774,282,492,18,18,514,217,297,901,842,59,3
2021,"Newham 036","E02000749",3330,765,219,546,107,107,1631,978,653,814,756,58,13
2021,"Redbridge 001","E02000751",4438,3286,1834,1452,13,13,249,92,157,887,796,91,3
2021,"Redbridge 002","E02000752",3266,1785,617,1168,130,130,871,668,203,469,415,54,11
2021,"Redbridge 003","E02000753",2475,1410,596,814,27,27,540,409,131,484,444,40,14
2021,"Redbridge 004","E02000754",2588,1729,777,952,10,10,380,270,110,462,416,46,7
2021,"Redbridge 005","E02000755",2188,1481,650,831,9,9,268,221,47,425,382,43,5
2021,"Redbridge 006","E02000756",5256,3227,1485,1742,43,43,533,373,160,1446,1307,139,7
2021,"Redbridge 007","E02000757",5179,2983,1366,1617,50,50,438,187,251,1703,1598,105,5
2021,"Redbridge 008","E02000758",2317,1634,773,861,19,19,319,187,132,341,295,46,4
2021,"Redbridge 009","E02000759",4818,2899,1265,1634,27,27,726,533,193,1154,1063,91,12
2021,"Redbridge 010","E02000760",2628,1508,710,798,29,29,468,286,182,616,566,50,7
2021,"Redbridge 012","E02000762",2104,1557,813,744,7,7,83,68,15,456,406,50,1
2021,"Redbridge 013","E02000763",2579,1450,684,766,33,33,392,269,123,703,639,64,1
2021,"Redbridge 014","E02000764",5368,3192,1616,1576,22,22,554,260,294,1592,1468,124,8
2021,"Redbridge 015","E02000765",2427,1420,682,738,8,8,188,115,73,806,724,82,5
2021,"Redbridge 017","E02000767",2769,1628,719,909,44,44,203,101,102,881,807,74,13
2021,"Redbridge 018","E02000768",2201,1625,846,779,4,4,230,77,153,340,312,28,2
2021,"Redbridge 020","E02000770",2489,1365,647,718,15,15,153,95,58,942,877,65,14
2021,"Redbridge 022","E02000772",2539,1253,558,695,10,10,289,76,213,985,925,60,2
2021,"Redbridge 023","E02000773",3112,1628,726,902,27,27,468,182,286,976,912,64,13
2021,"Redbridge 024","E02000774",2459,1200,622,578,5,5,108,47,61,1145,1065,80,1
2021,"Redbridge 026","E02000776",2082,1094,597,497,10,10,156,69,87,816,748,68,6
2021,"Redbridge 027","E02000777",2325,1597,818,779,8,8,306,220,86,410,371,39,4
2021,"Redbridge 029","E02000779",2774,901,470,431,33,33,260,151,109,1572,1483,89,8
2021,"Redbridge 031","E02000781",4427,2845,1250,1595,22,22,337,196,141,1218,1080,138,5
2021,"Redbridge 032","E02000782",3577,1045,504,541,167,167,718,319,399,1634,1555,79,13
2021,"Redbridge 033","E02000783",2115,776,333,443,18,18,497,190,307,812,756,56,12
2021,"Richmond upon Thames 001","E02000784",4177,2377,1325,1052,8,8,686,169,517,1098,991,107,8
2021,"Richmond upon Thames 002","E02000785",4163,2639,1418,1221,15,15,258,37,221,1247,1149,98,4
2021,"Richmond upon Thames 003","E02000786",4944,2765,1214,1551,25,25,753,144,609,1398,1296,102,3
2021,"Richmond upon Thames 004","E02000787",5173,2686,1118,1568,84,84,1023,180,843,1375,1280,95,5
2021,"Richmond upon Thames 005","E02000788",3624,2440,1121,1319,3,3,265,36,229,915,842,73,1
2021,"Richmond upon Thames 006","E02000789",2841,1431,763,668,7,7,521,32,489,880,805,75,2
2021,"Richmond upon Thames 007","E02000790",2701,1774,743,1031,19,19,118,12,106,789,744,45,1
2021,"Richmond upon Thames 008","E02000791",2969,1513,867,646,10,10,181,18,163,1264,1174,90,1
2021,"Richmond upon Thames 009","E02000792",3101,1836,894,942,7,7,191,20,171,1067,989,78,0
2021,"Richmond upon Thames 010","E02000793",3134,2158,1102,1056,22,22,335,47,288,619,544,75,0
2021,"Richmond upon Thames 011","E02000794",2759,1956,874,1082,34,34,93,24,69,676,635,41,0
2021,"Richmond upon Thames 012","E02000795",2590,1920,1033,887,8,8,225,39,186,433,369,64,4
2021,"Richmond upon Thames 013","E02000796",3981,2495,1278,1217,25,25,838,201,637,617,562,55,6
2021,"Richmond upon Thames 014","E02000797",3476,2035,865,1170,47,47,207,22,185,1186,1119,67,1
2021,"Richmond upon Thames 015","E02000798",4325,3003,1260,1743,23,23,490,131,359,804,750,54,5
2021,"Richmond upon Thames 016","E02000799",2440,1701,888,813,8,8,178,28,150,553,504,49,0
2021,"Richmond upon Thames 017","E02000800",2156,1246,642,604,13,13,569,165,404,327,289,38,1
2021,"Richmond upon Thames 018","E02000801",3018,2068,971,1097,38,38,185,15,170,726,678,48,1
2021,"Richmond upon Thames 019","E02000802",2976,2083,981,1102,6,6,249,37,212,635,597,38,3
2021,"Richmond upon Thames 020","E02000803",4095,2454,1258,1196,63,63,908,191,717,664,605,59,6
2021,"Richmond upon Thames 021","E02000804",3168,1972,1007,965,22,22,327,58,269,847,783,64,0
2021,"Richmond upon Thames 022","E02000805",4635,2857,1413,1444,43,43,630,109,521,1100,1016,84,5
2021,"Richmond upon Thames 023","E02000806",4254,2950,1500,1450,33,33,519,112,407,747,670,77,5
2021,"Southwark 001","E02000807",3735,1357,552,805,119,119,714,242,472,1543,1415,128,2
2021,"Southwark 002","E02000808",4696,999,437,562,138,138,1465,740,725,2086,1895,191,8
2021,"Southwark 004","E02000810",5393,1144,381,763,354,354,2447,1560,887,1443,1330,113,5
2021,"Southwark 006","E02000812",4532,888,314,574,80,80,2246,1456,790,1309,1209,100,9
2021,"Southwark 007","E02000813",4483,820,333,487,76,76,2109,1550,559,1470,1367,103,8
2021,"Southwark 008","E02000814",4588,1491,565,926,140,140,1084,264,820,1869,1764,105,4
2021,"Southwark 009","E02000815",3233,544,208,336,90,90,1050,748,302,1540,1443,97,9
2021,"Southwark 010","E02000816",4149,972,315,657,147,147,1789,1210,579,1230,1159,71,11
2021,"Southwark 011","E02000817",2925,497,155,342,46,46,1827,1309,518,545,517,28,10
2021,"Southwark 012","E02000818",4488,981,280,701,247,247,1833,1098,735,1400,1320,80,27
2021,"Southwark 013","E02000819",3556,535,207,328,65,65,2055,1293,762,891,813,78,10
2021,"Southwark 014","E02000820",4228,945,352,593,125,125,1938,1499,439,1208,1097,111,12
2021,"Southwark 015","E02000821",3134,443,156,287,119,119,1709,1403,306,858,783,75,5
2021,"Southwark 016","E02000822",2775,356,129,227,16,16,1631,1371,260,760,721,39,12
2021,"Southwark 017","E02000823",3634,822,322,500,65,65,1759,1471,288,977,888,89,11
2021,"Southwark 018","E02000824",3791,626,203,423,53,53,2419,1995,424,652,589,63,41
2021,"Southwark 019","E02000825",3891,634,138,496,83,83,2499,1731,768,658,578,80,17
2021,"Southwark 020","E02000826",4023,1070,267,803,163,163,1876,1378,498,886,800,86,28
2021,"Southwark 021","E02000827",5018,1041,293,748,145,145,2766,1755,1011,1050,962,88,16
2021,"Southwark 022","E02000828",3596,777,230,547,155,155,1758,1389,369,888,826,62,18
2021,"Southwark 023","E02000829",4739,1399,426,973,88,88,2275,1544,731,959,879,80,18
2021,"Southwark 024","E02000830",3765,1555,603,952,40,40,984,645,339,1141,1006,135,45
2021,"Southwark 025","E02000831",4053,1569,590,979,113,113,1226,638,588,1142,1070,72,3
2021,"Southwark 026","E02000832",4099,1281,419,862,68,68,1932,1277,655,806,712,94,12
2021,"Southwark 027","E02000833",3046,1062,360,702,28,28,1390,1246,144,558,498,60,8
2021,"Southwark 028","E02000834",4102,1867,663,1204,23,23,843,322,521,1360,1282,78,9
2021,"Southwark 029","E02000835",3028,1569,539,1030,17,17,821,605,216,614,568,46,7
2021,"Southwark 030","E02000836",3337,1924,723,1201,18,18,547,299,248,844,774,70,4
2021,"Southwark 031","E02000837",3150,2158,1086,1072,11,11,384,271,113,594,528,66,3
2021,"Southwark 032","E02000838",3925,1960,698,1262,27,27,870,442,428,1061,961,100,7
2021,"Southwark 033","E02000839",3429,1792,839,953,53,53,828,736,92,750,661,89,6
2021,"Sutton 001","E02000840",3475,1608,435,1173,30,30,1412,927,485,415,375,40,10
2021,"Sutton 002","E02000841",3304,1491,500,991,53,53,1275,969,306,478,438,40,7
2021,"Sutton 003","E02000842",2958,2344,1144,1200,11,11,131,41,90,472,415,57,0
2021,"Sutton 004","E02000843",3981,2491,790,1701,208,208,472,189,283,809,762,47,1
2021,"Sutton 005","E02000844",3217,2033,760,1273,18,18,750,388,362,411,359,52,5
2021,"Sutton 006","E02000845",3610,2521,1031,1490,37,37,300,87,213,752,681,71,0
2021,"Sutton 007","E02000846",2787,2118,966,1152,23,23,177,77,100,467,429,38,2
2021,"Sutton 008","E02000847",3683,2932,1441,1491,13,13,174,35,139,564,496,68,0
2021,"Sutton 009","E02000848",2911,2468,1121,1347,6,6,65,34,31,372,340,32,0
2021,"Sutton 010","E02000849",3254,2088,906,1182,34,34,563,268,295,563,511,52,6
2021,"Sutton 011","E02000850",4091,3170,1344,1826,12,12,366,200,166,543,480,63,0
2021,"Sutton 012","E02000851",5038,2001,804,1197,185,185,1093,640,453,1750,1662,88,9
2021,"Sutton 013","E02000852",3249,2295,987,1308,13,13,185,50,135,753,701,52,3
2021,"Sutton 014","E02000853",3205,2145,865,1280,15,15,358,184,174,684,640,44,3
2021,"Sutton 015","E02000854",3086,2201,1022,1179,18,18,272,86,186,592,538,54,3
2021,"Sutton 016","E02000855",3210,2478,1323,1155,14,14,142,49,93,574,510,64,2
2021,"Sutton 017","E02000856",3800,2526,1122,1404,25,25,275,60,215,972,897,75,2
2021,"Sutton 018","E02000857",4078,1931,938,993,13,13,326,120,206,1807,1729,78,1
2021,"Sutton 019","E02000858",3309,1148,415,733,87,87,1676,273,1403,393,356,37,5
2021,"Sutton 020","E02000859",3495,2427,1281,1146,8,8,470,151,319,589,524,65,1
2021,"Sutton 021","E02000860",4119,1560,659,901,14,14,818,314,504,1723,1630,93,4
2021,"Sutton 022","E02000861",2863,2478,1305,1173,8,8,83,56,27,294,269,25,0
2021,"Sutton 024","E02000863",2422,1992,926,1066,9,9,206,170,36,214,183,31,1
2021,"Tower Hamlets 001","E02000864",4664,1318,321,997,204,204,2030,572,1458,1107,1021,86,5
2021,"Tower Hamlets 002","E02000865",2894,530,179,351,75,75,1489,763,726,789,741,48,11
2021,"Tower Hamlets 003","E02000866",4153,1401,550,851,55,55,1420,300,1120,1265,1172,93,12
2021,"Tower Hamlets 004","E02000867",4871,1319,328,991,211,211,1475,534,941,1855,1739,116,11
2021,"Tower Hamlets 005","E02000868",2786,719,250,469,43,43,977,407,570,1043,983,60,4
2021,"Tower Hamlets 006","E02000869",2524,626,302,324,31,31,1135,687,448,720,664,56,12
2021,"Tower Hamlets 007","E02000870",2421,582,220,362,33,33,1054,591,463,747,694,53,5
2021,"Tower Hamlets 008","E02000871",4228,816,238,578,197,197,1942,496,1446,1262,1180,82,11
2021,"Tower Hamlets 009","E02000872",3192,614,229,385,56,56,1243,788,455,1270,1210,60,9
2021,"Tower Hamlets 010","E02000873",2924,729,224,505,107,107,1244,881,363,830,779,51,14
2021,"Tower Hamlets 011","E02000874",2524,470,149,321,40,40,1201,733,468,800,742,58,13
2021,"Tower Hamlets 012","E02000875",5079,1004,271,733,161,161,2341,778,1563,1567,1453,114,6
2021,"Tower Hamlets 013","E02000876",2778,584,209,375,34,34,973,467,506,1176,1065,111,11
2021,"Tower Hamlets 014","E02000877",4913,1288,282,1006,98,98,2087,632,1455,1432,1325,107,8
2021,"Tower Hamlets 015","E02000878",4012,831,355,476,63,63,1201,440,761,1907,1782,125,10
2021,"Tower Hamlets 016","E02000879",3049,682,280,402,40,40,1386,463,923,934,850,84,7
2021,"Tower Hamlets 017","E02000880",2281,470,186,284,23,23,849,627,222,932,900,32,7
2021,"Tower Hamlets 018","E02000881",3854,757,251,506,149,149,1709,525,1184,1230,1164,66,9
2021,"Tower Hamlets 019","E02000882",3813,582,170,412,252,252,2106,786,1320,864,794,70,9
2021,"Tower Hamlets 020","E02000883",3030,573,153,420,77,77,1493,475,1018,881,831,50,6
2021,"Tower Hamlets 021","E02000884",5114,808,339,469,186,186,1290,372,918,2826,2676,150,4
2021,"Tower Hamlets 022","E02000885",2391,361,145,216,39,39,1326,477,849,649,601,48,16
2021,"Tower Hamlets 023","E02000886",3824,1014,315,699,79,79,1132,699,433,1589,1493,96,10
2021,"Tower Hamlets 024","E02000887",3948,748,260,488,98,98,1790,983,807,1296,1209,87,16
2021,"Tower Hamlets 025","E02000888",3353,911,302,609,107,107,1040,467,573,1279,1204,75,16
2021,"Tower Hamlets 026","E02000889",3807,976,368,608,82,82,903,403,500,1840,1698,142,6
2021,"Tower Hamlets 027","E02000890",2891,1124,482,642,35,35,384,233,151,1346,1238,108,2
2021,"Tower Hamlets 030","E02000893",2988,848,283,565,35,35,1092,231,861,1005,936,69,8
2021,"Tower Hamlets 031","E02000894",4463,1326,442,884,85,85,942,182,760,2100,2001,99,10
2021,"Waltham Forest 001","E02000895",3279,2105,1096,1009,36,36,731,377,354,404,351,53,3
2021,"Waltham Forest 002","E02000896",3835,2661,1380,1281,19,19,375,165,210,777,715,62,3
2021,"Waltham Forest 003","E02000897",3370,1941,883,1058,10,10,984,804,180,431,383,48,4
2021,"Waltham Forest 004","E02000898",3203,1994,957,1037,32,32,748,322,426,425,381,44,4
2021,"Waltham Forest 005","E02000899",3228,2180,1071,1109,13,13,397,228,169,637,564,73,1
2021,"Waltham Forest 006","E02000900",3118,1870,833,1037,31,31,633,228,405,581,522,59,3
2021,"Waltham Forest 007","E02000901",3850,2618,1102,1516,47,47,464,324,140,719,654,65,2
2021,"Waltham Forest 008","E02000902",3518,1881,731,1150,155,155,764,399,365,712,649,63,6
2021,"Waltham Forest 009","E02000903",3467,1517,499,1018,77,77,1206,795,411,658,604,54,9
2021,"Waltham Forest 010","E02000904",3108,1823,683,1140,71,71,436,110,326,778,732,46,0
2021,"Waltham Forest 011","E02000905",3630,1965,675,1290,48,48,667,253,414,946,875,71,4
2021,"Waltham Forest 012","E02000906",3627,1785,627,1158,26,26,828,371,457,985,905,80,3
2021,"Waltham Forest 013","E02000907",4067,1332,443,889,61,61,1739,1299,440,919,812,107,16
2021,"Waltham Forest 014","E02000908",5239,2007,626,1381,260,260,1135,401,734,1832,1731,101,5
2021,"Waltham Forest 015","E02000909",3568,1893,695,1198,38,38,686,410,276,946,878,68,5
2021,"Waltham Forest 016","E02000910",4404,2002,848,1154,46,46,624,286,338,1725,1630,95,7
2021,"Waltham Forest 017","E02000911",4848,1887,710,1177,141,141,965,526,439,1848,1747,101,7
2021,"Waltham Forest 018","E02000912",3270,1631,652,979,55,55,758,341,417,820,740,80,6
2021,"Waltham Forest 019","E02000913",3116,1770,884,886,51,51,408,88,320,883,819,64,4
2021,"Waltham Forest 020","E02000914",3972,1316,537,779,85,85,1323,517,806,1236,1127,109,12
2021,"Waltham Forest 021","E02000915",3283,1563,677,886,10,10,557,100,457,1152,1084,68,1
2021,"Waltham Forest 022","E02000916",3982,1866,639,1227,115,115,563,209,354,1429,1274,155,9
2021,"Waltham Forest 023","E02000917",3648,1706,563,1143,36,36,471,121,350,1434,1350,84,1
2021,"Waltham Forest 024","E02000918",3407,1378,586,792,38,38,886,559,327,1099,966,133,6
2021,"Waltham Forest 025","E02000919",3359,1486,655,831,21,21,408,142,266,1437,1348,89,7
2021,"Waltham Forest 026","E02000920",3815,1316,579,737,107,107,1129,210,919,1256,1150,106,7
2021,"Waltham Forest 027","E02000921",4059,1188,475,713,48,48,1546,781,765,1265,1196,69,12
2021,"Waltham Forest 028","E02000922",3635,1675,711,964,22,22,671,375,296,1260,1172,88,7
2021,"Wandsworth 001","E02000923",3469,1562,925,637,57,57,460,327,133,1387,1248,139,3
2021,"Wandsworth 003","E02000925",3363,963,461,502,40,40,1477,1349,128,874,803,71,9
2021,"Wandsworth 004","E02000926",5551,2004,794,1210,296,296,967,468,499,2283,2103,180,1
2021,"Wandsworth 005","E02000927",3232,991,399,592,16,16,1234,366,868,988,913,75,3
2021,"Wandsworth 006","E02000928",3614,2017,967,1050,16,16,364,241,123,1212,1144,68,5
2021,"Wandsworth 007","E02000929",3495,722,283,439,99,99,1835,1563,272,827,771,56,12
2021,"Wandsworth 008","E02000930",4261,1641,748,893,19,19,694,442,252,1904,1749,155,3
2021,"Wandsworth 009","E02000931",3486,1847,691,1156,8,8,294,52,242,1337,1230,107,0
2021,"Wandsworth 010","E02000932",5930,2544,997,1547,283,283,493,177,316,2608,2429,179,2
2021,"Wandsworth 011","E02000933",3928,2091,1069,1022,37,37,397,279,118,1393,1259,134,10
2021,"Wandsworth 012","E02000934",4196,1576,572,1004,79,79,761,167,594,1777,1658,119,3
2021,"Wandsworth 013","E02000935",2434,518,291,227,15,15,1367,1229,138,518,423,95,16
2021,"Wandsworth 014","E02000936",4381,1813,866,947,111,111,558,387,171,1887,1748,139,12
2021,"Wandsworth 015","E02000937",3127,1692,680,1012,14,14,380,139,241,1040,971,69,1
2021,"Wandsworth 016","E02000938",4345,1853,835,1018,152,152,1266,1123,143,1059,978,81,15
2021,"Wandsworth 017","E02000939",2836,1840,833,1007,9,9,317,122,195,669,609,60,1
2021,"Wandsworth 018","E02000940",4214,1499,446,1053,124,124,992,672,320,1595,1516,79,4
2021,"Wandsworth 019","E02000941",4136,2234,763,1471,29,29,586,211,375,1285,1205,80,2
2021,"Wandsworth 020","E02000942",3815,2287,1026,1261,26,26,230,155,75,1270,1133,137,2
2021,"Wandsworth 021","E02000943",3809,1770,698,1072,55,55,438,210,228,1546,1473,73,0
2021,"Wandsworth 022","E02000944",2889,886,360,526,43,43,983,848,135,973,900,73,4
2021,"Wandsworth 023","E02000945",2760,787,367,420,29,29,1151,967,184,788,695,93,5
2021,"Wandsworth 024","E02000946",3107,1406,458,948,51,51,597,426,171,1048,968,80,5
2021,"Wandsworth 025","E02000947",3920,2182,775,1407,67,67,339,135,204,1330,1267,63,2
2021,"Wandsworth 026","E02000948",4381,2075,758,1317,33,33,520,173,347,1747,1645,102,6
2021,"Wandsworth 027","E02000949",4253,2347,995,1352,57,57,284,81,203,1565,1473,92,0
2021,"Wandsworth 028","E02000950",3107,1415,665,750,16,16,523,477,46,1146,1077,69,7
2021,"Wandsworth 029","E02000951",2823,1253,518,735,17,17,403,101,302,1150,1068,82,0
2021,"Wandsworth 030","E02000952",2658,1105,439,666,8,8,564,137,427,979,926,53,2
2021,"Wandsworth 031","E02000953",3209,1453,448,1005,73,73,659,236,423,1021,943,78,3
2021,"Wandsworth 032","E02000954",2250,1220,580,640,23,23,258,163,95,748,707,41,1
2021,"Wandsworth 033","E02000955",2676,1094,529,565,17,17,598,507,91,960,897,63,7
2021,"Wandsworth 034","E02000956",3032,936,363,573,32,32,650,416,234,1402,1328,74,12
2021,"Wandsworth 035","E02000957",4421,1751,699,1052,87,87,650,219,431,1928,1807,121,5
