"date","geography","geography code","Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census","Occupation (current): 1. Managers, directors and senior officials","Occupation (current): 2. Professional occupations","Occupation (current): 3. Associate professional and technical occupations","Occupation (current): 4. Administrative and secretarial occupations","Occupation (current): 5. Skilled trades occupations","Occupation (current): 6. Caring, leisure and other service occupations","Occupation (current): 7. Sales and customer service occupations","Occupation (current): 8. Process, plant and machine operatives","Occupation (current): 9. Elementary occupations"
2021,"Newham 009","E02000722",4206,382,836,538,291,471,353,364,273,698
2021,"Newham 010","E02000723",4746,367,808,451,444,479,352,601,393,851
2021,"Newham 011","E02000724",3859,300,602,343,330,366,363,466,381,708
2021,"Newham 012","E02000725",5299,459,1346,783,337,467,463,400,228,816
2021,"Newham 014","E02000727",3340,287,432,315,272,329,289,471,304,641
2021,"Newham 015","E02000728",3784,268,514,345,279,448,284,510,381,755
2021,"Newham 016","E02000729",3302,333,575,378,258,401,270,245,238,604
2021,"Newham 017","E02000730",4096,414,598,377,328,476,314,489,366,734
2021,"Newham 018","E02000731",3991,320,565,368,333,423,300,557,363,762
2021,"Newham 019","E02000732",3537,252,610,397,299,319,329,420,294,617
2021,"Newham 020","E02000733",4831,431,864,612,385,554,489,394,306,796
2021,"Newham 021","E02000734",3471,280,602,383,262,387,316,308,286,647
2021,"Newham 022","E02000735",3721,301,584,375,301,421,330,405,303,701
2021,"Newham 023","E02000736",3645,267,506,358,271,434,351,444,332,682
2021,"Newham 024","E02000737",4335,326,672,432,372,526,404,481,409,713
2021,"Newham 025","E02000738",4393,370,757,487,382,442,432,411,357,755
2021,"Newham 026","E02000739",3569,252,544,327,242,469,436,280,313,706
2021,"Newham 027","E02000740",3241,250,533,400,249,389,329,256,260,575
2021,"Newham 028","E02000741",3651,280,612,398,296,457,332,293,297,686
2021,"Newham 029","E02000742",3691,291,517,320,300,498,357,331,355,722
2021,"Newham 030","E02000743",4809,387,926,526,374,477,510,380,326,903
2021,"Newham 031","E02000744",4287,355,699,434,373,532,460,325,353,756
2021,"Newham 032","E02000745",4167,327,617,405,307,590,454,281,349,837
2021,"Newham 033","E02000746",4610,515,1067,625,371,420,396,322,294,600
2021,"Newham 034","E02000747",7399,936,2156,1120,537,530,541,420,348,811
2021,"Newham 035","E02000748",3086,308,412,297,264,497,277,222,251,558
2021,"Newham 036","E02000749",4336,333,687,475,317,496,535,372,375,746
2021,"Redbridge 001","E02000751",5179,1059,1592,783,538,332,285,187,145,258
2021,"Redbridge 002","E02000752",4240,531,785,481,454,602,396,271,286,434
2021,"Redbridge 003","E02000753",3248,369,619,367,326,465,275,233,223,371
2021,"Redbridge 004","E02000754",3495,498,903,519,383,336,230,206,176,244
2021,"Redbridge 005","E02000755",2814,370,608,412,339,328,213,154,168,222
2021,"Redbridge 006","E02000756",7081,966,1495,808,730,871,557,525,443,686
2021,"Redbridge 007","E02000757",6641,1104,2172,1056,643,480,326,257,223,380
2021,"Redbridge 008","E02000758",3069,408,707,347,397,244,198,279,202,287
2021,"Redbridge 009","E02000759",6553,1027,1799,931,618,572,412,359,324,511
2021,"Redbridge 010","E02000760",3366,410,720,400,361,321,274,267,258,355
2021,"Redbridge 012","E02000762",3111,430,885,339,397,249,157,256,167,231
2021,"Redbridge 013","E02000763",3840,438,933,385,410,408,282,379,227,378
2021,"Redbridge 014","E02000764",6411,1163,2159,1116,558,354,297,269,189,306
2021,"Redbridge 015","E02000765",3455,396,911,384,346,381,205,291,210,331
2021,"Redbridge 017","E02000767",3987,466,1066,442,407,335,295,351,267,358
2021,"Redbridge 018","E02000768",2859,541,998,454,276,142,148,114,83,103
2021,"Redbridge 020","E02000770",3662,375,841,364,387,364,254,341,277,459
2021,"Redbridge 022","E02000772",3543,386,835,392,344,320,298,304,257,407
2021,"Redbridge 023","E02000773",4547,509,1152,536,487,322,328,397,295,521
2021,"Redbridge 024","E02000774",3426,327,671,336,314,400,259,332,295,492
2021,"Redbridge 026","E02000776",3088,345,726,355,306,269,248,240,258,341
2021,"Redbridge 027","E02000777",2843,513,904,424,271,195,153,117,109,157
2021,"Redbridge 029","E02000779",3514,392,727,358,326,339,264,312,246,550
2021,"Redbridge 031","E02000781",6929,928,1349,747,765,554,487,648,662,789
2021,"Redbridge 032","E02000782",4585,421,965,493,412,414,355,478,383,664
2021,"Redbridge 033","E02000783",2837,242,431,250,256,316,266,313,305,458
2021,"Richmond upon Thames 001","E02000784",4714,1342,1481,853,288,149,263,158,60,120
2021,"Richmond upon Thames 002","E02000785",5043,1422,1784,975,294,138,149,133,44,104
2021,"Richmond upon Thames 003","E02000786",5981,1580,1888,1133,397,191,321,202,93,176
2021,"Richmond upon Thames 004","E02000787",6257,1433,2086,1120,448,254,361,220,141,194
2021,"Richmond upon Thames 005","E02000788",4589,1203,1487,818,325,161,265,124,61,145
2021,"Richmond upon Thames 006","E02000789",3200,870,1131,562,177,103,131,94,50,82
2021,"Richmond upon Thames 007","E02000790",3593,965,1194,742,215,117,153,101,40,66
2021,"Richmond upon Thames 008","E02000791",3427,1021,1215,672,162,80,92,65,46,74
2021,"Richmond upon Thames 009","E02000792",3681,965,1261,752,217,93,145,128,37,83
2021,"Richmond upon Thames 010","E02000793",3997,739,1016,620,378,314,271,218,163,278
2021,"Richmond upon Thames 011","E02000794",3723,884,1209,642,271,161,208,131,72,145
2021,"Richmond upon Thames 012","E02000795",3060,894,915,562,198,93,144,91,63,100
2021,"Richmond upon Thames 013","E02000796",5045,760,1118,644,495,430,453,391,304,450
2021,"Richmond upon Thames 014","E02000797",4375,946,1541,851,265,181,230,137,69,155
2021,"Richmond upon Thames 015","E02000798",5668,1166,1680,992,469,346,348,238,173,256
2021,"Richmond upon Thames 016","E02000799",3045,697,1006,553,196,130,178,122,37,126
2021,"Richmond upon Thames 017","E02000800",2435,391,714,396,197,166,195,123,112,141
2021,"Richmond upon Thames 018","E02000801",3661,907,1128,727,258,145,185,122,65,124
2021,"Richmond upon Thames 019","E02000802",3598,816,1113,670,245,193,199,151,68,143
2021,"Richmond upon Thames 020","E02000803",4478,772,1148,682,388,351,396,245,228,268
2021,"Richmond upon Thames 021","E02000804",3640,838,1167,680,261,175,204,135,52,128
2021,"Richmond upon Thames 022","E02000805",5328,1294,1654,990,382,219,294,207,81,207
2021,"Richmond upon Thames 023","E02000806",5029,1130,1483,907,412,287,283,213,128,186
2021,"Southwark 001","E02000807",5391,792,2119,966,431,219,221,211,144,288
2021,"Southwark 002","E02000808",5557,1049,2167,1021,333,147,201,227,134,278
2021,"Southwark 004","E02000810",6698,939,2036,1165,490,342,495,376,262,593
2021,"Southwark 006","E02000812",5514,800,1698,856,415,242,451,321,197,534
2021,"Southwark 007","E02000813",5685,732,1764,875,440,315,439,341,230,549
2021,"Southwark 008","E02000814",6551,1061,2354,1175,482,317,320,263,173,406
2021,"Southwark 009","E02000815",4227,563,1513,736,293,130,255,205,106,426
2021,"Southwark 010","E02000816",5028,604,1237,758,436,336,434,300,275,648
2021,"Southwark 011","E02000817",3220,323,694,479,248,213,330,246,208,479
2021,"Southwark 012","E02000818",5464,704,1724,926,373,265,384,297,187,604
2021,"Southwark 013","E02000819",4064,373,903,549,310,255,433,291,212,738
2021,"Southwark 014","E02000820",4889,619,1542,809,348,221,371,295,178,506
2021,"Southwark 015","E02000821",4469,387,797,530,263,328,562,305,273,1024
2021,"Southwark 016","E02000822",3282,265,720,484,278,203,378,255,136,563
2021,"Southwark 017","E02000823",4639,463,1165,782,340,254,434,292,233,676
2021,"Southwark 018","E02000824",4662,346,905,659,330,287,634,354,299,848
2021,"Southwark 019","E02000825",4804,413,1052,659,368,267,696,339,262,748
2021,"Southwark 020","E02000826",5259,599,1327,941,345,257,513,306,222,749
2021,"Southwark 021","E02000827",5985,598,1483,951,405,291,664,311,284,998
2021,"Southwark 022","E02000828",4590,385,1074,730,310,326,517,318,223,707
2021,"Southwark 023","E02000829",5833,704,1539,1114,425,287,516,340,241,667
2021,"Southwark 024","E02000830",5453,816,1833,1106,306,243,333,229,151,436
2021,"Southwark 025","E02000831",5555,800,1805,1230,331,234,360,257,119,419
2021,"Southwark 026","E02000832",4976,644,1335,929,347,254,463,312,207,485
2021,"Southwark 027","E02000833",3981,420,1343,606,235,192,354,201,149,481
2021,"Southwark 028","E02000834",5621,1024,2108,1227,311,237,237,198,96,183
2021,"Southwark 029","E02000835",4109,663,1233,838,296,216,293,188,128,254
2021,"Southwark 030","E02000836",4773,965,1756,964,282,176,179,151,96,204
2021,"Southwark 031","E02000837",4291,1039,1717,758,259,103,165,92,53,105
2021,"Southwark 032","E02000838",5204,923,1751,1014,303,250,335,207,108,313
2021,"Southwark 033","E02000839",4131,711,1326,707,304,261,283,169,130,240
2021,"Sutton 001","E02000840",4324,467,700,463,425,551,547,330,360,481
2021,"Sutton 002","E02000841",4394,382,737,428,435,571,541,409,334,557
2021,"Sutton 003","E02000842",4143,479,840,511,511,502,397,326,273,304
2021,"Sutton 004","E02000843",5248,682,1262,794,636,500,465,292,269,348
2021,"Sutton 005","E02000844",4280,486,772,537,418,573,451,336,287,420
2021,"Sutton 006","E02000845",4883,793,1263,749,488,465,352,257,218,298
2021,"Sutton 007","E02000846",3822,541,897,512,415,376,319,274,203,285
2021,"Sutton 008","E02000847",4643,749,1138,639,515,483,368,286,212,253
2021,"Sutton 009","E02000848",4209,525,887,583,540,490,376,314,218,276
2021,"Sutton 010","E02000849",4145,596,921,584,473,421,384,281,186,299
2021,"Sutton 011","E02000850",5482,692,1191,781,661,551,472,463,312,359
2021,"Sutton 012","E02000851",5967,725,1437,799,550,626,546,430,295,559
2021,"Sutton 013","E02000852",4281,527,1068,663,479,424,380,255,194,291
2021,"Sutton 014","E02000853",4139,564,942,559,441,462,362,257,232,320
2021,"Sutton 015","E02000854",3927,623,1153,640,399,315,247,210,141,199
2021,"Sutton 016","E02000855",3985,736,1038,583,454,323,269,243,152,187
2021,"Sutton 017","E02000856",4690,657,1238,707,519,459,369,256,205,280
2021,"Sutton 018","E02000857",4690,614,1395,636,451,397,368,270,226,333
2021,"Sutton 019","E02000858",3669,387,643,428,370,361,421,340,294,425
2021,"Sutton 020","E02000859",3863,597,974,543,428,333,331,237,187,233
2021,"Sutton 021","E02000860",4453,516,1174,599,430,413,432,269,250,370
2021,"Sutton 022","E02000861",3639,770,1133,502,419,249,191,139,102,134
2021,"Sutton 024","E02000863",3271,600,867,427,384,290,230,167,144,162
2021,"Tower Hamlets 001","E02000864",5766,845,1703,1148,387,270,405,324,262,422
2021,"Tower Hamlets 002","E02000865",3701,431,1012,726,277,190,274,282,195,314
2021,"Tower Hamlets 003","E02000866",5794,762,1921,1252,431,264,277,277,213,397
2021,"Tower Hamlets 004","E02000867",6577,945,2157,1329,407,276,358,397,217,491
2021,"Tower Hamlets 005","E02000868",3895,513,1179,872,248,146,230,225,195,287
2021,"Tower Hamlets 006","E02000869",2979,402,949,632,179,121,169,170,147,210
2021,"Tower Hamlets 007","E02000870",3087,363,841,607,258,171,211,229,150,257
2021,"Tower Hamlets 008","E02000871",5296,515,1405,793,409,314,425,512,334,589
2021,"Tower Hamlets 009","E02000872",4273,591,1398,837,270,196,228,281,178,294
2021,"Tower Hamlets 010","E02000873",3911,452,1089,645,283,205,296,371,209,361
2021,"Tower Hamlets 011","E02000874",3263,332,873,509,263,213,219,319,203,332
2021,"Tower Hamlets 012","E02000875",6191,630,1663,1061,480,365,489,530,354,619
2021,"Tower Hamlets 013","E02000876",3539,384,1039,653,249,190,193,285,192,354
2021,"Tower Hamlets 014","E02000877",6501,707,1884,1100,479,389,485,486,353,618
2021,"Tower Hamlets 015","E02000878",5144,639,1750,996,323,239,257,349,204,387
2021,"Tower Hamlets 016","E02000879",3643,359,858,574,298,259,323,324,229,419
2021,"Tower Hamlets 017","E02000880",2973,288,783,494,263,149,234,248,179,335
2021,"Tower Hamlets 018","E02000881",4810,549,1263,809,401,299,358,376,285,470
2021,"Tower Hamlets 019","E02000882",4747,464,1350,801,402,261,354,389,292,434
2021,"Tower Hamlets 020","E02000883",3665,354,767,533,307,277,337,332,272,486
2021,"Tower Hamlets 021","E02000884",6507,850,2457,1196,414,257,285,398,200,450
2021,"Tower Hamlets 022","E02000885",2828,226,642,403,246,186,268,281,202,374
2021,"Tower Hamlets 023","E02000886",5307,746,1751,924,375,227,298,300,190,496
2021,"Tower Hamlets 024","E02000887",4783,521,1224,780,369,324,362,370,311,522
2021,"Tower Hamlets 025","E02000888",4410,636,1414,782,332,219,221,302,180,324
2021,"Tower Hamlets 026","E02000889",5135,835,1942,891,349,185,211,250,178,294
2021,"Tower Hamlets 027","E02000890",3843,805,1542,776,207,92,120,89,67,145
2021,"Tower Hamlets 030","E02000893",3704,540,1061,612,309,205,245,236,185,311
2021,"Tower Hamlets 031","E02000894",6158,1004,2145,1018,447,298,257,361,194,434
2021,"Waltham Forest 001","E02000895",3760,487,749,513,455,393,307,276,275,305
2021,"Waltham Forest 002","E02000896",4653,823,1106,741,567,408,292,231,200,285
2021,"Waltham Forest 003","E02000897",3980,553,808,528,490,422,341,224,263,351
2021,"Waltham Forest 004","E02000898",3704,489,789,524,461,414,313,221,209,284
2021,"Waltham Forest 005","E02000899",4178,541,728,506,435,551,327,331,313,446
2021,"Waltham Forest 006","E02000900",4097,450,685,486,441,458,393,339,354,491
2021,"Waltham Forest 007","E02000901",5340,759,1428,891,557,492,334,266,264,349
2021,"Waltham Forest 008","E02000902",4756,545,998,677,463,460,421,391,331,470
2021,"Waltham Forest 009","E02000903",4722,571,993,677,337,445,426,394,327,552
2021,"Waltham Forest 010","E02000904",4383,568,1081,670,340,425,335,261,259,444
2021,"Waltham Forest 011","E02000905",5435,704,1382,894,381,514,356,320,307,577
2021,"Waltham Forest 012","E02000906",5042,639,1320,871,361,440,352,340,228,491
2021,"Waltham Forest 013","E02000907",4729,509,1125,711,345,431,404,321,330,553
2021,"Waltham Forest 014","E02000908",7215,895,1958,1287,499,624,482,428,334,708
2021,"Waltham Forest 015","E02000909",4902,797,1404,881,303,358,278,248,217,416
2021,"Waltham Forest 016","E02000910",6262,844,1616,1075,404,607,368,364,316,668
2021,"Waltham Forest 017","E02000911",7049,784,1768,1160,515,628,483,475,349,887
2021,"Waltham Forest 018","E02000912",4768,542,1082,709,353,466,325,356,313,622
2021,"Waltham Forest 019","E02000913",4569,593,1034,670,412,469,333,286,280,492
2021,"Waltham Forest 020","E02000914",5225,545,880,645,386,559,457,494,409,850
2021,"Waltham Forest 021","E02000915",4468,630,1252,731,336,347,301,262,213,396
2021,"Waltham Forest 022","E02000916",5496,619,1209,889,422,587,401,340,360,669
2021,"Waltham Forest 023","E02000917",5274,717,1243,797,381,533,363,286,286,668
2021,"Waltham Forest 024","E02000918",4949,604,1173,724,391,498,339,307,305,608
2021,"Waltham Forest 025","E02000919",5085,600,1144,750,371,574,330,312,269,735
2021,"Waltham Forest 026","E02000920",5169,526,1041,716,417,557,442,383,326,761
2021,"Waltham Forest 027","E02000921",5735,528,1030,748,412,743,562,426,391,895
2021,"Waltham Forest 028","E02000922",5427,611,1156,724,376,632,407,402,312,807
2021,"Wandsworth 001","E02000923",4356,965,1390,836,248,163,307,164,101,182
2021,"Wandsworth 003","E02000925",4170,565,1051,734,332,226,408,282,184,388
2021,"Wandsworth 004","E02000926",7480,1521,2429,1579,513,291,371,300,167,309
2021,"Wandsworth 005","E02000927",4191,646,1334,889,338,182,252,179,129,242
2021,"Wandsworth 006","E02000928",4861,1161,1764,962,339,139,176,129,58,133
2021,"Wandsworth 007","E02000929",3985,479,944,657,341,212,436,258,225,433
2021,"Wandsworth 008","E02000930",6760,1237,2499,1525,452,212,288,223,106,218
2021,"Wandsworth 009","E02000931",5627,1327,2092,1285,348,136,154,141,52,92
2021,"Wandsworth 010","E02000932",8670,1944,3204,1868,519,243,314,266,110,202
2021,"Wandsworth 011","E02000933",5110,1090,1712,1005,370,167,272,191,96,207
2021,"Wandsworth 012","E02000934",6108,1217,2133,1323,413,204,298,182,116,222
2021,"Wandsworth 013","E02000935",2732,296,368,324,211,226,368,291,204,444
2021,"Wandsworth 014","E02000936",5842,1161,2136,1027,453,200,290,204,131,240
2021,"Wandsworth 015","E02000937",4639,1132,1675,929,310,103,191,112,71,116
2021,"Wandsworth 016","E02000938",5282,905,1325,805,382,362,488,294,247,474
2021,"Wandsworth 017","E02000939",4126,1128,1534,838,223,69,145,92,32,65
2021,"Wandsworth 018","E02000940",5774,977,1778,1146,437,254,349,280,203,350
2021,"Wandsworth 019","E02000941",6084,1377,1849,1284,451,234,314,198,137,240
2021,"Wandsworth 020","E02000942",5580,1329,1951,1045,421,162,245,172,95,160
2021,"Wandsworth 021","E02000943",5727,1137,2185,1284,368,129,208,182,60,174
2021,"Wandsworth 022","E02000944",3696,536,910,519,265,265,378,240,260,323
2021,"Wandsworth 023","E02000945",3527,334,588,415,242,363,418,329,267,571
2021,"Wandsworth 024","E02000946",4630,880,1475,951,315,184,272,196,113,244
2021,"Wandsworth 025","E02000947",5666,1298,1986,1117,388,164,238,177,107,191
2021,"Wandsworth 026","E02000948",6739,1221,2608,1538,464,184,236,186,95,207
2021,"Wandsworth 027","E02000949",6246,1397,2350,1337,411,160,230,144,78,139
2021,"Wandsworth 028","E02000950",4046,705,1114,677,301,254,315,197,213,270
2021,"Wandsworth 029","E02000951",4024,717,1445,853,301,144,205,142,90,127
2021,"Wandsworth 030","E02000952",3801,728,1320,811,276,122,176,133,81,154
2021,"Wandsworth 031","E02000953",4619,870,1744,858,303,156,277,151,95,165
2021,"Wandsworth 032","E02000954",3477,556,1241,726,238,140,167,139,92,178
2021,"Wandsworth 033","E02000955",3775,503,1191,730,300,187,240,242,139,243
2021,"Wandsworth 034","E02000956",4218,516,1286,784,311,231,304,249,149,388
2021,"Wandsworth 035","E02000957",6328,882,1935,1263,461,345,407,358,228,449
2021,"Wandsworth 036","E02000958",4081,618,1224,754,285,237,270,219,162,312
2021,"Wandsworth 037","E02000959",4159,577,1058,706,284,335,341,245,172,441
2021,"Westminster 001","E02000960",2934,911,929,474,209,47,143,84,43,94
2021,"Westminster 002","E02000961",4601,1127,1349,770,301,141,297,249,105,262
2021,"Westminster 003","E02000962",3667,1029,1214,614,219,80,174,135,67,135
2021,"Westminster 004","E02000963",4531,561,941,763,373,292,482,444,230,445
2021,"Westminster 005","E02000964",5862,877,1438,1053,543,327,490,383,287,464
2021,"Westminster 006","E02000965",4723,1057,1597,920,282,149,194,196,100,228
2021,"Westminster 007","E02000966",5086,1316,1642,1003,263,132,279,201,92,158
2021,"Westminster 008","E02000967",3201,846,1196,587,205,51,110,88,33,85
2021,"Westminster 009","E02000968",5264,638,1092,740,478,349,500,569,285,613
2021,"Westminster 010","E02000969",3846,469,992,550,309,200,371,347,233,375
2021,"Westminster 011","E02000970",3873,1344,1172,632,185,68,191,78,52,151
2021,"Westminster 012","E02000971",4127,1078,1497,683,211,67,162,198,92,139
2021,"Westminster 013","E02000972",4154,1045,1422,698,220,107,177,225,63,197
2021,"Westminster 014","E02000973",5624,1394,1661,1115,338,166,335,268,98,249
2021,"Westminster 015","E02000974",4177,1061,1448,667,225,108,196,156,130,186
2021,"Westminster 016","E02000975",4308,1008,1516,795,240,131,211,171,53,183
2021,"Westminster 017","E02000976",4558,970,1624,833,299,116,202,193,77,244
2021,"Westminster 018","E02000977",3365,879,978,678,170,119,203,128,44,166
2021,"Westminster 019","E02000978",3169,1105,736,577,137,66,246,66,57,179
2021,"Westminster 020","E02000979",4094,931,1411,710,272,136,204,147,59,224
2021,"Westminster 021","E02000980",4389,790,1404,676,367,125,279,292,163,293
2021,"Westminster 022","E02000981",4823,1028,1713,874,322,183,207,206,114,176
2021,"Westminster 023","E02000982",3560,713,993,533,250,151,283,222,155,260
2021,"Westminster 024","E02000983",3805,680,1170,644,331,172,250,166,149,243
2021,"Bromley 040","E02006782",3876,612,929,537,404,312,350,285,170,277
2021,"Lewisham 037","E02006783",3458,304,580,405,287,423,466,317,241,435
2021,"Lewisham 038","E02006784",3637,405,618,445,324,347,405,380,307,406
2021,"Bexley 029","E02006785",3162,362,596,413,404,369,253,230,212,323
2021,"Greenwich 033","E02006786",3483,327,656,451,325,335,363,272,252,502
2021,"Bromley 041","E02006787",3942,706,1100,659,447,270,257,196,118,189
2021,"Croydon 045","E02006788",3689,433,779,551,406,284,386,277,224,349
2021,"Bromley 042","E02006789",3051,622,541,413,395,364,235,172,135,174
2021,"Ealing 040","E02006791",4364,941,1372,869,280,191,237,178,111,185
2021,"Hounslow 029","E02006792",4896,1033,1526,941,328,215,226,226,123,278
2021,"Enfield 037","E02006793",3614,259,612,334,321,414,464,324,352,534
2021,"Haringey 037","E02006794",3412,263,502,367,221,342,435,251,264,767
2021,"Harrow 032","E02006795",4060,510,928,479,434,414,250,402,277,366
2021,"Hillingdon 033","E02006796",4969,681,1035,792,554,519,360,338,312,378
2021,"Lewisham 039","E02006798",4732,478,1122,904,332,310,485,298,198,605
2021,"Barking and Dagenham 023","E02006799",5098,423,760,482,523,628,559,378,511,834
2021,"Redbridge 034","E02006800",6419,721,1193,711,630,627,511,567,594,865
2021,"Lambeth 036","E02006801",4261,633,1556,711,300,163,243,199,112,344
2021,"Southwark 034","E02006802",4774,699,1627,841,356,147,289,287,143,385
2021,"Sutton 025","E02006836",4064,890,1378,550,397,245,203,161,88,152
2021,"Tower Hamlets 032","E02006853",6193,977,2424,1018,431,211,276,338,180,338
2021,"Tower Hamlets 033","E02006854",4489,916,1865,808,275,102,121,171,82,149
2021,"Harrow 033","E02006882",7098,893,1532,771,827,826,458,581,506,704
2021,"Hackney 028","E02006918",3872,456,1022,739,346,218,338,220,155,378
2021,"Hackney 029","E02006921",3114,327,750,436,452,150,329,200,138,332
2021,"Redbridge 035","E02006924",6223,861,1555,730,624,509,424,466,437,617
2021,"Redbridge 036","E02006925",6689,1033,1750,797,791,438,405,595,382,498
2021,"Greenwich 034","E02006927",6291,1064,1909,1075,468,390,403,289,232,461
2021,"Greenwich 035","E02006928",6969,1092,2614,1279,413,254,422,300,170,425
2021,"Greenwich 037","E02006930",5954,1044,2061,1136,371,279,312,304,129,318
2021,"Greenwich 038","E02006931",5227,963,1731,891,337,206,372,252,152,323
2021,"Southwark 035","E02006941",3977,968,1761,770,188,77,58,51,33,71
2021,"Southwark 036","E02006942",4293,719,1737,723,262,134,217,169,98,234
2021,"Barnet 042","E02006953",4769,686,1382,737,391,338,322,302,195,416
2021,"Barnet 043","E02006954",5138,651,1261,632,366,515,428,397,375,513
2021,"Brent 035","E02006955",3842,491,1233,599,265,225,224,222,224,359
2021,"Brent 036","E02006956",4043,386,686,458,370,388,274,423,412,646
2021,"Ealing 041","E02006968",4197,900,1472,680,287,205,201,177,89,186
2021,"Ealing 042","E02006969",3703,735,1200,700,225,188,193,159,93,210
2021,"Ealing 043","E02006970",3022,203,303,233,203,258,217,344,362,899
2021,"Ealing 044","E02006971",3310,228,329,250,241,301,252,449,431,829
2021,"Hounslow 030","E02006972",2634,469,716,430,183,177,198,147,125,189
2021,"Hounslow 031","E02006973",4268,603,1111,648,342,291,365,287,235,386
2021,"Croydon 046","E02006987",4721,612,1499,906,385,265,362,235,144,313
2021,"Croydon 047","E02006988",3715,432,905,572,363,320,338,233,194,358
2021,"Greenwich 039","E02006991",4428,746,1687,874,326,160,170,191,67,207
2021,"Greenwich 040","E02006992",4882,880,1788,841,343,162,293,195,104,276
2021,"Greenwich 041","E02006993",5019,822,1816,897,349,208,265,262,93,307
2021,"Greenwich 042","E02006994",3902,383,834,482,321,316,459,301,221,585
2021,"Newham 038","E02006995",5440,799,2323,1117,293,159,198,228,116,207
2021,"Newham 039","E02006996",4713,594,1661,750,283,300,244,278,150,453
2021,"Newham 040","E02006997",4434,560,1557,748,334,217,263,223,169,363
2021,"Newham 041","E02006998",3485,340,638,402,301,339,384,283,244,554
2021,"Newham 042","E02006999",7317,1216,2560,1326,538,335,356,333,196,457
2021,"Lewisham 040","E02007008",3570,471,1277,642,270,199,208,177,68,258
2021,"Lewisham 041","E02007009",4757,538,1218,807,371,363,437,282,160,581
2021,"Redbridge 037","E02007017",3841,393,933,483,456,323,296,299,279,379
2021,"Redbridge 038","E02007018",3232,307,669,381,387,350,270,236,227,405
2021,"Redbridge 039","E02007019",2979,277,807,282,247,263,183,257,204,459
2021,"Redbridge 040","E02007020",3909,417,595,384,367,418,296,445,423,564
2021,"Wandsworth 038","E02007083",4890,1219,1653,985,302,115,213,166,79,158
2021,"Wandsworth 039","E02007084",5406,677,1389,962,365,337,510,375,232,559
2021,"Hackney 030","E02007108",4091,667,1491,1021,200,143,167,153,74,175
2021,"Hackney 031","E02007109",4242,713,1401,936,262,154,246,173,128,229
2021,"Hackney 032","E02007110",4100,618,1304,775,264,201,234,250,116,338
2021,"Hackney 033","E02007111",3878,710,1410,851,156,97,160,166,78,250
2021,"Tower Hamlets 034","E02007112",4000,709,1685,784,267,105,98,177,62,113
2021,"Tower Hamlets 035","E02007113",4342,744,1661,746,264,132,178,251,121,245
2021,"Tower Hamlets 036","E02007114",3935,594,1325,707,286,173,216,239,134,261
2021,"Camden 029","E02007115",4165,460,1334,673,345,215,313,285,182,358
