"date","geography","geography code","Passports held: Total; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: Central and South America; measures: Value","Passports held: Antarctica and Oceania, including Australasia; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Haringey 036","E02000432",6119,5637,4680,168,789,730,101,48,139,34,100,20,73,43,172,59,15,44,61,12,35,14,62,5,26,16,13,2,113,77,36,41,0,205
2021,"Haringey 037","E02006794",8288,7223,5369,63,1791,1681,51,21,64,87,190,39,302,277,650,110,77,33,196,6,136,54,82,7,13,43,19,0,186,100,86,3,0,598
2021,"Harrow 001","E02000433",8600,7818,6753,67,998,967,52,26,49,44,21,15,57,494,209,31,12,19,99,3,55,41,350,41,27,238,43,1,64,41,23,13,0,256
2021,"Harrow 002","E02000434",9851,8826,7339,101,1386,1349,26,28,67,70,32,19,81,798,228,37,3,34,129,14,80,35,475,33,51,349,42,0,33,25,8,11,0,377
2021,"Harrow 003","E02000435",8190,7408,6198,109,1101,1071,26,20,79,33,29,13,87,648,136,30,8,22,63,7,19,37,316,17,16,270,13,0,39,34,5,10,0,354
2021,"Harrow 004","E02000436",5763,5411,4919,131,361,346,17,25,25,17,21,21,21,124,75,15,5,10,24,0,8,16,127,10,4,108,5,0,23,16,7,8,0,170
2021,"Harrow 005","E02000437",8760,7838,6288,260,1290,1263,39,39,66,54,41,19,101,676,228,27,2,25,60,8,32,20,351,16,14,302,19,0,53,38,15,5,0,453
2021,"Harrow 006","E02000438",8547,7673,6583,158,932,886,53,32,29,43,54,11,90,447,127,46,10,36,38,10,11,17,308,23,12,260,12,1,46,27,19,5,0,477
2021,"Harrow 007","E02000439",9269,8311,5758,152,2401,2355,44,22,68,78,34,13,162,1682,252,46,7,39,106,12,58,36,408,23,36,302,47,0,55,31,24,8,0,381
2021,"Harrow 008","E02000440",9606,8967,7481,136,1350,1319,40,37,31,38,27,13,46,934,153,31,1,30,40,6,12,22,235,7,14,195,19,0,38,25,13,9,0,317
2021,"Harrow 009","E02000441",7482,6557,5771,124,662,637,31,48,29,51,19,3,73,228,155,25,4,21,77,20,26,31,407,20,16,347,24,0,51,37,14,21,0,369
2021,"Harrow 010","E02000442",9583,8652,5846,112,2694,2669,30,68,61,75,20,6,106,2032,271,25,3,22,52,4,34,14,453,5,9,418,21,0,27,10,17,7,0,392
2021,"Harrow 011","E02000443",10745,9250,6961,247,2042,2000,41,40,81,170,55,66,167,994,386,42,6,36,108,23,43,42,698,32,21,589,56,0,74,49,25,11,0,604
2021,"Harrow 012","E02000444",8715,7978,6067,107,1804,1774,31,30,32,62,16,18,70,1373,142,30,0,30,34,7,7,20,358,11,3,327,17,0,25,10,15,5,0,315
2021,"Harrow 013","E02000445",11772,10187,7540,232,2415,2357,75,43,95,153,41,22,178,1374,376,58,4,54,101,24,55,22,756,21,25,689,19,2,78,53,25,10,5,635
2021,"Harrow 015","E02000447",8193,7355,6291,126,938,917,63,57,62,25,20,18,106,411,155,21,1,20,40,14,10,16,484,7,25,424,28,0,28,22,6,3,0,283
2021,"Harrow 016","E02000448",7070,6336,5608,135,593,551,55,28,35,49,31,5,57,113,178,42,17,25,33,5,16,12,359,16,20,268,53,2,55,44,11,13,0,274
2021,"Harrow 017","E02000449",8295,7423,5470,97,1856,1841,28,34,24,44,17,15,69,1440,170,15,2,13,35,4,8,23,430,9,8,402,11,0,20,17,3,2,0,385
2021,"Harrow 019","E02000451",6713,6123,5230,99,794,763,29,42,20,31,11,4,75,421,130,31,4,27,28,5,6,17,341,4,17,311,9,0,37,23,14,2,0,182
2021,"Harrow 020","E02000452",9502,7881,5473,202,2206,2129,76,33,133,143,67,31,226,1067,353,77,13,64,80,25,28,27,997,27,59,849,62,0,89,52,37,7,0,448
2021,"Harrow 021","E02000453",8392,7204,5602,159,1443,1386,85,26,56,56,32,19,192,646,274,57,6,51,80,26,23,31,741,14,27,641,59,0,59,40,19,8,0,300
2021,"Harrow 022","E02000454",7339,6735,6170,110,455,437,46,41,32,22,31,7,41,148,69,18,0,18,16,1,6,9,331,7,25,272,24,3,42,32,10,8,0,207
2021,"Harrow 023","E02000455",11668,8659,6318,162,2179,2078,80,45,147,180,58,23,194,953,398,101,19,82,136,43,41,52,2209,51,108,1938,109,3,144,78,66,23,0,497
2021,"Harrow 024","E02000456",7828,6812,5422,146,1244,1192,57,30,83,40,34,22,137,510,279,52,18,34,67,15,18,34,433,7,29,346,48,3,57,38,19,8,0,451
2021,"Harrow 025","E02000457",7059,6198,5256,108,834,791,65,50,64,50,19,12,116,304,111,43,8,35,64,19,18,27,479,20,19,412,28,0,50,38,12,11,0,257
2021,"Harrow 027","E02000459",9321,7939,6074,113,1752,1695,77,109,134,129,31,33,295,639,248,57,1,56,76,22,26,28,815,14,24,721,55,1,73,39,34,8,0,410
2021,"Harrow 028","E02000460",7311,6243,5306,73,864,825,51,71,43,71,22,18,110,281,158,39,3,36,51,9,22,20,576,13,11,529,23,0,44,36,8,5,1,391
2021,"Harrow 029","E02000461",7291,6325,5145,158,1022,963,17,37,48,77,31,16,282,271,184,59,4,55,71,7,34,30,546,24,64,403,53,2,76,61,15,15,0,258
2021,"Harrow 030","E02000462",6984,5771,4484,102,1185,1127,41,72,55,71,25,15,195,426,227,58,7,51,62,14,31,17,710,14,7,662,23,4,53,24,29,8,0,380
2021,"Harrow 031","E02000463",8704,7781,6472,125,1184,1096,88,114,54,44,19,25,188,349,215,88,5,83,43,8,20,15,416,11,13,376,16,0,45,31,14,3,1,415
2021,"Harrow 032","E02006795",8268,7117,5701,67,1349,1289,141,99,73,58,16,8,135,567,192,60,3,57,39,7,10,22,717,13,18,670,16,0,35,26,9,5,0,355
2021,"Harrow 033","E02006882",14390,13183,10668,206,2309,2277,33,30,26,82,25,16,135,1671,259,32,1,31,75,11,29,35,541,9,9,492,31,0,39,21,18,8,1,543
2021,"Havering 001","E02000464",7756,6446,5643,64,739,680,7,13,26,21,16,118,87,294,98,59,6,53,87,2,68,17,70,0,4,50,16,0,40,26,14,4,0,1109
2021,"Havering 002","E02000465",9342,7937,6835,63,1039,978,17,13,24,27,17,270,99,388,123,61,5,56,104,2,79,23,136,1,12,108,15,0,32,22,10,4,0,1129
2021,"Havering 003","E02000466",9069,7848,7155,55,638,601,16,9,24,31,12,135,75,182,117,37,7,30,71,3,45,23,95,1,14,59,21,0,36,31,5,5,0,1014
2021,"Havering 004","E02000467",11456,9185,7930,95,1160,1104,36,22,37,61,22,212,136,400,178,56,3,53,240,13,176,51,132,9,3,109,11,0,44,32,12,5,0,1850
2021,"Havering 005","E02000468",8656,7563,6716,69,778,746,9,17,25,18,15,129,60,314,159,32,4,28,70,1,36,33,109,0,4,86,16,3,22,20,2,2,0,890
2021,"Havering 006","E02000469",7285,6070,5127,50,893,869,19,11,45,30,14,175,116,364,95,24,5,19,98,3,68,27,135,3,5,120,6,1,17,12,5,0,0,965
2021,"Havering 007","E02000470",9783,8678,7851,100,727,674,17,11,32,25,25,125,56,245,138,53,5,48,87,6,50,31,145,2,24,90,29,0,18,10,8,6,0,849
2021,"Havering 008","E02000471",7820,7237,6799,72,366,339,8,16,18,18,11,45,11,131,81,27,1,26,27,0,19,8,78,4,2,55,16,1,20,14,6,5,0,453
2021,"Havering 009","E02000472",9470,8464,7663,69,732,699,17,8,29,24,13,113,57,310,128,33,1,32,76,10,55,11,149,7,11,118,13,0,16,10,6,3,0,762
2021,"Havering 010","E02000473",10494,9536,8961,64,511,483,7,8,32,23,9,83,46,154,121,28,3,25,65,2,41,22,145,6,21,94,24,0,35,19,16,5,0,708
2021,"Havering 011","E02000474",9188,7941,6977,78,886,829,25,14,46,53,14,147,98,303,129,57,3,54,103,4,77,22,177,2,11,142,15,7,27,18,9,7,0,933
2021,"Havering 012","E02000475",9616,8680,8038,126,516,480,18,13,30,27,24,45,47,179,97,36,6,30,112,9,86,17,143,9,10,96,28,0,30,24,6,9,2,640
2021,"Havering 013","E02000476",9362,7901,6226,114,1561,1417,36,15,123,77,71,171,129,519,276,144,28,116,194,20,119,55,360,7,31,260,62,0,68,33,35,11,0,828
2021,"Havering 014","E02000477",9532,8759,8249,93,417,401,12,11,11,21,13,60,53,120,100,16,5,11,31,4,15,12,113,6,17,74,12,4,17,11,6,6,0,606
2021,"Havering 015","E02000478",5990,5660,5423,46,191,172,10,5,12,3,6,26,17,44,49,19,4,15,21,1,14,6,72,5,2,58,6,1,5,4,1,6,0,226
2021,"Havering 016","E02000479",9453,8139,6731,111,1297,1223,23,17,111,41,61,183,106,426,255,74,9,65,146,22,90,34,238,9,43,126,55,5,45,28,17,10,1,874
2021,"Havering 017","E02000480",13839,11475,9441,155,1879,1778,41,27,85,70,112,290,200,611,342,101,20,81,288,39,162,87,640,22,29,417,172,0,56,47,9,8,0,1372
2021,"Havering 018","E02000481",8237,7453,7118,50,285,273,15,16,20,29,7,38,24,71,53,12,2,10,25,0,15,10,49,0,13,26,10,0,15,8,7,8,0,687
2021,"Havering 019","E02000482",6589,6149,5930,71,148,134,7,4,19,10,6,25,11,19,33,14,1,13,14,0,10,4,39,3,12,18,6,0,4,4,0,6,0,377
2021,"Havering 020","E02000483",8003,7119,6551,88,480,439,8,12,31,34,14,84,50,128,78,41,11,30,60,3,34,23,82,2,13,49,18,0,22,13,9,7,1,712
2021,"Havering 021","E02000484",8494,7714,7215,115,384,364,5,5,16,27,25,53,25,140,68,20,2,18,51,5,33,13,94,3,9,63,19,0,22,14,8,1,0,612
2021,"Havering 022","E02000485",8477,7680,7116,82,482,424,18,11,44,14,5,72,45,136,79,58,12,46,58,0,35,23,107,4,13,72,18,0,31,17,14,0,0,601
2021,"Havering 023","E02000486",7357,6532,6091,62,379,348,4,9,21,15,23,79,19,92,86,31,17,14,54,2,41,11,114,1,15,82,16,0,20,13,7,5,0,632
2021,"Havering 024","E02000487",7911,7448,7248,92,108,101,8,8,6,3,6,19,9,16,26,7,0,7,7,0,4,3,17,0,4,7,6,0,18,15,3,13,0,408
2021,"Havering 025","E02000488",7579,6937,6586,69,282,253,5,3,20,10,7,53,25,89,41,29,10,19,34,0,27,7,68,0,13,38,14,3,23,8,15,2,0,515
2021,"Havering 026","E02000489",8639,7571,6850,79,642,585,15,9,36,29,26,78,43,226,123,57,8,49,89,4,62,23,178,5,24,128,21,0,12,5,7,5,0,784
2021,"Havering 027","E02000490",8470,7443,6723,70,650,618,25,9,22,32,17,122,74,196,121,32,0,32,104,3,73,28,101,0,3,87,9,2,29,24,5,1,0,792
2021,"Havering 028","E02000491",10639,9027,7982,68,977,926,26,23,63,40,34,191,98,302,149,51,11,40,168,6,133,29,243,4,9,202,28,0,32,18,14,1,0,1168
2021,"Havering 029","E02000492",6829,6092,5706,52,334,314,8,7,13,19,10,80,27,100,50,20,2,18,74,1,59,14,92,10,2,77,3,0,6,6,0,0,0,565
2021,"Havering 030","E02000493",6740,5729,4892,39,798,758,10,26,36,71,24,210,49,205,127,40,7,33,129,5,104,20,133,8,4,113,7,1,21,12,9,3,0,725
2021,"Hillingdon 001","E02000494",7951,7166,6628,72,466,430,36,36,30,26,25,13,65,75,124,36,7,29,35,3,17,15,340,14,36,258,32,0,92,67,25,22,0,296
2021,"Hillingdon 002","E02000495",10418,9234,7540,113,1581,1499,75,60,97,234,45,28,156,519,285,82,19,63,73,4,22,47,431,24,36,329,41,1,87,60,27,21,0,572
2021,"Hillingdon 003","E02000496",7802,6774,6272,137,365,356,22,13,24,29,22,24,57,77,88,9,1,8,31,10,7,14,129,5,5,69,50,0,43,18,25,11,0,814
2021,"Hillingdon 004","E02000497",9516,8486,7609,126,751,712,48,34,69,58,33,15,110,189,156,39,11,28,54,5,14,35,248,8,24,199,17,0,59,39,20,24,0,645
2021,"Hillingdon 005","E02000498",6381,5767,5331,128,308,291,13,11,20,39,16,11,57,56,68,17,0,17,26,1,6,19,90,5,17,55,10,3,27,14,13,7,0,464
2021,"Hillingdon 006","E02000499",7724,7104,6524,147,433,406,32,15,38,10,12,14,86,100,99,27,7,20,20,2,4,14,217,5,16,173,23,0,39,22,17,14,0,330
2021,"Hillingdon 007","E02000500",8273,7601,6735,232,634,593,22,23,49,25,47,25,119,156,127,41,17,24,32,7,8,17,228,4,30,166,27,1,56,35,21,8,0,348
2021,"Hillingdon 008","E02000501",8477,7705,6949,174,582,559,22,17,43,34,26,14,105,139,159,23,4,19,29,4,5,20,230,6,40,165,17,2,56,32,24,10,0,447
2021,"Hillingdon 009","E02000502",8931,7913,6858,225,830,778,32,16,37,58,29,16,188,206,196,52,12,40,71,7,26,38,318,11,43,235,28,1,51,36,15,20,0,558
2021,"Hillingdon 010","E02000503",8689,7956,7076,270,610,581,25,20,51,19,29,18,186,105,128,29,12,17,25,2,14,9,193,16,29,130,13,5,47,32,15,14,0,454
2021,"Hillingdon 011","E02000504",7641,7051,6583,113,355,334,32,16,41,19,16,14,52,49,95,21,5,16,25,2,4,19,145,25,18,92,10,0,37,28,9,13,0,370
2021,"Hillingdon 013","E02000506",7963,7315,6754,129,432,417,16,10,27,40,13,25,79,76,131,15,9,6,36,8,11,17,219,18,22,168,11,0,48,42,6,9,0,336
2021,"Hillingdon 014","E02000507",8243,7409,6603,125,681,644,12,25,43,78,29,25,145,164,123,37,2,35,55,17,17,21,236,16,20,185,15,0,32,16,16,5,0,506
2021,"Hillingdon 015","E02000508",11951,9971,8028,197,1746,1599,90,64,212,146,83,81,261,281,381,147,64,83,190,39,76,75,906,78,166,562,92,8,120,76,44,28,0,736
2021,"Hillingdon 016","E02000509",10559,8605,6897,153,1555,1452,53,55,166,147,66,73,378,257,257,103,26,77,225,34,99,92,888,68,153,568,79,20,97,78,19,7,0,737
2021,"Hillingdon 017","E02000510",9115,7902,6962,162,778,728,24,46,66,70,31,23,152,170,146,50,17,33,82,11,30,41,452,23,17,357,55,0,42,30,12,7,0,630
2021,"Hillingdon 018","E02000511",9934,8432,7364,128,940,913,40,57,57,97,19,22,216,206,199,27,0,27,66,12,28,26,682,19,2,643,18,0,52,32,20,2,0,700
2021,"Hillingdon 019","E02000512",8823,7356,6262,82,1012,967,40,70,69,114,32,27,179,201,235,45,0,45,69,17,24,28,490,26,8,428,28,0,76,63,13,0,0,832
2021,"Hillingdon 020","E02000513",9759,8100,6859,75,1166,1112,23,48,73,183,10,27,337,168,243,54,1,53,95,11,36,48,778,12,8,733,25,0,35,26,9,6,0,745
2021,"Hillingdon 021","E02000514",10673,8634,7137,87,1410,1374,66,151,181,241,46,48,168,228,245,36,1,35,63,5,33,25,1261,2,13,1226,16,4,34,25,9,7,0,674
2021,"Hillingdon 022","E02000515",13295,10692,8678,214,1800,1707,65,38,149,185,54,76,397,413,330,93,10,83,177,36,81,60,1013,43,93,811,64,2,83,47,36,13,0,1317
2021,"Hillingdon 023","E02000516",8651,7181,5984,70,1127,1098,33,66,165,199,43,8,276,126,182,29,2,27,73,24,27,22,867,10,11,828,18,0,29,21,8,5,0,496
2021,"Hillingdon 024","E02000517",10476,8535,7193,107,1235,1179,30,92,122,123,50,50,191,234,287,56,1,55,98,23,25,50,834,17,11,792,13,1,97,70,27,8,0,904
2021,"Hillingdon 025","E02000518",9634,7830,6631,149,1050,1012,47,25,73,95,18,50,240,224,240,38,3,35,79,11,34,34,405,10,11,364,20,0,41,27,14,7,0,1272
2021,"Hillingdon 026","E02000519",9553,7883,6803,57,1023,990,31,66,87,162,14,39,203,163,225,33,3,30,104,12,32,60,832,9,4,799,19,1,41,35,6,1,0,692
2021,"Hillingdon 027","E02000520",14063,11056,8825,130,2101,2003,32,103,171,571,46,77,283,262,458,98,7,91,144,24,43,77,1706,24,54,1590,38,0,81,61,20,9,0,1067
2021,"Hillingdon 028","E02000521",13190,10473,8781,100,1592,1524,38,62,137,224,43,70,322,292,336,68,11,57,100,15,41,44,1396,32,41,1269,49,5,62,42,20,5,0,1154
2021,"Hillingdon 029","E02000522",9575,7873,6450,101,1322,1265,44,22,95,197,47,47,273,282,258,57,4,53,115,14,39,62,628,21,31,555,20,1,37,24,13,8,0,914
2021,"Hillingdon 030","E02000523",11369,8721,6950,103,1668,1592,38,48,177,462,75,68,247,187,290,76,13,63,77,18,27,32,1885,28,48,1760,49,0,59,38,21,11,0,616
2021,"Hillingdon 031","E02000524",7535,6211,4453,69,1689,1632,27,20,45,633,38,103,262,297,207,57,1,56,88,27,34,27,554,8,11,490,44,1,38,20,18,7,0,637
2021,"Hillingdon 032","E02000525",10059,8128,5925,61,2142,2093,48,38,120,889,67,93,308,252,278,49,5,44,86,14,36,36,1137,3,3,1075,53,3,34,23,11,4,0,670
2021,"Hillingdon 033","E02006796",9697,8677,7391,210,1076,1029,48,32,76,68,49,47,299,228,182,47,11,36,50,15,14,21,340,17,28,275,20,0,64,24,40,15,0,551
2021,"Hounslow 001","E02000526",8637,7684,6101,223,1360,1245,238,67,239,80,131,16,127,57,290,115,41,74,51,26,1,24,278,35,106,87,48,2,277,210,67,93,0,254
2021,"Hounslow 004","E02000529",9715,7967,6725,74,1168,1132,31,41,71,287,36,40,261,176,189,36,0,36,76,28,20,28,1033,4,11,976,42,0,33,25,8,3,0,603
2021,"Hounslow 005","E02000530",8114,6617,5647,30,940,913,9,37,56,261,35,37,149,112,217,27,1,26,82,25,26,31,746,2,8,716,20,0,31,25,6,3,0,635
2021,"Hounslow 006","E02000531",11581,10166,7921,306,1939,1805,109,52,204,155,154,50,553,157,371,134,34,100,102,32,39,31,424,59,92,212,56,5,161,89,72,34,0,694
2021,"Hounslow 007","E02000532",8974,8059,6689,223,1147,1063,156,68,153,61,80,24,171,37,313,84,26,58,65,23,15,27,202,30,53,81,37,1,256,207,49,74,0,318
2021,"Hounslow 008","E02000533",8400,7572,6292,182,1098,992,94,56,158,79,75,30,143,55,302,106,38,68,114,47,25,42,180,37,44,59,39,1,153,108,45,76,0,305
2021,"Hounslow 009","E02000534",8561,7628,6006,154,1468,1400,58,22,100,177,42,53,488,154,306,68,10,58,63,15,16,32,453,20,18,366,49,0,71,39,32,16,0,330
2021,"Hounslow 010","E02000535",10055,8302,6684,53,1565,1527,25,36,62,501,18,71,260,314,240,38,1,37,64,16,16,32,1201,13,1,1176,11,0,28,20,8,3,0,457
2021,"Hounslow 011","E02000536",10835,8956,7106,43,1807,1730,14,31,93,441,42,66,474,323,246,77,10,67,69,27,19,23,1175,31,4,1093,46,1,34,23,11,0,0,601
2021,"Hounslow 012","E02000537",9845,7843,5670,68,2105,2007,29,32,103,411,116,44,549,437,286,98,4,94,89,47,15,27,1464,28,26,1359,48,3,65,40,25,11,0,373
2021,"Hounslow 013","E02000538",10106,8177,5716,39,2422,2361,33,23,53,1227,51,71,412,302,189,61,3,58,74,12,36,26,1301,6,2,1270,23,0,36,25,11,7,0,511
2021,"Hounslow 014","E02000539",12226,10530,8555,228,1747,1637,70,60,141,119,90,57,537,156,407,110,28,82,111,45,27,39,747,31,34,544,137,1,99,59,40,30,0,709
2021,"Hounslow 015","E02000540",12121,9620,7017,145,2458,2307,52,54,142,587,101,60,513,405,393,151,11,140,146,53,29,64,1520,26,35,1335,121,3,108,67,41,13,0,714
2021,"Hounslow 016","E02000541",10617,8246,5813,32,2401,2304,38,14,75,1122,45,77,412,325,196,97,1,96,97,24,46,27,1527,6,15,1475,31,0,30,19,11,2,0,715
2021,"Hounslow 017","E02000542",12303,9350,6526,53,2771,2671,50,22,113,1190,61,69,538,357,271,100,3,97,121,33,44,44,2006,18,9,1896,83,0,59,33,26,12,0,755
2021,"Hounslow 018","E02000543",14004,10255,6693,72,3490,3343,41,35,179,1019,114,129,744,671,411,147,10,137,148,65,32,51,2769,37,22,2629,78,3,57,37,20,11,0,764
2021,"Hounslow 019","E02000544",8555,7588,6029,120,1439,1375,38,31,64,89,34,58,507,326,228,64,9,55,62,19,27,16,441,12,9,385,33,2,52,22,30,5,0,407
2021,"Hounslow 020","E02000545",9235,8054,6685,145,1224,1112,47,40,114,117,55,34,302,104,299,112,32,80,114,28,37,49,297,26,31,166,70,4,66,31,35,33,0,671
2021,"Hounslow 021","E02000546",10426,8709,6759,83,1867,1768,20,24,113,407,44,94,451,379,236,99,6,93,82,20,33,29,1107,5,10,1054,38,0,39,23,16,43,0,446
2021,"Hounslow 022","E02000547",10998,8810,7043,52,1715,1671,41,23,83,400,39,86,375,285,339,44,6,38,95,17,42,36,1099,4,16,1037,40,2,31,17,14,9,0,954
2021,"Hounslow 023","E02000548",10581,8607,6897,41,1669,1599,30,32,81,311,40,88,483,203,331,70,3,67,107,16,50,41,705,18,10,642,35,0,40,11,29,4,0,1118
2021,"Hounslow 024","E02000549",12532,10408,8341,94,1973,1882,49,36,102,404,109,87,415,331,349,91,1,90,120,20,47,53,1004,29,33,889,52,1,52,16,36,15,0,933
2021,"Hounslow 025","E02000550",10710,8311,6613,97,1601,1573,35,16,116,283,87,67,417,229,323,28,3,25,135,30,51,54,1219,17,55,1103,44,0,67,27,40,5,0,973
2021,"Hounslow 026","E02000551",9752,8086,6641,43,1402,1329,30,52,67,234,52,45,426,203,220,73,8,65,117,25,48,44,464,12,6,401,40,5,72,39,33,4,0,1009
2021,"Hounslow 027","E02000552",9255,7870,6257,63,1550,1499,77,44,82,184,60,76,581,177,218,51,7,44,123,17,54,52,495,11,27,421,36,0,62,31,31,12,0,693
2021,"Hounslow 028","E02000553",7113,6147,5164,57,926,881,17,23,54,115,23,48,272,118,211,45,2,43,66,25,23,18,245,15,7,201,19,3,30,19,11,5,0,620
2021,"Hounslow 029","E02006792",8999,7732,5826,226,1680,1481,165,69,329,105,178,27,163,58,387,199,93,106,230,172,22,36,412,49,138,128,87,10,238,129,109,104,0,283
2021,"Hounslow 030","E02006972",5413,4530,3609,87,834,739,57,24,91,75,62,24,160,50,196,95,30,65,88,36,23,29,332,55,88,142,45,2,84,49,35,31,0,348
2021,"Hounslow 031","E02006973",8489,7248,5817,163,1268,1176,56,29,157,99,82,29,339,74,311,92,24,68,122,56,40,26,364,55,72,185,40,12,123,79,44,35,0,597
2021,"Islington 001","E02000554",9358,8204,6854,224,1126,1026,102,67,190,90,120,18,85,44,310,100,39,61,119,21,68,30,148,22,24,52,50,0,177,118,59,61,0,649
2021,"Islington 002","E02000555",9571,8635,7157,293,1185,1083,135,60,246,64,134,31,64,27,322,102,35,67,80,16,40,24,139,18,47,41,33,0,166,100,66,60,0,491
2021,"Islington 003","E02000556",11394,10208,8296,326,1586,1460,179,74,308,88,178,20,89,95,429,126,36,90,71,21,30,20,231,16,117,53,42,3,270,172,98,100,0,514
2021,"Islington 004","E02000557",8785,7763,6088,286,1389,1274,134,58,337,96,131,21,86,52,359,115,34,81,79,22,33,24,181,11,76,60,30,4,203,120,83,49,0,510
2021,"Islington 005","E02000558",9436,8398,6941,177,1280,1137,105,57,218,112,211,20,73,41,300,143,55,88,149,37,78,34,158,14,59,49,35,1,180,96,84,39,0,512
2021,"Islington 006","E02000559",9575,8677,7213,262,1202,1096,188,77,268,40,153,3,45,35,287,106,50,56,73,10,21,42,140,16,54,42,28,0,212,151,61,161,0,312
2021,"Islington 007","E02000560",7353,6554,4946,184,1424,1318,169,47,323,89,188,16,91,58,337,106,44,62,70,22,25,23,194,11,71,58,50,4,178,92,86,74,0,283
2021,"Islington 008","E02000561",7381,6697,5564,187,946,884,144,59,173,31,107,13,55,30,272,62,20,42,28,8,9,11,153,21,80,20,32,0,187,128,59,48,0,268
2021,"Islington 009","E02000562",7867,6975,5901,211,863,778,133,56,141,66,87,13,61,14,207,85,41,44,58,10,19,29,113,9,48,29,26,1,171,124,47,166,2,382
2021,"Islington 010","E02000563",8678,7556,6017,188,1351,1237,156,64,263,82,193,32,101,43,303,114,45,69,81,22,33,26,192,20,45,87,38,2,183,86,97,46,1,619
2021,"Islington 011","E02000564",12417,10630,8292,310,2028,1820,269,77,427,122,223,23,98,66,515,208,53,155,116,27,35,54,627,34,335,141,115,2,334,217,117,205,0,505
2021,"Islington 012","E02000565",8543,7682,6516,164,1002,894,123,56,172,84,112,12,77,23,235,108,50,58,83,9,60,14,131,12,38,50,31,0,141,93,48,112,0,394
2021,"Islington 013","E02000566",8556,7577,6336,173,1068,970,308,78,168,43,117,12,34,17,193,98,42,56,45,5,29,11,119,15,41,40,21,2,275,225,50,239,0,301
2021,"Islington 014","E02000567",10440,9140,7587,307,1246,1153,204,109,215,47,160,18,81,24,295,93,48,45,61,11,21,29,139,17,47,53,22,0,307,221,86,255,0,538
2021,"Islington 015","E02000568",11344,9679,7865,233,1581,1387,194,68,291,95,196,33,94,70,346,194,64,130,110,32,51,27,489,15,254,123,92,5,236,134,102,131,0,699
2021,"Islington 016","E02000569",9938,8567,7267,225,1075,947,220,56,159,58,115,10,39,19,271,128,51,77,72,9,32,31,170,25,41,63,33,8,320,271,49,196,0,613
2021,"Islington 017","E02000570",8286,7250,6056,206,988,920,209,60,181,30,101,8,22,36,273,68,25,43,55,8,11,36,124,23,38,38,25,0,358,300,58,210,0,289
2021,"Islington 018","E02000571",8922,7746,6293,201,1252,1110,239,64,189,59,156,16,62,29,296,142,46,96,66,20,24,22,138,12,51,41,32,2,273,217,56,171,0,528
2021,"Islington 019","E02000572",8600,7449,6138,149,1162,1065,192,48,157,89,103,21,54,88,313,97,43,54,97,29,38,30,278,12,91,116,56,3,183,120,63,84,1,508
2021,"Islington 020","E02000573",10311,8826,7092,230,1504,1333,317,85,258,58,152,20,49,38,356,171,41,130,63,14,22,27,287,18,117,59,92,1,472,388,84,320,0,343
2021,"Islington 021","E02000574",7829,6510,5019,211,1280,1157,254,103,194,51,161,16,44,38,296,123,38,85,70,27,23,20,473,25,249,117,74,8,280,217,63,147,3,346
2021,"Islington 022","E02000575",11314,9336,7187,176,1973,1764,352,124,310,101,180,26,95,113,463,209,44,165,136,42,54,40,750,62,354,187,139,8,393,316,77,177,0,522
2021,"Islington 023","E02000576",10672,8916,7116,163,1637,1452,248,85,257,97,209,24,78,45,409,185,52,133,125,40,52,33,567,58,249,127,116,17,314,224,90,121,0,629
2021,"Kensington and Chelsea 001","E02000577",7713,6859,5835,100,924,847,102,38,148,142,162,9,30,25,191,77,29,48,116,71,22,23,246,19,95,44,85,3,139,89,50,22,0,331
