"date","geography","geography code","Passports held: Total; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: Central and South America; measures: Value","Passports held: Antarctica and Oceania, including Australasia; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"City of London 001","E02000001",8582,7220,5465,129,1626,1445,201,128,257,71,168,23,112,47,438,181,28,153,68,28,14,26,637,40,341,145,103,8,321,236,85,139,1,196
2021,"Barking and Dagenham 001","E02000002",8281,6860,5832,65,963,892,20,12,50,60,29,125,112,369,115,71,3,68,202,14,153,35,263,1,6,234,21,1,40,36,4,7,0,909
2021,"Barking and Dagenham 002","E02000003",11543,9796,7616,136,2044,1963,49,51,140,102,51,248,137,926,259,81,7,74,180,8,126,46,643,9,6,599,29,0,36,20,16,3,0,885
2021,"Barking and Dagenham 003","E02000004",6636,5662,4836,47,779,736,28,12,38,37,11,166,53,259,132,43,13,30,99,6,70,23,143,0,10,115,18,0,23,17,6,0,0,709
2021,"Barking and Dagenham 004","E02000005",11082,9172,7447,54,1671,1592,41,44,142,152,48,253,106,526,280,79,9,70,271,7,215,49,568,3,17,525,20,3,56,37,19,2,0,1013
2021,"Barking and Dagenham 006","E02000007",10157,8125,6687,48,1390,1337,68,43,118,107,44,247,94,406,210,53,7,46,347,10,294,43,270,5,11,232,17,5,28,24,4,0,0,1387
2021,"Barking and Dagenham 007","E02000008",13254,10847,8621,63,2163,2067,39,30,205,163,86,478,136,640,290,96,9,87,362,3,304,55,423,3,11,396,13,0,49,37,12,0,0,1573
2021,"Barking and Dagenham 008","E02000009",12864,10700,8039,43,2618,2511,63,46,263,213,72,442,115,692,605,107,12,95,350,13,284,53,533,6,17,481,29,0,74,51,23,5,0,1202
2021,"Barking and Dagenham 009","E02000010",9483,7770,5971,48,1751,1675,22,18,100,87,63,432,123,562,268,76,4,72,286,12,237,37,233,4,2,200,25,2,24,16,8,1,0,1169
2021,"Barking and Dagenham 010","E02000011",7028,5921,4568,43,1310,1266,20,14,91,69,14,231,73,549,205,44,5,39,204,4,187,13,218,1,19,173,24,1,21,14,7,0,0,664
2021,"Barking and Dagenham 011","E02000012",11509,10173,8969,33,1171,1112,42,44,119,60,56,152,54,399,186,59,2,57,142,17,103,22,526,2,8,495,17,4,55,35,20,1,0,612
2021,"Barking and Dagenham 012","E02000013",9399,7641,5887,33,1721,1616,42,14,99,110,35,398,102,560,256,105,28,77,269,10,235,24,250,4,13,217,15,1,33,23,10,1,0,1205
2021,"Barking and Dagenham 013","E02000014",9865,7956,6066,60,1830,1770,29,16,99,117,44,396,115,647,307,60,11,49,304,7,266,31,280,3,27,227,23,0,22,20,2,2,0,1301
2021,"Barking and Dagenham 014","E02000015",8231,6619,5389,52,1178,1135,30,25,102,81,40,213,75,328,241,43,6,37,399,15,336,48,200,9,16,146,28,1,28,19,9,2,0,983
2021,"Barking and Dagenham 015","E02000016",10569,7997,5723,58,2216,2114,83,21,411,201,104,226,141,468,459,102,14,88,423,26,315,82,1378,9,33,1295,41,0,60,40,20,2,0,709
2021,"Barking and Dagenham 016","E02000017",9132,7725,5508,35,2182,2099,29,38,266,133,67,253,73,774,466,83,11,72,154,5,128,21,733,1,20,688,24,0,39,33,6,8,0,473
2021,"Barking and Dagenham 017","E02000018",9553,7755,5984,36,1735,1670,43,19,125,141,54,353,86,582,267,65,3,62,267,6,235,26,314,1,13,290,10,0,41,28,13,3,0,1173
2021,"Barking and Dagenham 018","E02000019",9663,8040,6298,49,1693,1630,35,42,198,114,34,367,106,381,353,63,8,55,285,11,244,30,283,4,22,242,15,0,35,21,14,1,0,1019
2021,"Barking and Dagenham 019","E02000020",14053,11516,8846,55,2615,2541,54,41,295,232,56,374,188,720,581,74,14,60,461,18,343,100,841,6,20,778,37,0,60,35,25,8,0,1167
2021,"Barking and Dagenham 020","E02000021",8761,7191,5405,87,1699,1634,37,41,127,122,53,394,151,479,230,65,4,61,432,18,367,47,246,3,8,219,12,4,40,26,14,1,0,851
2021,"Barking and Dagenham 021","E02000022",7740,6345,4992,37,1316,1263,47,30,173,150,40,177,133,236,277,53,10,43,345,17,280,48,439,5,10,409,14,1,45,33,12,6,0,560
2021,"Barking and Dagenham 022","E02000023",8025,6511,5355,19,1137,1083,41,53,111,137,31,156,75,251,228,54,6,48,451,7,368,76,256,5,4,234,11,2,46,25,21,2,0,759
2021,"Barking and Dagenham 023","E02006799",12042,9918,7920,80,1918,1847,66,29,294,119,97,325,118,500,299,71,5,66,262,15,201,46,638,3,7,612,16,0,44,33,11,5,0,1175
2021,"Barnet 001","E02000024",10839,9939,8719,249,971,889,67,56,134,126,56,21,85,101,243,82,20,62,83,15,35,33,272,29,84,97,61,1,72,39,33,18,0,455
2021,"Barnet 002","E02000025",8576,7800,6711,188,901,815,40,19,80,36,23,39,151,118,309,86,17,69,75,11,32,32,156,24,45,51,34,2,41,20,21,17,0,487
2021,"Barnet 003","E02000026",6452,5952,5392,78,482,415,19,7,64,20,20,2,59,69,155,67,24,43,37,5,8,24,85,12,25,25,19,4,39,28,11,10,0,329
2021,"Barnet 004","E02000027",9647,8473,7337,192,944,867,37,20,107,96,88,32,136,116,235,77,26,51,109,10,61,38,212,13,70,92,36,1,55,32,23,9,0,789
2021,"Barnet 005","E02000028",6533,5975,5063,143,769,676,42,36,67,46,54,23,89,108,211,93,19,74,59,8,24,27,159,33,35,71,18,2,52,27,25,11,0,277
2021,"Barnet 006","E02000029",9678,8719,7356,137,1226,1063,31,27,117,86,58,23,142,174,405,163,42,121,95,8,40,47,217,58,37,72,48,2,66,23,43,14,0,567
2021,"Barnet 007","E02000030",9453,8634,7898,114,622,582,83,30,53,44,11,14,77,95,175,40,9,31,79,8,56,15,254,39,80,85,44,6,45,34,11,18,0,423
2021,"Barnet 008","E02000031",8327,7567,6565,200,802,694,22,21,110,26,46,14,113,90,252,108,29,79,45,16,11,18,309,80,108,76,45,0,72,43,29,27,0,307
2021,"Barnet 009","E02000032",7940,7544,6718,131,695,594,43,22,66,12,36,16,71,79,249,101,59,42,28,3,14,11,121,8,43,52,18,0,47,24,23,10,0,190
2021,"Barnet 010","E02000033",8891,8169,6889,186,1094,998,34,13,87,59,46,26,188,201,344,96,29,67,70,19,26,25,171,65,20,63,22,1,48,30,18,4,0,429
2021,"Barnet 011","E02000034",9086,8239,6729,207,1303,1165,43,34,162,35,48,38,201,155,449,138,34,104,66,20,27,19,231,56,66,80,29,0,85,49,36,31,0,434
2021,"Barnet 012","E02000035",8531,7325,5841,137,1347,1170,50,44,132,102,62,28,141,246,365,177,62,115,127,22,67,38,589,135,217,154,81,2,102,64,38,21,0,367
2021,"Barnet 013","E02000036",11243,10155,8492,103,1560,1488,39,23,68,118,33,21,165,725,296,72,3,69,121,6,84,31,310,80,30,147,50,3,61,38,23,10,0,586
2021,"Barnet 014","E02000037",10832,10040,8896,65,1079,1002,43,40,48,65,33,24,71,439,239,77,16,61,86,11,59,16,290,80,48,124,34,4,46,43,3,4,0,366
2021,"Barnet 015","E02000038",10720,9714,8000,215,1499,1350,41,25,180,56,79,31,195,197,546,149,37,112,111,31,54,26,291,76,61,117,33,4,109,68,41,35,0,460
2021,"Barnet 016","E02000039",7167,6619,5663,128,828,767,60,24,57,69,37,22,59,227,212,61,4,57,67,5,34,28,194,47,43,67,34,3,45,26,19,9,0,233
2021,"Barnet 017","E02000040",9140,8107,7127,101,879,795,51,45,103,64,40,37,103,133,219,84,33,51,134,38,46,50,412,87,158,105,52,10,73,41,32,14,0,400
2021,"Barnet 018","E02000041",9453,8504,6628,117,1759,1672,34,34,128,93,43,20,185,834,301,87,9,78,141,16,92,33,363,33,60,209,61,0,56,36,20,10,0,379
2021,"Barnet 019","E02000042",11557,10125,7974,207,1944,1740,89,64,275,79,90,67,223,304,549,204,44,160,126,39,41,46,728,143,259,193,94,39,134,63,71,37,0,407
2021,"Barnet 020","E02000043",7569,6505,5632,83,790,715,53,29,113,28,40,5,142,74,231,75,19,56,44,10,17,17,730,120,473,74,63,0,87,56,31,22,0,181
2021,"Barnet 021","E02000044",8847,7815,6237,144,1434,1381,29,17,69,147,99,29,164,531,296,53,3,50,161,26,113,22,338,55,55,143,78,7,52,18,34,3,0,478
2021,"Barnet 022","E02000045",10524,9506,7673,189,1644,1479,90,48,177,92,67,42,218,196,549,165,35,130,116,29,49,38,265,60,79,80,43,3,108,55,53,20,0,509
2021,"Barnet 023","E02000046",6961,6096,4619,119,1358,1224,64,40,130,53,60,32,221,240,384,134,27,107,86,17,33,36,459,78,188,143,50,0,76,47,29,22,0,222
2021,"Barnet 024","E02000047",12399,10634,7765,218,2651,2560,35,26,120,196,95,49,236,1424,379,91,8,83,251,25,178,48,641,27,130,324,159,1,97,38,59,7,0,769
2021,"Barnet 025","E02000048",10283,9310,7904,120,1286,1195,91,43,120,64,70,30,184,259,334,91,25,66,127,4,90,33,390,141,65,109,73,2,114,59,55,27,0,315
2021,"Barnet 026","E02000049",10530,9006,7346,105,1555,1496,33,34,94,216,46,22,238,446,367,59,2,57,203,25,141,37,479,59,89,202,113,16,68,36,32,21,0,753
2021,"Barnet 027","E02000050",10379,9330,7608,202,1520,1342,68,32,143,82,68,42,236,174,497,178,36,142,123,36,56,31,321,75,71,125,50,0,116,73,43,15,0,474
2021,"Barnet 028","E02000051",9161,8035,6678,106,1251,1150,73,29,145,62,61,39,197,155,389,101,28,73,123,9,75,39,563,203,138,135,86,1,104,50,54,27,0,309
2021,"Barnet 029","E02000052",9847,8854,7166,215,1473,1327,95,61,227,96,85,31,149,177,406,146,44,102,85,18,27,40,304,77,86,97,41,3,136,77,59,48,0,420
2021,"Barnet 031","E02000054",7630,6751,4881,82,1788,1681,61,42,132,95,66,29,380,435,441,107,11,96,140,13,75,52,412,126,63,142,79,2,72,28,44,9,0,246
2021,"Barnet 032","E02000055",11725,10323,7237,104,2982,2776,111,47,218,213,130,96,499,710,752,206,20,186,248,43,95,110,578,112,122,180,157,7,157,101,56,21,1,397
2021,"Barnet 033","E02000056",9131,8281,7284,97,900,786,77,57,110,39,40,21,80,68,294,114,31,83,90,14,19,57,341,108,71,107,54,1,176,111,65,66,0,177
2021,"Barnet 034","E02000057",8011,7240,5613,72,1555,1445,66,28,101,74,74,30,222,458,392,110,11,99,113,20,34,59,274,101,55,69,49,0,102,70,32,10,0,272
2021,"Barnet 035","E02000058",10225,9197,7506,116,1575,1452,78,94,193,51,95,29,228,167,517,123,13,110,94,17,42,35,423,157,82,87,97,0,154,116,38,45,0,312
2021,"Barnet 036","E02000059",11629,10117,6960,209,2948,2808,61,52,192,181,102,62,383,1194,581,140,21,119,159,25,101,33,603,86,86,294,135,2,155,40,115,16,0,579
2021,"Barnet 037","E02000060",11552,10553,8778,52,1723,1530,154,59,138,71,75,22,250,172,589,193,26,167,65,8,32,25,399,134,70,79,116,0,158,132,26,31,0,346
2021,"Barnet 038","E02000061",8345,7229,5755,59,1415,1265,116,67,184,77,89,32,147,140,413,150,36,114,135,18,55,62,532,98,196,111,120,7,181,126,55,32,0,236
2021,"Barnet 039","E02000062",6952,6110,4627,132,1351,1285,35,19,175,127,105,23,207,224,370,66,8,58,135,55,53,27,275,45,37,90,100,3,80,32,48,21,0,331
2021,"Barnet 040","E02000063",7584,6682,4863,125,1694,1607,65,43,240,79,126,26,236,203,589,87,11,76,159,34,88,37,330,102,39,74,106,9,86,39,47,14,0,313
2021,"Barnet 041","E02000064",6675,5876,4647,124,1105,1023,64,32,152,118,88,34,114,99,322,82,33,49,80,21,34,25,333,66,58,125,83,1,104,53,51,17,0,265
2021,"Barnet 042","E02006953",9166,7115,4976,77,2062,1868,67,71,183,200,105,42,240,461,499,194,42,152,240,63,136,41,1049,121,371,380,143,34,167,44,123,19,0,576
2021,"Barnet 043","E02006954",10114,8737,6304,137,2296,2155,68,56,162,171,79,46,214,878,481,141,39,102,143,34,74,35,689,59,182,287,151,10,109,57,52,12,1,423
2021,"Bexley 001","E02000065",8062,6277,5229,89,959,924,24,71,157,57,51,80,62,153,269,35,5,30,784,5,734,45,120,1,18,67,34,0,46,36,10,2,1,832
2021,"Bexley 002","E02000066",9431,7432,6260,77,1095,1050,36,69,98,37,79,107,177,181,266,45,11,34,641,9,584,48,180,3,42,106,24,5,47,28,19,7,0,1124
2021,"Bexley 003","E02000067",10234,8350,6879,75,1396,1352,59,29,102,93,46,163,215,315,330,44,8,36,411,5,353,53,254,4,29,187,34,0,52,20,32,10,0,1157
2021,"Bexley 004","E02000068",8178,6443,5609,54,780,743,21,35,94,39,14,72,111,127,230,37,7,30,419,7,367,45,231,4,13,208,6,0,39,24,15,9,0,1037
2021,"Bexley 005","E02000069",7213,6101,5478,85,538,521,19,15,27,37,36,65,72,105,145,17,7,10,204,3,180,21,170,0,17,142,7,4,39,21,18,5,0,694
2021,"Bexley 006","E02000070",8112,7179,6624,65,490,469,19,22,42,33,7,52,57,106,131,21,4,17,117,9,96,12,123,0,13,95,12,3,28,17,11,7,0,658
2021,"Bexley 007","E02000071",7671,6566,6122,61,383,364,21,19,26,16,21,46,45,71,99,19,1,18,87,4,74,9,118,1,5,103,9,0,19,12,7,6,0,875
2021,"Bexley 008","E02000072",12919,10388,9258,100,1030,987,58,46,95,36,31,110,135,166,310,43,5,38,613,8,539,66,235,10,30,178,16,1,49,31,18,10,0,1624
2021,"Bexley 009","E02000073",10729,9716,9214,90,412,393,52,11,42,21,11,29,54,74,99,19,7,12,58,0,49,9,213,0,20,176,15,2,30,22,8,2,0,710
2021,"Bexley 010","E02000074",8858,7241,6704,81,456,432,18,19,38,18,7,72,90,70,100,24,5,19,209,10,175,24,104,1,14,86,3,0,29,19,10,5,0,1270
2021,"Bexley 011","E02000075",7985,7191,6908,68,215,199,13,7,20,10,11,24,20,49,45,16,3,13,45,1,34,10,136,0,25,97,14,0,15,9,6,8,0,590
2021,"Bexley 013","E02000077",8145,7125,6586,61,478,444,15,15,32,28,17,41,63,98,135,34,4,30,58,6,36,16,245,3,31,178,7,26,23,13,10,5,1,688
2021,"Bexley 014","E02000078",7933,7022,6654,41,327,299,22,2,30,24,7,27,56,58,73,28,6,22,91,0,82,9,84,3,12,54,15,0,20,15,5,2,0,714
2021,"Bexley 015","E02000079",8773,7608,6860,97,651,598,25,8,73,53,18,70,95,82,174,53,14,39,115,7,78,30,244,4,43,160,33,4,33,21,12,12,0,761
2021,"Bexley 016","E02000080",10065,8892,8113,79,700,655,25,17,72,26,21,66,74,154,200,45,10,35,95,2,77,16,312,4,56,206,40,6,32,24,8,7,0,727
2021,"Bexley 017","E02000081",8305,7236,6717,78,441,404,23,21,63,12,10,40,52,87,96,37,6,31,79,2,58,19,147,1,29,98,18,1,23,12,11,4,0,816
2021,"Bexley 018","E02000082",9336,8494,7975,75,444,418,35,18,54,21,25,42,50,94,79,26,8,18,61,3,45,13,162,4,28,109,11,10,31,19,12,7,0,581
2021,"Bexley 019","E02000083",11269,9648,8853,75,720,665,14,40,49,45,27,90,104,137,159,55,15,40,136,8,107,21,156,2,20,111,18,5,51,24,27,6,0,1272
2021,"Bexley 020","E02000084",11114,10131,9639,95,397,348,22,4,42,13,24,17,51,57,118,49,12,37,46,0,37,9,219,3,43,144,23,6,22,16,6,13,0,683
2021,"Bexley 021","E02000085",7962,7183,6763,56,364,327,38,5,23,37,7,29,40,63,85,37,8,29,32,2,26,4,109,4,14,72,17,2,21,16,5,6,0,611
2021,"Bexley 022","E02000086",7177,6649,6368,67,214,197,8,6,18,18,12,15,28,42,50,17,2,15,12,0,11,1,51,2,7,34,8,0,7,2,5,8,0,450
2021,"Bexley 023","E02000087",8208,7590,7247,89,254,235,13,17,24,7,20,22,34,28,70,19,5,14,38,1,16,21,89,2,12,53,17,5,40,22,18,8,0,443
2021,"Bexley 024","E02000088",7748,7081,6844,60,177,158,20,3,23,6,6,17,31,5,47,19,4,15,22,3,18,1,84,2,12,65,5,0,14,9,5,8,0,539
2021,"Bexley 025","E02000089",7869,7269,6980,61,228,220,27,7,31,3,11,23,26,40,52,8,2,6,35,2,25,8,52,0,12,28,12,0,22,14,8,3,0,488
2021,"Bexley 026","E02000090",9642,8657,8065,83,509,465,20,12,69,31,25,25,85,90,108,44,10,34,49,3,36,10,139,3,28,82,22,4,46,25,21,7,0,744
2021,"Bexley 027","E02000091",10160,9075,8553,97,425,383,42,11,29,30,25,35,52,61,98,42,18,24,85,1,55,29,124,0,35,60,25,4,41,19,22,3,0,832
2021,"Bexley 028","E02000092",6755,5744,5395,47,302,286,12,3,37,16,8,53,42,41,74,16,9,7,85,0,61,24,54,2,7,28,12,5,21,16,5,6,0,845
2021,"Bexley 029","E02006785",6624,5716,5165,47,504,459,16,14,28,21,21,66,55,116,122,45,5,40,75,3,59,13,208,2,40,156,9,1,27,20,7,8,0,590
2021,"Brent 001","E02000093",11873,10620,7672,202,2746,2700,74,34,77,83,41,10,147,1968,266,46,2,44,100,13,61,26,603,19,32,474,78,0,73,41,32,9,0,468
2021,"Brent 002","E02000094",10462,9316,6848,310,2158,2098,46,52,128,92,58,42,179,1129,372,60,9,51,141,57,64,20,550,35,110,334,69,2,69,36,33,10,0,376
2021,"Brent 003","E02000095",10463,9339,6673,165,2501,2432,31,28,76,191,60,9,164,1570,303,69,19,50,62,15,29,18,620,12,16,556,36,0,58,34,24,6,0,378
2021,"Brent 004","E02000096",7632,6913,5657,128,1128,1114,19,16,42,44,15,25,60,723,170,14,2,12,23,7,9,7,413,11,14,360,28,0,34,17,17,13,1,235
2021,"Brent 005","E02000097",9530,8565,5870,374,2321,2241,36,33,108,137,53,31,244,1311,288,80,5,75,78,15,41,22,427,44,13,322,48,0,90,48,42,3,0,367
2021,"Brent 006","E02000098",8742,7777,5929,134,1714,1682,132,50,92,82,51,24,139,836,276,32,1,31,61,15,24,22,406,47,34,301,24,0,94,54,40,6,0,398
2021,"Brent 007","E02000099",9565,8440,5681,74,2685,2633,52,33,93,146,44,31,214,1604,416,52,2,50,54,14,21,19,580,46,23,466,42,3,72,25,47,12,0,407
2021,"Brent 008","E02000100",8321,7182,5963,200,1019,973,39,31,55,59,33,16,132,429,179,46,1,45,58,17,24,17,756,24,106,494,132,0,70,37,33,4,0,251
2021,"Brent 009","E02000101",9936,8664,6523,225,1916,1862,111,26,136,162,113,32,222,649,411,54,11,43,131,37,67,27,562,56,13,456,37,0,111,51,60,5,0,463
2021,"Brent 010","E02000102",8327,7341,5479,227,1635,1551,34,15,130,127,67,41,289,566,282,84,6,78,82,27,39,16,276,71,9,155,39,2,105,33,72,2,0,521
2021,"Brent 011","E02000103",9973,8679,6640,428,1611,1542,70,45,221,152,140,41,298,230,345,69,2,67,163,48,87,28,394,121,19,153,98,3,179,72,107,9,0,549
2021,"Brent 012","E02000104",7501,6565,4943,154,1468,1416,29,23,75,205,29,37,129,628,261,52,4,48,74,27,27,20,472,32,27,386,27,0,78,35,43,7,0,305
2021,"Brent 013","E02000105",9841,8079,5982,146,1951,1909,35,29,108,364,45,33,321,652,322,42,3,39,101,22,54,25,1187,37,18,1080,52,0,112,49,63,6,0,356
2021,"Brent 014","E02000106",10354,8853,6150,252,2451,2387,56,13,293,246,155,30,470,711,413,64,3,61,174,49,103,22,392,73,8,215,96,0,269,78,191,9,0,657
2021,"Brent 015","E02000107",10940,9469,6657,356,2456,2336,145,51,516,224,243,46,313,273,525,120,14,106,123,54,37,32,565,57,52,212,239,5,223,77,146,40,0,520
2021,"Brent 016","E02000108",7256,6150,4694,162,1294,1246,44,15,68,238,49,26,280,369,157,48,2,46,46,13,17,16,678,14,10,633,21,0,114,27,87,3,0,265
2021,"Brent 018","E02000110",8171,7339,5499,339,1501,1425,120,37,354,112,133,29,160,165,315,76,9,67,76,26,28,22,205,38,21,82,64,0,159,66,93,34,0,358
2021,"Brent 019","E02000111",11288,8994,6027,93,2874,2838,43,18,86,1771,75,11,196,348,290,36,0,36,82,27,39,16,1655,20,12,1596,27,0,87,49,38,2,0,468
2021,"Brent 020","E02000112",11744,9414,5758,117,3539,3482,54,37,129,1896,82,30,257,646,351,57,5,52,103,23,37,43,1709,35,52,1586,36,0,139,52,87,14,0,365
2021,"Brent 021","E02000113",9626,8479,7268,165,1046,1019,28,77,79,214,64,18,173,154,212,27,1,26,190,58,105,27,224,38,6,143,37,0,164,102,62,1,0,568
2021,"Brent 022","E02000114",8996,7727,5209,232,2286,2187,138,82,568,397,198,38,201,171,394,99,19,80,110,44,50,16,455,101,35,209,107,3,301,98,203,30,0,373
2021,"Brent 023","E02000115",8625,7560,5625,229,1706,1544,184,58,355,132,163,25,102,127,398,162,33,129,128,67,39,22,328,92,52,122,61,1,188,114,74,70,0,351
2021,"Brent 024","E02000116",8547,7110,5092,261,1757,1703,53,34,394,373,197,17,219,156,260,54,7,47,105,40,44,21,505,110,20,218,155,2,273,75,198,20,0,534
2021,"Brent 025","E02000117",12735,11010,8682,263,2065,2017,75,16,287,363,200,14,295,306,461,48,6,42,251,81,123,47,388,49,33,175,131,0,346,149,197,9,0,731
2021,"Brent 026","E02000118",11291,9292,6089,82,3121,3084,40,23,54,2054,45,20,257,284,307,37,4,33,92,22,45,25,1360,27,17,1290,26,0,61,36,25,3,1,482
2021,"Brent 027","E02000119",10626,9231,7674,123,1434,1351,79,12,163,214,112,35,265,115,356,83,14,69,225,57,123,45,326,101,43,143,38,1,237,118,119,16,0,591
2021,"Brent 028","E02000120",9022,7897,5825,283,1789,1703,241,64,341,117,224,28,107,119,462,86,10,76,138,66,43,29,303,48,38,104,111,2,245,158,87,97,0,342
2021,"Brent 029","E02000121",12236,9985,6829,66,3090,3032,54,28,89,1922,78,20,337,208,296,58,8,50,78,24,34,20,1669,84,64,1456,63,2,78,36,42,7,0,419
2021,"Brent 030","E02000122",8184,7464,6091,228,1145,1092,86,48,294,77,159,21,96,81,230,53,5,48,79,29,31,19,213,65,30,47,69,2,176,93,83,47,0,205
2021,"Brent 031","E02000123",13578,11723,8687,343,2693,2631,85,48,487,529,263,30,359,295,535,62,7,55,199,59,101,39,394,30,28,150,183,3,502,147,355,32,1,727
2021,"Brent 032","E02000124",9959,8946,7074,247,1625,1558,222,89,324,159,251,14,95,76,328,67,21,46,84,34,28,22,224,32,29,69,94,0,287,176,111,113,0,305
2021,"Brent 033","E02000125",9935,9000,7353,233,1414,1369,138,56,315,221,174,18,112,80,255,45,12,33,69,19,29,21,174,42,13,65,54,0,274,139,135,79,0,339
2021,"Brent 034","E02000126",8190,7337,6065,167,1105,1028,99,39,154,163,107,16,61,71,318,77,12,65,120,45,46,29,274,41,47,70,114,2,125,80,45,19,0,315
2021,"Brent 035","E02006955",7507,5659,3846,78,1735,1605,125,36,190,354,108,28,135,270,359,130,26,104,169,58,63,48,1200,69,219,868,38,6,201,81,120,32,0,246
2021,"Brent 036","E02006956",8830,7381,5250,121,2010,1940,46,30,91,591,52,29,223,526,352,70,11,59,125,39,59,27,899,29,134,677,52,7,137,60,77,19,0,269
2021,"Bromley 001","E02000127",9334,7907,6885,70,952,876,38,7,93,37,45,140,119,164,233,76,14,62,134,4,102,28,102,4,29,48,21,0,86,45,41,16,0,1089
2021,"Bromley 002","E02000128",7791,7129,6608,52,469,420,41,20,41,27,20,52,55,54,110,49,18,31,56,7,19,30,80,4,21,37,17,1,38,20,18,21,0,467
2021,"Bromley 004","E02000130",8426,7586,6721,143,722,670,46,32,83,56,79,27,98,86,163,52,12,40,94,11,58,25,78,9,20,31,17,1,112,65,47,33,0,523
2021,"Bromley 005","E02000131",10481,9215,7723,152,1340,1277,96,61,196,157,145,50,149,105,318,63,17,46,256,22,180,54,110,6,31,52,21,0,236,140,96,43,0,621
2021,"Bromley 006","E02000132",9835,8675,7433,156,1086,977,67,38,147,99,70,48,132,138,238,109,32,77,146,15,70,61,248,14,72,119,42,1,156,86,70,46,0,564
2021,"Bromley 007","E02000133",10749,10076,9531,138,407,367,27,30,49,16,19,28,38,16,144,40,8,32,53,5,25,23,160,12,42,71,32,3,54,37,17,35,0,371
2021,"Bromley 008","E02000134",11750,10364,8906,129,1329,1244,97,35,229,71,81,85,188,152,306,85,19,66,125,15,71,39,325,3,44,215,62,1,185,74,111,28,0,723
2021,"Bromley 009","E02000135",9870,8286,7009,88,1189,1142,94,23,136,150,134,58,171,102,274,47,15,32,208,10,158,40,145,7,25,87,26,0,202,130,72,15,0,1014
2021,"Bromley 010","E02000136",5741,5044,4790,36,218,204,14,11,14,3,13,30,50,19,50,14,1,13,43,4,28,11,67,1,31,27,8,0,20,14,6,4,0,563
2021,"Bromley 011","E02000137",8402,7633,6848,136,649,586,38,31,64,29,35,35,73,112,169,63,17,46,82,8,49,25,175,9,35,89,41,1,59,42,17,29,0,424
2021,"Bromley 012","E02000138",8503,7897,7028,150,719,646,51,35,98,16,56,28,102,50,210,73,21,52,58,5,26,27,115,11,32,55,16,1,99,56,43,30,0,304
2021,"Bromley 013","E02000139",7715,6983,6316,112,555,510,49,23,96,28,49,16,48,49,152,45,6,39,65,4,37,24,68,4,19,28,17,0,88,53,35,41,0,470
2021,"Bromley 014","E02000140",8681,7075,6506,56,513,476,22,7,57,25,34,63,90,65,113,37,7,30,103,3,72,28,126,3,9,78,35,1,48,26,22,7,0,1322
2021,"Bromley 015","E02000141",7233,6448,5743,93,612,570,43,39,85,63,67,14,93,29,137,42,2,40,96,2,73,21,70,1,13,44,12,0,121,72,49,13,0,485
2021,"Bromley 016","E02000142",8814,8008,7320,113,575,537,43,18,67,53,31,29,58,73,165,38,9,29,67,10,27,30,206,6,38,117,44,1,39,18,21,19,0,475
2021,"Bromley 018","E02000144",10062,8651,7434,139,1078,990,83,31,150,72,62,53,106,153,280,88,25,63,143,38,61,44,581,9,99,361,111,1,155,70,85,44,1,487
2021,"Bromley 019","E02000145",8826,7250,6418,64,768,726,44,28,59,36,25,123,138,81,192,42,10,32,148,1,126,21,134,2,12,83,37,0,62,42,20,8,0,1224
2021,"Bromley 020","E02000146",9700,8604,7891,105,608,564,52,22,81,52,40,21,73,72,151,44,10,34,72,13,30,29,271,9,44,174,44,0,79,43,36,21,0,653
2021,"Bromley 021","E02000147",8190,7578,7165,71,342,315,31,24,44,18,13,22,39,35,89,27,3,24,33,5,12,16,176,2,51,95,28,0,45,18,27,19,0,339
