"date","geography","geography code","Economic activity status: Total: All usual residents aged 16 years and over","Economic activity status: Economically active (excluding full-time students)","Economic activity status: Economically active (excluding full-time students):In employment","Economic activity status: Economically active (excluding full-time students):In employment:Employee","Economic activity status: Economically active (excluding full-time students): In employment: Employee: Part-time","Economic activity status: Economically active (excluding full-time students): In employment: Employee: Full-time","Economic activity status: Economically active (excluding full-time students):In employment:Self-employed with employees","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time","Economic activity status: Economically active (excluding full-time students):In employment:Self-employed without employees","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time","Economic activity status: Economically active (excluding full-time students): Unemployed","Economic activity status: Economically active and a full-time student","Economic activity status: Economically active and a full-time student:In employment","Economic activity status: Economically active and a full-time student:In employment:Employee","Economic activity status: Economically active and a full-time student: In employment: Employee: Part-time","Economic activity status: Economically active and a full-time student: In employment: Employee: Full-time","Economic activity status: Economically active and a full-time student:In employment:Self-employed with employees","Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Part-time","Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Full-time","Economic activity status: Economically active and a full-time student:In employment:Self-employed without employees","Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Part-time","Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Full-time","Economic activity status: Economically active and a full-time student: Unemployed","Economic activity status: Economically inactive","Economic activity status: Economically inactive: Retired","Economic activity status: Economically inactive: Student","Economic activity status: Economically inactive: Looking after home or family","Economic activity status: Economically inactive: Long-term sick or disabled","Economic activity status: Economically inactive: Other"
2021,"Tower Hamlets 025","E02000888",6931,4584,4263,3635,811,2824,95,27,68,533,243,290,321,245,152,139,92,47,2,2,0,11,10,1,93,2102,365,547,624,241,325
2021,"Tower Hamlets 026","E02000889",7439,5284,5002,4342,667,3675,94,37,57,566,263,303,282,206,133,105,66,39,3,1,2,25,16,9,73,1949,453,524,502,206,264
2021,"Tower Hamlets 027","E02000890",5171,3956,3782,3168,357,2811,80,20,60,534,213,321,174,97,62,47,29,18,1,1,0,14,9,5,35,1118,405,252,211,103,147
2021,"Tower Hamlets 030","E02000893",5978,3909,3558,2972,593,2379,91,25,66,495,251,244,351,207,146,126,103,23,3,3,0,17,17,0,61,1862,510,400,451,231,270
2021,"Tower Hamlets 031","E02000894",9019,6302,5885,4957,701,4256,117,33,84,811,339,472,417,365,274,240,195,45,0,0,0,34,26,8,91,2352,526,570,683,212,361
2021,"Waltham Forest 001","E02000895",6836,3870,3659,2846,764,2082,124,23,101,689,319,370,211,132,100,95,79,16,1,0,1,4,4,0,32,2834,1564,396,383,257,234
2021,"Waltham Forest 002","E02000896",7648,4805,4550,3523,827,2696,174,48,126,853,380,473,255,125,100,86,64,22,1,0,1,13,9,4,25,2718,1638,326,330,171,253
2021,"Waltham Forest 003","E02000897",6872,4196,3907,3071,793,2278,128,34,94,708,310,398,289,114,77,64,46,18,0,0,0,13,12,1,37,2562,1217,390,373,341,241
2021,"Waltham Forest 004","E02000898",6488,3875,3625,2835,708,2127,126,33,93,664,290,374,250,107,80,66,47,19,0,0,0,14,10,4,27,2506,1328,344,307,297,230
2021,"Waltham Forest 005","E02000899",7106,4325,4060,3010,838,2172,204,53,151,846,348,498,265,152,120,98,77,21,7,1,6,15,9,6,32,2629,1315,415,420,185,294
2021,"Waltham Forest 006","E02000900",7040,4269,3948,3060,954,2106,154,41,113,734,311,423,321,188,148,121,84,37,2,1,1,25,16,9,40,2583,1019,479,455,295,335
2021,"Waltham Forest 007","E02000901",8390,5536,5221,4121,888,3233,149,30,119,951,434,517,315,156,122,106,75,31,2,1,1,14,9,5,34,2698,1393,438,380,200,287
2021,"Waltham Forest 008","E02000902",7583,4967,4626,3611,946,2665,156,39,117,859,362,497,341,176,130,109,85,24,0,0,0,21,15,6,46,2440,852,499,507,249,333
2021,"Waltham Forest 009","E02000903",7977,4963,4543,3566,947,2619,159,47,112,818,319,499,420,264,178,134,82,52,4,4,0,40,16,24,86,2750,754,622,610,392,372
2021,"Waltham Forest 010","E02000904",6655,4532,4250,3230,775,2455,141,29,112,879,353,526,282,182,131,105,71,34,2,2,0,24,18,6,51,1941,700,403,399,176,263
2021,"Waltham Forest 011","E02000905",8009,5584,5273,3981,973,3008,168,38,130,1124,434,690,311,243,162,131,87,44,5,5,0,26,14,12,81,2182,757,488,457,195,285
2021,"Waltham Forest 012","E02000906",7600,5266,4918,3829,904,2925,130,43,87,959,412,547,348,177,124,97,80,17,2,1,1,25,16,9,53,2157,660,480,457,227,333
2021,"Waltham Forest 013","E02000907",8138,5125,4578,3556,1009,2547,136,34,102,886,401,485,547,205,150,118,83,35,5,1,4,27,19,8,55,2808,751,683,553,370,451
2021,"Waltham Forest 014","E02000908",10470,7352,6937,5449,998,4451,171,48,123,1317,541,776,415,415,278,225,155,70,7,6,1,46,30,16,137,2703,731,790,559,303,320
2021,"Waltham Forest 015","E02000909",7260,5053,4776,3646,788,2858,153,31,122,977,396,581,277,155,123,95,61,34,1,1,0,27,16,11,32,2052,775,407,408,214,248
2021,"Waltham Forest 016","E02000910",9280,6459,6061,4628,980,3648,210,58,152,1223,528,695,398,236,201,137,89,48,15,2,13,49,24,25,35,2585,914,461,553,246,411
2021,"Waltham Forest 017","E02000911",10370,7371,6849,5340,1188,4152,183,50,133,1326,520,806,522,249,199,142,104,38,15,6,9,42,29,13,50,2750,791,589,627,329,414
2021,"Waltham Forest 018","E02000912",7760,4996,4650,3504,854,2650,154,55,99,992,405,587,346,171,118,103,73,30,1,1,0,14,7,7,53,2593,805,537,578,333,340
2021,"Waltham Forest 019","E02000913",7543,4714,4434,3408,857,2551,164,49,115,862,352,510,280,179,135,117,92,25,2,1,1,16,7,9,44,2650,946,569,577,242,316
2021,"Waltham Forest 020","E02000914",9254,5560,4976,3712,1138,2574,175,48,127,1089,444,645,584,321,247,196,140,56,11,5,6,40,18,22,74,3373,791,658,831,453,640
2021,"Waltham Forest 021","E02000915",6698,4618,4331,3388,716,2672,130,34,96,813,357,456,287,181,140,109,64,45,7,5,2,24,12,12,41,1899,792,303,320,235,249
2021,"Waltham Forest 022","E02000916",8483,5706,5331,4027,965,3062,161,46,115,1143,437,706,375,264,166,133,85,48,7,2,5,26,19,7,98,2513,685,554,614,272,388
2021,"Waltham Forest 023","E02000917",7714,5410,5053,3759,772,2987,160,56,104,1134,427,707,357,261,219,156,92,64,8,4,4,55,32,23,42,2043,588,367,474,242,372
2021,"Waltham Forest 024","E02000918",7558,5118,4747,3599,878,2721,158,42,116,990,382,608,371,249,202,153,102,51,5,0,5,44,25,19,47,2191,729,426,446,315,275
2021,"Waltham Forest 025","E02000919",7622,5207,4858,3607,807,2800,131,35,96,1120,423,697,349,283,225,172,103,69,6,3,3,47,28,19,58,2132,724,378,456,241,333
2021,"Waltham Forest 026","E02000920",8373,5344,4932,3855,961,2894,148,40,108,929,353,576,412,289,238,188,125,63,8,3,5,42,21,21,51,2740,795,576,555,370,444
2021,"Waltham Forest 027","E02000921",9127,5911,5421,4101,1130,2971,203,62,141,1117,439,678,490,375,317,211,143,68,26,18,8,80,54,26,58,2841,815,578,555,416,477
2021,"Waltham Forest 028","E02000922",8327,5516,5150,3757,930,2827,208,59,149,1185,457,728,366,342,279,214,136,78,12,6,6,53,28,25,63,2469,841,566,458,275,329
2021,"Wandsworth 001","E02000923",6534,4468,4283,3354,448,2906,140,31,109,789,385,404,185,97,76,63,50,13,0,0,0,13,7,6,21,1969,1015,337,295,125,197
2021,"Wandsworth 003","E02000925",6480,4325,4047,3354,696,2658,103,37,66,590,304,286,278,178,120,97,53,44,1,0,1,22,21,1,58,1977,599,404,400,285,289
2021,"Wandsworth 004","E02000926",10059,7686,7332,6052,702,5350,188,45,143,1092,474,618,354,183,148,120,78,42,6,5,1,22,21,1,35,2190,794,453,376,222,345
2021,"Wandsworth 005","E02000927",6126,4351,4118,3482,466,3016,71,14,57,565,245,320,233,94,68,54,32,22,1,0,1,13,13,0,26,1681,669,302,240,274,196
2021,"Wandsworth 006","E02000928",6951,5010,4805,3833,453,3380,158,19,139,814,403,411,205,70,57,47,32,15,1,0,1,9,6,3,13,1871,955,334,294,106,182
2021,"Wandsworth 007","E02000929",6561,4191,3848,3256,677,2579,88,29,59,504,245,259,343,191,138,122,87,35,1,1,0,15,15,0,53,2179,653,483,360,337,346
2021,"Wandsworth 008","E02000930",8850,6876,6625,5725,574,5151,114,22,92,786,365,421,251,175,137,118,70,48,3,2,1,16,10,6,38,1799,562,630,244,144,219
2021,"Wandsworth 009","E02000931",7109,5725,5572,4654,409,4245,180,19,161,738,330,408,153,115,62,51,26,25,1,1,0,10,10,0,53,1269,510,269,266,90,134
2021,"Wandsworth 010","E02000932",11132,8859,8552,7179,676,6503,220,40,180,1153,493,660,307,157,117,91,59,32,2,1,1,24,17,7,40,2116,895,438,366,116,301
2021,"Wandsworth 011","E02000933",7535,5241,5021,4043,588,3455,187,37,150,791,374,417,220,116,88,72,56,16,1,1,0,15,13,2,28,2178,1064,387,395,151,181
2021,"Wandsworth 012","E02000934",7929,6261,6014,5128,473,4655,121,30,91,765,328,437,247,126,96,76,53,23,2,1,1,18,13,5,30,1542,636,302,230,180,194
2021,"Wandsworth 013","E02000935",5740,2656,2416,1858,604,1254,82,25,57,476,268,208,240,569,315,288,252,36,2,2,0,25,22,3,254,2515,561,1013,433,257,251
2021,"Wandsworth 014","E02000936",8150,5979,5742,4845,559,4286,124,28,96,773,374,399,237,121,102,85,55,30,1,1,0,16,9,7,19,2050,871,383,355,151,290
2021,"Wandsworth 015","E02000937",6388,4764,4592,3670,451,3219,184,20,164,738,341,397,172,64,47,35,26,9,0,0,0,12,12,0,17,1560,524,404,391,121,120
2021,"Wandsworth 016","E02000938",8596,5451,5114,4066,879,3187,185,51,134,863,421,442,337,225,170,142,103,39,1,1,0,27,18,9,55,2920,1182,562,532,346,298
2021,"Wandsworth 017","E02000939",5997,4210,4083,3172,392,2780,167,19,148,744,412,332,127,50,44,36,25,11,1,1,0,7,5,2,6,1737,804,351,373,84,125
2021,"Wandsworth 018","E02000940",7888,5950,5674,4847,693,4154,92,25,67,735,322,413,276,127,103,89,66,23,5,4,1,9,4,5,24,1811,584,390,358,220,259
2021,"Wandsworth 019","E02000941",8208,6236,5999,4909,650,4259,191,24,167,899,434,465,237,102,82,67,46,21,0,0,0,15,9,6,20,1870,798,319,348,166,239
2021,"Wandsworth 020","E02000942",7881,5730,5509,4449,637,3812,161,42,119,899,442,457,221,91,71,57,43,14,1,0,1,13,10,3,20,2060,998,418,363,95,186
2021,"Wandsworth 021","E02000943",7497,5803,5633,4796,498,4298,148,22,126,689,298,391,170,111,94,86,49,37,0,0,0,8,7,1,17,1583,687,317,237,138,204
2021,"Wandsworth 022","E02000944",6100,3858,3592,2870,619,2251,97,31,66,625,292,333,266,144,107,89,57,32,0,0,0,18,13,5,37,2098,540,422,435,442,259
2021,"Wandsworth 023","E02000945",6270,3587,3302,2451,678,1773,119,38,81,732,387,345,285,354,224,209,168,41,1,1,0,14,14,0,130,2329,672,657,401,326,273
2021,"Wandsworth 024","E02000946",7149,4860,4541,3817,506,3311,123,25,98,601,263,338,319,140,86,68,50,18,2,0,2,16,10,6,54,2149,550,359,309,235,696
2021,"Wandsworth 025","E02000947",7519,5805,5583,4661,588,4073,143,25,118,779,337,442,222,107,83,71,44,27,0,0,0,12,11,1,24,1607,735,311,281,118,162
2021,"Wandsworth 026","E02000948",8706,6920,6665,5773,544,5229,141,30,111,751,331,420,255,100,75,66,34,32,2,1,1,7,5,2,25,1686,761,305,262,165,193
2021,"Wandsworth 027","E02000949",8486,6381,6177,5087,527,4560,165,24,141,925,435,490,204,94,73,53,29,24,3,3,0,17,11,6,21,2011,913,363,392,153,190
2021,"Wandsworth 028","E02000950",6225,4232,3949,3073,559,2514,118,33,85,758,368,390,283,125,96,74,48,26,0,0,0,22,19,3,29,1868,756,405,358,152,197
2021,"Wandsworth 029","E02000951",5582,4162,3955,3328,406,2922,88,28,60,539,262,277,207,90,65,54,43,11,2,2,0,9,8,1,25,1330,518,236,220,197,159
2021,"Wandsworth 030","E02000952",5242,3906,3736,3150,337,2813,86,10,76,500,235,265,170,70,59,52,29,23,2,1,1,5,5,0,11,1266,546,222,199,151,148
2021,"Wandsworth 031","E02000953",6256,4645,4490,3878,460,3418,88,16,72,524,223,301,155,186,131,117,90,27,1,1,0,13,13,0,55,1425,448,482,218,130,147
2021,"Wandsworth 032","E02000954",5136,3562,3402,2892,355,2537,63,13,50,447,204,243,160,101,75,56,40,16,1,0,1,18,17,1,26,1473,644,299,242,122,166
2021,"Wandsworth 033","E02000955",5735,3874,3688,3088,541,2547,75,32,43,525,257,268,186,115,88,76,57,19,1,1,0,11,8,3,27,1746,654,375,323,186,208
2021,"Wandsworth 034","E02000956",6366,4278,4049,3394,573,2821,60,13,47,595,269,326,229,246,171,144,114,30,2,1,1,25,21,4,75,1842,474,647,270,234,217
2021,"Wandsworth 035","E02000957",9125,6401,6113,5052,829,4223,141,34,107,920,432,488,288,261,214,162,116,46,0,0,0,52,51,1,47,2463,856,558,470,282,297
2021,"Wandsworth 036","E02000958",6693,4210,3947,3002,666,2336,127,40,87,818,416,402,263,217,133,112,89,23,0,0,0,21,19,2,84,2266,944,606,322,150,244
2021,"Wandsworth 037","E02000959",6314,4352,4076,3226,696,2530,104,32,72,746,356,390,276,159,82,76,65,11,0,0,0,6,6,0,77,1803,615,332,303,268,285
2021,"Westminster 001","E02000960",5222,3022,2873,2186,316,1870,158,39,119,529,277,252,149,81,61,47,36,11,0,0,0,14,13,1,20,2119,740,510,463,138,268
2021,"Westminster 002","E02000961",8020,4864,4503,3509,619,2890,194,39,155,800,383,417,361,127,96,75,53,22,1,1,0,20,15,5,31,3029,810,763,775,308,373
2021,"Westminster 003","E02000962",6725,3753,3535,2778,372,2406,147,40,107,610,317,293,218,204,130,104,54,50,2,1,1,24,22,2,74,2768,999,708,540,251,270
2021,"Westminster 004","E02000963",8646,4898,4374,3483,964,2519,114,32,82,777,357,420,524,235,156,141,111,30,8,8,0,7,7,0,79,3513,957,780,590,674,512
2021,"Westminster 005","E02000964",10293,6231,5698,4577,1015,3562,136,42,94,985,480,505,533,219,167,133,97,36,2,1,1,32,22,10,52,3843,982,882,694,730,555
2021,"Westminster 006","E02000965",6798,4911,4619,3734,530,3204,129,34,95,756,335,421,292,142,104,89,54,35,0,0,0,15,15,0,38,1745,533,455,308,245,204
2021,"Westminster 007","E02000966",7961,5291,5011,3729,540,3189,235,48,187,1047,499,548,280,105,73,62,47,15,2,0,2,9,8,1,32,2565,898,589,400,320,358
2021,"Westminster 008","E02000967",5427,3205,3077,2415,265,2150,153,35,118,509,233,276,128,241,124,106,74,32,1,1,0,17,10,7,117,1981,608,797,324,72,180
2021,"Westminster 009","E02000968",12042,5586,4980,4166,1355,2811,122,51,71,692,374,318,606,426,287,257,202,55,4,4,0,26,17,9,139,6030,1423,1487,1208,1156,756
2021,"Westminster 010","E02000969",7838,4113,3688,3051,805,2246,93,33,60,544,277,267,425,235,158,128,101,27,6,4,2,24,23,1,77,3490,723,829,723,776,439
2021,"Westminster 011","E02000970",6121,3934,3788,2866,382,2484,225,33,192,697,350,347,146,122,83,58,31,27,5,3,2,20,17,3,39,2065,732,602,366,89,276
2021,"Westminster 012","E02000971",6748,4204,3974,3130,427,2703,190,24,166,654,287,367,230,222,154,130,96,34,0,0,0,24,19,5,68,2322,585,944,307,226,260
2021,"Westminster 013","E02000972",7270,4221,4000,3068,484,2584,214,42,172,718,311,407,221,242,154,125,84,41,4,3,1,25,21,4,88,2807,648,1257,246,317,339
2021,"Westminster 014","E02000973",8792,5971,5524,4227,670,3557,230,51,179,1067,545,522,447,154,102,77,51,26,2,2,0,23,17,6,52,2667,820,686,388,337,436
2021,"Westminster 015","E02000974",7689,4235,4023,3110,462,2648,236,56,180,677,291,386,212,265,157,126,87,39,4,0,4,27,22,5,108,3189,753,1250,521,238,427
2021,"Westminster 016","E02000975",6754,4409,4183,3259,358,2901,162,35,127,762,336,426,226,180,125,100,63,37,1,0,1,24,18,6,55,2165,598,892,301,135,239
2021,"Westminster 017","E02000976",7514,4708,4381,3529,490,3039,150,28,122,702,331,371,327,216,174,124,74,50,4,4,0,46,41,5,42,2590,742,882,368,271,327
2021,"Westminster 018","E02000977",5915,3456,3279,2489,385,2104,212,53,159,578,265,313,177,151,86,62,48,14,4,3,1,20,15,5,65,2308,642,864,271,172,359
2021,"Westminster 019","E02000978",6260,3168,3083,2137,281,1856,283,72,211,663,332,331,85,137,89,60,43,17,6,3,3,23,14,9,48,2955,787,1275,504,34,355
2021,"Westminster 020","E02000979",7085,4233,3985,3257,415,2842,149,29,120,579,290,289,248,192,112,87,56,31,4,1,3,21,18,3,80,2660,841,778,370,354,317
2021,"Westminster 021","E02000980",7653,4585,4225,3503,670,2833,135,42,93,587,303,284,360,208,164,146,115,31,0,0,0,18,14,4,44,2860,1039,683,405,398,335
2021,"Westminster 022","E02000981",7518,4956,4728,3757,494,3263,155,33,122,816,352,464,228,135,93,66,43,23,4,4,0,23,18,5,42,2427,752,508,279,542,346
2021,"Westminster 023","E02000982",6576,3778,3443,2681,539,2142,135,31,104,627,291,336,335,174,117,100,72,28,1,1,0,16,9,7,57,2624,822,663,436,358,345
2021,"Westminster 024","E02000983",6594,4003,3715,2981,534,2447,123,46,77,611,285,326,288,136,87,63,50,13,2,0,2,22,16,6,49,2455,893,576,409,339,238
2021,"Bromley 040","E02006782",6503,3968,3768,3009,769,2240,116,27,89,643,289,354,200,131,108,94,57,37,0,0,0,14,10,4,23,2404,1334,304,337,200,229
2021,"Lewisham 037","E02006783",5900,3688,3365,2697,762,1935,106,31,75,562,254,308,323,147,94,87,69,18,0,0,0,7,6,1,53,2065,626,447,385,335,272
2021,"Lewisham 038","E02006784",6348,3832,3521,2822,795,2027,132,40,92,567,234,333,311,141,116,106,87,19,0,0,0,10,7,3,25,2375,970,429,372,336,268
2021,"Bexley 029","E02006785",5400,3300,3101,2558,636,1922,98,23,75,445,170,275,199,91,63,54,44,10,1,1,0,8,8,0,28,2009,1127,243,264,190,185
2021,"Greenwich 033","E02006786",5863,3636,3358,2764,729,2035,84,32,52,510,211,299,278,160,125,110,74,36,5,5,0,10,9,1,35,2067,736,355,344,274,358
2021,"Bromley 041","E02006787",6149,4039,3876,3168,737,2431,97,11,86,611,287,324,163,80,66,60,47,13,1,0,1,5,3,2,14,2030,1196,296,288,118,132
2021,"Croydon 045","E02006788",5927,3857,3587,2950,757,2193,95,24,71,542,263,279,270,154,103,93,73,20,0,0,0,10,8,2,51,1916,723,385,301,280,227
2021,"Bromley 042","E02006789",5672,3105,2995,2242,610,1632,122,32,90,631,303,328,110,70,57,51,46,5,1,0,1,5,5,0,13,2497,1777,208,256,115,141
2021,"Ealing 040","E02006791",6324,4537,4296,3410,504,2906,127,20,107,759,356,403,241,101,68,48,29,19,0,0,0,20,14,6,33,1686,759,313,270,136,208
2021,"Hounslow 029","E02006792",7660,5067,4788,3735,490,3245,161,38,123,892,400,492,279,141,107,89,62,27,7,4,3,11,7,4,34,2452,1118,501,387,215,231
2021,"Enfield 037","E02006793",7324,3896,3447,2769,1033,1736,132,45,87,546,271,275,449,222,166,141,111,30,3,0,3,22,14,8,56,3206,740,684,766,518,498
2021,"Haringey 037","E02006794",6278,3647,3262,2519,957,1562,116,48,68,627,315,312,385,224,152,127,87,40,5,5,0,20,16,4,72,2407,582,491,523,378,433
2021,"Harrow 032","E02006795",6608,4141,3905,3033,809,2224,119,29,90,753,316,437,236,187,156,137,99,38,2,1,1,17,10,7,31,2280,1008,498,449,107,218
2021,"Hillingdon 033","E02006796",7721,5160,4892,4014,851,3163,155,40,115,723,270,453,268,110,79,78,46,32,1,1,0,0,0,0,31,2451,1237,356,400,209,249
2021,"Lewisham 039","E02006798",7415,4923,4517,3658,908,2750,106,34,72,753,374,379,406,318,215,170,131,39,2,1,1,43,34,9,103,2174,500,646,361,275,392
2021,"Barking and Dagenham 023","E02006799",8774,5262,4864,3803,1129,2674,163,44,119,898,369,529,398,295,232,184,136,48,9,4,5,39,21,18,63,3217,861,680,814,463,399
2021,"Redbridge 034","E02006800",11272,6650,6134,4612,1353,3259,273,83,190,1249,488,761,516,369,285,250,178,72,0,0,0,35,15,20,84,4253,1236,906,1164,371,576
2021,"Lambeth 036","E02006801",7751,4300,4011,3383,498,2885,88,19,69,540,265,275,289,420,250,202,157,45,3,1,2,45,37,8,170,3031,737,1580,203,229,282
2021,"Southwark 034","E02006802",8064,4785,4472,3806,654,3152,95,24,71,571,248,323,313,506,302,253,205,48,1,1,0,48,33,15,204,2773,504,1261,268,382,358
2021,"Sutton 025","E02006836",7014,4140,3986,3108,680,2428,222,58,164,656,302,354,154,94,75,63,47,16,2,1,1,10,7,3,19,2780,1736,346,337,200,161
2021,"Tower Hamlets 032","E02006853",9109,6406,6002,5283,767,4516,111,36,75,608,287,321,404,303,189,170,113,57,3,2,1,16,11,5,114,2400,348,734,664,290,364
2021,"Tower Hamlets 033","E02006854",6213,4577,4355,3791,402,3389,96,15,81,468,177,291,222,184,134,104,61,43,3,2,1,27,19,8,50,1452,237,502,350,140,223
2021,"Harrow 033","E02006882",11918,7218,6850,5008,1296,3712,334,74,260,1508,499,1009,368,292,244,195,131,64,3,3,0,46,23,23,48,4408,2320,696,713,265,414
2021,"Hackney 028","E02006918",6338,4139,3761,3041,906,2135,112,48,64,608,297,311,378,148,114,95,81,14,2,2,0,17,15,2,34,2051,399,549,425,330,348
2021,"Hackney 029","E02006921",5551,3272,3020,2467,1195,1272,111,50,61,442,242,200,252,115,92,80,61,19,1,1,0,11,8,3,23,2164,478,684,376,335,291
2021,"Redbridge 035","E02006924",10928,6341,5935,4424,1231,3193,331,108,223,1180,510,670,406,365,289,239,181,58,12,2,10,38,19,19,76,4222,1580,853,984,330,475
2021,"Redbridge 036","E02006925",11729,6835,6429,4802,1325,3477,387,90,297,1240,528,712,406,352,264,215,165,50,9,5,4,40,24,16,88,4542,1905,1157,793,284,403
2021,"Greenwich 034","E02006927",9907,6532,6152,4960,868,4092,201,34,167,991,446,545,380,194,140,116,79,37,0,0,0,24,19,5,54,3181,1455,540,524,367,295
2021,"Greenwich 035","E02006928",10281,6980,6603,5744,725,5019,125,23,102,734,318,416,377,608,370,312,247,65,5,3,2,53,42,11,238,2693,454,1232,424,315,268
2021,"Greenwich 037","E02006930",8120,6044,5719,4762,650,4112,110,27,83,847,366,481,325,287,234,204,144,60,3,3,0,27,20,7,53,1789,647,395,288,207,252
2021,"Greenwich 038","E02006931",7856,5320,5055,4149,681,3468,126,19,107,780,354,426,265,253,171,141,110,31,4,2,2,26,21,5,82,2283,969,544,304,235,231
2021,"Southwark 035","E02006941",5020,4050,3900,3355,208,3147,89,14,75,456,181,275,150,125,77,58,40,18,4,1,3,15,12,3,48,845,279,336,79,44,107
2021,"Southwark 036","E02006942",5862,4376,4161,3553,438,3115,82,13,69,526,201,325,215,182,136,118,67,51,3,2,1,15,15,0,46,1304,319,400,212,185,188
2021,"Barnet 042","E02006953",7511,4899,4527,3623,642,2981,141,44,97,763,340,423,372,379,240,208,136,72,6,4,2,26,19,7,139,2233,304,712,501,241,475
2021,"Barnet 043","E02006954",8054,5218,4899,3730,862,2868,169,39,130,1000,409,591,319,311,239,192,111,81,4,1,3,43,29,14,72,2525,696,622,589,245,373
2021,"Brent 035","E02006955",6412,3814,3560,3035,469,2566,88,31,57,437,179,258,254,565,283,241,187,54,3,0,3,39,27,12,282,2033,219,1124,340,133,217
2021,"Brent 036","E02006956",7383,4024,3732,2983,710,2273,112,26,86,637,218,419,292,533,307,274,223,51,2,1,1,31,25,6,226,2826,888,1020,470,154,294
2021,"Ealing 041","E02006968",6878,4340,4076,3189,514,2675,180,39,141,707,376,331,264,154,120,97,48,49,5,2,3,18,16,2,34,2384,1071,403,511,168,231
2021,"Ealing 042","E02006969",5480,3812,3600,2931,377,2554,100,26,74,569,256,313,212,139,103,88,59,29,0,0,0,15,15,0,36,1529,578,307,306,131,207
2021,"Ealing 043","E02006970",5660,3262,2919,2509,715,1794,100,47,53,310,138,172,343,157,104,97,78,19,3,3,0,4,3,1,53,2241,428,494,704,172,443
2021,"Ealing 044","E02006971",6501,3541,3181,2675,814,1861,138,46,92,368,161,207,360,190,129,120,97,23,2,0,2,7,7,0,61,2770,762,526,713,251,518
2021,"Hounslow 030","E02006972",4288,2788,2573,2075,410,1665,78,20,58,420,196,224,215,84,62,55,41,14,1,1,0,6,6,0,22,1416,420,252,363,186,195
2021,"Hounslow 031","E02006973",6813,4499,4148,3343,738,2605,114,38,76,691,325,366,351,162,124,111,85,26,1,0,1,12,5,7,38,2152,789,365,413,321,264
2021,"Croydon 046","E02006987",6327,4898,4581,3933,584,3349,69,15,54,579,255,324,317,172,139,118,78,40,3,0,3,18,11,7,33,1257,319,226,276,117,319
2021,"Croydon 047","E02006988",5714,3898,3636,2981,626,2355,68,19,49,587,281,306,262,104,81,77,50,27,1,1,0,3,3,0,23,1712,608,256,305,266,277
2021,"Greenwich 039","E02006991",5634,4571,4325,3690,371,3319,83,18,65,552,204,348,246,148,102,84,52,32,1,0,1,17,10,7,46,915,271,214,178,98,154
2021,"Greenwich 040","E02006992",6793,5003,4748,4090,533,3557,80,19,61,578,236,342,255,194,132,107,83,24,7,2,5,18,13,5,62,1596,472,339,362,248,175
2021,"Greenwich 041","E02006993",6850,5067,4814,4180,570,3610,84,19,65,550,239,311,253,306,204,168,112,56,3,2,1,33,24,9,102,1477,248,527,348,170,184
2021,"Greenwich 042","E02006994",6056,4022,3701,3069,719,2350,87,27,60,545,229,316,321,274,203,173,117,56,4,2,2,26,20,6,71,1760,420,360,438,228,314
2021,"Newham 038","E02006995",7287,5464,5217,4663,441,4222,75,21,54,479,183,296,247,337,221,199,132,67,5,2,3,17,10,7,116,1486,99,838,268,122,159
2021,"Newham 039","E02006996",7190,4749,4454,3773,598,3175,100,18,82,581,223,358,295,410,259,225,154,71,2,2,0,32,24,8,151,2031,342,969,338,159,223
2021,"Newham 040","E02006997",6006,4562,4257,3686,517,3169,78,21,57,493,178,315,305,245,177,157,108,49,0,0,0,20,14,6,68,1199,179,398,259,141,222
2021,"Newham 041","E02006998",5479,3668,3317,2622,700,1922,112,22,90,583,231,352,351,248,168,134,96,38,0,0,0,34,17,17,80,1563,325,388,403,186,261
2021,"Newham 042","E02006999",9345,7465,7082,6090,753,5337,189,47,142,803,312,491,383,324,232,200,110,90,6,1,5,26,15,11,92,1556,221,459,467,149,260
2021,"Lewisham 040","E02007008",4928,3693,3446,3039,427,2612,34,10,24,373,153,220,247,216,123,110,86,24,3,0,3,10,9,1,93,1019,137,456,198,93,135
2021,"Lewisham 041","E02007009",7570,5002,4566,3804,906,2898,82,27,55,680,330,350,436,254,192,156,96,60,6,5,1,30,24,6,62,2314,701,377,388,385,463
2021,"Redbridge 037","E02007017",6625,3945,3689,2955,833,2122,144,38,106,590,221,369,256,199,152,127,100,27,1,0,1,24,16,8,47,2481,970,592,487,177,255
2021,"Redbridge 038","E02007018",5373,3315,3094,2445,722,1723,113,32,81,536,209,327,221,172,136,117,85,32,1,1,0,18,9,9,36,1886,517,419,520,192,238
2021,"Redbridge 039","E02007019",5290,3082,2823,2203,656,1547,113,40,73,507,231,276,259,219,161,134,88,46,1,0,1,26,17,9,58,1989,386,398,675,214,316
