"date","geography","geography code","Second address type: Total: All usual residents","Second address type: Armed forces base address","Second address type: Another address when working away from home","Second address type: Holiday home","Second address type: Student's term-time address","Second address type: Student's home address","Second address type: Another parent or guardian's address","Second address type: Partner's address","Second address type: Other","Second address type: Second address type not specified"
2021,"Redbridge 024","E02000774",269,1,13,30,0,9,66,39,111,0
2021,"Redbridge 026","E02000776",216,0,28,21,1,8,69,24,65,0
2021,"Redbridge 027","E02000777",285,1,23,76,2,6,72,30,75,0
2021,"Redbridge 029","E02000779",347,1,28,30,1,4,104,44,135,0
2021,"Redbridge 031","E02000781",453,1,31,45,11,19,107,60,179,0
2021,"Redbridge 032","E02000782",342,0,27,30,2,14,115,38,116,0
2021,"Redbridge 033","E02000783",257,0,4,14,1,3,99,55,81,0
2021,"Richmond upon Thames 001","E02000784",1209,4,97,540,0,59,182,81,246,0
2021,"Richmond upon Thames 002","E02000785",923,4,80,375,3,22,159,90,190,0
2021,"Richmond upon Thames 003","E02000786",986,2,66,369,5,20,238,93,193,0
2021,"Richmond upon Thames 004","E02000787",823,0,87,245,0,16,191,77,207,0
2021,"Richmond upon Thames 005","E02000788",581,2,52,235,0,7,124,49,112,0
2021,"Richmond upon Thames 006","E02000789",572,4,52,197,2,16,114,43,144,0
2021,"Richmond upon Thames 007","E02000790",499,1,31,182,0,11,115,44,115,0
2021,"Richmond upon Thames 008","E02000791",810,3,67,311,1,38,142,62,186,0
2021,"Richmond upon Thames 009","E02000792",717,3,67,262,2,22,159,70,132,0
2021,"Richmond upon Thames 010","E02000793",354,1,24,67,0,23,95,49,95,0
2021,"Richmond upon Thames 011","E02000794",423,0,29,127,0,34,98,43,92,0
2021,"Richmond upon Thames 012","E02000795",636,1,51,274,1,40,87,28,154,0
2021,"Richmond upon Thames 013","E02000796",368,0,31,68,0,17,105,60,87,0
2021,"Richmond upon Thames 014","E02000797",642,2,26,150,2,64,175,68,155,0
2021,"Richmond upon Thames 015","E02000798",572,1,41,138,3,36,188,57,108,0
2021,"Richmond upon Thames 016","E02000799",1073,0,38,149,1,445,284,63,93,0
2021,"Richmond upon Thames 017","E02000800",306,1,18,69,1,5,84,28,100,0
2021,"Richmond upon Thames 018","E02000801",508,3,23,150,0,37,152,45,98,0
2021,"Richmond upon Thames 019","E02000802",446,0,30,143,4,10,116,63,80,0
2021,"Richmond upon Thames 020","E02000803",457,0,39,121,1,12,140,43,101,0
2021,"Richmond upon Thames 021","E02000804",509,1,33,145,0,68,121,51,90,0
2021,"Richmond upon Thames 022","E02000805",745,1,50,260,4,33,172,84,141,0
2021,"Richmond upon Thames 023","E02000806",578,1,47,210,5,13,122,55,125,0
2021,"Southwark 001","E02000807",737,1,52,104,3,61,280,97,139,0
2021,"Southwark 002","E02000808",2146,1,77,175,5,971,528,163,226,0
2021,"Southwark 004","E02000810",873,2,49,103,4,82,322,136,175,0
2021,"Southwark 006","E02000812",1197,6,58,73,3,433,352,118,154,0
2021,"Southwark 007","E02000813",800,0,54,91,1,99,320,87,148,0
2021,"Southwark 008","E02000814",950,1,76,141,1,87,317,118,209,0
2021,"Southwark 009","E02000815",1358,1,41,58,2,539,440,151,126,0
2021,"Southwark 010","E02000816",661,3,39,62,4,124,205,92,132,0
2021,"Southwark 011","E02000817",366,0,23,34,3,48,89,55,114,0
2021,"Southwark 012","E02000818",801,0,52,55,1,140,295,114,144,0
2021,"Southwark 013","E02000819",630,0,35,39,5,176,199,65,111,0
2021,"Southwark 014","E02000820",977,2,42,56,4,259,347,116,151,0
2021,"Southwark 015","E02000821",540,0,44,50,1,64,125,66,190,0
2021,"Southwark 016","E02000822",398,0,23,32,0,67,132,51,93,0
2021,"Southwark 017","E02000823",626,0,41,65,0,85,208,80,147,0
2021,"Southwark 018","E02000824",466,0,28,38,6,53,142,78,121,0
2021,"Southwark 019","E02000825",606,1,36,32,2,173,149,71,142,0
2021,"Southwark 020","E02000826",713,0,40,37,1,178,205,151,101,0
2021,"Southwark 021","E02000827",656,1,34,82,1,65,227,104,142,0
2021,"Southwark 022","E02000828",525,1,16,32,2,101,160,83,130,0
2021,"Southwark 023","E02000829",635,1,38,40,3,88,211,102,152,0
2021,"Southwark 024","E02000830",720,0,56,127,2,74,227,88,146,0
2021,"Southwark 025","E02000831",606,3,38,88,1,42,191,120,123,0
2021,"Southwark 026","E02000832",437,3,29,63,0,26,137,53,126,0
2021,"Southwark 027","E02000833",529,0,39,78,0,32,155,73,152,0
2021,"Southwark 028","E02000834",679,0,28,96,2,150,205,95,103,0
2021,"Southwark 029","E02000835",387,0,29,92,2,22,131,42,69,0
2021,"Southwark 030","E02000836",506,1,27,110,2,15,166,66,119,0
2021,"Southwark 031","E02000837",883,1,44,438,0,37,146,59,158,0
2021,"Southwark 032","E02000838",517,0,46,116,2,29,186,36,102,0
2021,"Southwark 033","E02000839",669,1,41,149,0,71,204,61,142,0
2021,"Sutton 001","E02000840",260,1,23,46,0,12,92,33,53,0
2021,"Sutton 002","E02000841",229,1,13,30,5,2,88,35,55,0
2021,"Sutton 003","E02000842",208,3,20,36,1,5,63,31,49,0
2021,"Sutton 004","E02000843",320,1,15,48,2,5,122,52,75,0
2021,"Sutton 005","E02000844",277,3,17,40,0,5,99,39,74,0
2021,"Sutton 006","E02000845",342,2,28,58,2,7,111,32,102,0
2021,"Sutton 007","E02000846",284,2,20,48,0,3,91,40,80,0
2021,"Sutton 008","E02000847",317,5,32,74,0,6,95,32,73,0
2021,"Sutton 009","E02000848",234,4,16,52,1,5,76,25,55,0
2021,"Sutton 010","E02000849",236,0,16,47,1,3,86,25,58,0
2021,"Sutton 011","E02000850",345,0,38,42,1,6,105,51,102,0
2021,"Sutton 012","E02000851",528,0,53,65,3,9,168,74,156,0
2021,"Sutton 013","E02000852",272,2,24,34,1,7,96,32,76,0
2021,"Sutton 014","E02000853",295,0,26,51,3,2,112,34,67,0
2021,"Sutton 015","E02000854",270,0,24,62,3,3,89,31,58,0
2021,"Sutton 016","E02000855",294,1,22,90,2,4,85,29,61,0
2021,"Sutton 017","E02000856",365,3,25,86,0,5,129,51,66,0
2021,"Sutton 018","E02000857",401,0,40,58,2,6,144,55,96,0
2021,"Sutton 019","E02000858",243,1,20,22,2,1,114,23,60,0
2021,"Sutton 020","E02000859",311,3,20,79,4,5,85,53,62,0
2021,"Sutton 021","E02000860",413,0,39,55,1,2,131,52,133,0
2021,"Sutton 022","E02000861",369,2,30,124,3,7,83,41,79,0
2021,"Sutton 024","E02000863",227,4,24,60,4,5,44,28,58,0
2021,"Tower Hamlets 001","E02000864",619,0,46,56,2,68,230,95,122,0
2021,"Tower Hamlets 002","E02000865",478,1,31,27,0,42,140,51,186,0
2021,"Tower Hamlets 003","E02000866",802,1,56,125,2,139,241,82,156,0
2021,"Tower Hamlets 004","E02000867",798,0,57,60,2,124,292,112,151,0
2021,"Tower Hamlets 005","E02000868",535,1,27,45,0,137,173,71,81,0
2021,"Tower Hamlets 006","E02000869",401,0,23,57,3,58,120,55,85,0
2021,"Tower Hamlets 007","E02000870",400,1,23,43,0,53,157,54,69,0
2021,"Tower Hamlets 008","E02000871",579,1,23,39,3,91,222,68,132,0
2021,"Tower Hamlets 009","E02000872",575,0,30,49,1,89,232,82,92,0
2021,"Tower Hamlets 010","E02000873",1715,0,29,38,2,998,413,106,129,0
2021,"Tower Hamlets 011","E02000874",579,0,22,25,1,191,174,60,106,0
2021,"Tower Hamlets 012","E02000875",692,1,33,51,1,126,253,108,119,0
2021,"Tower Hamlets 013","E02000876",575,0,33,46,1,109,207,57,122,0
2021,"Tower Hamlets 014","E02000877",932,3,38,68,1,256,347,109,110,0
2021,"Tower Hamlets 015","E02000878",1262,0,52,78,1,393,438,125,175,0
2021,"Tower Hamlets 016","E02000879",503,3,29,38,3,162,135,63,70,0
2021,"Tower Hamlets 017","E02000880",644,0,26,28,2,244,184,47,113,0
2021,"Tower Hamlets 018","E02000881",547,0,21,40,1,59,204,60,162,0
2021,"Tower Hamlets 019","E02000882",462,1,21,40,0,65,156,76,103,0
2021,"Tower Hamlets 020","E02000883",362,0,24,40,3,77,117,27,74,0
2021,"Tower Hamlets 021","E02000884",1529,2,65,59,10,465,594,129,205,0
2021,"Tower Hamlets 022","E02000885",312,0,18,23,2,56,114,25,74,0
2021,"Tower Hamlets 023","E02000886",741,0,36,94,0,87,255,105,164,0
2021,"Tower Hamlets 024","E02000887",526,1,42,52,2,57,177,67,128,0
2021,"Tower Hamlets 025","E02000888",536,0,29,57,0,83,176,80,111,0
2021,"Tower Hamlets 026","E02000889",788,0,42,121,2,101,274,79,169,0
2021,"Tower Hamlets 027","E02000890",646,0,66,105,0,40,163,107,165,0
2021,"Tower Hamlets 030","E02000893",468,0,45,44,3,56,144,53,123,0
2021,"Tower Hamlets 031","E02000894",887,0,56,93,1,178,280,99,180,0
2021,"Waltham Forest 001","E02000895",244,1,17,53,0,4,67,35,67,0
2021,"Waltham Forest 002","E02000896",359,2,18,95,0,5,99,53,87,0
2021,"Waltham Forest 003","E02000897",252,0,14,64,1,5,77,30,61,0
2021,"Waltham Forest 004","E02000898",265,2,7,50,0,6,95,40,65,0
2021,"Waltham Forest 005","E02000899",315,0,20,59,4,6,83,27,116,0
2021,"Waltham Forest 006","E02000900",246,0,16,47,0,10,61,41,71,0
2021,"Waltham Forest 007","E02000901",380,1,22,83,2,5,108,42,117,0
2021,"Waltham Forest 008","E02000902",335,1,17,62,2,6,114,53,80,0
2021,"Waltham Forest 009","E02000903",311,0,22,31,1,15,107,43,92,0
2021,"Waltham Forest 010","E02000904",331,2,24,46,1,4,129,42,83,0
2021,"Waltham Forest 011","E02000905",332,0,21,52,1,12,90,62,94,0
2021,"Waltham Forest 012","E02000906",382,0,23,31,1,16,128,66,117,0
2021,"Waltham Forest 013","E02000907",373,2,32,49,2,5,119,54,110,0
2021,"Waltham Forest 014","E02000908",766,1,37,58,6,175,230,95,164,0
2021,"Waltham Forest 015","E02000909",394,1,24,59,0,9,121,59,121,0
2021,"Waltham Forest 016","E02000910",522,2,39,60,3,17,171,89,141,0
2021,"Waltham Forest 017","E02000911",529,0,46,56,3,17,192,69,146,0
2021,"Waltham Forest 018","E02000912",340,0,32,52,0,7,82,51,116,0
2021,"Waltham Forest 019","E02000913",322,1,18,55,0,9,100,44,95,0
2021,"Waltham Forest 020","E02000914",450,0,24,73,2,11,131,75,134,0
2021,"Waltham Forest 021","E02000915",335,1,16,54,0,12,104,45,103,0
2021,"Waltham Forest 022","E02000916",439,0,23,52,1,12,136,58,157,0
2021,"Waltham Forest 023","E02000917",399,0,26,49,3,10,128,44,139,0
2021,"Waltham Forest 024","E02000918",433,0,32,71,2,15,118,62,133,0
2021,"Waltham Forest 025","E02000919",470,0,19,77,0,21,144,69,140,0
2021,"Waltham Forest 026","E02000920",403,1,38,32,0,21,115,58,138,0
2021,"Waltham Forest 027","E02000921",531,1,33,69,2,18,195,52,161,0
2021,"Waltham Forest 028","E02000922",405,0,25,57,1,12,113,57,140,0
2021,"Wandsworth 001","E02000923",1056,11,76,272,2,45,233,111,306,0
2021,"Wandsworth 003","E02000925",631,0,28,127,1,27,175,67,206,0
2021,"Wandsworth 004","E02000926",1250,4,78,255,4,62,411,176,260,0
2021,"Wandsworth 005","E02000927",591,1,44,79,0,33,230,80,124,0
2021,"Wandsworth 006","E02000928",793,2,38,299,4,27,215,63,145,0
2021,"Wandsworth 007","E02000929",487,1,41,47,1,30,201,46,120,0
2021,"Wandsworth 008","E02000930",1141,5,56,191,1,131,439,142,176,0
2021,"Wandsworth 009","E02000931",937,1,64,273,0,33,321,97,148,0
2021,"Wandsworth 010","E02000932",1231,2,110,309,2,41,369,144,254,0
2021,"Wandsworth 011","E02000933",867,2,54,354,3,16,190,83,165,0
2021,"Wandsworth 012","E02000934",808,1,61,163,0,44,309,101,129,0
2021,"Wandsworth 013","E02000935",1251,0,24,93,3,665,294,47,125,0
2021,"Wandsworth 014","E02000936",839,0,57,152,2,33,309,108,178,0
2021,"Wandsworth 015","E02000937",909,1,46,382,3,22,216,70,169,0
2021,"Wandsworth 016","E02000938",694,1,48,148,6,45,161,83,202,0
2021,"Wandsworth 017","E02000939",872,1,45,417,5,22,172,63,147,0
2021,"Wandsworth 018","E02000940",610,4,47,54,1,16,239,105,144,0
2021,"Wandsworth 019","E02000941",861,2,41,257,1,35,269,74,182,0
2021,"Wandsworth 020","E02000942",685,0,57,174,1,22,202,84,145,0
2021,"Wandsworth 021","E02000943",811,3,37,209,0,36,287,92,147,0
2021,"Wandsworth 022","E02000944",392,0,25,70,4,31,116,59,87,0
2021,"Wandsworth 023","E02000945",681,1,26,66,3,217,184,58,126,0
2021,"Wandsworth 024","E02000946",517,1,19,82,2,35,188,87,103,0
2021,"Wandsworth 025","E02000947",579,1,39,116,2,42,194,65,120,0
2021,"Wandsworth 026","E02000948",804,3,45,111,0,24,351,113,157,0
2021,"Wandsworth 027","E02000949",1024,1,36,401,2,27,295,102,160,0
2021,"Wandsworth 028","E02000950",527,2,36,139,1,38,110,61,140,0
2021,"Wandsworth 029","E02000951",584,1,18,150,0,32,192,87,104,0
2021,"Wandsworth 030","E02000952",448,3,16,125,0,14,171,52,67,0
2021,"Wandsworth 031","E02000953",755,3,26,51,1,296,206,76,96,0
2021,"Wandsworth 032","E02000954",416,0,25,31,1,79,145,62,73,0
2021,"Wandsworth 033","E02000955",383,1,12,27,0,63,153,56,71,0
2021,"Wandsworth 034","E02000956",752,0,22,34,1,289,250,69,87,0
2021,"Wandsworth 035","E02000957",661,3,31,53,2,108,238,89,137,0
2021,"Wandsworth 036","E02000958",617,1,23,71,3,184,177,54,104,0
2021,"Wandsworth 037","E02000959",433,3,23,50,2,20,163,52,120,0
2021,"Westminster 001","E02000960",841,1,84,218,1,45,176,93,223,0
2021,"Westminster 002","E02000961",1107,2,101,365,3,41,213,114,268,0
2021,"Westminster 003","E02000962",1125,1,90,323,0,77,274,112,248,0
2021,"Westminster 004","E02000963",458,1,32,70,2,27,143,71,112,0
2021,"Westminster 005","E02000964",804,0,56,101,3,55,243,92,254,0
2021,"Westminster 006","E02000965",865,2,75,142,2,97,248,101,198,0
2021,"Westminster 007","E02000966",1391,1,111,441,5,54,279,117,383,0
2021,"Westminster 008","E02000967",1287,0,97,305,1,173,312,120,279,0
2021,"Westminster 009","E02000968",931,1,99,102,1,118,232,84,294,0
2021,"Westminster 010","E02000969",545,1,45,81,1,29,166,77,145,0
2021,"Westminster 011","E02000970",1502,1,126,376,2,101,322,147,427,0
2021,"Westminster 012","E02000971",1470,0,119,249,3,258,363,128,350,0
2021,"Westminster 013","E02000972",1671,1,100,199,5,347,483,160,376,0
2021,"Westminster 014","E02000973",1439,3,124,403,2,99,329,132,347,0
2021,"Westminster 015","E02000974",1912,0,129,303,2,476,407,169,426,0
2021,"Westminster 016","E02000975",1350,1,101,249,0,195,385,106,313,0
2021,"Westminster 017","E02000976",1334,1,115,246,0,224,326,120,302,0
2021,"Westminster 018","E02000977",1672,0,110,244,0,305,475,167,371,0
2021,"Westminster 019","E02000978",2629,2,154,609,0,540,464,168,692,0
2021,"Westminster 020","E02000979",1801,6,124,385,0,396,312,158,420,0
2021,"Westminster 021","E02000980",1086,1,85,182,0,97,266,127,328,0
2021,"Westminster 022","E02000981",1317,3,112,289,0,90,349,140,334,0
2021,"Westminster 023","E02000982",877,0,82,169,3,51,213,91,268,0
2021,"Westminster 024","E02000983",811,1,77,139,2,48,232,109,203,0
2021,"Bromley 040","E02006782",316,2,34,81,1,10,86,42,60,0
2021,"Lewisham 037","E02006783",227,2,13,15,1,11,58,29,98,0
2021,"Lewisham 038","E02006784",301,1,30,69,5,7,75,24,90,0
2021,"Bexley 029","E02006785",192,1,7,40,3,5,57,28,51,0
2021,"Greenwich 033","E02006786",291,1,32,49,3,12,78,33,83,0
2021,"Bromley 041","E02006787",249,2,10,47,1,3,74,40,72,0
2021,"Croydon 045","E02006788",206,1,17,24,2,4,66,24,68,0
2021,"Bromley 042","E02006789",225,1,17,54,1,2,72,19,59,0
2021,"Ealing 040","E02006791",575,3,51,127,0,47,165,70,112,0
2021,"Hounslow 029","E02006792",881,0,57,218,4,47,227,103,225,0
2021,"Enfield 037","E02006793",287,0,24,28,0,18,77,35,105,0
2021,"Haringey 037","E02006794",277,1,13,42,3,8,73,30,107,0
2021,"Harrow 032","E02006795",279,0,44,32,4,4,50,30,115,0
2021,"Hillingdon 033","E02006796",436,7,30,46,0,10,152,62,129,0
2021,"Lewisham 039","E02006798",569,1,26,31,1,117,209,77,107,0
2021,"Barking and Dagenham 023","E02006799",318,2,15,44,1,17,94,51,94,0
2021,"Redbridge 034","E02006800",471,0,39,56,1,21,115,67,172,0
2021,"Lambeth 036","E02006801",1680,2,39,129,0,682,476,123,229,0
2021,"Southwark 034","E02006802",1471,0,58,102,3,581,448,112,167,0
2021,"Sutton 025","E02006836",357,0,44,105,2,6,79,36,85,0
2021,"Tower Hamlets 032","E02006853",931,0,72,70,4,76,406,92,211,0
2021,"Tower Hamlets 033","E02006854",766,1,57,84,3,93,274,90,164,0
2021,"Harrow 033","E02006882",507,0,39,106,1,15,102,43,201,0
2021,"Hackney 028","E02006918",276,2,26,17,3,11,105,44,68,0
2021,"Hackney 029","E02006921",288,0,18,39,1,9,85,36,100,0
2021,"Redbridge 035","E02006924",471,1,30,94,1,14,128,56,147,0
2021,"Redbridge 036","E02006925",456,0,51,71,5,13,92,63,161,0
2021,"Greenwich 034","E02006927",680,11,61,193,2,16,189,67,141,0
2021,"Greenwich 035","E02006928",1573,0,55,79,2,639,477,128,193,0
2021,"Greenwich 037","E02006930",605,3,22,96,2,52,247,56,127,0
2021,"Greenwich 038","E02006931",776,2,47,176,0,105,208,67,171,0
2021,"Southwark 035","E02006941",761,1,56,111,0,84,257,90,162,0
2021,"Southwark 036","E02006942",716,1,40,80,1,117,251,101,125,0
2021,"Barnet 042","E02006953",957,1,54,71,4,193,270,90,274,0
2021,"Barnet 043","E02006954",567,1,61,53,0,35,192,55,170,0
2021,"Brent 035","E02006955",1314,0,34,68,6,633,358,73,142,0
2021,"Brent 036","E02006956",1079,0,20,58,2,511,259,95,134,0
2021,"Ealing 041","E02006968",644,2,61,148,1,34,168,64,166,0
2021,"Ealing 042","E02006969",550,0,42,79,2,53,186,64,124,0
2021,"Ealing 043","E02006970",230,0,22,13,1,10,51,40,93,0
2021,"Ealing 044","E02006971",270,0,17,41,1,11,59,27,114,0
2021,"Hounslow 030","E02006972",464,0,44,55,0,47,130,57,131,0
2021,"Hounslow 031","E02006973",471,2,30,111,1,12,130,62,123,0
2021,"Croydon 046","E02006987",462,0,18,52,0,9,198,77,108,0
2021,"Croydon 047","E02006988",315,0,27,23,0,5,127,48,85,0
2021,"Greenwich 039","E02006991",431,0,37,68,0,28,144,58,96,0
2021,"Greenwich 040","E02006992",471,2,43,70,1,35,145,72,103,0
2021,"Greenwich 041","E02006993",601,1,42,30,3,128,213,69,115,0
2021,"Greenwich 042","E02006994",351,0,24,50,2,20,121,38,96,0
2021,"Newham 038","E02006995",921,1,48,42,1,220,373,94,142,0
2021,"Newham 039","E02006996",949,2,33,55,1,362,274,74,148,0
2021,"Newham 040","E02006997",503,1,34,21,0,55,218,64,110,0
2021,"Newham 041","E02006998",306,0,27,37,0,25,105,27,85,0
2021,"Newham 042","E02006999",732,1,62,65,0,39,285,100,180,0
2021,"Lewisham 040","E02007008",491,0,12,24,0,115,197,60,83,0
2021,"Lewisham 041","E02007009",506,0,40,68,0,32,144,98,124,0
2021,"Redbridge 037","E02007017",229,1,23,25,3,10,63,34,70,0
2021,"Redbridge 038","E02007018",271,0,19,40,0,9,88,40,75,0
2021,"Redbridge 039","E02007019",264,0,19,19,0,5,83,53,85,0
2021,"Redbridge 040","E02007020",295,0,19,26,0,10,101,42,97,0
2021,"Wandsworth 038","E02007083",1041,0,76,160,1,90,373,116,225,0
2021,"Wandsworth 039","E02007084",629,1,39,61,1,40,246,86,155,0
2021,"Hackney 030","E02007108",463,0,37,36,0,27,191,78,94,0
2021,"Hackney 031","E02007109",486,0,27,106,0,16,171,69,97,0
2021,"Hackney 032","E02007110",793,0,28,39,2,201,297,95,131,0
2021,"Hackney 033","E02007111",808,0,47,68,0,170,304,94,125,0
2021,"Tower Hamlets 034","E02007112",514,0,43,35,6,48,232,58,92,0
2021,"Tower Hamlets 035","E02007113",595,3,43,40,4,53,248,60,144,0
2021,"Tower Hamlets 036","E02007114",704,2,45,39,3,208,215,91,101,0
2021,"Camden 029","E02007115",2959,0,57,131,0,1639,706,171,255,0
