"date","geography","geography code","Disability: Total: All usual residents","Disability: Disabled under the Equality Act","Disability: Disabled under the Equality Act: Day-to-day activities limited a lot","Disability: Disabled under the Equality Act: Day-to-day activities limited a little","Disability: Not disabled under the Equality Act","Disability: Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited","Disability: Not disabled under the Equality Act: No long term physical or mental health conditions"
2021,"Southwark 017","E02000823",8685,1252,519,733,7433,532,6901
2021,"Southwark 018","E02000824",9902,1386,623,763,8516,461,8055
2021,"Southwark 019","E02000825",10225,1455,703,752,8770,457,8313
2021,"Southwark 020","E02000826",9881,1308,564,744,8573,559,8014
2021,"Southwark 021","E02000827",11311,1548,637,911,9763,577,9186
2021,"Southwark 022","E02000828",8813,1270,520,750,7543,410,7133
2021,"Southwark 023","E02000829",10925,1830,868,962,9095,598,8497
2021,"Southwark 024","E02000830",8884,1165,419,746,7719,633,7086
2021,"Southwark 025","E02000831",9355,1339,527,812,8016,616,7400
2021,"Southwark 026","E02000832",9686,1678,785,893,8008,568,7440
2021,"Southwark 027","E02000833",7487,1014,430,584,6473,432,6041
2021,"Southwark 028","E02000834",9389,1170,435,735,8219,685,7534
2021,"Southwark 029","E02000835",7680,1011,397,614,6669,546,6123
2021,"Southwark 030","E02000836",8296,1012,344,668,7284,604,6680
2021,"Southwark 031","E02000837",8559,931,313,618,7628,654,6974
2021,"Southwark 032","E02000838",9497,1277,486,791,8220,616,7604
2021,"Southwark 033","E02000839",8480,1076,418,658,7404,495,6909
2021,"Sutton 001","E02000840",9321,1642,747,895,7679,464,7215
2021,"Sutton 002","E02000841",9188,1576,736,840,7612,459,7153
2021,"Sutton 003","E02000842",8279,1087,424,663,7192,498,6694
2021,"Sutton 004","E02000843",9473,1176,472,704,8297,599,7698
2021,"Sutton 005","E02000844",8657,1386,597,789,7271,554,6717
2021,"Sutton 006","E02000845",9420,1123,411,712,8297,572,7725
2021,"Sutton 007","E02000846",7615,984,425,559,6631,483,6148
2021,"Sutton 008","E02000847",9423,1259,521,738,8164,615,7549
2021,"Sutton 009","E02000848",8139,935,332,603,7204,493,6711
2021,"Sutton 010","E02000849",8178,1221,527,694,6957,562,6395
2021,"Sutton 011","E02000850",10834,1501,593,908,9333,685,8648
2021,"Sutton 012","E02000851",11581,1606,647,959,9975,631,9344
2021,"Sutton 013","E02000852",8146,1048,397,651,7098,552,6546
2021,"Sutton 014","E02000853",8170,1113,438,675,7057,513,6544
2021,"Sutton 015","E02000854",7612,1035,355,680,6577,585,5992
2021,"Sutton 016","E02000855",8204,1085,419,666,7119,581,6538
2021,"Sutton 017","E02000856",9330,1204,463,741,8126,643,7483
2021,"Sutton 018","E02000857",8995,1208,520,688,7787,589,7198
2021,"Sutton 019","E02000858",8569,1682,775,907,6887,476,6411
2021,"Sutton 020","E02000859",8486,1397,602,795,7089,598,6491
2021,"Sutton 021","E02000860",8784,1328,617,711,7456,492,6964
2021,"Sutton 022","E02000861",7776,977,348,629,6799,628,6171
2021,"Sutton 024","E02000863",6737,946,360,586,5791,460,5331
2021,"Tower Hamlets 001","E02000864",11261,1716,771,945,9545,633,8912
2021,"Tower Hamlets 002","E02000865",7961,1276,627,649,6685,349,6336
2021,"Tower Hamlets 003","E02000866",10646,1521,636,885,9125,647,8478
2021,"Tower Hamlets 004","E02000867",11328,1479,586,893,9849,668,9181
2021,"Tower Hamlets 005","E02000868",7197,986,418,568,6211,404,5807
2021,"Tower Hamlets 006","E02000869",5931,905,427,478,5026,341,4685
2021,"Tower Hamlets 007","E02000870",6371,965,437,528,5406,312,5094
2021,"Tower Hamlets 008","E02000871",11514,1588,670,918,9926,448,9478
2021,"Tower Hamlets 009","E02000872",8145,1152,497,655,6993,339,6654
2021,"Tower Hamlets 010","E02000873",9852,1309,494,815,8543,449,8094
2021,"Tower Hamlets 011","E02000874",7496,1046,487,559,6450,316,6134
2021,"Tower Hamlets 012","E02000875",13571,1935,885,1050,11636,584,11052
2021,"Tower Hamlets 013","E02000876",7276,1024,474,550,6252,290,5962
2021,"Tower Hamlets 014","E02000877",13809,1768,768,1000,12041,676,11365
2021,"Tower Hamlets 015","E02000878",10433,1403,618,785,9030,422,8608
2021,"Tower Hamlets 016","E02000879",8343,1277,616,661,7066,351,6715
2021,"Tower Hamlets 017","E02000880",6513,891,381,510,5622,285,5337
2021,"Tower Hamlets 018","E02000881",10831,1455,673,782,9376,395,8981
2021,"Tower Hamlets 019","E02000882",11501,1725,908,817,9776,474,9302
2021,"Tower Hamlets 020","E02000883",9286,1391,688,703,7895,325,7570
2021,"Tower Hamlets 021","E02000884",12769,1208,510,698,11561,546,11015
2021,"Tower Hamlets 022","E02000885",7054,1144,533,611,5910,297,5613
2021,"Tower Hamlets 023","E02000886",9591,1117,446,671,8474,471,8003
2021,"Tower Hamlets 024","E02000887",10801,1475,724,751,9326,390,8936
2021,"Tower Hamlets 025","E02000888",8621,1029,455,574,7592,355,7237
2021,"Tower Hamlets 026","E02000889",8968,985,372,613,7983,469,7514
2021,"Tower Hamlets 027","E02000890",5815,574,196,378,5241,361,4880
2021,"Tower Hamlets 030","E02000893",7412,1038,449,589,6374,352,6022
2021,"Tower Hamlets 031","E02000894",11007,1191,462,729,9816,534,9282
2021,"Waltham Forest 001","E02000895",8371,1354,622,732,7017,430,6587
2021,"Waltham Forest 002","E02000896",9328,1344,526,818,7984,615,7369
2021,"Waltham Forest 003","E02000897",8568,1486,728,758,7082,494,6588
2021,"Waltham Forest 004","E02000898",8011,1337,630,707,6674,443,6231
2021,"Waltham Forest 005","E02000899",8814,1197,534,663,7617,413,7204
2021,"Waltham Forest 006","E02000900",8975,1267,585,682,7708,388,7320
2021,"Waltham Forest 007","E02000901",10492,1295,522,773,9197,680,8517
2021,"Waltham Forest 008","E02000902",9960,1191,527,664,8769,449,8320
2021,"Waltham Forest 009","E02000903",10275,1501,739,762,8774,430,8344
2021,"Waltham Forest 010","E02000904",8423,1013,359,654,7410,433,6977
2021,"Waltham Forest 011","E02000905",10473,1154,476,678,9319,574,8745
2021,"Waltham Forest 012","E02000906",9653,1190,518,672,8463,552,7911
2021,"Waltham Forest 013","E02000907",10580,1506,670,836,9074,536,8538
2021,"Waltham Forest 014","E02000908",12903,1611,573,1038,11292,777,10515
2021,"Waltham Forest 015","E02000909",9247,1178,471,707,8069,565,7504
2021,"Waltham Forest 016","E02000910",11428,1470,598,872,9958,619,9339
2021,"Waltham Forest 017","E02000911",12965,1542,650,892,11423,710,10713
2021,"Waltham Forest 018","E02000912",9740,1292,600,692,8448,404,8044
2021,"Waltham Forest 019","E02000913",9642,1316,562,754,8326,458,7868
2021,"Waltham Forest 020","E02000914",11798,1658,815,843,10140,483,9657
2021,"Waltham Forest 021","E02000915",8111,1135,460,675,6976,493,6483
2021,"Waltham Forest 022","E02000916",10561,1215,520,695,9346,436,8910
2021,"Waltham Forest 023","E02000917",9587,1058,418,640,8529,444,8085
2021,"Waltham Forest 024","E02000918",9324,1235,532,703,8089,464,7625
2021,"Waltham Forest 025","E02000919",9239,1052,443,609,8187,452,7735
2021,"Waltham Forest 026","E02000920",10299,1362,582,780,8937,424,8513
2021,"Waltham Forest 027","E02000921",11199,1539,732,807,9660,484,9176
2021,"Waltham Forest 028","E02000922",10463,1268,546,722,9195,480,8715
2021,"Wandsworth 001","E02000923",7526,848,362,486,6678,415,6263
2021,"Wandsworth 003","E02000925",7900,1056,452,604,6844,386,6458
2021,"Wandsworth 004","E02000926",11639,1192,454,738,10447,711,9736
2021,"Wandsworth 005","E02000927",7100,1063,477,586,6037,399,5638
2021,"Wandsworth 006","E02000928",8356,795,259,536,7561,598,6963
2021,"Wandsworth 007","E02000929",8103,1175,556,619,6928,466,6462
2021,"Wandsworth 008","E02000930",10081,859,296,563,9222,628,8594
2021,"Wandsworth 009","E02000931",8817,653,209,444,8164,578,7586
2021,"Wandsworth 010","E02000932",12842,1080,319,761,11762,827,10935
2021,"Wandsworth 011","E02000933",8869,1012,366,646,7857,619,7238
2021,"Wandsworth 012","E02000934",8916,916,339,577,8000,612,7388
2021,"Wandsworth 013","E02000935",7372,1257,490,767,6115,342,5773
2021,"Wandsworth 014","E02000936",9365,1064,366,698,8301,617,7684
2021,"Wandsworth 015","E02000937",8161,656,216,440,7505,485,7020
2021,"Wandsworth 016","E02000938",10766,1592,753,839,9174,585,8589
2021,"Wandsworth 017","E02000939",7818,720,282,438,7098,462,6636
2021,"Wandsworth 018","E02000940",9324,1040,417,623,8284,566,7718
2021,"Wandsworth 019","E02000941",10175,1011,360,651,9164,643,8521
2021,"Wandsworth 020","E02000942",9686,930,293,637,8756,647,8109
2021,"Wandsworth 021","E02000943",8724,880,297,583,7844,635,7209
2021,"Wandsworth 022","E02000944",7637,1220,669,551,6417,359,6058
2021,"Wandsworth 023","E02000945",7842,1225,573,652,6617,385,6232
2021,"Wandsworth 024","E02000946",8435,1215,501,714,7220,531,6689
2021,"Wandsworth 025","E02000947",9341,873,279,594,8468,634,7834
2021,"Wandsworth 026","E02000948",10027,1043,432,611,8984,745,8239
2021,"Wandsworth 027","E02000949",10005,972,352,620,9033,729,8304
2021,"Wandsworth 028","E02000950",7584,824,322,502,6760,450,6310
2021,"Wandsworth 029","E02000951",6432,840,347,493,5592,407,5185
2021,"Wandsworth 030","E02000952",6147,725,279,446,5422,423,4999
2021,"Wandsworth 031","E02000953",7506,739,255,484,6767,479,6288
2021,"Wandsworth 032","E02000954",6102,706,270,436,5396,403,4993
2021,"Wandsworth 033","E02000955",6891,944,385,559,5947,371,5576
2021,"Wandsworth 034","E02000956",7421,1012,383,629,6409,459,5950
2021,"Wandsworth 035","E02000957",10861,1306,531,775,9555,682,8873
2021,"Wandsworth 036","E02000958",8276,1081,409,672,7195,545,6650
2021,"Wandsworth 037","E02000959",7866,1021,433,588,6845,464,6381
2021,"Westminster 001","E02000960",6156,658,290,368,5498,294,5204
2021,"Westminster 002","E02000961",9817,1240,553,687,8577,420,8157
2021,"Westminster 003","E02000962",7700,1005,534,471,6695,353,6342
2021,"Westminster 004","E02000963",10522,1906,1015,891,8616,414,8202
2021,"Westminster 005","E02000964",12142,2049,1038,1011,10093,577,9516
2021,"Westminster 006","E02000965",7876,923,379,544,6953,379,6574
2021,"Westminster 007","E02000966",9251,1091,406,685,8160,422,7738
2021,"Westminster 008","E02000967",6056,550,221,329,5506,308,5198
2021,"Westminster 009","E02000968",14480,3038,1699,1339,11442,519,10923
2021,"Westminster 010","E02000969",9607,1824,935,889,7783,359,7424
2021,"Westminster 011","E02000970",6837,663,233,430,6174,329,5845
2021,"Westminster 012","E02000971",7476,794,373,421,6682,340,6342
2021,"Westminster 013","E02000972",7879,1091,484,607,6788,437,6351
2021,"Westminster 014","E02000973",9953,1238,564,674,8715,462,8253
2021,"Westminster 015","E02000974",8705,955,448,507,7750,407,7343
2021,"Westminster 016","E02000975",7417,676,280,396,6741,372,6369
2021,"Westminster 017","E02000976",8432,1005,475,530,7427,400,7027
2021,"Westminster 018","E02000977",6388,696,304,392,5692,334,5358
2021,"Westminster 019","E02000978",7128,455,122,333,6673,289,6384
2021,"Westminster 020","E02000979",8087,1129,474,655,6958,456,6502
2021,"Westminster 021","E02000980",8724,1416,629,787,7308,496,6812
2021,"Westminster 022","E02000981",8271,1264,589,675,7007,504,6503
2021,"Westminster 023","E02000982",7638,1174,564,610,6464,388,6076
2021,"Westminster 024","E02000983",7695,1289,651,638,6406,402,6004
2021,"Bromley 040","E02006782",8126,1203,501,702,6923,512,6411
2021,"Lewisham 037","E02006783",7772,1255,599,656,6517,417,6100
2021,"Lewisham 038","E02006784",7968,1368,648,720,6600,406,6194
2021,"Bexley 029","E02006785",6624,1010,458,552,5614,383,5231
2021,"Greenwich 033","E02006786",7558,1163,534,629,6395,380,6015
2021,"Bromley 041","E02006787",7894,973,362,611,6921,549,6372
2021,"Croydon 045","E02006788",7610,1223,525,698,6387,413,5974
2021,"Bromley 042","E02006789",6781,1074,402,672,5707,494,5213
2021,"Ealing 040","E02006791",7564,759,283,476,6805,481,6324
2021,"Hounslow 029","E02006792",8999,1037,425,612,7962,570,7392
2021,"Enfield 037","E02006793",9645,1392,795,597,8253,309,7944
2021,"Haringey 037","E02006794",8287,1174,602,572,7113,292,6821
2021,"Harrow 032","E02006795",8269,915,324,591,7354,341,7013
2021,"Hillingdon 033","E02006796",9695,1211,492,719,8484,466,8018
2021,"Lewisham 039","E02006798",8888,1254,530,724,7634,500,7134
2021,"Barking and Dagenham 023","E02006799",12041,1753,847,906,10288,472,9816
2021,"Redbridge 034","E02006800",14681,1668,738,930,13013,502,12511
2021,"Lambeth 036","E02006801",8567,1132,425,707,7435,556,6879
2021,"Southwark 034","E02006802",9277,1337,512,825,7940,555,7385
2021,"Sutton 025","E02006836",8721,1095,480,615,7626,570,7056
2021,"Tower Hamlets 032","E02006853",11015,1111,474,637,9904,459,9445
2021,"Tower Hamlets 033","E02006854",7074,576,219,357,6498,328,6170
2021,"Harrow 033","E02006882",14394,1640,737,903,12754,572,12182
2021,"Hackney 028","E02006918",8399,1172,516,656,7227,331,6896
2021,"Hackney 029","E02006921",7926,1013,496,517,6913,278,6635
2021,"Redbridge 035","E02006924",13602,1765,828,937,11837,469,11368
2021,"Redbridge 036","E02006925",14420,1699,717,982,12721,617,12104
2021,"Greenwich 034","E02006927",12364,1787,806,981,10577,686,9891
2021,"Greenwich 035","E02006928",12093,1348,497,851,10745,697,10048
2021,"Greenwich 037","E02006930",9846,1111,411,700,8735,566,8169
2021,"Greenwich 038","E02006931",9461,1261,483,778,8200,628,7572
2021,"Southwark 035","E02006941",5312,410,77,333,4902,434,4468
2021,"Southwark 036","E02006942",6746,760,324,436,5986,462,5524
2021,"Barnet 042","E02006953",9169,996,414,582,8173,327,7846
2021,"Barnet 043","E02006954",10113,1009,488,521,9104,396,8708
2021,"Brent 035","E02006955",7508,681,252,429,6827,352,6475
2021,"Brent 036","E02006956",8830,894,388,506,7936,299,7637
2021,"Ealing 041","E02006968",8351,937,361,576,7414,511,6903
2021,"Ealing 042","E02006969",6424,738,311,427,5686,342,5344
2021,"Ealing 043","E02006970",7343,673,307,366,6670,179,6491
2021,"Ealing 044","E02006971",8296,909,449,460,7387,215,7172
2021,"Hounslow 030","E02006972",5413,724,298,426,4689,240,4449
2021,"Hounslow 031","E02006973",8494,1270,563,707,7224,486,6738
2021,"Croydon 046","E02006987",7373,766,273,493,6607,403,6204
2021,"Croydon 047","E02006988",7162,1080,461,619,6082,384,5698
2021,"Greenwich 039","E02006991",6320,630,220,410,5690,392,5298
2021,"Greenwich 040","E02006992",8229,1010,427,583,7219,434,6785
2021,"Greenwich 041","E02006993",8400,872,320,552,7528,471,7057
2021,"Greenwich 042","E02006994",7641,988,428,560,6653,368,6285
2021,"Newham 038","E02006995",8639,773,252,521,7866,523,7343
2021,"Newham 039","E02006996",8426,857,331,526,7569,400,7169
2021,"Newham 040","E02006997",6888,646,248,398,6242,327,5915
2021,"Newham 041","E02006998",7086,800,345,455,6286,254,6032
2021,"Newham 042","E02006999",11244,830,294,536,10414,460,9954
2021,"Lewisham 040","E02007008",5763,569,184,385,5194,326,4868
2021,"Lewisham 041","E02007009",9143,1450,668,782,7693,481,7212
2021,"Redbridge 037","E02007017",8815,1056,512,544,7759,334,7425
2021,"Redbridge 038","E02007018",7270,874,395,479,6396,259,6137
2021,"Redbridge 039","E02007019",7162,779,361,418,6383,188,6195
2021,"Redbridge 040","E02007020",9840,1043,469,574,8797,305,8492
2021,"Wandsworth 038","E02007083",7713,618,215,403,7095,379,6716
2021,"Wandsworth 039","E02007084",9892,1286,571,715,8606,527,8079
2021,"Hackney 030","E02007108",5941,724,255,469,5217,358,4859
2021,"Hackney 031","E02007109",7612,1194,540,654,6418,460,5958
2021,"Hackney 032","E02007110",7332,929,419,510,6403,360,6043
2021,"Hackney 033","E02007111",5949,567,178,389,5382,347,5035
2021,"Tower Hamlets 034","E02007112",5893,424,146,278,5469,251,5218
2021,"Tower Hamlets 035","E02007113",7461,657,252,405,6804,285,6519
2021,"Tower Hamlets 036","E02007114",7565,788,304,484,6777,286,6491
2021,"Camden 029","E02007115",11588,2013,928,1085,9575,685,8890
