"date","geography","geography code","Type of central heating in household: Total: All households","Type of central heating in household: No central heating","Type of central heating in household: Mains gas only","Type of central heating in household: Tank or bottled gas only","Type of central heating in household: Electric only","Type of central heating in household: Oil only","Type of central heating in household: Wood only","Type of central heating in household: Solid fuel only","Type of central heating in household: Renewable energy only","Type of central heating in household: District or communal heat networks only","Type of central heating in household: Other central heating only","Type of central heating in household: Two or more types of central heating (not including renewable energy)","Type of central heating in household: Two or more types of central heating (including renewable energy)"
2021,"Merton 013","E02000701",3114,69,2362,26,307,2,1,0,4,24,56,251,12
2021,"Merton 014","E02000702",3367,66,2346,27,435,1,2,0,4,123,79,274,10
2021,"Merton 015","E02000703",2939,32,2512,6,146,1,0,1,2,18,34,177,10
2021,"Merton 016","E02000704",3571,73,2693,11,376,3,0,0,3,83,45,277,7
2021,"Merton 017","E02000705",3114,68,2554,21,158,1,0,0,4,7,50,226,25
2021,"Merton 018","E02000706",3535,91,2631,30,302,2,0,0,3,26,86,358,6
2021,"Merton 019","E02000707",2776,70,2172,19,152,2,0,0,3,9,73,273,3
2021,"Merton 020","E02000708",3256,40,2726,11,196,0,1,0,5,5,32,224,16
2021,"Merton 021","E02000709",2870,37,2547,7,63,4,0,0,3,24,21,160,4
2021,"Merton 022","E02000710",3437,84,2548,15,444,3,0,1,4,8,51,263,16
2021,"Merton 023","E02000711",3462,87,2656,20,366,0,0,0,4,11,69,246,3
2021,"Merton 024","E02000712",3404,69,2782,11,152,5,0,0,4,11,62,286,22
2021,"Merton 025","E02000713",2831,38,2465,8,107,1,0,0,1,1,17,186,7
2021,"Newham 001","E02000714",2643,53,2082,10,170,3,0,0,3,20,49,247,6
2021,"Newham 002","E02000715",2095,54,1557,15,156,1,0,0,4,14,70,222,2
2021,"Newham 003","E02000716",2302,49,1772,12,167,5,1,0,4,17,58,213,4
2021,"Newham 004","E02000717",2395,68,1669,16,335,2,0,1,1,26,72,205,0
2021,"Newham 005","E02000718",2246,80,1675,8,165,1,0,0,2,15,71,227,2
2021,"Newham 006","E02000719",2875,71,2061,27,366,3,1,2,2,19,72,247,4
2021,"Newham 007","E02000720",2127,49,1691,11,109,6,0,0,6,9,42,198,6
2021,"Newham 008","E02000721",2762,65,1978,12,320,6,1,0,1,11,81,280,7
2021,"Newham 009","E02000722",2935,93,2046,19,367,2,1,0,5,28,71,291,12
2021,"Newham 010","E02000723",2863,82,2265,10,166,5,0,0,0,14,76,237,8
2021,"Newham 011","E02000724",2535,60,1982,12,148,5,0,0,0,14,77,231,6
2021,"Newham 012","E02000725",3999,135,2116,31,1118,2,0,1,9,173,100,306,8
2021,"Newham 014","E02000727",2288,63,1728,17,146,7,0,0,2,13,64,243,5
2021,"Newham 015","E02000728",2342,50,1819,8,134,0,0,1,4,13,79,231,3
2021,"Newham 016","E02000729",2202,48,1709,21,152,2,0,1,1,12,65,189,2
2021,"Newham 017","E02000730",2565,53,1960,18,162,2,0,0,1,15,94,252,8
2021,"Newham 018","E02000731",2770,76,2040,10,263,3,0,1,1,37,67,270,2
2021,"Newham 019","E02000732",2753,71,1788,26,327,6,1,0,11,138,106,271,8
2021,"Newham 020","E02000733",3461,94,2465,27,409,3,0,0,7,37,88,330,1
2021,"Newham 021","E02000734",2498,64,1875,24,178,1,0,1,4,32,64,250,5
2021,"Newham 022","E02000735",2659,88,1917,18,302,3,0,0,2,40,63,213,13
2021,"Newham 023","E02000736",2654,57,1988,19,191,3,1,0,5,14,80,289,7
2021,"Newham 024","E02000737",3066,75,2405,16,183,3,1,0,2,20,83,274,4
2021,"Newham 025","E02000738",2784,54,2008,17,214,1,0,0,7,110,67,296,10
2021,"Newham 026","E02000739",2480,62,1755,13,241,2,0,1,5,46,61,287,7
2021,"Newham 027","E02000740",2494,64,1699,14,418,3,0,0,1,19,57,214,5
2021,"Newham 028","E02000741",2686,68,2023,16,225,2,0,0,1,11,96,237,7
2021,"Newham 029","E02000742",2529,64,1944,16,181,1,0,0,0,11,74,234,4
2021,"Newham 030","E02000743",3581,98,2199,19,630,7,0,0,6,144,111,359,8
2021,"Newham 031","E02000744",3326,75,2167,26,421,3,3,1,8,170,101,344,7
2021,"Newham 032","E02000745",2874,65,1976,28,404,0,0,1,3,61,73,258,5
2021,"Newham 033","E02000746",3393,78,1461,34,1117,0,0,0,8,323,72,293,7
2021,"Newham 034","E02000747",5447,171,2325,38,1682,6,1,2,15,644,161,382,20
2021,"Newham 035","E02000748",2210,68,1479,20,394,0,0,0,1,15,37,195,1
2021,"Newham 036","E02000749",3327,68,2288,38,368,1,0,1,6,120,97,332,8
2021,"Redbridge 001","E02000751",4438,51,3484,18,451,0,0,1,7,42,40,330,14
2021,"Redbridge 002","E02000752",3268,59,2609,27,178,7,0,1,1,43,46,284,13
2021,"Redbridge 003","E02000753",2475,45,1952,18,191,1,0,1,4,38,33,183,9
2021,"Redbridge 004","E02000754",2592,33,2212,13,92,1,0,0,1,11,24,191,14
2021,"Redbridge 005","E02000755",2185,50,1777,13,146,0,2,0,0,3,34,158,2
2021,"Redbridge 006","E02000756",5257,90,4304,28,353,2,0,0,2,8,65,391,14
2021,"Redbridge 007","E02000757",5179,105,3902,19,752,2,0,0,1,23,36,330,9
2021,"Redbridge 008","E02000758",2317,43,1887,15,127,1,0,0,0,21,37,175,11
2021,"Redbridge 009","E02000759",4818,103,3689,24,482,0,0,0,29,84,86,296,25
2021,"Redbridge 010","E02000760",2628,55,2140,14,157,3,0,0,1,14,47,193,4
2021,"Redbridge 012","E02000762",2105,31,1702,9,184,0,0,0,3,8,25,140,3
2021,"Redbridge 013","E02000763",2576,33,2062,14,173,8,1,0,4,34,43,199,5
2021,"Redbridge 014","E02000764",5367,101,4024,9,759,3,0,0,6,64,54,335,12
2021,"Redbridge 015","E02000765",2426,61,1888,12,251,3,0,1,0,7,40,159,4
2021,"Redbridge 017","E02000767",2767,66,2106,8,349,2,0,1,2,10,39,177,7
2021,"Redbridge 018","E02000768",2200,28,1861,7,135,0,0,0,1,2,18,138,10
2021,"Redbridge 020","E02000770",2491,59,1901,14,281,4,0,1,1,8,48,170,4
2021,"Redbridge 022","E02000772",2538,56,1948,15,185,2,0,0,3,27,58,237,7
2021,"Redbridge 023","E02000773",3115,60,2523,14,202,3,0,0,4,8,63,233,5
2021,"Redbridge 024","E02000774",2458,47,1958,15,137,7,0,1,0,7,64,221,1
2021,"Redbridge 026","E02000776",2082,37,1670,10,123,0,0,0,1,1,46,189,5
2021,"Redbridge 027","E02000777",2321,52,1826,6,245,0,1,0,3,20,23,140,5
2021,"Redbridge 029","E02000779",2776,66,2047,14,332,3,0,0,4,19,69,221,1
2021,"Redbridge 031","E02000781",4427,93,3569,35,283,4,3,2,2,11,102,316,7
2021,"Redbridge 032","E02000782",3575,115,1987,12,974,1,0,1,6,118,102,256,3
2021,"Redbridge 033","E02000783",2117,51,1535,20,217,2,0,0,1,15,57,216,3
2021,"Richmond upon Thames 001","E02000784",4176,53,3287,17,236,6,1,0,12,142,29,365,28
2021,"Richmond upon Thames 002","E02000785",4160,66,3452,12,295,3,0,0,4,9,17,282,20
2021,"Richmond upon Thames 003","E02000786",4944,64,4089,22,287,1,0,0,12,44,35,368,22
2021,"Richmond upon Thames 004","E02000787",5173,89,3545,25,831,7,0,0,25,193,70,368,20
2021,"Richmond upon Thames 005","E02000788",3624,52,3062,4,164,4,0,0,4,15,19,281,19
2021,"Richmond upon Thames 006","E02000789",2840,54,2173,7,224,4,0,0,1,144,23,200,10
2021,"Richmond upon Thames 007","E02000790",2704,32,2128,1,260,8,3,3,5,44,13,193,14
2021,"Richmond upon Thames 008","E02000791",2969,67,2199,10,339,4,0,0,4,61,22,257,6
2021,"Richmond upon Thames 009","E02000792",3101,59,2420,11,269,15,1,0,2,50,20,244,10
2021,"Richmond upon Thames 010","E02000793",3135,33,2670,8,184,2,0,0,3,1,19,209,6
2021,"Richmond upon Thames 011","E02000794",2761,36,2289,5,190,0,0,0,4,24,9,183,21
2021,"Richmond upon Thames 012","E02000795",2592,33,2172,13,100,1,0,0,17,7,11,221,17
2021,"Richmond upon Thames 013","E02000796",3980,52,3377,16,156,1,0,2,4,6,45,309,12
2021,"Richmond upon Thames 014","E02000797",3479,58,2717,11,301,23,0,1,5,98,20,226,19
2021,"Richmond upon Thames 015","E02000798",4321,53,3694,11,208,2,0,0,6,8,20,303,16
2021,"Richmond upon Thames 016","E02000799",2440,29,2036,14,131,5,2,1,3,10,7,186,16
2021,"Richmond upon Thames 017","E02000800",2156,27,1804,10,101,1,0,1,4,16,23,159,10
2021,"Richmond upon Thames 018","E02000801",3018,44,2450,12,240,2,0,1,6,34,23,190,16
2021,"Richmond upon Thames 019","E02000802",2976,39,2428,7,263,2,0,0,8,4,10,201,14
2021,"Richmond upon Thames 020","E02000803",4097,75,3229,18,365,0,0,0,8,28,41,323,10
2021,"Richmond upon Thames 021","E02000804",3168,37,2583,7,259,1,0,0,5,22,26,215,13
2021,"Richmond upon Thames 022","E02000805",4634,71,3611,18,509,2,0,0,8,47,35,303,30
2021,"Richmond upon Thames 023","E02000806",4255,50,3522,11,300,7,1,1,12,8,31,286,26
2021,"Southwark 001","E02000807",3733,135,1794,25,1254,1,0,0,3,249,44,219,9
2021,"Southwark 002","E02000808",4695,178,1993,43,1524,8,1,1,21,455,86,345,40
2021,"Southwark 004","E02000810",5393,162,2595,48,1314,1,0,0,58,592,131,453,39
2021,"Southwark 006","E02000812",4532,159,2509,51,895,2,0,0,15,326,113,453,9
2021,"Southwark 007","E02000813",4482,171,2217,49,915,6,0,0,13,550,108,440,13
2021,"Southwark 008","E02000814",4589,163,2072,25,1541,13,1,1,17,349,89,298,20
2021,"Southwark 009","E02000815",3233,124,1412,30,1001,2,0,0,20,280,78,260,26
2021,"Southwark 010","E02000816",4146,133,1959,45,1034,3,1,1,7,551,83,312,17
2021,"Southwark 011","E02000817",2925,75,1313,27,352,3,1,0,2,756,88,304,4
2021,"Southwark 012","E02000818",4490,115,2058,39,900,6,0,0,30,806,113,385,38
2021,"Southwark 013","E02000819",3556,138,1955,51,644,3,0,0,3,315,100,340,7
2021,"Southwark 014","E02000820",4225,161,1992,58,907,3,0,0,13,627,86,361,17
2021,"Southwark 015","E02000821",3130,148,1350,43,509,7,0,0,6,680,122,258,7
2021,"Southwark 016","E02000822",2772,107,1584,31,274,0,0,0,8,402,94,267,5
2021,"Southwark 017","E02000823",3632,143,1869,39,473,3,1,0,5,690,103,298,8
2021,"Southwark 018","E02000824",3794,139,2185,66,459,5,0,0,6,346,116,465,7
2021,"Southwark 019","E02000825",3890,110,1842,66,602,2,2,0,6,742,107,397,14
2021,"Southwark 020","E02000826",4022,141,2077,49,637,12,1,0,6,654,83,334,28
2021,"Southwark 021","E02000827",5013,174,2322,55,829,5,0,0,22,933,151,498,24
2021,"Southwark 022","E02000828",3592,128,1827,50,504,3,0,0,11,580,118,349,22
2021,"Southwark 023","E02000829",4736,102,2828,49,426,0,0,0,7,726,106,468,24
2021,"Southwark 024","E02000830",3758,87,2485,22,447,5,0,0,6,337,42,311,16
2021,"Southwark 025","E02000831",4049,92,3033,27,300,0,0,0,2,206,55,320,14
2021,"Southwark 026","E02000832",4098,98,2643,30,342,2,1,0,5,473,88,398,18
2021,"Southwark 027","E02000833",3046,82,2126,34,213,1,0,2,6,177,78,319,8
2021,"Southwark 028","E02000834",4103,76,3207,17,383,3,0,0,12,39,35,312,19
2021,"Southwark 029","E02000835",3029,69,2368,21,204,0,0,0,6,70,38,239,14
2021,"Southwark 030","E02000836",3337,53,2862,14,131,0,0,0,2,13,24,232,6
2021,"Southwark 031","E02000837",3149,28,2688,11,112,0,0,0,11,24,24,235,16
2021,"Southwark 032","E02000838",3924,80,3092,26,273,2,0,0,8,34,56,342,11
2021,"Southwark 033","E02000839",3427,75,2479,24,353,1,2,0,5,138,60,283,7
2021,"Sutton 001","E02000840",3475,77,2763,18,221,1,0,0,3,42,41,295,14
2021,"Sutton 002","E02000841",3302,75,2589,22,265,1,0,1,0,26,55,260,8
2021,"Sutton 003","E02000842",2957,41,2518,10,140,1,1,2,2,15,23,195,9
2021,"Sutton 004","E02000843",3979,99,2083,8,1037,0,0,0,44,416,43,213,36
2021,"Sutton 005","E02000844",3219,58,2583,13,222,3,0,3,4,26,41,248,18
2021,"Sutton 006","E02000845",3607,39,2920,11,345,1,0,0,1,7,22,242,19
2021,"Sutton 007","E02000846",2789,39,2292,8,189,0,0,0,1,14,25,214,7
2021,"Sutton 008","E02000847",3685,47,3001,8,301,0,2,0,9,40,20,240,17
2021,"Sutton 009","E02000848",2918,34,2500,4,171,2,0,1,4,5,22,169,6
2021,"Sutton 010","E02000849",3254,59,2550,12,343,3,0,0,2,36,22,219,8
2021,"Sutton 011","E02000850",4089,60,3418,4,259,2,0,0,3,1,26,304,12
2021,"Sutton 012","E02000851",5039,126,2816,28,1393,1,0,0,13,210,87,342,23
2021,"Sutton 013","E02000852",3247,81,2550,15,325,0,0,1,2,5,28,235,5
2021,"Sutton 014","E02000853",3205,50,2525,19,248,2,0,0,1,94,38,220,8
2021,"Sutton 015","E02000854",3086,37,2543,4,238,2,8,0,12,11,12,199,20
2021,"Sutton 016","E02000855",3212,38,2594,15,287,3,0,1,3,33,14,208,16
2021,"Sutton 017","E02000856",3801,77,2646,9,734,1,0,0,11,25,35,242,21
2021,"Sutton 018","E02000857",4081,96,2656,18,1012,3,0,0,4,36,38,211,7
2021,"Sutton 019","E02000858",3310,56,2509,29,339,0,1,0,1,17,62,287,9
2021,"Sutton 020","E02000859",3493,69,2476,5,671,1,0,1,8,20,33,198,11
2021,"Sutton 021","E02000860",4118,131,2375,20,1215,1,0,0,2,58,63,247,6
2021,"Sutton 022","E02000861",2860,34,2481,3,115,1,2,0,2,2,12,180,28
2021,"Sutton 024","E02000863",2419,14,2073,18,74,11,3,0,4,1,16,182,23
2021,"Tower Hamlets 001","E02000864",4663,103,2430,27,1097,4,1,3,17,474,106,367,34
2021,"Tower Hamlets 002","E02000865",2890,74,1740,15,456,11,0,4,4,213,78,283,12
2021,"Tower Hamlets 003","E02000866",4150,71,2812,31,509,6,1,0,6,267,75,358,14
2021,"Tower Hamlets 004","E02000867",4871,200,2258,45,1687,4,1,0,13,196,80,366,21
2021,"Tower Hamlets 005","E02000868",2784,58,1806,15,528,1,0,1,4,113,56,194,8
2021,"Tower Hamlets 006","E02000869",2525,55,1708,19,314,4,0,0,3,136,57,219,10
2021,"Tower Hamlets 007","E02000870",2421,82,1652,15,375,7,0,0,2,46,42,199,1
2021,"Tower Hamlets 008","E02000871",4228,104,1698,29,1249,10,4,0,17,613,109,384,11
2021,"Tower Hamlets 009","E02000872",3192,105,1709,20,847,1,0,0,12,161,77,247,13
2021,"Tower Hamlets 010","E02000873",2922,78,1481,17,776,0,0,0,6,237,62,259,6
2021,"Tower Hamlets 011","E02000874",2525,65,1643,13,343,0,1,0,8,147,77,220,8
2021,"Tower Hamlets 012","E02000875",5079,119,2388,41,1283,6,4,0,20,600,160,435,23
2021,"Tower Hamlets 013","E02000876",2778,137,1313,15,797,6,1,0,9,199,62,234,5
2021,"Tower Hamlets 014","E02000877",4912,104,2554,39,1019,9,11,0,13,599,115,430,19
2021,"Tower Hamlets 015","E02000878",4004,127,2314,18,959,13,0,0,5,133,84,336,15
2021,"Tower Hamlets 016","E02000879",3046,78,1945,25,466,6,0,0,1,156,66,293,10
2021,"Tower Hamlets 017","E02000880",2278,70,1230,9,397,2,0,0,2,274,73,211,10
2021,"Tower Hamlets 018","E02000881",3854,86,1794,27,962,17,1,0,17,467,111,339,33
2021,"Tower Hamlets 019","E02000882",3808,73,1836,31,1142,4,2,0,12,266,109,322,11
2021,"Tower Hamlets 020","E02000883",3029,82,1788,19,561,4,0,0,10,205,74,282,4
2021,"Tower Hamlets 021","E02000884",5116,209,1939,36,1976,5,1,0,23,384,125,390,28
2021,"Tower Hamlets 022","E02000885",2394,69,1260,16,482,10,0,3,0,244,70,239,1
2021,"Tower Hamlets 023","E02000886",3824,124,1812,22,1093,7,0,0,16,312,101,329,8
2021,"Tower Hamlets 024","E02000887",3948,78,2280,47,788,4,4,0,8,250,99,380,10
2021,"Tower Hamlets 025","E02000888",3355,143,1523,17,1220,7,2,0,9,140,70,224,0
2021,"Tower Hamlets 026","E02000889",3806,143,1788,9,1267,2,0,0,12,239,74,254,18
2021,"Tower Hamlets 027","E02000890",2892,108,1253,14,1071,9,0,0,7,204,45,173,8
2021,"Tower Hamlets 030","E02000893",2986,59,1922,16,468,4,0,1,6,163,80,259,8
2021,"Tower Hamlets 031","E02000894",4466,215,1690,34,1915,11,1,0,2,247,85,258,8
2021,"Waltham Forest 001","E02000895",3276,53,2578,18,276,4,5,1,1,69,34,231,6
2021,"Waltham Forest 002","E02000896",3832,44,3219,8,239,2,1,0,3,16,22,265,13
2021,"Waltham Forest 003","E02000897",3370,54,2699,19,238,1,0,0,1,28,48,268,14
2021,"Waltham Forest 004","E02000898",3200,50,2554,14,214,2,0,0,2,76,41,240,7
2021,"Waltham Forest 005","E02000899",3226,68,2609,13,226,1,0,1,4,15,35,248,6
2021,"Waltham Forest 006","E02000900",3119,69,2405,14,273,2,0,1,1,12,58,269,15
2021,"Waltham Forest 007","E02000901",3852,68,3079,10,270,1,0,0,1,78,48,283,14
2021,"Waltham Forest 008","E02000902",3517,68,2375,12,499,2,0,1,3,228,67,256,6
2021,"Waltham Forest 009","E02000903",3466,79,2578,20,290,0,0,0,5,115,73,266,40
2021,"Waltham Forest 010","E02000904",3107,54,2534,14,191,1,0,0,1,6,67,231,8
2021,"Waltham Forest 011","E02000905",3631,68,2961,23,162,7,0,1,4,25,83,282,15
2021,"Waltham Forest 012","E02000906",3624,75,2994,20,163,2,0,0,5,12,67,280,6
2021,"Waltham Forest 013","E02000907",4068,97,2580,33,674,6,0,0,8,190,132,332,16
2021,"Waltham Forest 014","E02000908",5241,118,3285,21,876,0,0,1,11,425,87,397,20
2021,"Waltham Forest 015","E02000909",3566,68,2796,27,323,1,0,0,2,21,46,269,13
2021,"Waltham Forest 016","E02000910",4407,101,3203,16,586,4,0,1,4,102,69,306,15
2021,"Waltham Forest 017","E02000911",4852,98,3523,23,531,5,1,0,12,130,91,424,14
2021,"Waltham Forest 018","E02000912",3268,81,2584,14,219,4,1,1,5,20,67,255,17
2021,"Waltham Forest 019","E02000913",3117,68,2491,10,198,2,0,0,5,15,70,250,8
2021,"Waltham Forest 020","E02000914",3969,94,2896,21,388,6,2,1,26,31,109,374,21
2021,"Waltham Forest 021","E02000915",3282,94,2552,13,267,2,0,0,4,44,69,229,8
2021,"Waltham Forest 022","E02000916",3979,86,2800,14,505,4,0,0,17,138,70,332,13
2021,"Waltham Forest 023","E02000917",3650,88,2913,23,199,1,0,0,3,15,69,320,19
2021,"Waltham Forest 024","E02000918",3406,82,2425,16,475,0,1,0,4,67,85,242,9
2021,"Waltham Forest 025","E02000919",3357,61,2691,17,242,0,0,1,2,15,71,255,2
2021,"Waltham Forest 026","E02000920",3816,91,2693,26,488,2,0,1,8,79,94,327,7
2021,"Waltham Forest 027","E02000921",4060,108,2870,36,572,3,0,0,6,34,90,332,9
2021,"Waltham Forest 028","E02000922",3633,105,2863,13,228,3,1,0,1,20,62,329,8
2021,"Wandsworth 001","E02000923",3468,125,2230,22,639,7,0,2,2,120,48,268,5
2021,"Wandsworth 003","E02000925",3366,86,2319,17,392,5,1,0,11,115,75,336,9
2021,"Wandsworth 004","E02000926",5554,177,2388,21,1887,24,1,0,36,437,120,419,44
2021,"Wandsworth 005","E02000927",3233,58,2558,20,215,1,0,0,2,22,43,305,9
2021,"Wandsworth 006","E02000928",3615,49,3008,8,214,3,0,1,1,24,17,271,19
2021,"Wandsworth 007","E02000929",3495,88,2057,23,527,2,0,0,13,288,127,357,13
2021,"Wandsworth 008","E02000930",4263,101,3062,20,529,5,0,0,3,109,57,368,9
2021,"Wandsworth 009","E02000931",3486,50,2887,11,224,4,0,0,3,6,18,269,14
2021,"Wandsworth 010","E02000932",5928,113,3265,39,1579,7,0,0,20,333,107,434,31
2021,"Wandsworth 011","E02000933",3930,53,2867,18,351,8,0,1,14,238,64,304,12
2021,"Wandsworth 012","E02000934",4196,70,3034,20,574,9,0,0,6,76,40,354,13
2021,"Wandsworth 013","E02000935",2435,65,1745,15,194,3,0,0,4,82,81,238,8
2021,"Wandsworth 014","E02000936",4388,101,2815,22,731,4,0,0,24,263,79,318,31
2021,"Wandsworth 015","E02000937",3129,50,2545,11,216,3,0,0,3,18,23,249,11
2021,"Wandsworth 016","E02000938",4346,74,3160,16,392,3,0,0,13,204,71,377,36
2021,"Wandsworth 017","E02000939",2836,31,2364,4,154,2,0,0,7,30,18,216,10
2021,"Wandsworth 018","E02000940",4215,98,2174,33,965,2,0,1,12,483,134,297,16
2021,"Wandsworth 019","E02000941",4138,57,3388,18,211,3,0,0,3,16,41,389,12
2021,"Wandsworth 020","E02000942",3815,70,3106,16,286,0,0,0,6,20,24,274,13
2021,"Wandsworth 021","E02000943",3811,59,2787,22,394,9,0,0,2,150,48,330,10
2021,"Wandsworth 022","E02000944",2888,74,1999,15,433,1,0,0,13,51,52,230,20
2021,"Wandsworth 023","E02000945",2762,69,1934,18,252,2,1,0,0,152,68,261,5
2021,"Wandsworth 024","E02000946",3111,51,2233,9,331,2,0,0,0,145,48,287,5
2021,"Wandsworth 025","E02000947",3920,61,3157,18,236,0,0,0,6,90,38,301,13
2021,"Wandsworth 026","E02000948",4383,97,3127,21,728,3,0,0,4,43,28,316,16
2021,"Wandsworth 027","E02000949",4257,72,3239,17,282,14,0,0,6,231,49,315,32
2021,"Wandsworth 028","E02000950",3112,58,2312,22,345,4,0,0,1,55,44,263,8
2021,"Wandsworth 029","E02000951",2820,54,2129,16,248,6,0,0,1,93,35,223,15
2021,"Wandsworth 030","E02000952",2658,66,2082,9,215,0,0,0,2,51,32,189,12
2021,"Wandsworth 031","E02000953",3211,58,2389,16,337,5,0,0,5,101,45,246,9
2021,"Wandsworth 032","E02000954",2247,39,1874,12,107,3,0,0,1,6,25,177,3
2021,"Wandsworth 033","E02000955",2674,54,2099,17,174,1,0,0,1,21,49,251,7
2021,"Wandsworth 034","E02000956",3033,51,2380,18,223,6,0,0,3,34,54,259,5
2021,"Wandsworth 035","E02000957",4420,89,3265,20,552,2,0,2,4,53,66,356,11
2021,"Wandsworth 036","E02000958",2916,53,2339,7,157,3,0,0,3,58,44,245,7
2021,"Wandsworth 037","E02000959",3102,69,2435,23,192,4,0,0,4,34,60,274,7
2021,"Westminster 001","E02000960",2781,93,1673,22,302,20,0,0,8,350,69,241,3
2021,"Westminster 002","E02000961",4066,139,2605,36,461,16,0,0,8,337,98,349,17
2021,"Westminster 003","E02000962",3857,170,1877,29,739,32,0,1,9,543,120,328,9
2021,"Westminster 004","E02000963",4134,105,2898,37,399,3,2,1,2,178,97,403,9
2021,"Westminster 005","E02000964",5360,142,3717,41,632,7,1,4,19,149,139,498,11
2021,"Westminster 006","E02000965",3621,97,2792,22,295,7,0,0,3,53,66,275,11
2021,"Westminster 007","E02000966",4109,204,2802,37,541,8,0,0,4,91,63,350,9
2021,"Westminster 008","E02000967",3014,141,1538,34,618,34,0,0,9,317,85,233,5
2021,"Westminster 009","E02000968",5615,233,3255,48,915,10,0,2,4,461,199,481,7
2021,"Westminster 010","E02000969",3717,149,1768,16,1132,10,0,1,1,211,111,313,5
2021,"Westminster 011","E02000970",3555,133,1976,40,706,32,0,1,4,246,77,332,8
2021,"Westminster 012","E02000971",3722,178,2120,23,700,14,0,1,3,219,116,344,4
2021,"Westminster 013","E02000972",4256,237,1991,35,1062,13,0,1,26,394,148,335,14
2021,"Westminster 014","E02000973",4797,168,2980,40,801,6,0,1,7,270,94,416,14
2021,"Westminster 015","E02000974",3981,152,1647,24,1185,20,0,1,10,462,145,328,7
2021,"Westminster 016","E02000975",3801,231,1995,30,819,36,0,1,5,228,140,309,7
2021,"Westminster 017","E02000976",4211,165,2377,38,694,29,0,2,6,402,144,349,5
2021,"Westminster 018","E02000977",3434,161,1598,40,974,30,0,0,11,218,88,294,20
2021,"Westminster 019","E02000978",2761,72,1731,22,374,26,0,0,2,188,61,278,7
2021,"Westminster 020","E02000979",3928,165,1921,26,1076,31,1,1,12,255,98,317,25
2021,"Westminster 021","E02000980",4322,148,2058,25,1174,14,0,0,5,484,84,324,6
2021,"Westminster 022","E02000981",4158,141,2768,30,568,10,0,0,3,183,53,394,8
2021,"Westminster 023","E02000982",3844,127,1634,16,944,16,0,3,10,679,127,283,5
2021,"Westminster 024","E02000983",3754,124,1527,29,449,20,0,0,13,1161,156,272,3
2021,"Bromley 040","E02006782",3195,41,2640,15,154,4,0,0,2,49,33,248,9
2021,"Lewisham 037","E02006783",2893,63,2317,18,126,1,0,1,2,3,59,299,4
2021,"Lewisham 038","E02006784",3123,66,2539,16,139,2,1,0,0,10,61,282,7
2021,"Bexley 029","E02006785",2572,48,2110,10,193,0,0,1,2,7,21,173,7
2021,"Greenwich 033","E02006786",2876,70,2207,18,212,3,0,2,3,18,55,277,11
2021,"Bromley 041","E02006787",3086,52,2649,6,157,3,0,0,0,17,13,185,4
2021,"Croydon 045","E02006788",2895,63,2316,20,136,1,1,1,6,17,36,292,6
2021,"Bromley 042","E02006789",2787,23,2204,38,162,69,1,6,6,2,8,239,29
2021,"Ealing 040","E02006791",3448,59,2480,8,442,2,0,1,8,115,48,267,18
2021,"Hounslow 029","E02006792",4148,101,2711,19,647,18,0,0,5,261,73,302,11
2021,"Enfield 037","E02006793",3390,106,2149,30,571,1,0,0,4,30,94,400,5
2021,"Haringey 037","E02006794",3126,90,2017,35,362,3,0,2,9,115,105,377,11
2021,"Harrow 032","E02006795",2643,46,2196,10,153,2,0,0,0,2,33,195,6
2021,"Hillingdon 033","E02006796",3579,61,2769,15,418,3,0,0,2,4,40,256,11
2021,"Lewisham 039","E02006798",3776,148,2167,31,756,7,0,0,13,200,104,336,14
2021,"Barking and Dagenham 023","E02006799",3890,75,3072,18,265,3,0,1,2,22,86,325,21
2021,"Redbridge 034","E02006800",4512,118,3332,27,563,0,0,1,1,6,120,337,7
2021,"Lambeth 036","E02006801",3709,147,1894,29,1028,6,0,0,4,209,68,312,12
2021,"Southwark 034","E02006802",3940,112,1818,26,976,3,1,0,27,480,122,346,29
2021,"Sutton 025","E02006836",3212,25,2633,4,290,2,0,0,4,3,14,206,31
2021,"Tower Hamlets 032","E02006853",5041,163,1442,40,2153,9,0,0,15,696,143,360,20
2021,"Tower Hamlets 033","E02006854",3526,174,648,14,1778,5,2,1,20,492,152,219,21
2021,"Harrow 033","E02006882",4395,39,3738,32,203,1,1,0,4,3,65,291,18
2021,"Hackney 028","E02006918",3166,119,1817,25,804,3,1,0,4,63,65,256,9
2021,"Hackney 029","E02006921",2782,106,1984,29,213,3,1,0,2,93,92,255,4
2021,"Redbridge 035","E02006924",4098,69,3255,24,283,2,0,2,0,66,66,320,11
2021,"Redbridge 036","E02006925",4187,56,3568,17,134,1,0,0,1,17,57,324,12
2021,"Greenwich 034","E02006927",5084,79,3022,17,772,8,0,0,34,620,94,376,62
2021,"Greenwich 035","E02006928",5262,116,2067,35,1647,7,1,0,38,837,110,386,18
2021,"Greenwich 037","E02006930",4229,94,2634,21,691,2,0,0,24,329,83,326,25
2021,"Greenwich 038","E02006931",4136,79,3024,15,460,5,0,0,7,128,44,363,11
2021,"Southwark 035","E02006941",2985,138,1000,14,1461,10,0,0,12,111,54,175,10
2021,"Southwark 036","E02006942",3363,120,1844,33,907,3,0,0,10,129,58,242,17
2021,"Barnet 042","E02006953",3857,222,538,11,2504,1,1,0,15,338,69,137,21
