"date","geography","geography code","Number of rooms (VOA): Total: All households","Number of rooms (VOA): 1 room","Number of rooms (VOA): 2 rooms","Number of rooms (VOA): 3 rooms","Number of rooms (VOA): 4 rooms","Number of rooms (VOA): 5 rooms","Number of rooms (VOA): 6 rooms","Number of rooms (VOA): 7 rooms","Number of rooms (VOA): 8 rooms","Number of rooms (VOA): 9 or more rooms"
2021,"Newham 024","E02000737",3063,14,361,791,924,863,87,14,4,5
2021,"Newham 025","E02000738",2783,8,339,658,955,663,127,19,10,4
2021,"Newham 026","E02000739",2482,68,468,558,801,427,113,34,11,2
2021,"Newham 027","E02000740",2492,84,497,805,745,265,72,18,2,4
2021,"Newham 028","E02000741",2683,12,345,802,1061,347,74,34,3,5
2021,"Newham 029","E02000742",2527,7,240,588,946,676,55,11,2,2
2021,"Newham 030","E02000743",3573,75,879,1218,1007,310,65,17,1,1
2021,"Newham 031","E02000744",3326,29,702,1054,1078,341,86,23,4,9
2021,"Newham 032","E02000745",2876,12,558,779,987,374,106,28,6,26
2021,"Newham 033","E02000746",3393,10,905,1231,800,283,117,34,7,6
2021,"Newham 034","E02000747",5447,125,1606,2074,1175,345,96,24,1,1
2021,"Newham 035","E02000748",2207,66,367,768,599,279,104,21,2,1
2021,"Newham 036","E02000749",3328,17,631,1064,1101,359,137,14,0,5
2021,"Redbridge 001","E02000751",4438,58,344,924,538,1300,706,305,141,122
2021,"Redbridge 002","E02000752",3267,32,480,979,739,902,96,31,4,4
2021,"Redbridge 003","E02000753",2471,33,208,757,759,562,123,14,11,4
2021,"Redbridge 004","E02000754",2591,24,221,438,466,1254,132,42,10,4
2021,"Redbridge 005","E02000755",2186,10,183,467,562,770,148,32,11,3
2021,"Redbridge 006","E02000756",5259,32,497,1231,932,2034,315,121,71,26
2021,"Redbridge 007","E02000757",5180,85,934,1581,575,1258,490,175,43,39
2021,"Redbridge 008","E02000758",2317,9,215,314,618,862,190,91,15,3
2021,"Redbridge 009","E02000759",4818,28,590,1270,640,1842,334,69,28,17
2021,"Redbridge 010","E02000760",2629,10,251,737,454,978,121,58,14,6
2021,"Redbridge 012","E02000762",2103,13,162,241,313,1012,219,102,23,18
2021,"Redbridge 013","E02000763",2577,37,185,534,528,1135,100,37,13,8
2021,"Redbridge 014","E02000764",5366,156,990,1670,571,1102,472,204,121,80
2021,"Redbridge 015","E02000765",2428,26,287,442,279,1148,185,34,14,13
2021,"Redbridge 017","E02000767",2768,28,314,479,457,1290,135,43,13,9
2021,"Redbridge 018","E02000768",2200,29,167,328,255,750,435,149,59,28
2021,"Redbridge 020","E02000770",2491,61,295,433,197,1264,135,75,18,13
2021,"Redbridge 022","E02000772",2538,51,357,505,253,988,284,59,23,18
2021,"Redbridge 023","E02000773",3112,71,286,686,416,1468,132,37,7,9
2021,"Redbridge 024","E02000774",2459,34,407,340,337,1030,227,51,20,13
2021,"Redbridge 026","E02000776",2082,53,376,388,166,641,342,75,17,24
2021,"Redbridge 027","E02000777",2324,26,322,516,165,695,423,134,21,22
2021,"Redbridge 029","E02000779",2774,108,1015,600,205,406,258,129,32,21
2021,"Redbridge 031","E02000781",4428,31,284,413,791,2320,331,144,37,77
2021,"Redbridge 032","E02000782",3577,83,637,1149,625,974,69,27,7,6
2021,"Redbridge 033","E02000783",2119,26,214,465,544,754,68,26,11,11
2021,"Richmond upon Thames 001","E02000784",4177,75,506,772,869,681,568,320,192,194
2021,"Richmond upon Thames 002","E02000785",4164,101,508,1027,647,648,593,320,183,137
2021,"Richmond upon Thames 003","E02000786",4944,80,679,1553,1138,785,367,161,90,91
2021,"Richmond upon Thames 004","E02000787",5174,116,956,1506,894,1061,380,139,68,54
2021,"Richmond upon Thames 005","E02000788",3624,67,395,775,527,927,594,193,89,57
2021,"Richmond upon Thames 006","E02000789",2841,86,479,775,557,348,218,163,106,109
2021,"Richmond upon Thames 007","E02000790",2705,57,356,640,503,596,273,110,73,97
2021,"Richmond upon Thames 008","E02000791",2970,129,613,870,510,244,192,149,121,142
2021,"Richmond upon Thames 009","E02000792",3100,137,576,825,441,510,304,153,75,79
2021,"Richmond upon Thames 010","E02000793",3136,38,191,519,684,1347,228,83,29,17
2021,"Richmond upon Thames 011","E02000794",2760,10,235,584,606,883,275,83,39,45
2021,"Richmond upon Thames 012","E02000795",2589,13,144,409,372,598,482,271,164,136
2021,"Richmond upon Thames 013","E02000796",3980,19,320,882,824,1412,332,129,45,17
2021,"Richmond upon Thames 014","E02000797",3478,101,736,812,704,777,252,58,25,13
2021,"Richmond upon Thames 015","E02000798",4324,12,338,973,1026,1567,263,96,33,16
2021,"Richmond upon Thames 016","E02000799",2439,41,319,588,296,560,366,143,65,61
2021,"Richmond upon Thames 017","E02000800",2159,62,145,299,958,488,153,37,13,4
2021,"Richmond upon Thames 018","E02000801",3019,62,438,716,743,589,272,110,34,55
2021,"Richmond upon Thames 019","E02000802",2977,69,446,675,538,679,303,156,73,38
2021,"Richmond upon Thames 020","E02000803",4094,51,704,941,971,878,337,132,52,28
2021,"Richmond upon Thames 021","E02000804",3168,98,576,674,576,629,346,144,76,49
2021,"Richmond upon Thames 022","E02000805",4635,91,851,1437,503,765,531,241,135,81
2021,"Richmond upon Thames 023","E02000806",4254,42,561,919,684,1214,480,191,99,64
2021,"Southwark 001","E02000807",3734,52,777,1631,786,286,122,60,13,7
2021,"Southwark 002","E02000808",4696,167,1596,2002,697,179,29,15,3,8
2021,"Southwark 004","E02000810",5394,151,1568,2290,1030,265,60,18,5,7
2021,"Southwark 006","E02000812",4535,144,1330,1853,935,207,37,18,6,5
2021,"Southwark 007","E02000813",4483,157,1222,1853,951,206,57,17,6,14
2021,"Southwark 008","E02000814",4592,125,1149,1784,943,390,135,41,17,8
2021,"Southwark 009","E02000815",3234,146,777,1584,553,114,22,11,14,13
2021,"Southwark 010","E02000816",4146,142,1134,1525,788,301,208,20,20,8
2021,"Southwark 011","E02000817",2926,47,1007,1014,552,212,65,14,10,5
2021,"Southwark 012","E02000818",4490,109,1390,1710,861,232,83,72,17,16
2021,"Southwark 013","E02000819",3555,192,1081,1209,655,265,116,29,3,5
2021,"Southwark 014","E02000820",4224,136,1167,1852,697,255,69,22,12,14
2021,"Southwark 015","E02000821",3132,74,705,1085,487,480,218,55,9,19
2021,"Southwark 016","E02000822",2773,112,725,1099,544,210,60,15,3,5
2021,"Southwark 017","E02000823",3634,96,684,1534,866,216,126,78,21,13
2021,"Southwark 018","E02000824",3792,107,701,1423,1126,275,86,51,6,17
2021,"Southwark 019","E02000825",3891,58,976,1624,825,273,70,42,11,12
2021,"Southwark 020","E02000826",4025,127,1116,1367,885,311,150,41,18,10
2021,"Southwark 021","E02000827",5018,205,1479,1957,885,323,81,26,24,38
2021,"Southwark 022","E02000828",3594,178,921,1006,991,316,124,34,17,7
2021,"Southwark 023","E02000829",4736,94,1695,1309,691,510,322,77,22,16
2021,"Southwark 024","E02000830",3763,80,1000,1019,572,416,277,202,114,83
2021,"Southwark 025","E02000831",4052,74,1004,1153,695,410,448,183,48,37
2021,"Southwark 026","E02000832",4098,58,1097,1168,938,443,290,72,17,15
2021,"Southwark 027","E02000833",3047,59,493,963,886,424,146,42,17,17
2021,"Southwark 028","E02000834",4101,155,1038,1011,583,378,431,358,106,41
2021,"Southwark 029","E02000835",3028,42,485,859,476,561,492,33,38,42
2021,"Southwark 030","E02000836",3335,34,574,614,617,511,538,325,100,22
2021,"Southwark 031","E02000837",3150,29,255,385,460,525,455,463,281,297
2021,"Southwark 032","E02000838",3926,46,701,1201,730,533,320,231,96,68
2021,"Southwark 033","E02000839",3428,98,402,1067,734,454,320,116,81,156
2021,"Sutton 001","E02000840",3477,39,489,1270,1267,346,42,14,5,5
2021,"Sutton 002","E02000841",3302,13,413,1132,1308,385,22,18,5,6
2021,"Sutton 003","E02000842",2958,18,108,500,468,1630,162,52,11,9
2021,"Sutton 004","E02000843",3979,73,758,1437,816,772,85,31,3,4
2021,"Sutton 005","E02000844",3218,19,291,913,1009,859,78,27,14,8
2021,"Sutton 006","E02000845",3609,28,255,783,919,1218,305,49,33,19
2021,"Sutton 007","E02000846",2786,13,147,524,557,1333,160,37,8,7
2021,"Sutton 008","E02000847",3683,28,338,837,572,1462,283,117,30,16
2021,"Sutton 009","E02000848",2916,11,127,368,282,1920,148,35,12,13
2021,"Sutton 010","E02000849",3251,39,389,918,515,1134,173,48,16,19
2021,"Sutton 011","E02000850",4089,33,257,705,958,1841,206,65,13,11
2021,"Sutton 012","E02000851",5036,200,1457,1846,904,457,109,35,21,7
2021,"Sutton 013","E02000852",3252,56,423,728,627,1166,168,62,15,7
2021,"Sutton 014","E02000853",3204,35,320,940,887,815,137,44,20,6
2021,"Sutton 015","E02000854",3083,46,278,733,400,1104,319,124,41,38
2021,"Sutton 016","E02000855",3213,18,267,589,228,1377,462,183,52,37
2021,"Sutton 017","E02000856",3800,118,679,1028,317,793,577,178,66,44
2021,"Sutton 018","E02000857",4078,131,1090,1773,560,228,147,74,34,41
2021,"Sutton 019","E02000858",3311,58,728,1000,735,619,132,23,10,6
2021,"Sutton 020","E02000859",3492,29,553,973,441,809,378,178,78,53
2021,"Sutton 021","E02000860",4121,225,1390,1667,464,164,98,56,32,25
2021,"Sutton 022","E02000861",2863,4,115,325,292,892,711,275,114,135
2021,"Sutton 024","E02000863",2422,1,102,296,414,797,470,194,114,34
2021,"Tower Hamlets 001","E02000864",4660,55,1269,1923,1101,217,77,13,3,2
2021,"Tower Hamlets 002","E02000865",2894,128,674,977,750,276,46,26,8,9
2021,"Tower Hamlets 003","E02000866",4152,71,923,1083,1098,602,248,81,25,21
2021,"Tower Hamlets 004","E02000867",4871,138,1412,2049,884,290,57,24,7,10
2021,"Tower Hamlets 005","E02000868",2788,72,731,1070,658,192,43,11,4,7
2021,"Tower Hamlets 006","E02000869",2527,80,715,926,553,205,30,11,3,4
2021,"Tower Hamlets 007","E02000870",2420,58,493,900,704,221,31,9,1,3
2021,"Tower Hamlets 008","E02000871",4226,98,1172,1616,1005,255,55,20,1,4
2021,"Tower Hamlets 009","E02000872",3192,112,743,1381,732,173,24,23,3,1
2021,"Tower Hamlets 010","E02000873",2924,60,575,1480,549,195,34,16,2,13
2021,"Tower Hamlets 011","E02000874",2522,72,641,1060,576,117,34,9,6,7
2021,"Tower Hamlets 012","E02000875",5079,129,1610,1955,997,270,71,13,15,19
2021,"Tower Hamlets 013","E02000876",2777,167,942,902,507,185,38,25,6,5
2021,"Tower Hamlets 014","E02000877",4913,78,1090,2037,1106,440,110,45,5,2
2021,"Tower Hamlets 015","E02000878",4013,141,1327,1485,686,226,66,54,10,18
2021,"Tower Hamlets 016","E02000879",3046,52,781,1087,743,299,48,21,14,1
2021,"Tower Hamlets 017","E02000880",2280,135,572,948,387,141,73,13,7,4
2021,"Tower Hamlets 018","E02000881",3854,61,997,1500,908,296,76,12,2,2
2021,"Tower Hamlets 019","E02000882",3808,35,920,1490,762,413,127,48,10,3
2021,"Tower Hamlets 020","E02000883",3027,40,629,1231,805,232,38,41,6,5
2021,"Tower Hamlets 021","E02000884",5114,282,1713,1933,791,224,120,41,4,6
2021,"Tower Hamlets 022","E02000885",2391,48,710,853,547,156,44,20,5,8
2021,"Tower Hamlets 023","E02000886",3823,83,908,1702,743,323,48,9,4,3
2021,"Tower Hamlets 024","E02000887",3947,137,930,1547,1050,222,38,17,2,4
2021,"Tower Hamlets 025","E02000888",3354,50,943,1524,588,164,51,27,2,5
2021,"Tower Hamlets 026","E02000889",3806,264,1022,1570,653,194,87,10,2,4
2021,"Tower Hamlets 027","E02000890",2891,85,878,1359,441,83,30,8,4,3
2021,"Tower Hamlets 030","E02000893",2987,148,523,1389,634,237,42,13,0,1
2021,"Tower Hamlets 031","E02000894",4463,57,1154,1912,831,317,137,34,14,7
2021,"Waltham Forest 001","E02000895",3280,86,328,657,735,1142,260,54,14,4
2021,"Waltham Forest 002","E02000896",3836,57,430,966,431,1240,464,156,59,33
2021,"Waltham Forest 003","E02000897",3368,10,511,905,739,937,180,63,16,7
2021,"Waltham Forest 004","E02000898",3200,32,447,826,348,1259,195,70,13,10
2021,"Waltham Forest 005","E02000899",3226,77,302,509,538,1615,142,29,8,6
2021,"Waltham Forest 006","E02000900",3119,11,344,522,724,1371,113,22,12,0
2021,"Waltham Forest 007","E02000901",3851,26,503,641,513,1694,363,77,21,13
2021,"Waltham Forest 008","E02000902",3520,22,503,778,675,1324,157,40,11,10
2021,"Waltham Forest 009","E02000903",3466,20,368,719,1077,1191,69,15,5,2
2021,"Waltham Forest 010","E02000904",3109,15,380,516,763,1224,159,41,6,5
2021,"Waltham Forest 011","E02000905",3630,39,437,957,831,1199,117,35,6,9
2021,"Waltham Forest 012","E02000906",3626,21,602,1190,1007,676,87,30,6,7
2021,"Waltham Forest 013","E02000907",4067,154,1223,1268,615,645,120,29,5,8
2021,"Waltham Forest 014","E02000908",5240,72,1718,1423,1236,672,82,18,6,13
2021,"Waltham Forest 015","E02000909",3568,41,795,886,624,990,174,39,13,6
2021,"Waltham Forest 016","E02000910",4407,105,1105,1119,706,1010,228,90,29,15
2021,"Waltham Forest 017","E02000911",4845,74,1283,1629,887,776,147,36,7,6
2021,"Waltham Forest 018","E02000912",3273,14,509,676,913,985,143,22,8,3
2021,"Waltham Forest 019","E02000913",3115,71,432,525,381,1234,299,111,48,14
2021,"Waltham Forest 020","E02000914",3974,118,1130,1004,562,842,233,64,15,6
2021,"Waltham Forest 021","E02000915",3283,83,855,983,246,574,366,116,34,26
2021,"Waltham Forest 022","E02000916",3982,61,918,1573,411,921,69,21,4,4
2021,"Waltham Forest 023","E02000917",3649,41,739,1299,748,648,119,35,13,7
2021,"Waltham Forest 024","E02000918",3408,97,836,914,377,753,301,63,9,58
2021,"Waltham Forest 025","E02000919",3357,76,692,659,523,1046,241,87,19,14
2021,"Waltham Forest 026","E02000920",3815,101,883,1002,749,861,158,30,17,14
2021,"Waltham Forest 027","E02000921",4056,96,946,1151,829,862,121,35,8,8
2021,"Waltham Forest 028","E02000922",3633,51,620,789,849,1178,103,31,8,4
2021,"Wandsworth 001","E02000923",3469,77,761,1258,650,332,220,98,36,37
2021,"Wandsworth 003","E02000925",3362,102,807,1312,704,242,97,50,29,19
2021,"Wandsworth 004","E02000926",5551,102,1519,2301,1040,352,152,53,13,19
2021,"Wandsworth 005","E02000927",3234,45,632,1102,753,554,99,35,8,6
2021,"Wandsworth 006","E02000928",3615,42,522,966,734,574,364,228,98,87
2021,"Wandsworth 007","E02000929",3493,183,968,1520,600,180,25,11,5,1
2021,"Wandsworth 008","E02000930",4261,91,881,1529,790,591,233,91,28,27
2021,"Wandsworth 009","E02000931",3487,44,578,892,556,678,488,181,40,30
2021,"Wandsworth 010","E02000932",5928,145,1309,2512,832,488,323,163,88,68
2021,"Wandsworth 011","E02000933",3931,150,696,1224,688,331,269,164,172,237
2021,"Wandsworth 012","E02000934",4196,131,1274,1276,733,432,172,98,42,38
2021,"Wandsworth 013","E02000935",2438,43,623,938,494,195,52,30,9,54
2021,"Wandsworth 014","E02000936",4384,315,777,1938,677,339,128,75,41,94
2021,"Wandsworth 015","E02000937",3127,45,569,694,501,439,378,225,149,127
2021,"Wandsworth 016","E02000938",4345,75,658,1505,1069,574,269,94,35,66
2021,"Wandsworth 017","E02000939",2836,24,384,480,269,606,517,295,151,110
2021,"Wandsworth 018","E02000940",4214,86,1183,1846,763,245,49,17,12,13
2021,"Wandsworth 019","E02000941",4138,78,799,1099,727,558,444,240,111,82
2021,"Wandsworth 020","E02000942",3815,70,488,901,391,1079,541,184,106,55
2021,"Wandsworth 021","E02000943",3809,116,881,1130,630,506,278,166,52,50
2021,"Wandsworth 022","E02000944",2890,64,498,1184,749,206,116,49,13,11
2021,"Wandsworth 023","E02000945",2764,82,530,768,898,294,79,53,25,35
2021,"Wandsworth 024","E02000946",3108,37,525,950,624,724,155,59,16,18
2021,"Wandsworth 025","E02000947",3920,36,663,1211,770,849,288,68,19,16
2021,"Wandsworth 026","E02000948",4384,78,967,1596,674,522,338,123,44,42
2021,"Wandsworth 027","E02000949",4257,204,838,1008,524,615,476,331,127,134
2021,"Wandsworth 028","E02000950",3110,84,445,1156,775,296,152,85,63,54
2021,"Wandsworth 029","E02000951",2822,164,684,843,364,281,176,119,72,119
2021,"Wandsworth 030","E02000952",2657,158,630,733,402,233,170,142,63,126
2021,"Wandsworth 031","E02000953",3213,95,539,947,695,765,118,34,6,14
2021,"Wandsworth 032","E02000954",2247,31,179,476,363,793,343,36,15,11
2021,"Wandsworth 033","E02000955",2677,88,210,912,456,771,128,91,13,8
2021,"Wandsworth 034","E02000956",3032,57,664,1020,831,325,84,19,14,18
2021,"Wandsworth 035","E02000957",4420,91,864,1478,925,796,177,51,15,23
2021,"Wandsworth 036","E02000958",2916,63,354,561,543,820,398,103,45,29
2021,"Wandsworth 037","E02000959",3104,105,608,895,749,474,192,37,25,19
2021,"Westminster 001","E02000960",2782,172,540,813,456,313,193,170,60,65
2021,"Westminster 002","E02000961",4068,196,911,1389,667,229,172,152,117,235
2021,"Westminster 003","E02000962",3859,378,1184,1149,555,266,124,64,43,96
2021,"Westminster 004","E02000963",4133,140,1044,1165,1041,598,71,39,13,22
2021,"Westminster 005","E02000964",5358,289,1842,1933,856,231,89,56,26,36
2021,"Westminster 006","E02000965",3624,182,876,1198,889,330,87,26,10,26
2021,"Westminster 007","E02000966",4110,260,1051,1170,830,348,164,110,53,124
2021,"Westminster 008","E02000967",3014,191,696,1018,577,252,136,45,18,81
2021,"Westminster 009","E02000968",5619,369,1663,1790,1272,427,47,25,5,21
2021,"Westminster 010","E02000969",3716,245,991,1446,815,152,28,11,5,23
2021,"Westminster 011","E02000970",3553,238,846,1102,610,297,180,87,56,137
2021,"Westminster 012","E02000971",3722,406,909,1076,595,344,228,73,30,61
2021,"Westminster 013","E02000972",4253,515,1556,1289,611,139,76,28,9,30
2021,"Westminster 014","E02000973",4796,582,1650,1239,625,215,150,110,86,139
2021,"Westminster 015","E02000974",3980,417,1076,1218,575,293,134,74,87,106
2021,"Westminster 016","E02000975",3805,597,1110,1156,552,237,87,32,14,20
2021,"Westminster 017","E02000976",4210,654,1113,1350,596,229,123,50,34,61
2021,"Westminster 018","E02000977",3433,315,1188,1041,518,153,73,42,19,84
2021,"Westminster 019","E02000978",2763,76,306,602,451,400,237,197,157,337
2021,"Westminster 020","E02000979",3928,269,1151,1276,723,218,136,58,36,61
2021,"Westminster 021","E02000980",4323,502,1255,1594,735,153,34,29,9,12
2021,"Westminster 022","E02000981",4157,382,1404,1223,577,221,112,102,46,90
2021,"Westminster 023","E02000982",3845,311,1043,1425,689,175,90,43,40,29
2021,"Westminster 024","E02000983",3756,496,1025,1323,707,118,37,22,8,20
2021,"Bromley 040","E02006782",3198,19,198,607,659,1162,340,120,60,33
2021,"Lewisham 037","E02006783",2895,6,167,1134,1140,402,28,9,5,4
2021,"Lewisham 038","E02006784",3124,43,475,819,880,738,128,28,8,5
2021,"Bexley 029","E02006785",2575,2,204,397,595,1076,233,47,14,7
2021,"Greenwich 033","E02006786",2873,59,293,606,666,988,203,51,4,3
2021,"Bromley 041","E02006787",3089,18,283,401,327,1610,349,61,29,11
2021,"Croydon 045","E02006788",2895,9,213,501,821,1248,82,9,4,8
2021,"Bromley 042","E02006789",2788,3,128,523,737,643,445,177,67,65
2021,"Ealing 040","E02006791",3445,120,853,1071,485,515,237,58,41,65
2021,"Hounslow 029","E02006792",4148,184,1124,1273,449,526,270,157,86,79
2021,"Enfield 037","E02006793",3390,100,714,1064,969,419,101,16,1,6
2021,"Haringey 037","E02006794",3122,139,922,911,569,341,161,65,12,2
2021,"Harrow 032","E02006795",2643,35,110,264,203,1735,221,56,13,6
2021,"Hillingdon 033","E02006796",3579,51,406,1093,632,1220,136,27,11,3
2021,"Lewisham 039","E02006798",3774,222,978,1344,836,309,33,17,9,26
2021,"Barking and Dagenham 023","E02006799",3890,6,392,1195,1586,592,98,11,4,6
2021,"Redbridge 034","E02006800",4519,82,781,796,537,1421,631,208,35,28
2021,"Lambeth 036","E02006801",3714,114,1206,1417,619,212,68,53,16,9
2021,"Southwark 034","E02006802",3937,136,1115,1599,670,204,80,48,63,22
2021,"Sutton 025","E02006836",3210,28,211,624,271,632,626,363,205,250
2021,"Tower Hamlets 032","E02006853",5041,358,1863,1775,827,127,57,24,7,3
2021,"Tower Hamlets 033","E02006854",3529,203,1217,1562,376,155,10,1,1,4
2021,"Harrow 033","E02006882",4394,28,154,394,286,2890,405,145,60,32
2021,"Hackney 028","E02006918",3171,116,858,1028,776,251,82,37,10,13
2021,"Hackney 029","E02006921",2782,101,645,1079,487,206,155,59,31,19
2021,"Redbridge 035","E02006924",4097,78,531,541,262,1625,747,194,84,35
2021,"Redbridge 036","E02006925",4191,15,228,428,509,2143,560,210,54,44
2021,"Greenwich 034","E02006927",5085,45,837,1585,1256,901,251,99,52,59
2021,"Greenwich 035","E02006928",5262,69,1465,2553,960,150,35,18,3,9
2021,"Greenwich 037","E02006930",4225,61,910,1144,860,785,350,88,15,12
2021,"Greenwich 038","E02006931",4137,88,830,1313,866,547,227,131,74,61
2021,"Southwark 035","E02006941",2985,170,953,1454,305,58,25,12,3,5
2021,"Southwark 036","E02006942",3362,79,1013,1695,432,96,29,12,5,1
2021,"Barnet 042","E02006953",3855,251,1219,1708,549,96,21,4,1,6
2021,"Barnet 043","E02006954",3722,120,859,1197,644,752,122,13,9,6
2021,"Brent 035","E02006955",2709,68,1115,1060,241,126,58,27,5,9
2021,"Brent 036","E02006956",2508,47,348,487,140,1313,120,33,17,3
2021,"Ealing 041","E02006968",3560,225,599,1050,406,419,393,185,99,184
2021,"Ealing 042","E02006969",2976,186,881,1203,316,178,80,38,45,49
2021,"Ealing 043","E02006970",2027,95,372,491,558,447,43,15,3,3
2021,"Ealing 044","E02006971",2224,32,165,415,487,1025,64,17,8,11
2021,"Hounslow 030","E02006972",2331,22,662,1066,301,199,55,19,3,4
2021,"Hounslow 031","E02006973",3726,94,1015,1549,795,207,45,9,5,7
2021,"Croydon 046","E02006987",3880,410,1629,1570,154,54,21,21,10,11
2021,"Croydon 047","E02006988",3307,192,1113,1197,355,280,92,37,24,17
2021,"Greenwich 039","E02006991",3232,44,1084,1601,348,123,25,4,0,3
2021,"Greenwich 040","E02006992",3770,37,945,1610,768,317,67,18,6,2
2021,"Greenwich 041","E02006993",3624,38,1070,1538,652,224,66,31,2,3
2021,"Greenwich 042","E02006994",3286,156,1024,1349,419,222,95,10,4,7
2021,"Newham 038","E02006995",3241,20,559,1530,884,209,37,1,0,1
2021,"Newham 039","E02006996",3158,40,867,1164,703,259,90,32,2,1
2021,"Newham 040","E02006997",3227,75,1297,1336,413,81,13,9,3,0
2021,"Newham 041","E02006998",2667,41,709,1106,566,179,55,3,2,6
2021,"Newham 042","E02006999",5053,170,1432,2320,912,153,55,8,1,2
2021,"Lewisham 040","E02007008",2658,137,1025,1064,287,105,24,13,1,2
2021,"Lewisham 041","E02007009",3987,224,1234,1271,669,368,116,63,25,17
2021,"Redbridge 037","E02007017",2760,13,96,535,469,1490,111,32,10,4
2021,"Redbridge 038","E02007018",2529,38,378,825,313,885,58,24,2,6
2021,"Redbridge 039","E02007019",2406,104,658,827,384,331,76,13,3,10
2021,"Redbridge 040","E02007020",2723,17,344,299,518,1165,288,53,24,15
2021,"Wandsworth 038","E02007083",4105,181,1351,2062,417,64,20,5,1,4
2021,"Wandsworth 039","E02007084",4138,69,1161,1541,986,299,60,13,6,3
2021,"Hackney 030","E02007108",2800,156,868,937,544,163,81,30,10,11
2021,"Hackney 031","E02007109",3303,140,753,991,735,374,191,76,27,16
2021,"Hackney 032","E02007110",3360,166,978,1385,694,101,27,8,0,1
2021,"Hackney 033","E02007111",2816,175,836,1204,503,70,14,9,2,3
2021,"Tower Hamlets 034","E02007112",2918,400,1098,1020,287,79,32,2,0,0
2021,"Tower Hamlets 035","E02007113",3266,97,997,1611,379,126,35,13,3,5
2021,"Tower Hamlets 036","E02007114",3032,204,790,1167,576,247,36,9,3,0
2021,"Camden 029","E02007115",4469,472,1513,1566,607,176,69,26,17,23
