"date","geography","geography code","Accommodation type: Total: All households","Accommodation type: Detached","Accommodation type: Semi-detached","Accommodation type: Terraced","Accommodation type: In a purpose-built block of flats or tenement","Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of another converted building, for example, former school, church or warehouse","Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop","Accommodation type: A caravan or other mobile or temporary structure"
2021,"Redbridge 026","E02000776",2082,115,355,778,294,503,9,25,3
2021,"Redbridge 027","E02000777",2322,82,612,817,664,121,24,2,0
2021,"Redbridge 029","E02000779",2773,88,318,622,760,889,28,63,5
2021,"Redbridge 031","E02000781",4428,515,1265,1955,546,114,1,24,8
2021,"Redbridge 032","E02000782",3577,225,319,1208,1577,171,21,50,6
2021,"Redbridge 033","E02000783",2116,246,344,960,478,70,1,16,1
2021,"Richmond upon Thames 001","E02000784",4180,269,1241,984,1151,391,78,64,2
2021,"Richmond upon Thames 002","E02000785",4161,402,895,1174,933,613,54,84,6
2021,"Richmond upon Thames 003","E02000786",4942,176,590,1688,1972,401,61,54,0
2021,"Richmond upon Thames 004","E02000787",5173,157,855,1461,2187,412,57,43,1
2021,"Richmond upon Thames 005","E02000788",3623,162,1177,1040,655,393,30,165,1
2021,"Richmond upon Thames 006","E02000789",2843,289,372,662,1045,404,42,28,1
2021,"Richmond upon Thames 007","E02000790",2704,197,505,807,678,388,52,54,23
2021,"Richmond upon Thames 008","E02000791",2968,117,359,486,1085,680,133,107,1
2021,"Richmond upon Thames 009","E02000792",3101,164,581,520,1055,669,29,61,22
2021,"Richmond upon Thames 010","E02000793",3134,247,1359,745,525,158,14,85,1
2021,"Richmond upon Thames 011","E02000794",2759,304,1057,530,651,200,7,10,0
2021,"Richmond upon Thames 012","E02000795",2589,682,661,724,404,73,17,25,3
2021,"Richmond upon Thames 013","E02000796",3979,287,2243,451,839,117,11,30,1
2021,"Richmond upon Thames 014","E02000797",3480,95,486,1328,937,319,77,223,15
2021,"Richmond upon Thames 015","E02000798",4324,163,1332,1709,836,245,5,33,1
2021,"Richmond upon Thames 016","E02000799",2440,223,679,583,699,190,13,22,31
2021,"Richmond upon Thames 017","E02000800",2156,89,459,852,728,14,5,9,0
2021,"Richmond upon Thames 018","E02000801",3019,197,627,1027,748,352,17,49,2
2021,"Richmond upon Thames 019","E02000802",2975,351,767,686,797,235,74,64,1
2021,"Richmond upon Thames 020","E02000803",4096,629,1136,1235,969,100,11,6,10
2021,"Richmond upon Thames 021","E02000804",3167,214,689,899,984,233,36,111,1
2021,"Richmond upon Thames 022","E02000805",4635,507,819,853,1996,322,71,46,21
2021,"Richmond upon Thames 023","E02000806",4254,762,1277,987,847,163,109,59,50
2021,"Southwark 001","E02000807",3735,57,323,878,2267,57,139,14,0
2021,"Southwark 002","E02000808",4698,20,66,177,3968,102,236,124,5
2021,"Southwark 004","E02000810",5393,22,86,379,4676,62,142,24,2
2021,"Southwark 006","E02000812",4533,27,56,161,3813,72,331,73,0
2021,"Southwark 007","E02000813",4483,31,92,322,3700,95,188,54,1
2021,"Southwark 008","E02000814",4589,56,278,696,3383,59,33,11,73
2021,"Southwark 009","E02000815",3232,7,22,84,2792,181,115,29,2
2021,"Southwark 010","E02000816",4148,60,190,676,2946,123,110,43,0
2021,"Southwark 011","E02000817",2925,42,128,344,2278,71,25,25,12
2021,"Southwark 012","E02000818",4488,28,94,402,3346,433,120,61,4
2021,"Southwark 013","E02000819",3555,48,151,473,2742,102,18,17,4
2021,"Southwark 014","E02000820",4230,37,108,468,3269,291,22,27,8
2021,"Southwark 015","E02000821",3132,39,85,258,2331,323,37,55,4
2021,"Southwark 016","E02000822",2774,32,40,232,2280,122,45,22,1
2021,"Southwark 017","E02000823",3631,38,100,429,2436,471,92,63,2
2021,"Southwark 018","E02000824",3791,73,149,392,2917,163,43,34,20
2021,"Southwark 019","E02000825",3891,83,186,549,2992,29,37,14,1
2021,"Southwark 020","E02000826",4022,47,127,475,2825,389,141,14,4
2021,"Southwark 021","E02000827",5019,36,94,213,4102,396,83,83,12
2021,"Southwark 022","E02000828",3591,90,184,625,2236,360,30,65,1
2021,"Southwark 023","E02000829",4737,93,227,1064,2393,750,162,41,7
2021,"Southwark 024","E02000830",3762,141,270,796,1349,1060,97,48,1
2021,"Southwark 025","E02000831",4052,79,313,1128,1440,904,86,101,1
2021,"Southwark 026","E02000832",4101,116,358,1181,1745,604,46,46,5
2021,"Southwark 027","E02000833",3045,43,228,377,2263,113,11,9,1
2021,"Southwark 028","E02000834",4103,82,542,949,871,1565,44,49,1
2021,"Southwark 029","E02000835",3030,73,358,926,969,638,56,9,1
2021,"Southwark 030","E02000836",3337,45,509,1343,316,1003,33,83,5
2021,"Southwark 031","E02000837",3148,253,991,1037,344,466,17,37,3
2021,"Southwark 032","E02000838",3925,88,564,750,1387,1054,34,46,2
2021,"Southwark 033","E02000839",3428,437,346,515,1954,138,16,21,1
2021,"Sutton 001","E02000840",3474,120,556,1957,729,73,17,22,0
2021,"Sutton 002","E02000841",3301,96,584,1909,565,85,7,54,1
2021,"Sutton 003","E02000842",2958,106,1764,600,350,44,20,74,0
2021,"Sutton 004","E02000843",3980,100,723,988,2044,96,12,17,0
2021,"Sutton 005","E02000844",3217,130,796,1514,636,98,6,34,3
2021,"Sutton 006","E02000845",3609,223,966,1561,644,101,11,103,0
2021,"Sutton 007","E02000846",2786,199,1176,839,481,66,3,22,0
2021,"Sutton 008","E02000847",3681,425,1693,819,624,48,35,36,1
2021,"Sutton 009","E02000848",2916,91,915,1453,344,36,8,69,0
2021,"Sutton 010","E02000849",3252,135,1209,684,1021,145,23,35,0
2021,"Sutton 011","E02000850",4089,296,1772,1386,537,55,20,23,0
2021,"Sutton 012","E02000851",5036,144,608,438,3365,277,85,112,7
2021,"Sutton 013","E02000852",3252,184,1250,769,736,255,23,34,1
2021,"Sutton 014","E02000853",3202,223,837,1133,812,189,0,7,1
2021,"Sutton 015","E02000854",3083,425,1156,512,664,211,38,76,1
2021,"Sutton 016","E02000855",3212,481,1431,435,672,52,34,107,0
2021,"Sutton 017","E02000856",3801,437,1186,357,1261,416,47,94,3
2021,"Sutton 018","E02000857",4082,203,260,395,2841,345,13,18,7
2021,"Sutton 019","E02000858",3310,155,586,1025,1393,69,21,57,4
2021,"Sutton 020","E02000859",3493,590,997,295,1478,102,7,24,0
2021,"Sutton 021","E02000860",4119,117,161,229,3276,302,20,10,4
2021,"Sutton 022","E02000861",2863,1182,1099,97,370,69,10,36,0
2021,"Sutton 024","E02000863",2425,916,881,268,320,20,0,14,6
2021,"Tower Hamlets 001","E02000864",4663,76,133,549,3639,89,106,67,4
2021,"Tower Hamlets 002","E02000865",2893,27,57,237,2250,189,79,46,8
2021,"Tower Hamlets 003","E02000866",4152,54,128,1168,2040,490,179,86,7
2021,"Tower Hamlets 004","E02000867",4873,54,110,516,3586,98,471,30,8
2021,"Tower Hamlets 005","E02000868",2788,18,52,174,2177,87,224,51,5
2021,"Tower Hamlets 006","E02000869",2525,13,69,413,1835,64,64,66,1
2021,"Tower Hamlets 007","E02000870",2419,20,52,377,1811,73,44,42,0
2021,"Tower Hamlets 008","E02000871",4227,46,77,284,3738,43,20,17,2
2021,"Tower Hamlets 009","E02000872",3192,25,43,184,2648,77,126,89,0
2021,"Tower Hamlets 010","E02000873",2921,28,43,212,2518,52,36,27,5
2021,"Tower Hamlets 011","E02000874",2523,19,60,146,2071,115,95,15,2
2021,"Tower Hamlets 012","E02000875",5079,25,90,230,4502,146,52,20,14
2021,"Tower Hamlets 013","E02000876",2778,34,65,201,2208,72,124,73,1
2021,"Tower Hamlets 014","E02000877",4913,75,78,410,4101,90,108,50,1
2021,"Tower Hamlets 015","E02000878",4009,35,91,356,2910,109,307,199,2
2021,"Tower Hamlets 016","E02000879",3048,29,76,375,2296,107,117,48,0
2021,"Tower Hamlets 017","E02000880",2279,21,43,193,1841,68,55,56,2
2021,"Tower Hamlets 018","E02000881",3853,48,95,351,3130,43,164,17,5
2021,"Tower Hamlets 019","E02000882",3808,103,170,730,2638,56,66,42,3
2021,"Tower Hamlets 020","E02000883",3030,36,123,298,2402,54,47,67,3
2021,"Tower Hamlets 021","E02000884",5115,21,59,229,4144,128,374,154,6
2021,"Tower Hamlets 022","E02000885",2389,27,59,170,1965,84,46,38,0
2021,"Tower Hamlets 023","E02000886",3823,19,114,186,3292,59,112,39,2
2021,"Tower Hamlets 024","E02000887",3945,23,78,239,3373,89,105,33,5
2021,"Tower Hamlets 025","E02000888",3360,21,30,145,2968,54,99,28,15
2021,"Tower Hamlets 026","E02000889",3809,45,83,363,3114,29,143,30,2
2021,"Tower Hamlets 027","E02000890",2891,14,35,186,2089,30,515,7,15
2021,"Tower Hamlets 030","E02000893",2986,39,199,386,2257,36,58,8,3
2021,"Tower Hamlets 031","E02000894",4463,54,227,799,3213,25,132,12,1
2021,"Waltham Forest 001","E02000895",3277,151,1667,613,755,60,7,23,1
2021,"Waltham Forest 002","E02000896",3837,272,1353,803,1058,258,20,69,4
2021,"Waltham Forest 003","E02000897",3371,153,1337,895,864,80,20,19,3
2021,"Waltham Forest 004","E02000898",3199,115,1295,773,931,82,1,1,1
2021,"Waltham Forest 005","E02000899",3224,112,1015,1260,627,109,8,93,0
2021,"Waltham Forest 006","E02000900",3122,216,722,1409,621,118,6,30,0
2021,"Waltham Forest 007","E02000901",3851,172,1007,1527,863,216,6,60,0
2021,"Waltham Forest 008","E02000902",3518,109,404,1581,1231,159,3,29,2
2021,"Waltham Forest 009","E02000903",3468,198,688,1532,844,158,13,31,4
2021,"Waltham Forest 010","E02000904",3108,150,655,1422,586,254,22,17,2
2021,"Waltham Forest 011","E02000905",3630,140,528,1761,707,392,27,70,5
2021,"Waltham Forest 012","E02000906",3627,135,304,1361,1233,549,9,34,2
2021,"Waltham Forest 013","E02000907",4064,80,357,733,2436,332,52,52,22
2021,"Waltham Forest 014","E02000908",5239,118,273,1402,2785,589,25,39,8
2021,"Waltham Forest 015","E02000909",3568,108,551,1203,1226,406,36,38,0
2021,"Waltham Forest 016","E02000910",4403,176,360,1521,1453,717,82,88,6
2021,"Waltham Forest 017","E02000911",4849,152,284,1397,1794,1023,42,155,2
2021,"Waltham Forest 018","E02000912",3271,216,406,1807,573,237,8,14,10
2021,"Waltham Forest 019","E02000913",3118,184,422,1457,440,564,17,33,1
2021,"Waltham Forest 020","E02000914",3973,154,345,1087,1618,636,23,106,4
2021,"Waltham Forest 021","E02000915",3283,106,466,711,869,1086,26,16,3
2021,"Waltham Forest 022","E02000916",3980,141,290,1041,1765,633,43,66,1
2021,"Waltham Forest 023","E02000917",3652,108,300,982,1237,942,42,39,2
2021,"Waltham Forest 024","E02000918",3412,87,294,1142,1233,519,25,109,3
2021,"Waltham Forest 025","E02000919",3359,136,296,1455,568,799,20,82,3
2021,"Waltham Forest 026","E02000920",3815,159,388,1205,1479,460,58,60,6
2021,"Waltham Forest 027","E02000921",4057,214,434,1594,1229,500,16,67,3
2021,"Waltham Forest 028","E02000922",3635,181,402,1996,529,444,23,57,3
2021,"Wandsworth 001","E02000923",3469,24,85,336,2572,311,107,28,6
2021,"Wandsworth 003","E02000925",3362,25,130,273,2459,364,62,48,1
2021,"Wandsworth 004","E02000926",5548,42,239,318,4395,330,120,78,26
2021,"Wandsworth 005","E02000927",3233,59,143,1265,983,691,33,55,4
2021,"Wandsworth 006","E02000928",3614,70,452,1115,1095,760,33,87,2
2021,"Wandsworth 007","E02000929",3495,39,50,250,3072,38,18,26,2
2021,"Wandsworth 008","E02000930",4261,39,118,1246,1433,1147,114,162,2
2021,"Wandsworth 009","E02000931",3487,28,184,1330,384,1514,27,20,0
2021,"Wandsworth 010","E02000932",5930,88,269,945,3266,1086,75,176,25
2021,"Wandsworth 011","E02000933",3932,372,533,585,1850,492,53,47,0
2021,"Wandsworth 012","E02000934",4196,49,200,831,1618,1306,108,81,3
2021,"Wandsworth 013","E02000935",2437,108,47,170,2061,29,8,12,2
2021,"Wandsworth 014","E02000936",4383,129,178,320,3270,447,28,11,0
2021,"Wandsworth 015","E02000937",3127,115,454,943,614,917,28,56,0
2021,"Wandsworth 016","E02000938",4345,166,281,927,2882,65,14,9,1
2021,"Wandsworth 017","E02000939",2836,93,462,1266,377,593,23,18,4
2021,"Wandsworth 018","E02000940",4214,32,149,494,2953,434,77,75,0
2021,"Wandsworth 019","E02000941",4137,86,301,1406,821,1459,34,24,6
2021,"Wandsworth 020","E02000942",3816,177,678,1272,805,752,74,58,0
2021,"Wandsworth 021","E02000943",3811,56,202,1058,1432,879,41,140,3
2021,"Wandsworth 022","E02000944",2890,87,191,284,2207,41,78,0,2
2021,"Wandsworth 023","E02000945",2764,128,175,353,1982,95,7,24,0
2021,"Wandsworth 024","E02000946",3108,54,274,695,1397,493,121,74,0
2021,"Wandsworth 025","E02000947",3920,37,159,1486,1312,857,40,28,1
2021,"Wandsworth 026","E02000948",4381,47,302,939,1529,1505,44,14,1
2021,"Wandsworth 027","E02000949",4255,122,693,1168,1268,899,31,71,3
2021,"Wandsworth 028","E02000950",3110,144,180,510,2172,88,14,1,1
2021,"Wandsworth 029","E02000951",2825,59,281,525,990,873,29,64,4
2021,"Wandsworth 030","E02000952",2657,28,158,637,695,1090,13,28,8
2021,"Wandsworth 031","E02000953",3211,27,108,907,1580,522,17,43,7
2021,"Wandsworth 032","E02000954",2247,51,264,1188,316,370,6,50,2
2021,"Wandsworth 033","E02000955",2678,82,395,1484,359,253,43,59,3
2021,"Wandsworth 034","E02000956",3032,43,142,753,1180,827,26,59,2
2021,"Wandsworth 035","E02000957",4423,92,288,1085,1702,1107,34,114,1
2021,"Wandsworth 036","E02000958",2920,131,555,1121,637,451,9,14,2
2021,"Wandsworth 037","E02000959",3103,62,255,782,1154,743,26,76,5
2021,"Westminster 001","E02000960",2779,62,127,225,2188,101,17,59,0
2021,"Westminster 002","E02000961",4068,245,247,268,2562,698,17,28,3
2021,"Westminster 003","E02000962",3857,98,87,90,3432,104,30,11,5
2021,"Westminster 004","E02000963",4135,123,218,1314,1590,809,37,41,3
2021,"Westminster 005","E02000964",5356,50,85,298,2563,2183,81,93,3
2021,"Westminster 006","E02000965",3623,17,50,128,2286,1079,21,41,1
2021,"Westminster 007","E02000966",4111,34,143,315,1956,1580,39,36,8
2021,"Westminster 008","E02000967",3012,18,52,180,2468,232,24,37,1
2021,"Westminster 009","E02000968",5617,17,36,161,5030,237,61,64,11
2021,"Westminster 010","E02000969",3720,16,21,32,3338,233,39,28,13
2021,"Westminster 011","E02000970",3556,34,72,324,2407,443,67,208,1
2021,"Westminster 012","E02000971",3723,30,40,251,2680,565,53,104,0
2021,"Westminster 013","E02000972",4255,14,19,70,3425,246,134,344,3
2021,"Westminster 014","E02000973",4797,58,114,436,2475,1572,68,71,3
2021,"Westminster 015","E02000974",3979,38,69,391,2980,377,32,88,4
2021,"Westminster 016","E02000975",3803,7,28,195,2426,1028,60,52,7
2021,"Westminster 017","E02000976",4210,17,65,225,3197,578,36,85,7
2021,"Westminster 018","E02000977",3435,26,21,124,2658,198,137,266,5
2021,"Westminster 019","E02000978",2762,74,131,840,1223,399,48,46,1
2021,"Westminster 020","E02000979",3926,21,23,156,3422,86,112,105,1
2021,"Westminster 021","E02000980",4327,6,9,106,3922,129,125,27,3
2021,"Westminster 022","E02000981",4157,23,31,357,1883,1760,40,62,1
2021,"Westminster 023","E02000982",3844,10,33,276,3246,212,18,46,3
2021,"Westminster 024","E02000983",3757,11,17,84,3157,449,20,17,2
2021,"Bromley 040","E02006782",3196,399,1106,1103,462,95,12,19,0
2021,"Lewisham 037","E02006783",2896,146,555,1816,256,85,8,28,2
2021,"Lewisham 038","E02006784",3126,104,719,1316,888,42,6,51,0
2021,"Bexley 029","E02006785",2572,116,1513,427,470,24,5,17,0
2021,"Greenwich 033","E02006786",2873,114,438,1340,765,173,11,27,5
2021,"Bromley 041","E02006787",3089,94,986,1479,332,89,17,92,0
2021,"Croydon 045","E02006788",2895,112,671,1528,510,55,5,13,1
2021,"Bromley 042","E02006789",2788,1431,676,212,281,20,12,30,126
2021,"Ealing 040","E02006791",3449,55,231,853,1336,889,58,25,2
2021,"Hounslow 029","E02006792",4149,121,438,736,1854,821,67,103,9
2021,"Enfield 037","E02006793",3389,156,489,778,1813,102,13,33,5
2021,"Haringey 037","E02006794",3126,124,206,511,1854,318,20,90,3
2021,"Harrow 032","E02006795",2644,91,830,1266,322,92,0,42,1
2021,"Hillingdon 033","E02006796",3580,317,1467,538,1112,99,12,33,2
2021,"Lewisham 039","E02006798",3776,52,205,478,2706,150,62,121,2
2021,"Barking and Dagenham 023","E02006799",3888,216,1155,1879,449,101,9,77,2
2021,"Redbridge 034","E02006800",4514,270,1044,1694,905,504,14,81,2
2021,"Lambeth 036","E02006801",3711,20,74,330,2909,165,150,62,1
2021,"Southwark 034","E02006802",3938,31,80,319,3121,255,86,42,4
2021,"Sutton 025","E02006836",3211,1632,397,503,576,72,9,22,0
2021,"Tower Hamlets 032","E02006853",5041,28,90,201,4657,25,7,30,3
2021,"Tower Hamlets 033","E02006854",3526,11,18,30,3307,9,105,43,3
2021,"Harrow 033","E02006882",4396,229,2701,919,260,199,10,77,1
2021,"Hackney 028","E02006918",3169,43,114,307,2395,204,60,39,7
2021,"Hackney 029","E02006921",2782,34,115,226,1967,391,9,29,11
2021,"Redbridge 035","E02006924",4097,165,1145,1549,733,437,15,51,2
2021,"Redbridge 036","E02006925",4188,330,2095,1159,468,89,5,38,4
2021,"Greenwich 034","E02006927",5085,352,905,1016,2653,105,23,31,0
2021,"Greenwich 035","E02006928",5264,29,71,231,4791,37,63,40,2
2021,"Greenwich 037","E02006930",4225,63,243,1590,1880,315,64,69,1
2021,"Greenwich 038","E02006931",4137,127,312,1222,1748,440,178,108,2
2021,"Southwark 035","E02006941",2985,13,16,56,2030,37,779,27,27
2021,"Southwark 036","E02006942",3364,7,43,85,2798,70,306,54,1
2021,"Barnet 042","E02006953",3855,21,81,177,3490,54,16,15,1
2021,"Barnet 043","E02006954",3721,85,839,183,2439,126,13,34,2
2021,"Brent 035","E02006955",2712,51,169,25,2327,105,1,32,2
2021,"Brent 036","E02006956",2504,103,1129,318,853,82,4,15,0
2021,"Ealing 041","E02006968",3560,585,288,457,1257,934,14,25,0
2021,"Ealing 042","E02006969",2976,116,117,92,1760,784,31,74,2
2021,"Ealing 043","E02006970",2026,138,324,565,723,156,32,81,7
2021,"Ealing 044","E02006971",2223,208,602,856,360,165,5,26,1
2021,"Hounslow 030","E02006972",2333,49,222,206,1738,58,36,11,13
2021,"Hounslow 031","E02006973",3725,39,245,423,2814,91,47,26,40
2021,"Croydon 046","E02006987",3879,29,62,82,3095,327,178,97,9
2021,"Croydon 047","E02006988",3306,127,274,262,1801,719,44,76,3
2021,"Greenwich 039","E02006991",3233,13,33,122,2598,32,411,22,2
2021,"Greenwich 040","E02006992",3770,45,142,628,2857,55,32,10,1
2021,"Greenwich 041","E02006993",3625,23,82,393,3035,73,6,12,1
2021,"Greenwich 042","E02006994",3282,47,156,392,2425,83,96,80,3
2021,"Newham 038","E02006995",3238,20,37,166,2990,9,7,9,0
2021,"Newham 039","E02006996",3158,77,126,511,2268,123,4,42,7
2021,"Newham 040","E02006997",3229,19,122,182,2740,55,27,15,69
2021,"Newham 041","E02006998",2665,80,152,454,1877,60,19,19,4
2021,"Newham 042","E02006999",5051,45,145,341,4472,27,8,8,5
2021,"Lewisham 040","E02007008",2659,18,49,186,2325,53,7,19,2
2021,"Lewisham 041","E02007009",3987,85,309,597,2055,733,95,108,5
2021,"Redbridge 037","E02007017",2759,125,1019,1032,550,26,2,3,2
2021,"Redbridge 038","E02007018",2527,120,451,829,1020,58,3,45,1
2021,"Redbridge 039","E02007019",2405,105,207,502,1296,171,12,110,2
2021,"Redbridge 040","E02007020",2722,216,511,1376,234,357,3,20,5
2021,"Wandsworth 038","E02007083",4107,7,14,21,4013,20,2,15,15
2021,"Wandsworth 039","E02007084",4136,33,52,235,3221,417,153,25,0
2021,"Hackney 030","E02007108",2802,29,102,331,1608,394,211,125,2
2021,"Hackney 031","E02007109",3305,73,265,680,1682,445,102,49,9
2021,"Hackney 032","E02007110",3362,2,6,52,3080,50,120,52,0
2021,"Hackney 033","E02007111",2816,15,14,53,2157,71,314,187,5
2021,"Tower Hamlets 034","E02007112",2917,6,10,40,2826,7,12,15,1
2021,"Tower Hamlets 035","E02007113",3267,10,20,89,3042,19,10,21,56
2021,"Tower Hamlets 036","E02007114",3031,17,67,185,2670,38,10,38,6
2021,"Camden 029","E02007115",4472,25,32,151,3479,597,48,139,1
