"date","geography","geography code","Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census","Method of travel to workplace: Work mainly at or from home","Method of travel to workplace: Underground, metro, light rail, tram","Method of travel to workplace: Train","Method of travel to workplace: Bus, minibus or coach","Method of travel to workplace: Taxi","Method of travel to workplace: Motorcycle, scooter or moped","Method of travel to workplace: Driving a car or van","Method of travel to workplace: Passenger in a car or van","Method of travel to workplace: Bicycle","Method of travel to workplace: On foot","Method of travel to workplace: Other method of travel to work"
2021,"Lambeth 015","E02000632",7126,4487,958,175,409,24,29,343,24,364,253,60
2021,"Lambeth 016","E02000633",5257,2604,708,160,660,19,42,403,21,291,284,65
2021,"Lambeth 017","E02000634",4033,2156,612,112,362,21,18,297,12,179,233,31
2021,"Lambeth 018","E02000635",6072,3375,638,271,493,40,22,446,25,368,306,88
2021,"Lambeth 019","E02000636",5023,3384,574,87,145,24,24,317,14,226,185,43
2021,"Lambeth 020","E02000637",5630,3417,571,128,464,15,29,359,11,383,216,37
2021,"Lambeth 021","E02000638",5749,2689,630,173,818,28,57,616,34,342,301,61
2021,"Lambeth 022","E02000639",4712,1814,579,141,979,21,43,560,42,257,237,39
2021,"Lambeth 023","E02000640",5716,3671,591,125,261,15,21,458,47,251,240,36
2021,"Lambeth 024","E02000641",4148,1490,478,193,849,25,44,564,32,198,224,51
2021,"Lambeth 025","E02000642",5347,2857,299,386,557,20,42,590,34,274,242,46
2021,"Lambeth 026","E02000643",5560,3003,447,238,670,14,52,540,27,294,239,36
2021,"Lambeth 027","E02000644",4876,2468,388,284,534,20,54,606,30,249,206,37
2021,"Lambeth 028","E02000645",5174,2641,340,423,524,25,46,551,30,277,263,54
2021,"Lambeth 029","E02000646",5599,2795,484,262,719,12,62,622,48,272,264,59
2021,"Lambeth 030","E02000647",4480,2235,253,239,482,20,45,698,39,216,207,46
2021,"Lambeth 031","E02000648",3664,1411,196,285,589,17,47,701,38,125,204,51
2021,"Lambeth 032","E02000649",7434,3403,675,589,1025,20,92,809,44,337,353,87
2021,"Lambeth 033","E02000650",4005,1956,185,401,414,16,43,570,35,159,184,42
2021,"Lambeth 034","E02000651",4800,2037,309,588,547,19,62,672,31,219,246,70
2021,"Lambeth 035","E02000652",3883,1370,331,475,470,12,59,775,45,115,168,63
2021,"Lewisham 001","E02000653",7157,3384,1070,418,675,41,51,731,31,349,313,94
2021,"Lewisham 002","E02000654",4287,1618,423,346,666,15,21,608,18,212,299,61
2021,"Lewisham 003","E02000655",5359,2060,486,358,1018,13,42,672,44,311,290,65
2021,"Lewisham 005","E02000657",5141,2444,538,407,593,28,34,451,40,256,287,63
2021,"Lewisham 006","E02000658",4807,2313,370,315,673,25,28,497,25,277,231,53
2021,"Lewisham 007","E02000659",4387,2509,263,403,329,12,16,449,27,136,207,36
2021,"Lewisham 008","E02000660",4955,2768,455,347,341,8,21,498,30,215,227,45
2021,"Lewisham 009","E02000661",3568,1933,155,395,247,5,22,437,28,123,190,33
2021,"Lewisham 010","E02000662",4412,2041,336,319,552,27,28,601,36,206,216,50
2021,"Lewisham 011","E02000663",3777,2011,227,343,311,16,15,436,22,153,198,45
2021,"Lewisham 013","E02000665",4316,2180,236,510,382,8,14,513,37,146,250,40
2021,"Lewisham 014","E02000666",3822,1940,235,325,307,15,21,505,37,167,240,30
2021,"Lewisham 015","E02000667",3672,2046,192,295,207,9,15,450,28,213,187,30
2021,"Lewisham 016","E02000668",3410,1803,152,367,233,14,14,502,38,102,157,28
2021,"Lewisham 017","E02000669",4295,2132,261,461,351,12,29,565,34,133,256,61
2021,"Lewisham 018","E02000670",3410,1262,253,398,506,7,35,533,28,123,216,49
2021,"Lewisham 019","E02000671",4890,2667,311,386,352,23,26,608,23,230,221,43
2021,"Lewisham 020","E02000672",5340,2257,306,692,653,18,52,793,48,158,309,54
2021,"Lewisham 021","E02000673",4690,2562,357,289,360,22,30,615,31,215,168,41
2021,"Lewisham 022","E02000674",4210,1808,155,426,435,17,28,870,60,130,231,50
2021,"Lewisham 023","E02000675",4284,1771,161,501,384,16,37,1031,63,92,177,51
2021,"Lewisham 024","E02000676",4359,2323,235,298,398,20,25,619,50,161,190,40
2021,"Lewisham 025","E02000677",3587,1543,166,328,378,17,29,745,44,86,198,53
2021,"Lewisham 026","E02000678",3138,907,145,346,415,27,25,969,66,57,136,45
2021,"Lewisham 027","E02000679",4114,1987,317,272,420,14,30,685,27,118,198,46
2021,"Lewisham 028","E02000680",3534,1606,233,283,451,16,31,515,43,146,178,32
2021,"Lewisham 029","E02000681",3932,1296,147,466,480,21,28,1058,55,88,235,58
2021,"Lewisham 030","E02000682",3841,1033,182,396,657,17,24,1126,79,77,192,58
2021,"Lewisham 031","E02000683",3217,997,131,405,477,15,20,899,71,44,114,44
2021,"Lewisham 033","E02000685",4053,1856,262,393,446,11,28,643,38,104,220,52
2021,"Lewisham 034","E02000686",3346,969,154,424,516,17,34,834,56,63,239,40
2021,"Lewisham 035","E02000687",4228,2062,262,395,402,8,19,699,44,112,167,58
2021,"Merton 001","E02000689",4918,2901,547,186,162,12,53,551,34,169,270,33
2021,"Merton 002","E02000690",2320,1524,127,100,50,8,21,289,27,63,90,21
2021,"Merton 003","E02000691",4229,2555,393,232,194,8,32,415,19,123,233,25
2021,"Merton 004","E02000692",4205,2760,341,231,111,13,15,411,11,95,182,35
2021,"Merton 005","E02000693",6223,2968,1108,166,346,19,59,724,42,223,520,48
2021,"Merton 006","E02000694",5404,3153,675,172,208,14,32,563,47,143,357,40
2021,"Merton 007","E02000695",4567,1566,572,207,615,12,50,970,73,149,302,51
2021,"Merton 008","E02000696",4900,1712,750,183,478,27,67,920,96,213,395,59
2021,"Merton 009","E02000697",5423,3335,618,216,170,7,47,500,33,146,309,42
2021,"Merton 010","E02000698",3957,2515,164,214,123,10,19,572,35,90,175,40
2021,"Merton 011","E02000699",4495,2828,366,201,143,3,26,508,40,123,228,29
2021,"Merton 012","E02000700",4323,1308,778,126,424,21,62,981,66,119,385,53
2021,"Merton 013","E02000701",4526,1108,456,301,741,10,74,1209,81,146,340,60
2021,"Merton 014","E02000702",4354,1230,278,443,602,20,69,1221,75,148,200,68
2021,"Merton 015","E02000703",3958,2109,442,142,172,10,29,654,37,125,208,30
2021,"Merton 016","E02000704",4759,2348,367,342,312,13,40,814,62,151,264,46
2021,"Merton 017","E02000705",4728,1433,351,396,666,19,68,1320,111,137,158,69
2021,"Merton 018","E02000706",4677,1040,648,168,838,22,70,1205,101,136,384,65
2021,"Merton 019","E02000707",3843,883,185,227,761,22,55,1295,86,107,167,55
2021,"Merton 020","E02000708",4617,2206,246,319,239,22,28,1047,72,114,248,76
2021,"Merton 021","E02000709",3916,1728,355,143,177,19,22,1025,89,98,208,52
2021,"Merton 022","E02000710",4341,1189,637,184,458,16,66,1279,107,101,249,55
2021,"Merton 023","E02000711",4830,1476,856,137,501,24,50,1245,105,107,272,57
2021,"Merton 024","E02000712",4588,1252,583,168,505,17,65,1389,89,119,329,72
2021,"Merton 025","E02000713",3958,1292,315,87,258,19,31,1510,93,87,210,56
2021,"Newham 001","E02000714",3712,1153,767,428,310,20,28,588,45,122,197,54
2021,"Newham 002","E02000715",2703,520,496,251,421,13,20,638,46,48,200,50
2021,"Newham 003","E02000716",3042,761,534,319,408,13,24,623,56,69,191,44
2021,"Newham 004","E02000717",3250,669,590,383,470,17,10,722,74,63,213,39
2021,"Newham 005","E02000718",2779,490,502,275,398,15,21,720,56,53,201,48
2021,"Newham 006","E02000719",4079,1002,1020,412,380,15,35,666,60,153,277,59
2021,"Newham 007","E02000720",3304,937,614,284,299,11,25,663,73,95,235,68
2021,"Newham 008","E02000721",3784,736,799,423,459,24,34,757,68,87,323,74
2021,"Newham 009","E02000722",4207,1206,1110,326,395,24,41,533,40,152,307,73
2021,"Newham 010","E02000723",4745,986,1178,540,460,17,25,910,86,65,406,72
2021,"Newham 011","E02000724",3856,800,792,347,494,26,26,845,83,70,309,64
2021,"Newham 012","E02000725",5299,1960,1353,421,411,19,23,558,37,128,340,49
2021,"Newham 014","E02000727",3339,626,811,364,351,14,26,651,51,47,341,57
2021,"Newham 015","E02000728",3785,676,1070,377,319,13,15,868,97,35,249,66
2021,"Newham 016","E02000729",3303,827,785,302,299,13,15,645,41,73,224,79
2021,"Newham 017","E02000730",4097,785,1129,400,388,16,23,844,55,65,336,56
2021,"Newham 018","E02000731",3990,803,1042,386,451,23,28,748,68,55,336,50
2021,"Newham 019","E02000732",3539,850,818,308,407,14,24,671,71,62,265,49
2021,"Newham 020","E02000733",4824,1286,1365,480,359,15,27,754,64,131,280,63
2021,"Newham 021","E02000734",3469,786,936,372,356,9,22,612,42,91,195,48
2021,"Newham 022","E02000735",3721,821,1053,357,369,17,20,665,60,68,231,60
2021,"Newham 023","E02000736",3645,708,729,323,465,32,25,902,78,64,252,67
2021,"Newham 024","E02000737",4338,896,899,364,534,26,32,1026,81,89,331,60
2021,"Newham 025","E02000738",4395,1092,1052,354,400,33,37,901,80,104,274,68
2021,"Newham 026","E02000739",3572,773,1051,323,395,20,28,634,43,90,178,37
2021,"Newham 027","E02000740",3235,822,981,310,243,13,23,523,43,70,167,40
2021,"Newham 028","E02000741",3649,811,872,278,439,18,25,718,58,109,253,68
2021,"Newham 029","E02000742",3695,717,817,343,420,27,38,919,82,86,190,56
2021,"Newham 030","E02000743",4810,1316,1304,357,502,16,48,770,67,101,247,82
2021,"Newham 031","E02000744",4285,990,1063,312,496,24,27,815,73,124,309,52
2021,"Newham 032","E02000745",4165,839,1037,340,419,28,28,968,105,127,225,49
2021,"Newham 033","E02000746",4609,1608,1059,315,306,28,29,864,63,84,183,70
2021,"Newham 034","E02000747",7400,3470,1774,449,325,25,27,781,68,143,261,77
2021,"Newham 035","E02000748",3086,727,859,233,244,13,34,666,44,67,146,53
2021,"Newham 036","E02000749",4339,955,1126,459,414,28,24,862,55,105,249,62
2021,"Redbridge 001","E02000751",5179,2526,641,128,86,19,13,1347,63,83,224,49
2021,"Redbridge 002","E02000752",4240,1239,666,160,255,26,26,1493,109,37,155,74
2021,"Redbridge 003","E02000753",3245,897,588,177,155,21,14,1115,85,29,123,41
2021,"Redbridge 004","E02000754",3495,1483,607,145,66,23,9,910,65,41,107,39
2021,"Redbridge 005","E02000755",2817,1031,404,90,99,21,19,943,49,30,98,33
2021,"Redbridge 006","E02000756",7081,2331,1300,317,342,42,35,2168,160,54,239,93
2021,"Redbridge 007","E02000757",6637,3284,938,177,183,42,25,1392,83,116,314,83
2021,"Redbridge 008","E02000758",3069,996,350,101,166,31,20,1163,68,25,113,36
2021,"Redbridge 009","E02000759",6556,2711,1076,231,227,55,33,1641,105,108,306,63
2021,"Redbridge 010","E02000760",3368,1070,544,148,195,26,19,1066,76,26,155,43
2021,"Redbridge 012","E02000762",3111,1137,480,122,124,20,11,992,63,18,98,46
2021,"Redbridge 013","E02000763",3841,1246,681,232,188,22,9,1102,109,24,168,60
2021,"Redbridge 014","E02000764",6409,3341,930,137,159,48,22,1294,67,123,228,60
2021,"Redbridge 015","E02000765",3453,1214,634,186,196,26,9,861,63,33,159,72
2021,"Redbridge 017","E02000767",3990,1402,730,216,180,29,23,1068,92,23,185,42
2021,"Redbridge 018","E02000768",2858,1511,388,60,77,18,7,577,33,61,103,23
2021,"Redbridge 020","E02000770",3661,1072,672,237,219,24,14,1060,77,33,191,62
2021,"Redbridge 022","E02000772",3542,1024,424,340,305,18,14,1014,83,28,245,47
2021,"Redbridge 023","E02000773",4550,1437,636,265,305,20,15,1343,121,39,290,79
2021,"Redbridge 024","E02000774",3424,906,497,380,248,10,14,1000,88,37,204,40
2021,"Redbridge 026","E02000776",3090,1011,386,224,237,10,17,810,79,40,239,37
2021,"Redbridge 027","E02000777",2843,1375,328,92,91,15,19,629,52,115,98,29
2021,"Redbridge 029","E02000779",3516,1025,577,328,312,19,18,855,64,34,239,45
2021,"Redbridge 031","E02000781",6928,1930,728,538,508,58,33,2407,239,64,308,115
2021,"Redbridge 032","E02000782",4585,1324,605,486,574,12,24,1103,82,42,276,57
2021,"Redbridge 033","E02000783",2840,554,480,318,310,23,22,821,63,29,174,46
2021,"Richmond upon Thames 001","E02000784",4714,2977,211,187,175,17,39,596,34,219,223,36
2021,"Richmond upon Thames 002","E02000785",5045,3430,313,126,96,14,34,564,30,142,258,38
2021,"Richmond upon Thames 003","E02000786",5978,3789,215,333,190,24,52,625,35,292,381,42
2021,"Richmond upon Thames 004","E02000787",6264,3870,329,265,227,21,35,866,55,211,338,47
2021,"Richmond upon Thames 005","E02000788",4590,2896,123,200,162,16,34,541,25,229,323,41
2021,"Richmond upon Thames 006","E02000789",3196,2130,154,136,100,14,10,365,18,98,147,24
2021,"Richmond upon Thames 007","E02000790",3590,2439,106,185,76,7,13,443,20,123,156,22
2021,"Richmond upon Thames 008","E02000791",3427,2370,194,146,85,16,12,323,18,86,151,26
2021,"Richmond upon Thames 009","E02000792",3682,2503,120,158,85,6,18,422,30,133,183,24
2021,"Richmond upon Thames 010","E02000793",3994,1829,94,245,225,7,38,1089,60,153,215,39
2021,"Richmond upon Thames 011","E02000794",3722,2168,94,223,122,9,21,678,33,162,189,23
2021,"Richmond upon Thames 012","E02000795",3062,1949,78,84,99,11,37,434,46,143,152,29
2021,"Richmond upon Thames 013","E02000796",5045,1879,126,190,372,14,30,1819,124,164,254,73
2021,"Richmond upon Thames 014","E02000797",4374,2715,126,240,152,10,30,602,25,173,261,40
2021,"Richmond upon Thames 015","E02000798",5668,2993,122,266,275,10,35,1250,79,240,339,59
2021,"Richmond upon Thames 016","E02000799",3046,1825,50,168,116,5,16,492,30,120,192,32
2021,"Richmond upon Thames 017","E02000800",2435,1166,66,63,163,11,30,566,36,164,144,26
2021,"Richmond upon Thames 018","E02000801",3661,2217,59,135,136,12,22,649,33,148,226,24
2021,"Richmond upon Thames 019","E02000802",3595,2027,42,124,187,12,23,756,34,160,199,31
2021,"Richmond upon Thames 020","E02000803",4477,1974,72,130,308,16,50,1424,73,172,212,46
2021,"Richmond upon Thames 021","E02000804",3645,2153,65,210,150,4,25,582,27,145,252,32
2021,"Richmond upon Thames 022","E02000805",5326,3234,74,281,228,11,29,817,46,223,347,36
2021,"Richmond upon Thames 023","E02000806",5028,2786,64,223,199,11,19,1202,49,188,243,44
2021,"Southwark 001","E02000807",5389,3134,862,137,265,31,18,402,26,241,225,48
2021,"Southwark 002","E02000808",5562,3392,449,168,283,35,25,248,17,216,676,53
2021,"Southwark 004","E02000810",6695,3284,913,203,610,33,45,552,30,310,652,63
2021,"Southwark 006","E02000812",5512,2650,519,167,679,26,24,408,24,279,677,59
2021,"Southwark 007","E02000813",5681,2738,997,255,479,34,58,460,26,236,335,63
2021,"Southwark 008","E02000814",6552,3762,957,197,359,27,41,534,34,322,249,70
2021,"Southwark 009","E02000815",4228,2261,378,153,541,15,17,204,12,199,411,37
2021,"Southwark 010","E02000816",5025,2066,613,193,650,23,62,542,37,303,478,58
2021,"Southwark 011","E02000817",3220,1118,489,174,461,21,31,385,31,208,245,57
2021,"Southwark 012","E02000818",5465,2667,450,159,873,25,25,350,30,321,521,44
2021,"Southwark 013","E02000819",4065,1338,337,141,1047,15,46,429,22,270,370,50
2021,"Southwark 014","E02000820",4887,2324,580,147,700,24,36,330,17,287,387,55
2021,"Southwark 015","E02000821",4470,1292,362,199,1398,38,45,460,29,230,352,65
2021,"Southwark 016","E02000822",3283,1068,306,110,848,10,33,308,19,203,334,44
2021,"Southwark 017","E02000823",4639,1880,442,138,1016,15,44,393,26,301,324,60
2021,"Southwark 018","E02000824",4662,1290,308,215,1424,22,48,660,43,271,315,66
2021,"Southwark 019","E02000825",4806,1440,356,198,1286,18,33,656,30,311,401,77
2021,"Southwark 020","E02000826",5265,2153,335,189,1170,14,40,444,38,393,434,55
2021,"Southwark 021","E02000827",5984,2275,431,213,1516,30,53,514,24,354,513,61
2021,"Southwark 022","E02000828",4587,1606,315,268,1106,23,35,504,23,297,351,59
2021,"Southwark 023","E02000829",5829,2597,378,410,938,30,28,642,37,358,359,52
2021,"Southwark 024","E02000830",5457,2966,299,242,579,33,46,408,19,390,424,51
2021,"Southwark 025","E02000831",5555,3087,275,311,548,17,23,434,27,404,372,57
2021,"Southwark 026","E02000832",4974,2324,235,352,723,27,31,593,37,300,308,44
2021,"Southwark 027","E02000833",3983,1583,223,297,668,8,26,417,18,228,476,39
2021,"Southwark 028","E02000834",5624,3485,208,244,425,24,28,440,21,372,330,47
2021,"Southwark 029","E02000835",4109,2226,182,202,377,22,34,512,32,309,181,32
2021,"Southwark 030","E02000836",4769,2946,178,208,332,16,18,421,27,297,287,39
2021,"Southwark 031","E02000837",4296,2853,148,250,149,10,20,322,17,272,229,26
2021,"Southwark 032","E02000838",5203,2893,229,189,607,18,43,573,27,288,277,59
2021,"Southwark 033","E02000839",4129,2156,219,349,347,27,30,580,29,162,191,39
2021,"Sutton 001","E02000840",4325,980,360,170,436,17,45,1776,141,79,265,56
2021,"Sutton 002","E02000841",4397,877,323,145,551,17,69,1690,146,90,437,52
2021,"Sutton 003","E02000842",4143,1277,271,101,260,23,45,1684,122,53,256,51
2021,"Sutton 004","E02000843",5246,2005,239,439,333,14,61,1674,93,95,246,47
2021,"Sutton 005","E02000844",4282,1149,217,193,352,15,54,1789,130,75,273,35
2021,"Sutton 006","E02000845",4885,2097,126,362,210,21,44,1535,109,90,243,48
2021,"Sutton 007","E02000846",3826,1345,210,187,239,21,42,1352,71,51,265,43
2021,"Sutton 008","E02000847",4644,1820,203,190,242,24,38,1688,116,68,202,53
2021,"Sutton 009","E02000848",4211,1371,186,124,229,22,39,1756,118,64,264,38
2021,"Sutton 010","E02000849",4144,1499,85,288,288,9,52,1462,100,74,238,49
2021,"Sutton 011","E02000850",5482,1910,145,316,333,25,47,2147,129,79,294,57
2021,"Sutton 012","E02000851",5969,2024,281,471,663,27,46,1611,125,96,540,85
2021,"Sutton 013","E02000852",4282,1629,145,245,258,17,42,1390,104,66,345,41
2021,"Sutton 014","E02000853",4139,1452,173,256,245,16,32,1456,111,64,292,42
2021,"Sutton 015","E02000854",3927,1771,83,295,166,14,29,1174,66,66,240,23
2021,"Sutton 016","E02000855",3986,1716,90,258,164,12,26,1317,80,52,227,44
2021,"Sutton 017","E02000856",4689,1834,96,374,265,23,30,1594,79,65,272,57
2021,"Sutton 018","E02000857",4695,1862,131,481,344,24,42,1248,90,64,360,49
2021,"Sutton 019","E02000858",3669,972,76,217,414,21,42,1498,90,53,246,40
2021,"Sutton 020","E02000859",3862,1526,72,265,208,15,28,1335,98,56,214,45
2021,"Sutton 021","E02000860",4453,1660,131,419,401,20,46,1249,72,60,334,61
2021,"Sutton 022","E02000861",3641,1847,54,221,78,10,16,1084,75,39,182,35
2021,"Sutton 024","E02000863",3266,1410,56,182,105,13,21,1260,81,14,86,38
2021,"Tower Hamlets 001","E02000864",5766,2900,668,219,443,55,24,595,39,404,368,51
2021,"Tower Hamlets 002","E02000865",3700,1644,430,147,306,31,21,398,27,279,377,40
2021,"Tower Hamlets 003","E02000866",5793,3023,638,176,375,31,23,525,41,457,415,89
2021,"Tower Hamlets 004","E02000867",6581,3595,938,229,318,36,32,517,32,451,375,58
2021,"Tower Hamlets 005","E02000868",3896,2021,389,145,236,30,30,294,23,298,390,40
2021,"Tower Hamlets 006","E02000869",2979,1601,253,84,193,14,14,242,14,192,336,36
2021,"Tower Hamlets 007","E02000870",3084,1403,415,120,212,14,18,308,26,185,341,42
2021,"Tower Hamlets 008","E02000871",5294,2100,996,408,401,41,35,629,41,222,353,68
2021,"Tower Hamlets 009","E02000872",4275,2258,437,173,241,36,21,312,15,211,530,41
2021,"Tower Hamlets 010","E02000873",3911,1698,527,227,312,21,27,429,40,236,354,40
2021,"Tower Hamlets 011","E02000874",3266,1344,470,169,244,19,24,336,25,174,421,40
2021,"Tower Hamlets 012","E02000875",6190,2616,1142,399,425,25,32,722,62,279,421,67
2021,"Tower Hamlets 013","E02000876",3534,1602,514,183,177,23,17,302,22,211,432,51
2021,"Tower Hamlets 014","E02000877",6499,2906,1022,343,516,30,47,695,44,359,471,66
2021,"Tower Hamlets 015","E02000878",5145,2712,539,223,250,24,29,320,17,244,724,63
2021,"Tower Hamlets 016","E02000879",3643,1381,524,211,299,27,28,394,30,230,476,43
2021,"Tower Hamlets 017","E02000880",2973,1146,411,165,232,21,13,313,14,160,456,42
2021,"Tower Hamlets 018","E02000881",4808,2143,812,284,337,33,26,585,46,188,310,44
2021,"Tower Hamlets 019","E02000882",4747,1881,685,320,325,36,34,659,41,224,493,49
2021,"Tower Hamlets 020","E02000883",3665,1283,706,268,367,32,25,454,40,165,279,46
2021,"Tower Hamlets 021","E02000884",6509,3558,701,245,316,33,15,367,30,234,945,65
2021,"Tower Hamlets 022","E02000885",2832,978,441,218,218,16,26,308,16,142,422,47
2021,"Tower Hamlets 023","E02000886",5306,2845,821,199,308,29,17,363,20,226,409,69
2021,"Tower Hamlets 024","E02000887",4782,1929,761,288,422,38,34,604,52,171,413,70
2021,"Tower Hamlets 025","E02000888",4412,2255,606,223,163,16,20,435,22,232,389,51
2021,"Tower Hamlets 026","E02000889",5137,3031,560,150,161,28,20,338,11,200,574,64
2021,"Tower Hamlets 027","E02000890",3848,2613,328,79,68,28,12,225,31,121,319,24
2021,"Tower Hamlets 030","E02000893",3706,1882,546,193,181,14,20,440,30,91,263,46
2021,"Tower Hamlets 031","E02000894",6157,3551,902,237,261,26,24,584,35,179,291,67
2021,"Waltham Forest 001","E02000895",3761,1265,243,158,228,32,32,1452,91,57,148,55
2021,"Waltham Forest 002","E02000896",4653,2047,326,257,199,28,20,1338,90,68,231,49
2021,"Waltham Forest 003","E02000897",3984,1409,356,151,240,35,23,1371,82,80,191,46
2021,"Waltham Forest 004","E02000898",3707,1281,278,187,237,34,35,1294,86,71,156,48
2021,"Waltham Forest 005","E02000899",4182,1203,428,141,336,36,33,1528,105,86,229,57
2021,"Waltham Forest 006","E02000900",4097,1040,462,140,412,24,33,1475,120,75,264,52
2021,"Waltham Forest 007","E02000901",5342,2397,538,301,189,32,21,1316,70,143,270,65
2021,"Waltham Forest 008","E02000902",4756,1665,637,207,386,21,27,1317,83,105,255,53
2021,"Waltham Forest 009","E02000903",4717,1556,801,218,431,23,40,1103,83,164,235,63
2021,"Waltham Forest 010","E02000904",4382,1714,704,149,329,32,33,927,50,153,248,43
2021,"Waltham Forest 011","E02000905",5434,2271,1036,200,353,30,21,891,69,211,284,68
2021,"Waltham Forest 012","E02000906",5043,2215,942,198,313,23,33,732,53,203,287,44
2021,"Waltham Forest 013","E02000907",4727,1784,801,290,344,22,19,907,64,150,289,57
2021,"Waltham Forest 014","E02000908",7210,3295,1586,296,365,26,44,872,58,301,305,62
2021,"Waltham Forest 015","E02000909",4901,2408,757,170,259,19,14,687,59,209,272,47
2021,"Waltham Forest 016","E02000910",6261,2784,1283,267,402,24,19,712,69,224,408,69
2021,"Waltham Forest 017","E02000911",7049,2888,1562,412,462,45,37,826,62,263,428,64
2021,"Waltham Forest 018","E02000912",4768,1794,912,254,381,24,51,778,50,210,266,48
2021,"Waltham Forest 019","E02000913",4565,1557,885,200,320,14,32,897,64,157,380,59
2021,"Waltham Forest 020","E02000914",5225,1490,1017,272,694,12,26,981,78,190,383,82
2021,"Waltham Forest 021","E02000915",4467,1950,966,181,185,20,16,629,45,174,234,67
2021,"Waltham Forest 022","E02000916",5496,1965,822,242,716,33,46,870,79,367,286,70
2021,"Waltham Forest 023","E02000917",5273,2062,1193,268,347,22,27,724,68,247,249,66
2021,"Waltham Forest 024","E02000918",4949,1887,1234,328,260,23,30,635,52,168,271,61
2021,"Waltham Forest 025","E02000919",5084,1776,1369,247,343,17,48,673,38,222,287,64
2021,"Waltham Forest 026","E02000920",5168,1645,1240,323,491,37,35,783,59,211,292,52
2021,"Waltham Forest 027","E02000921",5737,1647,1502,408,470,30,32,932,60,202,342,112
2021,"Waltham Forest 028","E02000922",5430,1767,1218,347,450,43,34,882,86,259,281,63
2021,"Wandsworth 001","E02000923",4357,2426,240,130,411,34,57,310,23,260,405,61
2021,"Wandsworth 003","E02000925",4172,1851,290,158,681,20,47,434,27,225,391,48
2021,"Wandsworth 004","E02000926",7478,4277,458,347,611,41,64,582,29,459,538,72
2021,"Wandsworth 005","E02000927",4189,2361,264,172,389,24,34,336,18,250,310,31
2021,"Wandsworth 006","E02000928",4865,3186,299,201,185,16,35,343,20,275,267,38
2021,"Wandsworth 007","E02000929",3985,1602,257,363,660,19,32,455,19,187,338,53
2021,"Wandsworth 008","E02000930",6762,4163,443,494,404,23,44,464,19,316,349,43
2021,"Wandsworth 009","E02000931",5628,3903,376,223,192,16,40,295,16,289,250,28
2021,"Wandsworth 010","E02000932",8670,5617,685,404,344,32,50,550,20,433,463,72
2021,"Wandsworth 011","E02000933",5113,3173,341,222,265,15,53,446,16,258,275,49
2021,"Wandsworth 012","E02000934",6112,3761,408,466,335,25,34,404,24,288,322,45
2021,"Wandsworth 013","E02000935",2730,673,208,139,674,16,26,565,35,118,234,42
2021,"Wandsworth 014","E02000936",5839,3456,571,224,366,22,57,434,16,285,375,33
2021,"Wandsworth 015","E02000937",4639,3034,291,240,166,23,33,345,20,233,215,39
2021,"Wandsworth 016","E02000938",5285,2289,356,255,723,21,74,823,49,289,349,57
2021,"Wandsworth 017","E02000939",4125,2845,360,89,81,20,26,287,13,194,185,25
2021,"Wandsworth 018","E02000940",5776,3090,406,268,530,28,54,597,26,296,419,62
2021,"Wandsworth 019","E02000941",6086,3706,328,288,288,25,69,584,32,348,364,54
2021,"Wandsworth 020","E02000942",5577,3476,552,131,157,17,40,543,28,275,305,53
2021,"Wandsworth 021","E02000943",5727,3904,672,151,151,31,26,271,15,222,262,22
2021,"Wandsworth 022","E02000944",3698,1340,463,164,441,17,78,656,34,124,335,46
2021,"Wandsworth 023","E02000945",3529,993,277,140,814,16,54,727,53,164,238,53
2021,"Wandsworth 024","E02000946",4630,2635,254,359,233,21,39,505,26,195,339,24
2021,"Wandsworth 025","E02000947",5666,3644,482,209,190,13,40,468,26,239,314,41
2021,"Wandsworth 026","E02000948",6736,4465,851,167,168,13,30,471,18,244,275,34
2021,"Wandsworth 027","E02000949",6246,4169,640,199,142,17,52,400,29,262,283,53
2021,"Wandsworth 028","E02000950",4043,1858,519,130,315,11,71,614,42,213,234,36
2021,"Wandsworth 029","E02000951",4025,2449,494,130,162,21,33,291,17,203,200,25
2021,"Wandsworth 030","E02000952",3802,2366,465,107,153,10,39,274,22,161,183,22
2021,"Wandsworth 031","E02000953",4623,2556,276,225,314,16,39,449,22,196,501,29
2021,"Wandsworth 032","E02000954",3481,2018,405,68,165,13,27,353,20,154,231,27
2021,"Wandsworth 033","E02000955",3777,1936,450,84,269,10,35,440,32,134,347,40
2021,"Wandsworth 034","E02000956",4219,1919,621,131,367,19,41,422,32,176,450,41
2021,"Wandsworth 035","E02000957",6327,3208,823,184,473,37,87,642,57,242,518,56
2021,"Wandsworth 036","E02000958",4083,2030,361,98,331,22,51,592,48,236,277,37
2021,"Wandsworth 037","E02000959",4159,1765,439,206,506,13,70,609,61,180,239,71
2021,"Westminster 001","E02000960",2937,1859,246,34,93,48,8,206,15,79,310,39
2021,"Westminster 002","E02000961",4597,2623,510,89,344,46,20,371,21,141,380,52
2021,"Westminster 003","E02000962",3666,2284,339,58,218,40,17,247,22,98,299,44
2021,"Westminster 004","E02000963",4529,1691,506,139,703,21,48,597,41,221,493,69
2021,"Westminster 005","E02000964",5867,2714,645,142,784,46,48,608,27,229,527,97
2021,"Westminster 006","E02000965",4724,2868,466,64,294,42,30,296,12,230,367,55
