"date","geography","geography code","Multi religion household: Total","Multi religion household: One-person household","Multi religion household: Multi-person household: No people stated their religion","Multi religion household: Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion)","Multi religion household: Multi-person household: No religion (household may include people who did not state their religion)","Multi religion household: Multi-person household: Same religion and no religion (household may include people who did not state their religion)","Multi religion household: Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion)"
2021,"Tower Hamlets 007","E02000870",2423,718,53,836,456,311,49
2021,"Tower Hamlets 008","E02000871",4228,1247,90,1871,519,397,104
2021,"Tower Hamlets 009","E02000872",3192,994,59,1067,660,354,58
2021,"Tower Hamlets 010","E02000873",2920,778,59,1172,514,339,58
2021,"Tower Hamlets 011","E02000874",2523,685,49,1106,385,231,67
2021,"Tower Hamlets 012","E02000875",5079,1508,128,2133,746,491,73
2021,"Tower Hamlets 013","E02000876",2777,967,31,970,503,253,53
2021,"Tower Hamlets 014","E02000877",4913,1258,100,2047,880,530,98
2021,"Tower Hamlets 015","E02000878",4012,1439,81,1293,660,460,79
2021,"Tower Hamlets 016","E02000879",3047,969,46,1297,357,298,80
2021,"Tower Hamlets 017","E02000880",2281,675,41,1000,301,216,48
2021,"Tower Hamlets 018","E02000881",3857,1024,86,1760,528,363,96
2021,"Tower Hamlets 019","E02000882",3808,1033,75,1811,490,332,67
2021,"Tower Hamlets 020","E02000883",3029,804,58,1400,344,295,128
2021,"Tower Hamlets 021","E02000884",5113,1801,125,1671,857,523,136
2021,"Tower Hamlets 022","E02000885",2391,757,47,1127,203,202,55
2021,"Tower Hamlets 023","E02000886",3822,1217,97,1283,592,542,91
2021,"Tower Hamlets 024","E02000887",3947,1145,88,1727,469,440,78
2021,"Tower Hamlets 025","E02000888",3354,1073,57,1276,519,361,68
2021,"Tower Hamlets 026","E02000889",3807,1365,99,1124,636,472,111
2021,"Tower Hamlets 027","E02000890",2891,1113,71,712,579,359,57
2021,"Tower Hamlets 030","E02000893",2988,874,68,1117,429,425,75
2021,"Tower Hamlets 031","E02000894",4463,1274,102,1565,780,603,139
2021,"Waltham Forest 001","E02000895",3277,964,84,1303,450,408,68
2021,"Waltham Forest 002","E02000896",3836,1195,90,1341,593,555,62
2021,"Waltham Forest 003","E02000897",3372,982,79,1217,566,461,67
2021,"Waltham Forest 004","E02000898",3202,945,69,1237,465,406,80
2021,"Waltham Forest 005","E02000899",3225,816,79,1449,368,403,110
2021,"Waltham Forest 006","E02000900",3118,731,72,1522,374,332,87
2021,"Waltham Forest 007","E02000901",3851,804,105,1366,879,620,77
2021,"Waltham Forest 008","E02000902",3518,797,118,1528,539,436,100
2021,"Waltham Forest 009","E02000903",3467,709,74,1510,670,412,92
2021,"Waltham Forest 010","E02000904",3110,796,71,1215,537,408,83
2021,"Waltham Forest 011","E02000905",3630,748,83,1334,905,456,104
2021,"Waltham Forest 012","E02000906",3627,838,82,1287,888,463,69
2021,"Waltham Forest 013","E02000907",4067,1285,98,1510,703,378,93
2021,"Waltham Forest 014","E02000908",5240,1570,115,1635,1217,595,108
2021,"Waltham Forest 015","E02000909",3570,929,69,1124,913,475,60
2021,"Waltham Forest 016","E02000910",4402,1158,88,1533,992,513,118
2021,"Waltham Forest 017","E02000911",4850,1243,118,1731,1124,525,109
2021,"Waltham Forest 018","E02000912",3272,718,81,1383,630,357,103
2021,"Waltham Forest 019","E02000913",3115,715,63,1416,499,328,94
2021,"Waltham Forest 020","E02000914",3971,1037,73,1867,571,324,99
2021,"Waltham Forest 021","E02000915",3285,1008,58,1062,685,385,87
2021,"Waltham Forest 022","E02000916",3982,1077,75,1633,714,388,95
2021,"Waltham Forest 023","E02000917",3651,887,101,1341,804,417,101
2021,"Waltham Forest 024","E02000918",3407,917,80,1290,663,370,87
2021,"Waltham Forest 025","E02000919",3357,800,104,1317,632,380,124
2021,"Waltham Forest 026","E02000920",3815,1102,73,1543,584,393,120
2021,"Waltham Forest 027","E02000921",4058,1068,111,1673,596,506,104
2021,"Waltham Forest 028","E02000922",3634,858,81,1533,638,417,107
2021,"Wandsworth 001","E02000923",3469,1255,71,971,553,508,111
2021,"Wandsworth 003","E02000925",3363,1062,82,1137,536,486,60
2021,"Wandsworth 004","E02000926",5554,2013,96,1433,1135,771,106
2021,"Wandsworth 005","E02000927",3232,1009,60,870,710,539,44
2021,"Wandsworth 006","E02000928",3614,1078,75,1012,682,699,68
2021,"Wandsworth 007","E02000929",3495,1174,69,1227,490,447,88
2021,"Wandsworth 008","E02000930",4261,1211,77,1132,969,794,78
2021,"Wandsworth 009","E02000931",3486,802,77,875,851,810,71
2021,"Wandsworth 010","E02000932",5930,1799,164,1367,1376,1105,119
2021,"Wandsworth 011","E02000933",3930,1261,79,1116,697,677,100
2021,"Wandsworth 012","E02000934",4196,1409,74,1001,945,698,69
2021,"Wandsworth 013","E02000935",2436,794,52,918,348,266,58
2021,"Wandsworth 014","E02000936",4384,1565,97,1064,881,676,101
2021,"Wandsworth 015","E02000937",3127,712,64,947,729,621,54
2021,"Wandsworth 016","E02000938",4345,1343,111,1506,666,601,118
2021,"Wandsworth 017","E02000939",2836,616,59,948,611,544,58
2021,"Wandsworth 018","E02000940",4214,1367,115,1222,834,605,71
2021,"Wandsworth 019","E02000941",4138,1085,77,1287,879,759,51
2021,"Wandsworth 020","E02000942",3816,899,93,1187,778,761,98
2021,"Wandsworth 021","E02000943",3808,1137,56,911,882,745,77
2021,"Wandsworth 022","E02000944",2890,821,72,1066,484,381,66
2021,"Wandsworth 023","E02000945",2764,768,35,1114,394,361,92
2021,"Wandsworth 024","E02000946",3108,803,65,935,700,532,73
2021,"Wandsworth 025","E02000947",3920,1001,74,1153,899,707,86
2021,"Wandsworth 026","E02000948",4382,1324,75,948,1064,873,98
2021,"Wandsworth 027","E02000949",4254,1251,71,1046,1003,788,95
2021,"Wandsworth 028","E02000950",3110,912,80,1066,530,456,66
2021,"Wandsworth 029","E02000951",2823,907,44,689,650,476,57
2021,"Wandsworth 030","E02000952",2657,882,41,644,592,446,52
2021,"Wandsworth 031","E02000953",3211,1112,46,835,630,521,67
2021,"Wandsworth 032","E02000954",2248,475,47,766,489,397,74
2021,"Wandsworth 033","E02000955",2676,635,66,901,582,405,87
2021,"Wandsworth 034","E02000956",3030,842,69,872,631,496,120
2021,"Wandsworth 035","E02000957",4421,1237,78,1394,930,665,117
2021,"Wandsworth 036","E02000958",2916,711,42,1013,645,448,57
2021,"Wandsworth 037","E02000959",3104,897,64,1117,581,379,66
2021,"Westminster 001","E02000960",2782,1043,89,905,333,262,150
2021,"Westminster 002","E02000961",4071,1277,139,1396,533,545,181
2021,"Westminster 003","E02000962",3860,1794,135,1106,393,311,121
2021,"Westminster 004","E02000963",4135,1285,107,1729,525,406,83
2021,"Westminster 005","E02000964",5358,2046,138,1820,632,571,151
2021,"Westminster 006","E02000965",3623,1277,84,1010,580,548,124
2021,"Westminster 007","E02000966",4109,1555,118,1161,583,519,173
2021,"Westminster 008","E02000967",3014,1299,79,774,339,396,127
2021,"Westminster 009","E02000968",5617,2026,120,2509,419,424,119
2021,"Westminster 010","E02000969",3718,1275,114,1615,299,316,99
2021,"Westminster 011","E02000970",3557,1680,108,906,410,338,115
2021,"Westminster 012","E02000971",3722,1723,96,966,466,326,145
2021,"Westminster 013","E02000972",4253,2256,101,908,536,352,100
2021,"Westminster 014","E02000973",4796,2252,106,1098,680,562,98
2021,"Westminster 015","E02000974",3982,1774,107,1197,401,342,161
2021,"Westminster 016","E02000975",3802,1726,96,841,613,421,105
2021,"Westminster 017","E02000976",4212,1928,117,1052,544,443,128
2021,"Westminster 018","E02000977",3431,1940,64,609,410,275,133
2021,"Westminster 019","E02000978",2764,1064,106,908,267,286,133
2021,"Westminster 020","E02000979",3927,1817,111,1039,446,405,109
2021,"Westminster 021","E02000980",4325,1927,91,1242,528,401,136
2021,"Westminster 022","E02000981",4156,1908,123,1025,482,500,118
2021,"Westminster 023","E02000982",3843,1874,80,1089,337,372,91
2021,"Westminster 024","E02000983",3758,1696,99,1080,418,392,73
2021,"Bromley 040","E02006782",3196,828,80,1217,579,423,69
2021,"Lewisham 037","E02006783",2893,682,86,1141,568,364,52
2021,"Lewisham 038","E02006784",3125,969,61,1204,481,342,68
2021,"Bexley 029","E02006785",2577,671,52,1000,456,348,50
2021,"Greenwich 033","E02006786",2871,777,57,1136,462,368,71
2021,"Bromley 041","E02006787",3091,777,67,911,739,539,58
2021,"Croydon 045","E02006788",2894,694,90,1131,514,397,68
2021,"Bromley 042","E02006789",2789,698,50,1032,555,436,18
2021,"Ealing 040","E02006791",3452,1226,76,858,692,512,88
2021,"Hounslow 029","E02006792",4145,1583,105,1035,750,569,103
2021,"Enfield 037","E02006793",3391,873,95,1799,282,252,90
2021,"Haringey 037","E02006794",3125,966,69,1482,307,235,66
2021,"Harrow 032","E02006795",2644,411,46,1736,118,222,111
2021,"Hillingdon 033","E02006796",3576,846,63,1675,420,446,126
2021,"Lewisham 039","E02006798",3774,1304,68,1121,727,471,83
2021,"Barking and Dagenham 023","E02006799",3890,847,87,1993,481,372,110
2021,"Redbridge 034","E02006800",4515,978,74,2886,174,242,161
2021,"Lambeth 036","E02006801",3712,1524,68,901,685,453,81
2021,"Southwark 034","E02006802",3937,1437,82,1012,777,528,101
2021,"Sutton 025","E02006836",3212,684,80,1446,493,453,56
2021,"Tower Hamlets 032","E02006853",5040,1989,120,1586,738,482,125
2021,"Tower Hamlets 033","E02006854",3528,1454,100,928,582,373,91
2021,"Harrow 033","E02006882",4396,645,89,3047,100,309,206
2021,"Hackney 028","E02006918",3170,1023,113,1072,598,316,48
2021,"Hackney 029","E02006921",2782,897,176,1166,269,219,55
2021,"Redbridge 035","E02006924",4097,801,98,2681,142,235,140
2021,"Redbridge 036","E02006925",4187,617,102,2876,137,263,192
2021,"Greenwich 034","E02006927",5086,1537,133,1530,1101,678,107
2021,"Greenwich 035","E02006928",5265,1722,111,1393,1191,723,125
2021,"Greenwich 037","E02006930",4226,1233,86,1048,1053,717,89
2021,"Greenwich 038","E02006931",4137,1315,79,1030,998,642,73
2021,"Southwark 035","E02006941",2985,1282,66,477,693,401,66
2021,"Southwark 036","E02006942",3365,1243,79,762,726,460,95
2021,"Barnet 042","E02006953",3855,1275,104,1480,493,363,140
2021,"Barnet 043","E02006954",3720,1015,95,1821,324,359,106
2021,"Brent 035","E02006955",2709,826,58,1172,325,243,85
2021,"Brent 036","E02006956",2503,515,52,1513,137,186,100
2021,"Ealing 041","E02006968",3559,1211,93,1133,535,462,125
2021,"Ealing 042","E02006969",2976,1089,60,785,562,384,96
2021,"Ealing 043","E02006970",2032,328,29,1456,29,57,133
2021,"Ealing 044","E02006971",2222,298,32,1647,27,84,134
2021,"Hounslow 030","E02006972",2335,776,66,840,326,261,66
2021,"Hounslow 031","E02006973",3726,1314,79,1281,557,402,93
2021,"Croydon 046","E02006987",3876,1650,85,1122,601,328,90
2021,"Croydon 047","E02006988",3307,1344,82,1018,472,285,106
2021,"Greenwich 039","E02006991",3233,1160,65,777,710,446,75
2021,"Greenwich 040","E02006992",3769,1217,93,1022,835,510,92
2021,"Greenwich 041","E02006993",3625,1102,106,1001,803,516,97
2021,"Greenwich 042","E02006994",3284,1175,48,1185,459,304,113
2021,"Newham 038","E02006995",3238,611,110,889,896,584,148
2021,"Newham 039","E02006996",3158,918,84,1058,619,347,132
2021,"Newham 040","E02006997",3229,1055,71,996,599,413,95
2021,"Newham 041","E02006998",2668,726,61,1309,270,232,70
2021,"Newham 042","E02006999",5052,1465,116,1855,806,621,189
2021,"Lewisham 040","E02007008",2659,918,76,768,541,293,63
2021,"Lewisham 041","E02007009",3987,1449,77,1142,716,511,92
2021,"Redbridge 037","E02007017",2761,528,71,1740,141,208,73
2021,"Redbridge 038","E02007018",2525,657,53,1443,160,149,63
2021,"Redbridge 039","E02007019",2406,615,51,1511,63,81,85
2021,"Redbridge 040","E02007020",2726,462,51,1897,80,98,138
2021,"Wandsworth 038","E02007083",4106,1680,107,953,807,478,81
2021,"Wandsworth 039","E02007084",4137,1284,97,1366,715,592,83
2021,"Hackney 030","E02007108",2802,973,53,488,830,392,66
2021,"Hackney 031","E02007109",3302,1071,80,817,838,446,50
2021,"Hackney 032","E02007110",3360,1381,57,836,619,396,71
2021,"Hackney 033","E02007111",2817,1054,80,479,780,363,61
2021,"Tower Hamlets 034","E02007112",2918,1175,70,707,527,349,90
2021,"Tower Hamlets 035","E02007113",3268,1112,79,1110,529,333,105
2021,"Tower Hamlets 036","E02007114",3032,1066,78,968,460,353,107
2021,"Camden 029","E02007115",4469,2031,105,1200,572,452,109
